frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
17138,15:45.000,2,1635.0,1023.0,1735.0,1172.0,963.0,1188.0,1049.0,1311.0
17139,18:50.617,2,1634.0,1023.0,1734.0,1172.0,963.0,1189.0,1049.0,1312.0
17140,18:50.650,2,1634.0,1021.0,1734.0,1170.0,963.0,1188.0,1049.0,1311.0
17141,18:50.683,2,1633.0,1021.0,1734.0,1170.0,963.0,1188.0,1048.0,1312.0
17142,18:50.717,2,1633.0,1022.0,1734.0,1171.0,962.0,1190.0,1048.0,1313.0
17143,18:50.750,2,1633.0,1022.0,1734.0,1172.0,962.0,1191.0,1048.0,1314.0
17144,18:50.783,2,1632.0,1023.0,1735.0,1172.0,961.0,1193.0,1048.0,1315.0
17145,18:50.817,2,1631.0,1023.0,1733.0,1172.0,961.0,1193.0,1047.0,1315.0
17146,18:50.850,2,1630.0,1024.0,1732.0,1173.0,961.0,1194.0,1046.0,1316.0
17147,18:50.883,2,1629.0,1024.0,1731.0,1173.0,960.0,1196.0,1045.0,1317.0
17148,18:50.917,2,1629.0,1025.0,1731.0,1172.0,959.0,1196.0,1045.0,1317.0
17149,18:50.950,2,1627.0,1024.0,1731.0,1172.0,959.0,1198.0,1044.0,1318.0
17150,18:50.983,2,1628.0,1025.0,1731.0,1172.0,959.0,1198.0,1045.0,1318.0
17151,18:51.017,2,1628.0,1024.0,1731.0,1172.0,959.0,1198.0,1045.0,1318.0
17152,18:51.050,2,1629.0,1024.0,1732.0,1172.0,959.0,1198.0,1045.0,1317.0
17153,18:51.083,2,1630.0,1024.0,1732.0,1172.0,960.0,1198.0,1045.0,1317.0
17154,18:51.117,2,1630.0,1024.0,1732.0,1173.0,959.0,1200.0,1045.0,1319.0
17155,18:51.150,2,1630.0,1024.0,1732.0,1172.0,959.0,1200.0,1045.0,1319.0
17156,18:51.183,2,1630.0,1024.0,1732.0,1172.0,960.0,1201.0,1046.0,1320.0
17157,18:51.217,2,1630.0,1024.0,1733.0,1172.0,960.0,1202.0,1046.0,1320.0
17158,18:51.250,2,1631.0,1024.0,1733.0,1173.0,960.0,1203.0,1046.0,1322.0
17159,18:51.283,2,1632.0,1025.0,1734.0,1174.0,961.0,1205.0,1047.0,1323.0
17160,18:51.317,2,1633.0,1025.0,1735.0,1173.0,962.0,1204.0,1047.0,1322.0
17161,18:51.350,2,962.0,1206.0,1048.0,1325.0,1634.0,1024.0,1735.0,1173.0
17162,18:51.383,2,1634.0,1024.0,1735.0,1173.0,962.0,1208.0,1048.0,1327.0
17163,18:51.417,2,1634.0,1025.0,1735.0,1174.0,962.0,1209.0,1048.0,1329.0
17164,18:51.450,2,1635.0,1026.0,1735.0,1175.0,963.0,1211.0,1048.0,1329.0
17165,18:51.483,2,1634.0,1027.0,1735.0,1175.0,962.0,1212.0,1049.0,1331.0
17166,18:51.517,2,1634.0,1027.0,1736.0,1175.0,963.0,1213.0,1049.0,1331.0
17167,18:51.550,2,1634.0,1028.0,1737.0,1175.0,963.0,1213.0,1049.0,1331.0
17168,18:51.583,2,1635.0,1027.0,1737.0,1175.0,963.0,1214.0,1049.0,1331.0
17169,18:51.617,2,1634.0,1027.0,1737.0,1175.0,963.0,1214.0,1049.0,1331.0
17170,18:51.650,2,1635.0,1026.0,1737.0,1175.0,963.0,1213.0,1049.0,1330.0
17171,18:51.683,2,1636.0,1027.0,1737.0,1175.0,963.0,1213.0,1049.0,1330.0
17172,18:51.717,2,1638.0,1027.0,1739.0,1174.0,965.0,1214.0,1050.0,1329.0
17173,18:51.750,2,1639.0,1027.0,1740.0,1174.0,966.0,1215.0,1051.0,1329.0
17174,18:51.783,2,1639.0,1027.0,1740.0,1174.0,966.0,1215.0,1052.0,1330.0
17175,18:51.817,2,1638.0,1027.0,1740.0,1174.0,966.0,1216.0,1052.0,1330.0
17176,18:51.850,2,1638.0,1026.0,1740.0,1173.0,967.0,1217.0,1052.0,1329.0
17177,18:51.883,2,1638.0,1026.0,1740.0,1174.0,967.0,1219.0,1052.0,1330.0
17178,18:51.917,2,1638.0,1026.0,1740.0,1174.0,968.0,1220.0,1053.0,1330.0
17179,18:51.950,2,1639.0,1027.0,1740.0,1173.0,969.0,1223.0,1053.0,1332.0
17180,18:51.983,2,1642.0,1027.0,1742.0,1174.0,972.0,1223.0,1056.0,1333.0
17181,18:52.017,2,1640.0,1026.0,1742.0,1173.0,972.0,1222.0,1056.0,1332.0
17182,18:52.050,2,1639.0,1025.0,1741.0,1172.0,972.0,1223.0,1056.0,1333.0
17183,18:52.083,2,1638.0,1025.0,1740.0,1172.0,972.0,1224.0,1056.0,1333.0
17184,18:52.117,2,1638.0,1027.0,1739.0,1173.0,973.0,1226.0,1056.0,1334.0
17185,18:52.150,2,1639.0,1028.0,1739.0,1173.0,973.0,1228.0,1057.0,1335.0
17186,18:52.183,2,974.0,1228.0,1058.0,1336.0,1640.0,1026.0,1740.0,1173.0
17187,18:52.217,2,975.0,1229.0,1059.0,1337.0,1641.0,1026.0,1741.0,1173.0
17188,18:52.250,2,975.0,1228.0,1060.0,1337.0,1640.0,1025.0,1742.0,1172.0
17189,18:52.283,2,975.0,1228.0,1059.0,1336.0,1639.0,1025.0,1740.0,1172.0
17190,18:52.317,2,975.0,1228.0,1059.0,1337.0,1639.0,1024.0,1741.0,1172.0
17191,18:52.350,2,975.0,1228.0,1059.0,1337.0,1638.0,1024.0,1740.0,1172.0
