frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
22586,12:10.000,12:10.028,2,877.0,538.0,965.0,657.0,38.0,581.0,187.0,757.0,,,,
22601,12:10.500,12:10.528,2,878.0,536.0,966.0,656.0,39.0,579.0,187.0,756.0,,,,
22616,12:11.000,12:11.028,2,878.0,538.0,967.0,656.0,40.0,579.0,187.0,756.0,,,,
22631,12:11.500,12:11.520,2,879.0,538.0,967.0,656.0,39.0,579.0,187.0,756.0,,,,
22646,12:12.000,12:12.020,2,878.0,541.0,966.0,658.0,37.0,581.0,185.0,757.0,,,,
22661,12:12.500,12:12.520,2,878.0,540.0,965.0,658.0,40.0,581.0,187.0,757.0,,,,
22676,12:13.000,12:13.020,2,875.0,537.0,965.0,656.0,37.0,580.0,185.0,756.0,,,,
22691,12:13.500,12:13.522,2,874.0,535.0,964.0,656.0,44.0,579.0,187.0,753.0,,,,
22706,12:14.000,12:14.022,2,874.0,536.0,962.0,656.0,41.0,579.0,185.0,753.0,,,,
22721,12:14.500,12:14.522,2,872.0,532.0,963.0,654.0,37.0,578.0,183.0,751.0,,,,
22736,12:15.000,12:15.022,2,874.0,536.0,965.0,656.0,37.0,578.0,185.0,753.0,,,,
22751,12:15.500,12:15.522,2,875.0,538.0,966.0,657.0,40.0,580.0,186.0,753.0,,,,
22766,12:16.000,12:16.022,2,877.0,538.0,965.0,656.0,41.0,579.0,187.0,754.0,,,,
22781,12:16.500,12:16.522,2,883.0,537.0,972.0,654.0,58.0,578.0,197.0,750.0,,,,
22796,12:17.000,12:17.022,2,876.0,536.0,966.0,655.0,44.0,579.0,186.0,753.0,,,,
22811,12:17.500,12:17.523,2,875.0,537.0,965.0,655.0,41.0,579.0,184.0,753.0,,,,
22826,12:18.000,12:18.023,2,874.0,538.0,964.0,655.0,36.0,579.0,183.0,753.0,,,,
22841,12:18.500,12:18.523,2,897.0,540.0,987.0,659.0,70.0,567.0,214.0,740.0,,,,
22856,12:19.000,12:19.023,2,822.0,524.0,912.0,641.0,-35.0,578.0,105.0,753.0,,,,
22871,12:19.500,12:19.523,2,899.0,622.0,986.0,736.0,69.0,659.0,212.0,830.0,,,,
22886,12:20.000,12:20.023,2,874.0,577.0,961.0,692.0,28.0,643.0,176.0,817.0,,,,
22901,12:20.500,12:20.523,2,898.0,584.0,986.0,698.0,70.0,643.0,213.0,815.0,,,,
22916,12:21.000,12:21.023,2,900.0,572.0,988.0,686.0,67.0,622.0,212.0,793.0,,,,
22931,12:21.500,12:21.525,2,143.0,561.0,284.0,729.0,958.0,515.0,1044.0,629.0,,,,
22946,12:22.000,12:22.025,2,886.0,582.0,970.0,693.0,32.0,621.0,182.0,795.0,,,,
22961,12:22.500,12:22.525,2,896.0,571.0,981.0,683.0,55.0,613.0,200.0,785.0,,,,
22976,12:23.000,12:23.025,2,926.0,540.0,1012.0,655.0,100.0,578.0,241.0,749.0,,,,
22991,12:23.500,12:23.525,2,891.0,537.0,980.0,653.0,54.0,584.0,199.0,757.0,,,,
23006,12:24.000,12:24.025,2,863.0,548.0,951.0,662.0,12.0,596.0,161.0,766.0,,,,
23021,12:24.500,12:24.525,2,856.0,550.0,946.0,666.0,6.0,600.0,152.0,770.0,,,,
23036,12:25.000,12:25.025,2,859.0,546.0,948.0,661.0,5.0,591.0,153.0,763.0,,,,
23051,12:25.500,12:25.527,2,868.0,544.0,953.0,657.0,4.0,588.0,152.0,761.0,,,,
23066,12:26.000,12:26.027,2,869.0,541.0,954.0,654.0,6.0,585.0,152.0,758.0,,,,
23081,12:26.500,12:26.527,2,870.0,544.0,955.0,657.0,6.0,588.0,155.0,760.0,,,,
23096,12:27.000,12:27.027,2,871.0,546.0,956.0,658.0,8.0,589.0,156.0,761.0,,,,
23111,12:27.500,12:27.527,2,872.0,542.0,957.0,656.0,12.0,583.0,156.0,756.0,,,,
23126,12:28.000,12:28.027,2,872.0,539.0,957.0,654.0,46.0,581.0,179.0,750.0,,,,
23141,12:28.500,12:28.527,2,873.0,537.0,958.0,651.0,69.0,581.0,191.0,749.0,,,,
23156,12:29.000,12:29.027,2,873.0,537.0,959.0,652.0,86.0,582.0,202.0,747.0,,,,
23171,12:29.500,12:29.528,2,873.0,536.0,958.0,651.0,105.0,582.0,208.0,746.0,,,,
23186,12:30.000,12:30.028,2,873.0,538.0,958.0,653.0,91.0,581.0,203.0,745.0,,,,
23201,12:30.500,12:30.520,2,58.0,576.0,188.0,743.0,872.0,533.0,959.0,650.0,,,,
23216,12:31.000,12:31.020,2,874.0,533.0,960.0,649.0,34.0,573.0,178.0,744.0,,,,
23231,12:31.500,12:31.520,2,872.0,531.0,959.0,647.0,28.0,570.0,175.0,742.0,,,,
23246,12:32.000,12:32.020,2,871.0,532.0,958.0,647.0,27.0,570.0,172.0,741.0,,,,
23261,12:32.500,12:32.520,1,706.0,579.0,798.0,694.0,,,,,,,,
23276,12:33.000,12:33.020,1,496.0,671.0,596.0,794.0,,,,,,,,
23291,12:33.500,12:33.520,1,498.0,690.0,594.0,810.0,,,,,,,,
23306,12:34.000,12:34.022,2,375.0,696.0,501.0,851.0,1114.0,635.0,1198.0,745.0,,,,
23321,12:34.500,12:34.522,3,1422.0,613.0,1509.0,726.0,727.0,679.0,838.0,822.0,-91.0,614.0,133.0,907.0
23336,12:35.000,12:35.022,3,1421.0,609.0,1507.0,721.0,724.0,670.0,834.0,815.0,-87.0,606.0,130.0,892.0
23351,12:35.500,12:35.522,2,1407.0,596.0,1493.0,710.0,707.0,661.0,818.0,803.0,,,,
23366,12:36.000,12:36.022,2,1403.0,593.0,1488.0,705.0,701.0,655.0,814.0,798.0,,,,
23381,12:36.500,12:36.522,2,1395.0,586.0,1481.0,699.0,693.0,651.0,805.0,794.0,,,,
23396,12:37.000,12:37.022,2,1400.0,584.0,1486.0,694.0,698.0,648.0,810.0,793.0,,,,
23411,12:37.500,12:37.522,2,697.0,642.0,809.0,789.0,1402.0,581.0,1487.0,693.0,,,,
23426,12:38.000,12:38.023,2,609.0,632.0,726.0,779.0,1326.0,567.0,1410.0,681.0,,,,
23441,12:38.500,12:38.523,2,1017.0,543.0,1102.0,658.0,194.0,600.0,341.0,764.0,,,,
23456,12:39.000,12:39.023,2,981.0,534.0,1066.0,649.0,154.0,584.0,299.0,754.0,,,,
23471,12:39.500,12:39.523,2,184.0,577.0,309.0,738.0,970.0,526.0,1055.0,641.0,,,,
23486,12:40.000,12:40.023,2,966.0,524.0,1053.0,641.0,220.0,573.0,327.0,730.0,,,,
23501,12:40.500,12:40.523,2,974.0,525.0,1061.0,643.0,233.0,575.0,334.0,732.0,,,,
23516,12:41.000,12:41.023,2,985.0,524.0,1075.0,642.0,243.0,577.0,342.0,734.0,,,,
23531,12:41.500,12:41.523,2,972.0,521.0,1050.0,634.0,255.0,576.0,350.0,731.0,,,,
23546,12:42.000,12:42.025,2,972.0,527.0,1052.0,646.0,259.0,575.0,354.0,734.0,,,,
23561,12:42.500,12:42.525,2,976.0,528.0,1057.0,646.0,260.0,576.0,354.0,735.0,,,,
23576,12:43.000,12:43.025,2,984.0,526.0,1070.0,644.0,258.0,576.0,354.0,737.0,,,,
23591,12:43.500,12:43.525,2,995.0,525.0,1082.0,642.0,259.0,576.0,355.0,736.0,,,,
23606,12:44.000,12:44.025,2,990.0,522.0,1076.0,639.0,259.0,572.0,355.0,734.0,,,,
23621,12:44.500,12:44.525,2,986.0,523.0,1072.0,641.0,260.0,573.0,355.0,733.0,,,,
23636,12:45.000,12:45.025,2,987.0,526.0,1071.0,644.0,260.0,574.0,355.0,732.0,,,,
23651,12:45.500,12:45.525,2,987.0,526.0,1075.0,646.0,262.0,575.0,357.0,733.0,,,,
23666,12:46.000,12:46.027,2,992.0,525.0,1079.0,643.0,263.0,573.0,358.0,731.0,,,,
23681,12:46.500,12:46.527,2,987.0,526.0,1070.0,639.0,264.0,569.0,358.0,728.0,,,,
23696,12:47.000,12:47.027,2,980.0,525.0,1058.0,639.0,266.0,568.0,361.0,727.0,,,,
23711,12:47.500,12:47.527,2,982.0,526.0,1060.0,640.0,266.0,569.0,361.0,726.0,,,,
23726,12:48.000,12:48.027,2,984.0,527.0,1062.0,641.0,267.0,569.0,361.0,727.0,,,,
23741,12:48.500,12:48.527,2,984.0,531.0,1066.0,646.0,268.0,575.0,365.0,733.0,,,,
23756,12:49.000,12:49.027,2,986.0,533.0,1067.0,647.0,265.0,577.0,362.0,735.0,,,,
23771,12:49.500,12:49.527,2,988.0,533.0,1069.0,648.0,254.0,573.0,356.0,730.0,,,,
23786,12:50.000,12:50.020,2,988.0,532.0,1070.0,646.0,268.0,576.0,365.0,734.0,,,,
23801,12:50.500,12:50.520,2,992.0,534.0,1072.0,649.0,270.0,576.0,365.0,734.0,,,,
23816,12:51.000,12:51.020,2,995.0,532.0,1075.0,649.0,272.0,577.0,368.0,735.0,,,,
23831,12:51.500,12:51.520,2,993.0,533.0,1075.0,653.0,270.0,578.0,366.0,736.0,,,,
23846,12:52.000,12:52.020,2,995.0,533.0,1076.0,652.0,269.0,578.0,366.0,736.0,,,,
23861,12:52.500,12:52.520,2,994.0,533.0,1076.0,655.0,266.0,576.0,363.0,735.0,,,,
23876,12:53.000,12:53.020,2,996.0,533.0,1076.0,649.0,270.0,576.0,366.0,735.0,,,,
23891,12:53.500,12:53.520,2,996.0,532.0,1078.0,654.0,267.0,577.0,363.0,734.0,,,,
23906,12:54.000,12:54.022,2,1000.0,527.0,1083.0,654.0,274.0,573.0,369.0,730.0,,,,
23921,12:54.500,12:54.522,2,1048.0,535.0,1130.0,652.0,340.0,580.0,432.0,735.0,,,,
23936,12:55.000,12:55.022,2,1099.0,525.0,1182.0,643.0,412.0,575.0,498.0,723.0,,,,
23951,12:55.500,12:55.522,2,1067.0,524.0,1154.0,648.0,363.0,575.0,454.0,726.0,,,,
23966,12:56.000,12:56.022,2,1049.0,525.0,1133.0,645.0,338.0,574.0,431.0,727.0,,,,
23981,12:56.500,12:56.522,2,1047.0,526.0,1129.0,643.0,334.0,573.0,429.0,727.0,,,,
23996,12:57.000,12:57.022,2,1050.0,524.0,1137.0,646.0,338.0,573.0,433.0,725.0,,,,
24011,12:57.500,12:57.522,2,1054.0,527.0,1142.0,651.0,340.0,576.0,434.0,727.0,,,,
24026,12:58.000,12:58.023,2,1056.0,528.0,1144.0,650.0,341.0,574.0,434.0,726.0,,,,
24041,12:58.500,12:58.523,2,1053.0,525.0,1139.0,646.0,339.0,571.0,432.0,724.0,,,,
24056,12:59.000,12:59.023,2,1058.0,526.0,1143.0,643.0,344.0,569.0,437.0,720.0,,,,
24071,12:59.500,12:59.523,2,1061.0,527.0,1146.0,644.0,328.0,567.0,434.0,720.0,,,,
24086,13:00.000,13:00.023,2,1067.0,527.0,1154.0,646.0,272.0,561.0,407.0,726.0,,,,
24101,13:00.500,13:00.523,2,1068.0,531.0,1151.0,650.0,238.0,564.0,380.0,732.0,,,,
24116,13:01.000,13:01.023,2,1067.0,533.0,1152.0,652.0,232.0,566.0,375.0,735.0,,,,
24131,13:01.500,13:01.523,3,1983.0,530.0,2091.0,662.0,1203.0,553.0,1304.0,696.0,550.0,484.0,711.0,753.0
24146,13:02.000,13:02.025,3,1409.0,496.0,1513.0,642.0,2276.0,500.0,2401.0,645.0,829.0,410.0,967.0,674.0
24161,13:02.500,13:02.525,3,1410.0,496.0,1514.0,641.0,2275.0,504.0,2398.0,647.0,830.0,414.0,968.0,672.0
24176,13:03.000,13:03.025,3,1397.0,498.0,1502.0,646.0,2256.0,506.0,2381.0,652.0,826.0,428.0,960.0,686.0
24191,13:03.500,13:03.525,3,1239.0,491.0,1342.0,636.0,2038.0,495.0,2151.0,630.0,655.0,424.0,789.0,683.0
24206,13:04.000,13:04.025,3,827.0,518.0,931.0,661.0,1541.0,511.0,1632.0,640.0,47.0,430.0,229.0,737.0
24221,13:04.500,13:04.525,2,592.0,547.0,679.0,692.0,1265.0,516.0,1348.0,638.0,,,,
24236,13:05.000,13:05.025,2,1240.0,520.0,1322.0,638.0,573.0,555.0,658.0,701.0,,,,
24251,13:05.500,13:05.525,2,1239.0,524.0,1322.0,648.0,564.0,555.0,648.0,706.0,,,,
24266,13:06.000,13:06.027,2,1240.0,522.0,1323.0,641.0,564.0,558.0,648.0,707.0,,,,
24281,13:06.500,13:06.527,2,1236.0,527.0,1314.0,644.0,564.0,562.0,648.0,709.0,,,,
24296,13:07.000,13:07.027,2,1242.0,525.0,1324.0,646.0,561.0,558.0,645.0,708.0,,,,
24311,13:07.500,13:07.527,2,1245.0,519.0,1326.0,635.0,561.0,553.0,648.0,701.0,,,,
24326,13:08.000,13:08.027,2,1226.0,546.0,1311.0,667.0,546.0,572.0,632.0,719.0,,,,
24341,13:08.500,13:08.527,2,1183.0,541.0,1264.0,661.0,497.0,568.0,582.0,715.0,,,,
24356,13:09.000,13:09.027,2,1047.0,573.0,1128.0,689.0,321.0,609.0,418.0,766.0,,,,
24371,13:09.500,13:09.518,2,915.0,558.0,1001.0,681.0,146.0,605.0,253.0,769.0,,,,
24386,13:10.000,13:10.020,2,863.0,542.0,951.0,662.0,68.0,580.0,179.0,752.0,,,,
24401,13:10.500,13:10.520,2,931.0,517.0,1017.0,634.0,180.0,547.0,282.0,708.0,,,,
