frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
25043,13:45.000,13:45.030,3,1767.0,698.0,1940.0,944.0,1222.0,809.0,1384.0,1036.0,706.0,789.0,883.0,1000.0,,,,
25058,13:45.500,13:45.530,3,1222.0,779.0,1384.0,1009.0,1763.0,669.0,1938.0,913.0,700.0,773.0,876.0,972.0,,,,
25073,13:46.000,13:46.030,3,1748.0,622.0,1922.0,868.0,1216.0,735.0,1377.0,969.0,696.0,721.0,869.0,932.0,,,,
25088,13:46.500,13:46.530,3,1184.0,759.0,1343.0,987.0,1720.0,638.0,1893.0,885.0,660.0,759.0,836.0,952.0,,,,
25103,13:47.000,13:47.030,3,1739.0,661.0,1914.0,906.0,1200.0,772.0,1358.0,999.0,681.0,755.0,859.0,957.0,,,,
25118,13:47.500,13:47.530,3,1726.0,642.0,1899.0,890.0,1188.0,758.0,1347.0,987.0,667.0,746.0,846.0,945.0,,,,
25133,13:48.000,13:48.030,3,1733.0,640.0,1908.0,887.0,1196.0,759.0,1357.0,986.0,689.0,740.0,865.0,944.0,,,,
25148,13:48.500,13:48.530,3,1720.0,630.0,1894.0,876.0,1180.0,756.0,1339.0,977.0,672.0,731.0,849.0,934.0,,,,
25163,13:49.000,13:49.032,3,1721.0,626.0,1895.0,875.0,1185.0,756.0,1344.0,977.0,679.0,727.0,857.0,934.0,,,,
25178,13:49.500,13:49.532,3,1696.0,636.0,1867.0,879.0,660.0,731.0,837.0,942.0,1164.0,754.0,1324.0,972.0,,,,
25193,13:50.000,13:50.032,3,1717.0,626.0,1893.0,870.0,688.0,707.0,867.0,927.0,1173.0,749.0,1332.0,967.0,,,,
25208,13:50.500,13:50.532,3,1723.0,624.0,1897.0,873.0,675.0,731.0,854.0,938.0,1167.0,750.0,1328.0,969.0,,,,
25223,13:51.000,13:51.032,3,1729.0,634.0,1902.0,882.0,1172.0,754.0,1332.0,977.0,675.0,735.0,854.0,942.0,,,,
25238,13:51.500,13:51.532,3,1725.0,633.0,1898.0,882.0,1176.0,751.0,1335.0,978.0,662.0,743.0,842.0,940.0,,,,
25253,13:52.000,13:52.032,3,1729.0,640.0,1901.0,887.0,1182.0,744.0,1341.0,964.0,678.0,735.0,858.0,941.0,,,,
25268,13:52.500,13:52.532,3,1717.0,650.0,1889.0,893.0,683.0,730.0,862.0,940.0,1166.0,737.0,1321.0,947.0,,,,
25282,13:53.000,13:53.000,3,1726.0,646.0,1897.0,891.0,1186.0,733.0,1342.0,943.0,696.0,724.0,869.0,929.0,,,,
25297,13:53.500,13:53.500,3,1725.0,644.0,1897.0,888.0,1206.0,724.0,1358.0,936.0,697.0,721.0,869.0,930.0,,,,
25312,13:54.000,13:54.000,3,1706.0,652.0,1879.0,895.0,1195.0,739.0,1347.0,959.0,678.0,734.0,854.0,943.0,,,,
25327,13:54.500,13:54.500,3,1650.0,702.0,1816.0,941.0,619.0,767.0,802.0,975.0,1153.0,783.0,1308.0,999.0,,,,
25342,13:55.000,13:55.000,3,606.0,771.0,788.0,979.0,1639.0,694.0,1804.0,932.0,1126.0,784.0,1282.0,1001.0,,,,
25357,13:55.500,13:55.500,3,1662.0,678.0,1828.0,909.0,620.0,749.0,803.0,956.0,1150.0,766.0,1304.0,980.0,,,,
25372,13:56.000,13:56.000,3,1670.0,668.0,1838.0,907.0,628.0,749.0,808.0,954.0,1156.0,761.0,1313.0,979.0,,,,
25387,13:56.500,13:56.500,3,1679.0,680.0,1848.0,914.0,1162.0,767.0,1315.0,981.0,637.0,745.0,817.0,955.0,,,,
25402,13:57.000,13:57.002,3,1692.0,675.0,1859.0,912.0,1169.0,761.0,1324.0,977.0,645.0,745.0,825.0,953.0,,,,
25418,13:57.500,13:57.527,3,1690.0,675.0,1857.0,913.0,1166.0,762.0,1321.0,979.0,643.0,747.0,824.0,950.0,,,,
25433,13:58.000,13:58.027,3,1685.0,666.0,1852.0,907.0,637.0,734.0,819.0,943.0,1162.0,754.0,1316.0,971.0,,,,
25448,13:58.500,13:58.527,3,1693.0,687.0,1858.0,916.0,1167.0,765.0,1321.0,980.0,651.0,745.0,829.0,946.0,,,,
25463,13:59.000,13:59.027,3,1692.0,667.0,1858.0,907.0,648.0,729.0,828.0,939.0,1166.0,752.0,1323.0,967.0,,,,
25478,13:59.500,13:59.527,3,1682.0,669.0,1850.0,909.0,640.0,726.0,822.0,942.0,1157.0,752.0,1313.0,976.0,,,,
25493,14:00.000,14:00.027,3,1683.0,655.0,1849.0,894.0,1159.0,735.0,1315.0,958.0,639.0,721.0,819.0,930.0,,,,
25508,14:00.500,14:00.527,3,1676.0,654.0,1843.0,897.0,624.0,735.0,807.0,943.0,1153.0,742.0,1309.0,966.0,,,,
25523,14:01.000,14:01.028,3,1694.0,644.0,1864.0,883.0,642.0,710.0,823.0,918.0,1169.0,730.0,1323.0,947.0,,,,
25538,14:01.500,14:01.528,3,1705.0,643.0,1876.0,886.0,653.0,716.0,833.0,921.0,1181.0,732.0,1334.0,949.0,,,,
25553,14:02.000,14:02.028,3,1705.0,630.0,1876.0,876.0,654.0,710.0,834.0,915.0,1180.0,726.0,1334.0,945.0,,,,
25568,14:02.500,14:02.528,3,659.0,702.0,838.0,920.0,1705.0,628.0,1876.0,871.0,1181.0,720.0,1335.0,940.0,,,,
25583,14:03.000,14:03.028,3,1711.0,627.0,1882.0,872.0,653.0,717.0,833.0,924.0,1182.0,724.0,1336.0,943.0,,,,
25596,14:03.500,14:03.528,3,1715.0,627.0,1887.0,870.0,656.0,713.0,835.0,925.0,1185.0,722.0,1338.0,940.0,,,,
25613,14:04.000,14:04.028,3,1720.0,620.0,1893.0,868.0,1187.0,718.0,1341.0,931.0,657.0,725.0,834.0,924.0,,,,
25629,14:04.500,14:04.528,3,1708.0,630.0,1879.0,874.0,1180.0,728.0,1334.0,946.0,646.0,734.0,825.0,936.0,,,,
25645,14:05.000,14:05.013,3,1719.0,634.0,1890.0,880.0,657.0,722.0,836.0,935.0,1187.0,732.0,1340.0,949.0,,,,
25661,14:05.500,14:05.530,3,1732.0,653.0,1903.0,897.0,674.0,739.0,852.0,945.0,1198.0,752.0,1354.0,969.0,,,,
25677,14:06.000,14:06.030,3,1738.0,639.0,1909.0,886.0,698.0,709.0,872.0,920.0,1201.0,735.0,1355.0,953.0,,,,
25693,14:06.500,14:06.530,3,1732.0,651.0,1904.0,896.0,691.0,712.0,867.0,921.0,1199.0,749.0,1354.0,968.0,,,,
25708,14:07.000,14:07.030,3,1691.0,690.0,1861.0,926.0,1167.0,781.0,1323.0,1004.0,648.0,772.0,827.0,973.0,,,,
25723,14:07.500,14:07.530,3,1675.0,690.0,1842.0,927.0,621.0,782.0,807.0,991.0,1157.0,787.0,1311.0,1007.0,,,,
25738,14:08.000,14:08.030,3,638.0,772.0,817.0,967.0,1167.0,773.0,1319.0,990.0,1688.0,683.0,1855.0,917.0,,,,
25753,14:08.500,14:08.530,3,643.0,772.0,823.0,965.0,1696.0,683.0,1864.0,916.0,1174.0,771.0,1327.0,988.0,,,,
25768,14:09.000,14:09.032,3,1711.0,665.0,1881.0,902.0,658.0,762.0,834.0,958.0,1186.0,759.0,1339.0,973.0,,,,
25783,14:09.500,14:09.532,3,1700.0,673.0,1869.0,907.0,1180.0,762.0,1335.0,979.0,656.0,763.0,834.0,961.0,,,,
25798,14:10.000,14:10.032,3,1696.0,665.0,1866.0,903.0,650.0,768.0,832.0,964.0,1184.0,757.0,1339.0,974.0,,,,
25813,14:10.500,14:10.532,3,1698.0,655.0,1871.0,897.0,1187.0,756.0,1341.0,969.0,660.0,768.0,837.0,963.0,,,,
25828,14:11.000,14:11.032,3,1691.0,664.0,1863.0,903.0,1180.0,760.0,1333.0,972.0,652.0,798.0,831.0,984.0,,,,
25843,14:11.500,14:11.532,3,1698.0,653.0,1869.0,895.0,1188.0,748.0,1342.0,960.0,661.0,806.0,836.0,984.0,,,,
25858,14:12.000,14:12.032,3,1706.0,663.0,1878.0,899.0,1196.0,756.0,1351.0,964.0,665.0,793.0,843.0,978.0,,,,
25873,14:12.500,14:12.532,3,1723.0,645.0,1896.0,887.0,1211.0,732.0,1364.0,952.0,677.0,763.0,856.0,955.0,,,,
25887,14:13.000,14:13.000,3,1724.0,639.0,1895.0,880.0,671.0,719.0,850.0,928.0,1212.0,727.0,1363.0,939.0,,,,
25902,14:13.500,14:13.500,3,1731.0,650.0,1904.0,897.0,673.0,721.0,851.0,932.0,1215.0,733.0,1372.0,955.0,,,,
25917,14:14.000,14:14.000,3,1729.0,638.0,1906.0,886.0,675.0,719.0,852.0,930.0,1216.0,729.0,1371.0,945.0,,,,
25932,14:14.500,14:14.500,3,1732.0,642.0,1907.0,889.0,677.0,725.0,854.0,932.0,1214.0,733.0,1369.0,952.0,,,,
25947,14:15.000,14:15.000,3,1735.0,648.0,1908.0,891.0,685.0,722.0,864.0,927.0,1208.0,732.0,1361.0,950.0,,,,
25962,14:15.500,14:15.500,3,1740.0,640.0,1912.0,886.0,1211.0,726.0,1363.0,943.0,696.0,718.0,873.0,926.0,,,,
