frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
16058,08:55.000,08:55.000,0,,,,
16073,08:55.500,08:55.500,1,1399.0,906.0,1540.0,1078.0
16088,08:56.000,08:56.000,1,1343.0,901.0,1480.0,1073.0
16103,08:56.500,08:56.500,1,1328.0,817.0,1467.0,986.0
16118,08:57.000,08:57.000,1,1422.0,911.0,1565.0,1093.0
16133,08:57.500,08:57.500,1,1175.0,786.0,1313.0,968.0
16148,08:58.000,08:58.000,1,1177.0,874.0,1315.0,1042.0
16163,08:58.500,08:58.500,1,1272.0,911.0,1411.0,1082.0
16178,08:59.000,08:59.002,1,1211.0,897.0,1349.0,1071.0
16194,08:59.500,08:59.527,1,1243.0,906.0,1381.0,1077.0
16209,09:00.000,09:00.027,1,1262.0,940.0,1401.0,1122.0
16224,09:00.500,09:00.527,1,1729.0,1020.0,1890.0,1211.0
16239,09:01.000,09:01.027,1,1420.0,1032.0,1564.0,1211.0
16254,09:01.500,09:01.527,1,1223.0,912.0,1359.0,1085.0
16269,09:02.000,09:02.027,1,223.0,984.0,411.0,1204.0
16284,09:02.500,09:02.527,1,127.0,997.0,324.0,1223.0
16299,09:03.000,09:03.028,1,790.0,940.0,934.0,1127.0
16314,09:03.500,09:03.528,1,1199.0,918.0,1338.0,1095.0
16329,09:04.000,09:04.028,1,1207.0,918.0,1346.0,1095.0
16344,09:04.500,09:04.528,1,1211.0,907.0,1344.0,1071.0
16359,09:05.000,09:05.028,1,1204.0,894.0,1338.0,1062.0
16374,09:05.500,09:05.528,1,1207.0,886.0,1341.0,1058.0
16389,09:06.000,09:06.028,1,1214.0,891.0,1348.0,1059.0
16404,09:06.500,09:06.530,1,1212.0,888.0,1347.0,1061.0
16419,09:07.000,09:07.030,1,1217.0,893.0,1351.0,1061.0
16434,09:07.500,09:07.530,1,1220.0,884.0,1353.0,1052.0
16449,09:08.000,09:08.030,1,1226.0,896.0,1360.0,1064.0
16464,09:08.500,09:08.530,1,1233.0,904.0,1365.0,1067.0
16479,09:09.000,09:09.030,1,1240.0,892.0,1375.0,1059.0
16494,09:09.500,09:09.530,1,1243.0,903.0,1377.0,1067.0
16509,09:10.000,09:10.030,1,1404.0,768.0,1540.0,937.0
