frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
29565,16:27.000,16:27.018,1,2315.0,779.0,2436.0,940.0,,,,
29580,16:27.500,16:27.518,1,2312.0,776.0,2434.0,936.0,,,,
29595,16:28.000,16:28.020,1,2313.0,782.0,2432.0,940.0,,,,
29610,16:28.500,16:28.520,1,1983.0,795.0,2100.0,937.0,,,,
29625,16:29.000,16:29.020,1,1616.0,800.0,1710.0,926.0,,,,
29640,16:29.500,16:29.520,2,833.0,813.0,929.0,944.0,2137.0,597.0,2336.0,794.0
29655,16:30.000,16:30.020,2,689.0,836.0,790.0,973.0,1945.0,641.0,2121.0,822.0
29668,16:30.500,16:30.520,2,769.0,810.0,858.0,942.0,2034.0,641.0,2210.0,833.0
29683,16:31.000,16:31.020,1,1342.0,719.0,1487.0,899.0,,,,
29698,16:31.500,16:31.520,1,758.0,829.0,909.0,1042.0,,,,
29713,16:32.000,16:32.022,1,823.0,823.0,970.0,1034.0,,,,
29728,16:32.500,16:32.522,1,674.0,824.0,828.0,1035.0,,,,
29743,16:33.000,16:33.022,1,721.0,769.0,872.0,961.0,,,,
29758,16:33.500,16:33.522,1,717.0,720.0,870.0,930.0,,,,
29773,16:34.000,16:34.022,1,723.0,710.0,874.0,919.0,,,,
29788,16:34.500,16:34.522,1,644.0,723.0,802.0,937.0,,,,
29803,16:35.000,16:35.022,2,34.0,802.0,252.0,1050.0,1781.0,561.0,1966.0,781.0
29818,16:35.500,16:35.522,2,190.0,793.0,389.0,1039.0,1876.0,597.0,2079.0,828.0
29833,16:36.000,16:36.023,1,1613.0,887.0,1770.0,1107.0,,,,
29848,16:36.500,16:36.523,1,1743.0,864.0,1913.0,1090.0,,,,
29863,16:37.000,16:37.023,1,1458.0,872.0,1603.0,1077.0,,,,
29878,16:37.500,16:37.523,1,1395.0,854.0,1528.0,1055.0,,,,
29893,16:38.000,16:38.023,1,1492.0,879.0,1632.0,1086.0,,,,
29908,16:38.500,16:38.523,1,1628.0,881.0,1780.0,1095.0,,,,
29923,16:39.000,16:39.023,1,1613.0,856.0,1769.0,1077.0,,,,
29938,16:39.500,16:39.523,1,1437.0,838.0,1587.0,1043.0,,,,
29953,16:40.000,16:40.025,1,1595.0,808.0,1722.0,1010.0,,,,
29968,16:40.500,16:40.525,1,1560.0,828.0,1718.0,1044.0,,,,
29983,16:41.000,16:41.025,1,1280.0,852.0,1423.0,1059.0,,,,
29998,16:41.500,16:41.525,2,102.0,915.0,319.0,1172.0,1745.0,611.0,1940.0,831.0
30013,16:42.000,16:42.025,2,1594.0,643.0,1776.0,859.0,-78.0,952.0,126.0,1210.0
30028,16:42.500,16:42.517,1,1526.0,652.0,1701.0,872.0,,,,
30043,16:43.000,16:43.017,1,1332.0,673.0,1494.0,880.0,,,,
30058,16:43.500,16:43.517,1,1365.0,670.0,1525.0,872.0,,,,
30073,16:44.000,16:44.018,2,114.0,771.0,314.0,1016.0,1710.0,623.0,1888.0,830.0
30088,16:44.500,16:44.518,2,2149.0,521.0,2393.0,781.0,567.0,709.0,727.0,928.0
30103,16:45.000,16:45.018,1,1617.0,782.0,1772.0,1007.0,,,,
30118,16:45.500,16:45.518,1,725.0,817.0,878.0,1027.0,,,,
30133,16:46.000,16:46.018,2,377.0,599.0,567.0,839.0,2039.0,399.0,2261.0,649.0
30148,16:46.500,16:46.518,2,2031.0,296.0,2253.0,544.0,284.0,511.0,499.0,764.0
30163,16:47.000,16:47.018,2,2033.0,163.0,2252.0,415.0,168.0,398.0,408.0,662.0
30178,16:47.500,16:47.518,2,240.0,475.0,459.0,731.0,2059.0,256.0,2278.0,505.0
30193,16:48.000,16:48.020,2,232.0,480.0,451.0,736.0,2038.0,274.0,2251.0,516.0
30208,16:48.500,16:48.520,2,238.0,481.0,457.0,737.0,2035.0,286.0,2248.0,528.0
30223,16:49.000,16:49.020,2,234.0,454.0,455.0,710.0,2036.0,246.0,2255.0,493.0
30238,16:49.500,16:49.520,2,243.0,419.0,459.0,673.0,2047.0,219.0,2269.0,470.0
30253,16:50.000,16:50.020,2,2042.0,235.0,2262.0,485.0,240.0,441.0,459.0,691.0
30268,16:50.500,16:50.520,2,2076.0,171.0,2305.0,429.0,252.0,398.0,471.0,653.0
30283,16:51.000,16:51.020,2,221.0,344.0,444.0,607.0,2063.0,95.0,2294.0,374.0
30298,16:51.500,16:51.520,2,267.0,348.0,484.0,607.0,2104.0,95.0,2339.0,380.0
30313,16:52.000,16:52.022,2,2046.0,137.0,2271.0,395.0,213.0,369.0,438.0,629.0
