frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
24816,13:32.000,13:32.017,1,926.0,809.0,1095.0,1040.0
24831,13:32.500,13:32.517,1,921.0,794.0,1128.0,1084.0
24846,13:33.000,13:33.017,1,913.0,799.0,1143.0,1114.0
24861,13:33.500,13:33.517,1,909.0,802.0,1149.0,1135.0
24876,13:34.000,13:34.018,1,915.0,784.0,1159.0,1128.0
24891,13:34.500,13:34.518,1,900.0,730.0,1152.0,1081.0
24906,13:35.000,13:35.018,1,818.0,643.0,1079.0,999.0
24921,13:35.500,13:35.518,1,930.0,663.0,1180.0,1014.0
24936,13:36.000,13:36.018,1,1014.0,670.0,1261.0,1017.0
24951,13:36.500,13:36.518,1,1021.0,718.0,1269.0,1065.0
24966,13:37.000,13:37.018,1,1013.0,689.0,1261.0,1038.0
24981,13:37.500,13:37.518,1,973.0,698.0,1221.0,1044.0
24996,13:38.000,13:38.018,1,992.0,710.0,1238.0,1057.0
25011,13:38.500,13:38.520,1,998.0,712.0,1245.0,1058.0
25026,13:39.000,13:39.020,1,996.0,707.0,1242.0,1055.0
25041,13:39.500,13:39.520,1,1000.0,701.0,1245.0,1050.0
25056,13:40.000,13:40.020,1,999.0,690.0,1246.0,1041.0
25071,13:40.500,13:40.520,1,1009.0,710.0,1256.0,1057.0
25086,13:41.000,13:41.020,1,1003.0,707.0,1249.0,1058.0
25101,13:41.500,13:41.520,1,998.0,705.0,1245.0,1056.0
25116,13:42.000,13:42.020,1,996.0,728.0,1244.0,1078.0
25131,13:42.500,13:42.522,1,997.0,731.0,1243.0,1074.0
25146,13:43.000,13:43.022,1,999.0,737.0,1245.0,1086.0
25161,13:43.500,13:43.522,1,995.0,732.0,1245.0,1084.0
25176,13:44.000,13:44.022,1,998.0,751.0,1243.0,1098.0
25191,13:44.500,13:44.522,1,1000.0,748.0,1245.0,1094.0
25206,13:45.000,13:45.022,1,999.0,745.0,1244.0,1094.0
25221,13:45.500,13:45.522,1,998.0,746.0,1243.0,1089.0
25236,13:46.000,13:46.022,1,999.0,749.0,1243.0,1094.0
25251,13:46.500,13:46.522,1,999.0,750.0,1245.0,1096.0
25266,13:47.000,13:47.023,1,999.0,743.0,1244.0,1085.0
25281,13:47.500,13:47.523,1,999.0,740.0,1245.0,1085.0
25296,13:48.000,13:48.023,1,999.0,739.0,1245.0,1089.0
25311,13:48.500,13:48.523,1,998.0,740.0,1242.0,1081.0
25326,13:49.000,13:49.023,1,999.0,744.0,1243.0,1091.0
25341,13:49.500,13:49.523,1,1001.0,737.0,1247.0,1079.0
25356,13:50.000,13:50.023,1,999.0,731.0,1246.0,1081.0
25371,13:50.500,13:50.515,1,998.0,729.0,1245.0,1073.0
25386,13:51.000,13:51.017,1,998.0,720.0,1248.0,1066.0
25401,13:51.500,13:51.517,1,998.0,729.0,1246.0,1079.0
25416,13:52.000,13:52.017,1,1000.0,723.0,1247.0,1071.0
25431,13:52.500,13:52.517,1,1002.0,710.0,1248.0,1054.0
25446,13:53.000,13:53.017,1,996.0,734.0,1243.0,1086.0
25461,13:53.500,13:53.517,1,995.0,694.0,1244.0,1042.0
25476,13:54.000,13:54.017,1,993.0,723.0,1242.0,1074.0
25491,13:54.500,13:54.517,1,996.0,715.0,1243.0,1064.0
