frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
39294,21:36.000,21:36.027,1,171.0,619.0,317.0,781.0,,,,
39309,21:36.500,21:36.527,1,61.0,606.0,218.0,774.0,,,,
39324,21:37.000,21:37.027,1,83.0,604.0,238.0,775.0,,,,
39339,21:37.500,21:37.527,1,91.0,605.0,245.0,769.0,,,,
39354,21:38.000,21:38.027,1,97.0,605.0,247.0,770.0,,,,
39369,21:38.500,21:38.527,1,99.0,606.0,249.0,770.0,,,,
39384,21:39.000,21:39.018,1,96.0,605.0,247.0,769.0,,,,
39399,21:39.500,21:39.518,1,98.0,606.0,248.0,769.0,,,,
39414,21:40.000,21:40.018,1,99.0,607.0,249.0,770.0,,,,
39429,21:40.500,21:40.520,1,101.0,608.0,251.0,766.0,,,,
39444,21:41.000,21:41.020,1,103.0,606.0,253.0,766.0,,,,
39459,21:41.500,21:41.520,1,103.0,605.0,253.0,762.0,,,,
39474,21:42.000,21:42.020,1,107.0,607.0,259.0,763.0,,,,
39489,21:42.500,21:42.520,1,112.0,607.0,261.0,766.0,,,,
39504,21:43.000,21:43.020,1,112.0,607.0,263.0,764.0,,,,
39519,21:43.500,21:43.520,1,114.0,607.0,264.0,762.0,,,,
39534,21:44.000,21:44.020,1,113.0,607.0,264.0,763.0,,,,
39549,21:44.500,21:44.522,1,113.0,608.0,267.0,765.0,,,,
39564,21:45.000,21:45.022,1,126.0,609.0,275.0,765.0,,,,
39579,21:45.500,21:45.522,1,134.0,609.0,281.0,764.0,,,,
39594,21:46.000,21:46.022,0,,,,,,,,
39609,21:46.500,21:46.522,1,1225.0,688.0,1330.0,826.0,,,,
39624,21:47.000,21:47.022,1,1207.0,704.0,1314.0,840.0,,,,
39639,21:47.500,21:47.522,1,1166.0,716.0,1270.0,852.0,,,,
39654,21:48.000,21:48.022,1,1140.0,717.0,1253.0,850.0,,,,
39669,21:48.500,21:48.522,1,1148.0,715.0,1256.0,852.0,,,,
39684,21:49.000,21:49.023,1,1138.0,717.0,1247.0,851.0,,,,
39699,21:49.500,21:49.523,1,1133.0,716.0,1238.0,847.0,,,,
39714,21:50.000,21:50.023,0,,,,,,,,
39729,21:50.500,21:50.523,1,1115.0,723.0,1227.0,857.0,,,,
39744,21:51.000,21:51.023,1,1057.0,572.0,1170.0,717.0,,,,
39759,21:51.500,21:51.523,1,1045.0,560.0,1160.0,709.0,,,,
39774,21:52.000,21:52.023,1,1065.0,562.0,1179.0,710.0,,,,
39789,21:52.500,21:52.523,1,1068.0,587.0,1183.0,744.0,,,,
