frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
31866,17:17.000,17:17.007,1,977.0,940.0,1119.0,1136.0,,,,
31881,17:17.500,17:17.507,1,997.0,943.0,1135.0,1137.0,,,,
31896,17:18.000,17:18.007,1,977.0,932.0,1117.0,1127.0,,,,
31911,17:18.500,17:18.507,2,533.0,887.0,697.0,1091.0,2206.0,874.0,2397.0,1085.0
31926,17:19.000,17:19.007,1,949.0,457.0,1083.0,648.0,,,,
31941,17:19.500,17:19.507,1,1393.0,299.0,1537.0,495.0,,,,
31956,17:20.000,17:20.007,2,219.0,357.0,414.0,583.0,1909.0,333.0,2080.0,540.0
31971,17:20.500,17:20.507,2,590.0,403.0,752.0,602.0,2272.0,378.0,2450.0,601.0
31986,17:21.000,17:21.008,2,639.0,571.0,796.0,763.0,2296.0,544.0,2467.0,768.0
32001,17:21.500,17:21.508,1,646.0,549.0,804.0,740.0,,,,
32016,17:22.000,17:22.008,1,936.0,764.0,1079.0,951.0,,,,
32031,17:22.500,17:22.508,1,1104.0,731.0,1245.0,920.0,,,,
32046,17:23.000,17:23.008,1,1108.0,710.0,1252.0,896.0,,,,
32061,17:23.500,17:23.508,1,1089.0,671.0,1231.0,855.0,,,,
32076,17:24.000,17:24.008,1,1085.0,646.0,1227.0,831.0,,,,
32091,17:24.500,17:24.508,1,1087.0,651.0,1229.0,836.0,,,,
32106,17:25.000,17:25.008,1,1091.0,647.0,1232.0,834.0,,,,
32121,17:25.500,17:25.510,1,1094.0,665.0,1234.0,848.0,,,,
32136,17:26.000,17:26.002,1,1094.0,660.0,1235.0,850.0,,,,
32151,17:26.500,17:26.502,1,1099.0,658.0,1239.0,852.0,,,,
32166,17:27.000,17:27.002,1,1099.0,656.0,1238.0,850.0,,,,
32181,17:27.500,17:27.502,1,1084.0,696.0,1225.0,889.0,,,,
32196,17:28.000,17:28.002,1,880.0,782.0,1025.0,978.0,,,,
32211,17:28.500,17:28.502,1,926.0,745.0,1070.0,934.0,,,,
32226,17:29.000,17:29.002,1,770.0,736.0,919.0,931.0,,,,
32241,17:29.500,17:29.503,1,1418.0,708.0,1549.0,896.0,,,,
32256,17:30.000,17:30.003,1,1453.0,733.0,1585.0,915.0,,,,
32271,17:30.500,17:30.503,1,1595.0,790.0,1734.0,977.0,,,,
32286,17:31.000,17:31.003,2,100.0,930.0,296.0,1154.0,1752.0,930.0,1905.0,1124.0
32301,17:31.500,17:31.503,2,2019.0,1088.0,2204.0,1310.0,387.0,1093.0,558.0,1312.0
32316,17:32.000,17:32.003,2,-4.0,1019.0,213.0,1257.0,1702.0,975.0,1856.0,1170.0
32331,17:32.500,17:32.503,2,1650.0,953.0,1801.0,1147.0,-86.0,1000.0,127.0,1250.0
32346,17:33.000,17:33.003,2,336.0,948.0,509.0,1168.0,1959.0,933.0,2144.0,1138.0
32361,17:33.500,17:33.505,2,266.0,889.0,436.0,1106.0,1877.0,902.0,2045.0,1098.0
32376,17:34.000,17:34.005,1,1472.0,772.0,1610.0,950.0,,,,
32391,17:34.500,17:34.505,2,118.0,764.0,313.0,990.0,1762.0,786.0,1918.0,979.0
32406,17:35.000,17:35.005,2,332.0,688.0,513.0,898.0,1961.0,705.0,2135.0,902.0
32421,17:35.500,17:35.505,2,596.0,465.0,759.0,677.0,2297.0,508.0,2459.0,718.0
32436,17:36.000,17:36.005,2,580.0,489.0,744.0,697.0,2274.0,517.0,2455.0,731.0
32451,17:36.500,17:36.505,1,612.0,546.0,772.0,747.0,,,,
32466,17:37.000,17:37.005,1,616.0,533.0,776.0,732.0,,,,
32481,17:37.500,17:37.505,1,713.0,603.0,867.0,798.0,,,,
32496,17:38.000,17:38.007,1,918.0,711.0,1062.0,904.0,,,,
32511,17:38.500,17:38.507,1,1069.0,844.0,1208.0,1036.0,,,,
32526,17:39.000,17:39.007,1,1059.0,815.0,1200.0,1011.0,,,,
32541,17:39.500,17:39.507,1,1055.0,819.0,1197.0,1015.0,,,,
32556,17:40.000,17:40.007,1,935.0,842.0,1078.0,1041.0,,,,
32571,17:40.500,17:40.507,1,845.0,614.0,992.0,807.0,,,,
32586,17:41.000,17:41.007,1,847.0,531.0,994.0,725.0,,,,
32601,17:41.500,17:41.507,1,810.0,515.0,960.0,709.0,,,,
32616,17:42.000,17:42.008,1,818.0,528.0,968.0,726.0,,,,
32631,17:42.500,17:42.508,1,801.0,500.0,953.0,700.0,,,,
32646,17:43.000,17:43.008,1,589.0,309.0,758.0,528.0,,,,
32661,17:43.500,17:43.508,1,702.0,592.0,860.0,793.0,,,,
32676,17:44.000,17:44.008,1,750.0,932.0,901.0,1134.0,,,,
32691,17:44.500,17:44.508,2,1631.0,778.0,1780.0,960.0,-94.0,893.0,108.0,1148.0
32706,17:45.000,17:45.008,1,1605.0,679.0,1756.0,860.0,,,,
32721,17:45.500,17:45.500,2,467.0,842.0,629.0,1044.0,2067.0,659.0,2259.0,867.0
32736,17:46.000,17:46.002,2,1586.0,782.0,1731.0,968.0,-74.0,831.0,86.0,1071.0
32751,17:46.500,17:46.502,1,1322.0,614.0,1458.0,797.0,,,,
32766,17:47.000,17:47.002,1,1279.0,589.0,1414.0,770.0,,,,
32781,17:47.500,17:47.502,1,1382.0,589.0,1519.0,771.0,,,,
32796,17:48.000,17:48.002,1,1461.0,673.0,1597.0,854.0,,,,
32811,17:48.500,17:48.502,1,1464.0,676.0,1594.0,864.0,,,,
32826,17:49.000,17:49.002,1,1487.0,684.0,1621.0,871.0,,,,
32841,17:49.500,17:49.502,1,1488.0,706.0,1623.0,893.0,,,,
32856,17:50.000,17:50.002,1,1512.0,707.0,1644.0,896.0,,,,
32871,17:50.500,17:50.503,1,1541.0,713.0,1676.0,906.0,,,,
32886,17:51.000,17:51.003,2,-19.0,755.0,167.0,984.0,1655.0,747.0,1799.0,940.0
32901,17:51.500,17:51.503,1,1705.0,740.0,1858.0,932.0,,,,
32916,17:52.000,17:52.003,1,1576.0,793.0,1722.0,978.0,,,,
32931,17:52.500,17:52.503,2,1627.0,899.0,1775.0,1088.0,-77.0,925.0,109.0,1173.0
32946,17:53.000,17:53.003,2,-47.0,895.0,156.0,1139.0,1666.0,871.0,1818.0,1061.0
32961,17:53.500,17:53.503,2,-39.0,941.0,166.0,1186.0,1678.0,919.0,1836.0,1120.0
32976,17:54.000,17:54.003,2,1656.0,879.0,1809.0,1071.0,-82.0,896.0,128.0,1144.0
32991,17:54.500,17:54.505,2,-24.0,923.0,191.0,1162.0,1700.0,894.0,1856.0,1086.0
33006,17:55.000,17:55.005,2,481.0,1138.0,654.0,1362.0,2181.0,1154.0,2392.0,1378.0
33021,17:55.500,17:55.505,2,504.0,1105.0,675.0,1326.0,2188.0,1129.0,2396.0,1358.0
33036,17:56.000,17:56.005,2,283.0,1015.0,474.0,1245.0,1937.0,997.0,2116.0,1198.0
33051,17:56.500,17:56.505,2,161.0,998.0,367.0,1233.0,1824.0,903.0,1994.0,1099.0
33066,17:57.000,17:57.005,2,202.0,911.0,396.0,1137.0,1843.0,832.0,2014.0,1023.0
