frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
40482,22:16.000,22:16.000,2,1255.0,801.0,1372.0,962.0,-64.0,782.0,116.0,1028.0,,,,,,,,
40497,22:16.500,22:16.500,2,1251.0,808.0,1369.0,967.0,-72.0,788.0,108.0,1031.0,,,,,,,,
40512,22:17.000,22:17.000,1,1219.0,819.0,1337.0,978.0,,,,,,,,,,,,
40527,22:17.500,22:17.502,1,1195.0,831.0,1313.0,990.0,,,,,,,,,,,,
40542,22:18.000,22:18.002,1,1167.0,831.0,1286.0,995.0,,,,,,,,,,,,
40557,22:18.500,22:18.502,2,1094.0,838.0,1209.0,1002.0,2286.0,607.0,2459.0,859.0,,,,,,,,
40572,22:19.000,22:19.002,2,934.0,904.0,1053.0,1066.0,2048.0,670.0,2237.0,915.0,,,,,,,,
40587,22:19.500,22:19.502,2,965.0,895.0,1084.0,1057.0,2068.0,662.0,2266.0,914.0,,,,,,,,
40603,22:20.000,22:20.027,2,992.0,879.0,1111.0,1040.0,2105.0,646.0,2305.0,894.0,,,,,,,,
40618,22:20.500,22:20.527,2,998.0,865.0,1115.0,1030.0,2151.0,621.0,2355.0,869.0,,,,,,,,
40633,22:21.000,22:21.027,2,1030.0,842.0,1150.0,1010.0,2251.0,590.0,2429.0,837.0,,,,,,,,
40648,22:21.500,22:21.527,1,1148.0,828.0,1264.0,994.0,,,,,,,,,,,,
40663,22:22.000,22:22.028,2,150.0,776.0,346.0,1013.0,1415.0,800.0,1536.0,964.0,,,,,,,,
40678,22:22.500,22:22.528,2,1644.0,818.0,1775.0,992.0,450.0,800.0,616.0,1022.0,,,,,,,,
40693,22:23.000,22:23.028,2,1635.0,821.0,1765.0,995.0,448.0,807.0,616.0,1024.0,,,,,,,,
40708,22:23.500,22:23.528,2,1431.0,796.0,1555.0,965.0,188.0,744.0,383.0,978.0,,,,,,,,
40723,22:24.000,22:24.028,2,1395.0,784.0,1514.0,951.0,95.0,709.0,318.0,955.0,,,,,,,,
40738,22:24.500,22:24.528,2,1382.0,770.0,1499.0,939.0,71.0,695.0,292.0,937.0,,,,,,,,
40753,22:25.000,22:25.028,2,1367.0,751.0,1485.0,921.0,107.0,678.0,298.0,917.0,,,,,,,,
40768,22:25.500,22:25.528,2,73.0,647.0,276.0,896.0,1358.0,726.0,1480.0,890.0,,,,,,,,
40783,22:26.000,22:26.030,2,1371.0,726.0,1491.0,886.0,62.0,644.0,269.0,893.0,,,,,,,,
40798,22:26.500,22:26.530,2,1364.0,725.0,1485.0,883.0,48.0,636.0,263.0,889.0,,,,,,,,
40813,22:27.000,22:27.030,2,1356.0,720.0,1474.0,880.0,47.0,652.0,260.0,899.0,,,,,,,,
40828,22:27.500,22:27.530,2,17.0,662.0,226.0,911.0,1330.0,734.0,1450.0,893.0,,,,,,,,
40843,22:28.000,22:28.030,2,916.0,808.0,1036.0,965.0,2033.0,593.0,2229.0,850.0,,,,,,,,
40858,22:28.500,22:28.530,2,1892.0,601.0,2072.0,843.0,817.0,818.0,940.0,978.0,,,,,,,,
40873,22:29.000,22:29.030,2,811.0,805.0,934.0,965.0,1889.0,608.0,2067.0,851.0,,,,,,,,
40888,22:29.500,22:29.530,2,1896.0,642.0,2074.0,882.0,822.0,844.0,944.0,1007.0,,,,,,,,
40903,22:30.000,22:30.032,2,1900.0,629.0,2079.0,872.0,822.0,826.0,943.0,990.0,,,,,,,,
40918,22:30.500,22:30.532,2,1859.0,640.0,2032.0,886.0,788.0,844.0,909.0,1007.0,,,,,,,,
