frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
22241,11:59.000,11:59.013,1,1000.0,886.0,1148.0,1091.0,,,,
22256,11:59.500,11:59.515,1,1000.0,881.0,1151.0,1089.0,,,,
22271,12:00.000,12:00.015,1,978.0,894.0,1130.0,1096.0,,,,
22286,12:00.500,12:00.515,1,958.0,872.0,1108.0,1074.0,,,,
22301,12:01.000,12:01.015,1,956.0,869.0,1105.0,1072.0,,,,
22316,12:01.500,12:01.515,1,951.0,849.0,1098.0,1052.0,,,,
22331,12:02.000,12:02.015,1,955.0,825.0,1105.0,1028.0,,,,
22346,12:02.500,12:02.515,1,963.0,813.0,1114.0,1019.0,,,,
22361,12:03.000,12:03.015,1,971.0,804.0,1124.0,1012.0,,,,
22376,12:03.500,12:03.517,1,998.0,801.0,1144.0,1003.0,,,,
22391,12:04.000,12:04.017,1,977.0,800.0,1128.0,1003.0,,,,
22406,12:04.500,12:04.517,1,989.0,799.0,1137.0,1004.0,,,,
22421,12:05.000,12:05.017,1,992.0,794.0,1141.0,998.0,,,,
22436,12:05.500,12:05.517,1,990.0,791.0,1138.0,990.0,,,,
22451,12:06.000,12:06.017,1,992.0,782.0,1140.0,984.0,,,,
22466,12:06.500,12:06.517,1,1010.0,773.0,1158.0,960.0,,,,
22481,12:07.000,12:07.017,1,1014.0,771.0,1160.0,965.0,,,,
22496,12:07.500,12:07.517,1,1017.0,777.0,1165.0,966.0,,,,
22511,12:08.000,12:08.018,1,1018.0,777.0,1165.0,968.0,,,,
22526,12:08.500,12:08.518,1,1010.0,775.0,1155.0,967.0,,,,
22541,12:09.000,12:09.018,1,1011.0,773.0,1158.0,968.0,,,,
22556,12:09.500,12:09.518,1,1009.0,766.0,1154.0,963.0,,,,
22571,12:10.000,12:10.018,1,1024.0,787.0,1171.0,978.0,,,,
22586,12:10.500,12:10.518,1,975.0,813.0,1126.0,1005.0,,,,
22601,12:11.000,12:11.018,1,990.0,787.0,1141.0,978.0,,,,
22616,12:11.500,12:11.518,1,989.0,778.0,1137.0,970.0,,,,
