frame,time,faces_detected_count,055_detected,055_tl_x,055_tl_y,055_br_x,055_br_y,056_detected,056_tl_x,056_tl_y,056_br_x,056_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
7248,03:50.992,1,False,,,,,True,1084,699,1296,996,False,,,,
7263,03:51.470,1,False,,,,,True,1337,784,1551,1088,False,,,,
7278,03:51.948,1,False,,,,,True,1403,824,1622,1131,False,,,,
7293,03:52.426,1,False,,,,,True,1356,867,1569,1166,False,,,,
7308,03:52.904,1,False,,,,,True,1211,943,1423,1250,False,,,,
7323,03:53.382,1,False,,,,,True,1216,975,1429,1280,False,,,,
7338,03:53.860,1,False,,,,,True,1217,976,1430,1282,False,,,,
7353,03:54.338,1,False,,,,,True,1211,956,1422,1265,False,,,,
7368,03:54.816,1,False,,,,,True,1187,931,1394,1228,False,,,,
7383,03:55.294,1,False,,,,,True,1195,923,1403,1233,False,,,,
7398,03:55.772,1,False,,,,,True,1186,900,1397,1195,False,,,,
7413,03:56.251,1,False,,,,,True,1156,879,1366,1172,False,,,,
7428,03:56.729,1,False,,,,,True,1118,873,1323,1166,False,,,,
7443,03:57.207,1,False,,,,,True,1067,753,1272,1042,False,,,,
7458,03:57.685,1,False,,,,,True,1025,708,1233,1003,False,,,,
7473,03:58.163,1,False,,,,,True,1041,707,1246,989,False,,,,
7488,03:58.641,1,False,,,,,True,1041,708,1245,994,False,,,,
7503,03:59.119,1,False,,,,,True,1018,659,1225,955,False,,,,
7518,03:59.597,1,False,,,,,True,1049,671,1257,957,False,,,,
7533,04:00.075,1,False,,,,,True,1044,672,1254,958,False,,,,
7548,04:00.553,1,False,,,,,True,1047,682,1255,974,False,,,,
7563,04:01.031,1,False,,,,,True,1001,685,1225,972,False,,,,
7578,04:01.509,1,False,,,,,True,1019,696,1237,984,False,,,,
7593,04:01.987,1,False,,,,,True,1012,671,1234,966,False,,,,
7608,04:02.465,1,False,,,,,True,1015,664,1236,958,False,,,,
7623,04:02.943,1,False,,,,,True,1020,653,1240,954,False,,,,
7638,04:03.421,1,False,,,,,True,1030,661,1253,967,False,,,,
7653,04:03.899,1,False,,,,,True,1076,693,1308,1024,False,,,,
7668,04:04.377,1,False,,,,,True,1159,724,1410,1068,False,,,,
7683,04:04.855,1,False,,,,,True,1291,727,1524,1087,False,,,,
7698,04:05.333,1,False,,,,,True,1153,732,1392,1074,False,,,,
7713,04:05.811,1,False,,,,,True,1047,742,1271,1054,False,,,,
7728,04:06.289,1,False,,,,,True,980,710,1157,992,False,,,,
7743,04:06.768,1,False,,,,,True,958,728,1098,975,False,,,,
7758,04:07.246,1,False,,,,,True,986,701,1183,976,False,,,,
7773,04:07.724,1,False,,,,,True,1063,709,1276,1001,False,,,,
7788,04:08.202,1,False,,,,,True,1081,913,1301,1231,False,,,,
7803,04:08.680,1,False,,,,,True,1126,798,1342,1102,False,,,,
7818,04:09.158,1,False,,,,,True,1146,780,1362,1085,False,,,,
7833,04:09.636,1,False,,,,,True,1293,746,1512,1041,False,,,,
7848,04:10.114,1,False,,,,,True,1581,704,1821,1013,False,,,,
7863,04:10.592,1,False,,,,,True,1187,729,1406,1028,False,,,,
7878,04:11.070,1,False,,,,,True,1033,813,1249,1106,False,,,,
7893,04:11.548,1,False,,,,,True,779,756,1005,1063,False,,,,
7908,04:12.026,1,False,,,,,True,786,763,1010,1073,False,,,,
7923,04:12.504,1,False,,,,,True,804,768,1028,1070,False,,,,
7938,04:12.982,1,False,,,,,True,809,786,1031,1085,False,,,,
7953,04:13.460,1,False,,,,,True,823,776,1046,1075,False,,,,
7968,04:13.938,1,False,,,,,True,840,758,1060,1060,False,,,,
7983,04:14.416,1,False,,,,,True,1100,798,1315,1092,False,,,,
7998,04:14.894,1,False,,,,,True,1099,758,1313,1049,False,,,,
8013,04:15.372,1,False,,,,,True,1121,739,1338,1032,False,,,,
8028,04:15.850,1,False,,,,,True,1144,752,1356,1041,False,,,,
8043,04:16.328,1,False,,,,,True,1141,765,1355,1065,False,,,,
8058,04:16.806,1,False,,,,,True,1129,746,1343,1040,False,,,,
8073,04:17.285,1,False,,,,,True,1172,701,1382,988,False,,,,
8088,04:17.763,1,False,,,,,True,1256,683,1469,971,False,,,,
8103,04:18.241,1,False,,,,,True,982,657,1196,951,False,,,,
8118,04:18.719,1,False,,,,,True,1176,667,1389,954,False,,,,
8133,04:19.197,1,False,,,,,True,1206,704,1419,991,False,,,,
8148,04:19.675,1,False,,,,,True,1203,698,1414,984,False,,,,
8163,04:20.153,1,False,,,,,True,1197,687,1408,975,False,,,,
8178,04:20.631,1,False,,,,,True,1233,731,1444,1022,False,,,,
8193,04:21.109,1,False,,,,,True,1263,778,1474,1071,False,,,,
8208,04:21.587,1,False,,,,,True,1262,768,1473,1070,False,,,,
8223,04:22.065,1,False,,,,,True,1254,768,1463,1060,False,,,,
8238,04:22.543,1,False,,,,,True,1250,765,1457,1053,False,,,,
8253,04:23.021,1,False,,,,,True,1258,755,1467,1047,False,,,,
8268,04:23.499,1,False,,,,,True,1262,746,1472,1042,False,,,,
8283,04:23.977,1,False,,,,,True,1259,733,1471,1026,False,,,,
8298,04:24.455,1,False,,,,,True,1123,788,1330,1081,False,,,,
8313,04:24.933,1,False,,,,,True,937,760,1150,1054,False,,,,
8328,04:25.411,1,False,,,,,True,999,728,1208,1021,False,,,,
8343,04:25.889,1,False,,,,,True,995,720,1205,1017,False,,,,
8358,04:26.367,1,False,,,,,True,997,745,1205,1037,False,,,,
8373,04:26.845,1,False,,,,,True,994,728,1204,1024,False,,,,
8388,04:27.324,1,False,,,,,True,984,743,1211,1023,False,,,,
8403,04:27.802,1,False,,,,,True,997,732,1215,1021,False,,,,
8418,04:28.280,1,False,,,,,True,1023,696,1237,983,False,,,,
8433,04:28.758,1,False,,,,,True,1097,655,1316,940,False,,,,
8448,04:29.236,1,False,,,,,True,1120,621,1333,915,False,,,,
8463,04:29.714,1,False,,,,,True,1117,628,1327,919,False,,,,
8478,04:30.192,1,False,,,,,True,1119,631,1327,914,False,,,,
8493,04:30.670,1,False,,,,,True,1114,633,1323,913,False,,,,
8508,04:31.148,1,False,,,,,True,1109,609,1320,893,False,,,,
8523,04:31.626,1,False,,,,,True,930,535,1145,825,False,,,,
8538,04:32.104,1,False,,,,,True,815,525,1033,825,False,,,,
8553,04:32.582,1,False,,,,,True,868,618,1086,915,False,,,,
8568,04:33.060,1,False,,,,,True,909,629,1125,925,False,,,,
8583,04:33.538,1,False,,,,,True,1163,741,1375,1045,False,,,,
8598,04:34.016,1,False,,,,,True,1276,739,1493,1033,False,,,,
8613,04:34.494,1,False,,,,,True,1270,730,1493,1029,False,,,,
8628,04:34.972,1,False,,,,,True,1264,726,1485,1024,False,,,,
8643,04:35.450,1,False,,,,,True,1263,726,1485,1032,False,,,,
8658,04:35.928,1,False,,,,,True,1254,728,1477,1029,False,,,,
8673,04:36.406,1,False,,,,,True,1259,731,1481,1034,False,,,,
8688,04:36.884,1,False,,,,,True,1277,732,1495,1027,False,,,,
8703,04:37.362,1,False,,,,,True,1293,710,1509,1005,False,,,,
8718,04:37.841,1,False,,,,,True,1299,707,1512,1003,False,,,,
8733,04:38.319,1,False,,,,,True,1299,711,1511,1004,False,,,,
8748,04:38.797,1,False,,,,,True,1300,707,1512,1000,False,,,,
8763,04:39.275,1,False,,,,,True,1300,687,1513,981,False,,,,
8778,04:39.753,1,False,,,,,True,1296,678,1509,968,False,,,,
8793,04:40.231,1,False,,,,,True,1298,678,1509,971,False,,,,
8808,04:40.709,1,False,,,,,True,1298,676,1510,967,False,,,,
8823,04:41.187,1,False,,,,,True,1538,642,1770,960,False,,,,
8838,04:41.665,1,False,,,,,True,1561,673,1772,962,False,,,,
8853,04:42.143,1,False,,,,,True,1414,758,1599,1012,False,,,,
8868,04:42.621,1,False,,,,,True,1343,746,1519,984,False,,,,
8883,04:43.099,1,False,,,,,True,1422,742,1595,978,False,,,,
