total_frames_queried,avg_faces_per_frame,pct_gaze_on_any_face,mean_gaze_delta_x,mean_gaze_delta_y,mean_gaze_euclidean,pct_gaze_on_008,pct_gaze_on_009,pct_gaze_on_010,pct_gaze_on_011,pct_gaze_on_UNKNOWN_1,pct_gaze_on_UNKNOWN_2,pct_gaze_on_UNKNOWN_3,pct_gaze_on_UNKNOWN_4,pct_gaze_on_UNKNOWN_5,pct_gaze_on_UNKNOWN_6,pct_gaze_on_UNKNOWN_7,pct_gaze_on_UNKNOWN_8,pct_gaze_on_UNKNOWN_9,pct_gaze_on_UNKNOWN_10,pct_gaze_on_UNKNOWN_11,pct_gaze_on_UNKNOWN_12,pct_gaze_on_UNKNOWN_13,pct_gaze_on_UNKNOWN_14,pct_gaze_on_UNKNOWN_15,pct_gaze_on_UNKNOWN_16,pct_gaze_on_UNKNOWN_17,pct_gaze_on_UNKNOWN_18,pct_gaze_on_UNKNOWN_19,pct_gaze_on_UNKNOWN_20,pct_gaze_on_UNKNOWN_21,pct_gaze_on_UNKNOWN_22,pct_gaze_on_UNKNOWN_23,pct_gaze_on_UNKNOWN_24,pct_gaze_on_UNKNOWN_25,pct_gaze_on_UNKNOWN_26,pct_gaze_on_UNKNOWN_27,pct_gaze_on_UNKNOWN_28,pct_gaze_on_UNKNOWN_29,pct_gaze_on_UNKNOWN_30,pct_gaze_on_UNKNOWN_31,pct_gaze_on_UNKNOWN_32,pct_gaze_on_UNKNOWN_33,pct_gaze_on_UNKNOWN_34,pct_gaze_on_UNKNOWN_35,pct_gaze_on_UNKNOWN_36,pct_gaze_on_UNKNOWN_37,pct_gaze_on_UNKNOWN_38,pct_gaze_on_UNKNOWN_39,pct_gaze_on_UNKNOWN_40,pct_gaze_on_UNKNOWN_41,pct_gaze_on_UNKNOWN_42,pct_gaze_on_UNKNOWN_43,pct_gaze_on_UNKNOWN_44,pct_gaze_on_UNKNOWN_45,pct_gaze_on_UNKNOWN_46,pct_gaze_on_UNKNOWN_47,pct_gaze_on_UNKNOWN_48,pct_gaze_on_UNKNOWN_49,pct_gaze_on_UNKNOWN_50,pct_gaze_on_UNKNOWN_51,pct_gaze_on_UNKNOWN_52,pct_gaze_on_UNKNOWN_53,pct_gaze_on_UNKNOWN_54,pct_gaze_on_UNKNOWN_55,pct_gaze_on_UNKNOWN_56,pct_gaze_on_UNKNOWN_57,pct_gaze_on_UNKNOWN_58,pct_gaze_on_UNKNOWN_59,pct_gaze_on_UNKNOWN_60,pct_gaze_on_UNKNOWN_61
2469,1.45,4.82,154.92,84.67,182.18,0.28,0.0,0.32,0.0,3.32,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
