frame,time,faces_detected_count,045_detected,045_tl_x,045_tl_y,045_br_x,045_br_y,046_detected,046_tl_x,046_tl_y,046_br_x,046_br_y,047_detected,047_tl_x,047_tl_y,047_br_x,047_br_y,048_detected,048_tl_x,048_tl_y,048_br_x,048_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
24411,12:59.982,2,True,682,617,838,841,False,,,,,False,,,,,False,,,,,True,1788,422,1957,679
24426,13:00.461,2,True,1027,715,1170,928,False,,,,,False,,,,,False,,,,,True,2220,484,2419,756
24441,13:00.940,2,True,1282,766,1422,981,False,,,,,True,-13,740,182,1001,False,,,,,False,,,,
24456,13:01.419,2,True,1302,745,1443,957,False,,,,,True,-11,728,217,998,False,,,,,False,,,,
24471,13:01.899,2,True,1612,765,1770,980,False,,,,,True,425,765,626,1014,False,,,,,False,,,,
24486,13:02.378,2,True,1631,734,1790,953,False,,,,,True,442,731,635,974,False,,,,,False,,,,
24501,13:02.857,2,True,1352,791,1494,1005,False,,,,,True,69,741,302,1008,False,,,,,False,,,,
24516,13:03.337,2,True,1330,789,1475,1009,False,,,,,True,36,731,275,994,False,,,,,False,,,,
24531,13:03.816,2,True,1316,785,1458,999,False,,,,,True,12,714,252,986,False,,,,,False,,,,
24546,13:04.295,2,True,1343,772,1485,986,False,,,,,True,4,670,245,939,False,,,,,False,,,,
24561,13:04.774,2,True,1675,789,1837,1009,False,,,,,True,525,739,712,977,False,,,,,False,,,,
24576,13:05.254,2,True,1700,776,1866,996,False,,,,,True,562,727,746,962,False,,,,,False,,,,
24591,13:05.733,2,True,1727,773,1895,996,False,,,,,True,552,696,739,931,False,,,,,False,,,,
24606,13:06.212,2,True,1785,764,1958,990,False,,,,,True,601,682,780,907,False,,,,,False,,,,
24621,13:06.691,2,True,1819,743,1996,969,False,,,,,True,616,662,797,886,False,,,,,False,,,,
24636,13:07.171,2,True,1878,716,2062,952,False,,,,,True,667,647,844,879,False,,,,,False,,,,
24651,13:07.650,2,True,1886,726,2071,960,False,,,,,True,681,634,855,849,False,,,,,False,,,,
24666,13:08.129,2,True,1572,734,1725,946,False,,,,,True,384,628,580,864,False,,,,,False,,,,
24681,13:08.609,2,True,1436,744,1581,956,False,,,,,True,200,642,418,901,False,,,,,False,,,,
24696,13:09.088,2,True,1416,734,1563,943,False,,,,,True,211,629,429,887,False,,,,,False,,,,
24711,13:09.567,2,True,1425,736,1572,943,False,,,,,True,256,639,467,896,False,,,,,False,,,,
24726,13:10.046,2,True,1574,749,1732,964,False,,,,,True,454,659,649,905,False,,,,,False,,,,
24741,13:10.526,2,True,1597,744,1755,958,False,,,,,True,445,635,642,879,False,,,,,False,,,,
24756,13:11.005,2,True,1579,729,1731,943,False,,,,,True,394,582,587,826,False,,,,,False,,,,
24771,13:11.484,2,True,1541,712,1695,934,False,,,,,True,364,582,539,823,False,,,,,False,,,,
