frame,time,faces_detected_count,045_detected,045_tl_x,045_tl_y,045_br_x,045_br_y,046_detected,046_tl_x,046_tl_y,046_br_x,046_br_y,047_detected,047_tl_x,047_tl_y,047_br_x,047_br_y,048_detected,048_tl_x,048_tl_y,048_br_x,048_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
35751,19:23.973,2,True,647,710,821,972,False,,,,,False,,,,,False,,,,,True,1814,868,1955,1034
35766,19:24.461,2,True,580,721,776,995,False,,,,,False,,,,,False,,,,,True,1813,904,1955,1070
35781,19:24.949,2,True,661,742,856,1012,False,,,,,False,,,,,False,,,,,True,1874,1029,2027,1199
35796,19:25.438,2,True,-94,753,172,1095,False,,,,,False,,,,,False,,,,,True,1303,891,1418,1042
35811,19:25.926,2,True,27,750,269,1054,False,,,,,False,,,,,False,,,,,True,1340,868,1455,1019
35826,19:26.415,2,True,93,731,302,1020,False,,,,,False,,,,,False,,,,,True,1353,843,1480,993
35841,19:26.903,2,True,103,710,312,987,False,,,,,False,,,,,False,,,,,True,1343,829,1462,978
35856,19:27.391,2,True,74,815,287,1107,False,,,,,False,,,,,False,,,,,True,1344,968,1456,1129
35871,19:27.880,2,True,113,791,333,1092,False,,,,,False,,,,,False,,,,,True,1369,984,1476,1140
35886,19:28.368,2,True,319,756,534,1048,False,,,,,False,,,,,False,,,,,True,1552,940,1666,1098
35901,19:28.856,2,True,502,740,710,1023,False,,,,,False,,,,,False,,,,,True,1726,936,1844,1098
35916,19:29.345,2,True,566,748,762,1019,False,,,,,False,,,,,False,,,,,True,1749,919,1870,1091
35931,19:29.833,2,True,665,749,822,1010,False,,,,,False,,,,,False,,,,,True,1746,910,1869,1073
35946,19:30.322,2,True,666,753,822,1018,False,,,,,False,,,,,False,,,,,True,1751,920,1875,1085
35961,19:30.810,2,True,669,759,825,1023,False,,,,,False,,,,,False,,,,,True,1757,939,1882,1104
35976,19:31.298,2,True,607,752,786,1020,False,,,,,False,,,,,False,,,,,True,1731,944,1853,1108
35991,19:31.787,2,True,239,897,448,1185,False,,,,,False,,,,,False,,,,,True,1445,1042,1557,1206
36006,19:32.275,2,True,123,831,364,1136,False,,,,,False,,,,,False,,,,,True,1385,962,1493,1120
36021,19:32.763,2,False,,,,,True,2221,899,2396,1103,False,,,,,False,,,,,True,813,894,922,1048
36036,19:33.252,1,False,,,,,False,,,,,False,,,,,False,,,,,True,938,1038,1046,1195
36051,19:33.740,2,True,208,1087,453,1408,False,,,,,False,,,,,False,,,,,True,1483,1185,1591,1347
36066,19:34.228,2,True,249,991,490,1318,False,,,,,False,,,,,False,,,,,True,1515,1098,1627,1261
36081,19:34.717,2,True,252,914,495,1238,False,,,,,False,,,,,False,,,,,True,1514,1033,1624,1190
36096,19:35.205,2,True,368,793,591,1095,False,,,,,False,,,,,False,,,,,True,1599,904,1710,1060
36111,19:35.694,2,True,701,679,900,957,False,,,,,False,,,,,False,,,,,True,1913,884,2044,1051
36126,19:36.182,2,True,257,493,500,815,False,,,,,False,,,,,False,,,,,True,1522,760,1632,910
36141,19:36.670,2,True,132,591,387,921,False,,,,,False,,,,,False,,,,,True,1432,907,1542,1058
36156,19:37.159,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1128,978,1233,1126
36171,19:37.647,2,True,-12,764,263,1097,False,,,,,False,,,,,False,,,,,True,1378,1078,1487,1234
36186,19:38.135,2,True,164,730,417,1057,False,,,,,False,,,,,False,,,,,True,1481,1098,1594,1257
36201,19:38.624,2,True,397,823,623,1114,False,,,,,False,,,,,False,,,,,True,1678,1020,1795,1181
36216,19:39.112,2,True,539,848,754,1135,False,,,,,False,,,,,False,,,,,True,1785,1068,1910,1234
36231,19:39.600,2,True,188,757,438,1079,False,,,,,False,,,,,False,,,,,True,1494,988,1605,1142
36246,19:40.089,2,True,341,607,573,916,False,,,,,False,,,,,False,,,,,True,1599,886,1714,1043
36261,19:40.577,2,True,582,730,787,989,False,,,,,False,,,,,False,,,,,True,1818,922,1942,1097
36276,19:41.066,2,True,381,582,582,849,False,,,,,False,,,,,False,,,,,True,1562,773,1673,933
36291,19:41.554,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1079,872,1183,1027
36306,19:42.042,2,True,-31,576,215,891,False,,,,,False,,,,,False,,,,,True,1291,858,1394,1010
36321,19:42.531,2,True,469,660,667,927,False,,,,,False,,,,,False,,,,,True,1653,906,1769,1067
36336,19:43.019,2,True,220,650,457,957,False,,,,,False,,,,,False,,,,,True,1523,892,1634,1048
36351,19:43.507,2,True,205,639,448,946,False,,,,,False,,,,,False,,,,,True,1505,892,1616,1049
36366,19:43.996,2,True,232,616,471,917,False,,,,,False,,,,,False,,,,,True,1499,845,1607,999
36381,19:44.484,2,True,215,833,406,1126,False,,,,,False,,,,,False,,,,,True,1395,1068,1502,1232
36396,19:44.972,2,True,565,772,726,1040,False,,,,,False,,,,,False,,,,,True,1665,978,1783,1146
36411,19:45.461,2,False,,,,,True,2036,897,2195,1104,False,,,,,False,,,,,True,672,738,788,897
36426,19:45.949,2,False,,,,,True,1839,907,1989,1100,False,,,,,False,,,,,True,495,771,622,941
36441,19:46.438,2,False,,,,,True,1863,767,2010,963,False,,,,,False,,,,,True,543,653,667,818
36456,19:46.926,1,False,,,,,False,,,,,False,,,,,False,,,,,True,913,644,1022,802
36471,19:47.414,2,True,-77,588,192,912,False,,,,,False,,,,,False,,,,,True,1327,716,1435,863
36486,19:47.903,2,True,-26,586,256,862,False,,,,,False,,,,,False,,,,,True,1399,759,1510,910
36501,19:48.391,2,False,,,,,False,,,,,False,,,,,False,,,,,True,-78,592,158,783
36516,19:48.879,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1310,756,1418,905
36531,19:49.368,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1270,770,1378,919
36546,19:49.856,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1190,756,1297,906
36561,19:50.345,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1161,778,1269,928
36576,19:50.833,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1112,804,1220,950
36591,19:51.321,2,False,,,,,True,1926,898,2059,1094,False,,,,,False,,,,,True,626,791,747,947
