frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
19294,10:43.000,10:43.015,2,499.0,661.0,684.0,899.0,980.0,800.0,1141.0,995.0
19309,10:43.500,10:43.515,2,499.0,655.0,684.0,894.0,979.0,796.0,1139.0,991.0
19324,10:44.000,10:44.015,1,503.0,657.0,679.0,889.0,,,,
19339,10:44.500,10:44.515,1,503.0,656.0,679.0,883.0,,,,
19354,10:45.000,10:45.015,1,498.0,655.0,678.0,886.0,,,,
19369,10:45.500,10:45.515,1,498.0,660.0,676.0,894.0,,,,
19385,10:46.000,10:46.015,1,498.0,656.0,676.0,892.0,,,,
19400,10:46.500,10:46.515,1,494.0,654.0,674.0,891.0,,,,
19415,10:47.000,10:47.017,1,492.0,648.0,672.0,889.0,,,,
19430,10:47.500,10:47.517,2,503.0,642.0,681.0,887.0,989.0,787.0,1138.0,990.0
19446,10:48.000,10:48.017,2,538.0,633.0,713.0,872.0,1018.0,760.0,1177.0,970.0
19461,10:48.500,10:48.517,2,519.0,655.0,698.0,902.0,1006.0,785.0,1164.0,998.0
19476,10:49.000,10:49.017,2,579.0,650.0,750.0,889.0,1037.0,785.0,1196.0,996.0
19491,10:49.500,10:49.517,2,570.0,621.0,742.0,859.0,1051.0,765.0,1210.0,978.0
19506,10:50.000,10:50.017,2,615.0,610.0,787.0,844.0,1074.0,746.0,1233.0,960.0
19521,10:50.500,10:50.517,2,1058.0,754.0,1216.0,965.0,617.0,686.0,788.0,896.0
19536,10:51.000,10:51.018,2,1038.0,763.0,1195.0,972.0,583.0,722.0,758.0,926.0
19551,10:51.500,10:51.518,2,1009.0,761.0,1169.0,974.0,546.0,731.0,723.0,940.0
19566,10:52.000,10:52.018,2,520.0,686.0,707.0,945.0,987.0,762.0,1145.0,976.0
19581,10:52.500,10:52.518,2,547.0,679.0,735.0,932.0,996.0,760.0,1158.0,978.0
19596,10:53.000,10:53.018,2,987.0,766.0,1148.0,985.0,557.0,681.0,745.0,931.0
19611,10:53.500,10:53.518,2,991.0,769.0,1152.0,986.0,562.0,679.0,749.0,927.0
19626,10:54.000,10:54.018,2,994.0,768.0,1156.0,987.0,563.0,680.0,749.0,926.0
19641,10:54.500,10:54.518,2,994.0,777.0,1155.0,992.0,560.0,679.0,747.0,926.0
