frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
8672,04:39.000,04:39.000,3,1290.0,350.0,1457.0,593.0,739.0,574.0,925.0,813.0,211.0,511.0,411.0,737.0,,,,
8687,04:39.500,04:39.500,3,1287.0,347.0,1455.0,593.0,742.0,570.0,928.0,808.0,204.0,505.0,405.0,728.0,,,,
8702,04:40.000,04:40.000,3,183.0,517.0,389.0,737.0,1274.0,351.0,1442.0,601.0,733.0,577.0,923.0,817.0,,,,
8717,04:40.500,04:40.502,3,1295.0,339.0,1463.0,590.0,194.0,510.0,395.0,732.0,763.0,567.0,942.0,805.0,,,,
8732,04:41.000,04:41.002,3,818.0,543.0,987.0,782.0,258.0,486.0,455.0,706.0,1340.0,320.0,1510.0,570.0,,,,
8747,04:41.500,04:41.502,3,1312.0,362.0,1482.0,615.0,790.0,586.0,970.0,830.0,235.0,541.0,434.0,776.0,,,,
8762,04:42.000,04:42.002,3,235.0,536.0,434.0,770.0,1308.0,342.0,1477.0,598.0,775.0,574.0,950.0,807.0,,,,
8777,04:42.500,04:42.502,3,1313.0,366.0,1482.0,620.0,761.0,597.0,936.0,831.0,247.0,564.0,440.0,792.0,,,,
8792,04:43.000,04:43.002,3,740.0,647.0,915.0,872.0,1295.0,405.0,1465.0,650.0,224.0,617.0,419.0,841.0,,,,
8807,04:43.500,04:43.502,3,735.0,651.0,912.0,881.0,1282.0,406.0,1450.0,651.0,202.0,637.0,400.0,859.0,,,,
8822,04:44.000,04:44.002,3,1283.0,409.0,1451.0,653.0,737.0,652.0,915.0,884.0,199.0,659.0,400.0,874.0,,,,
8837,04:44.500,04:44.503,3,1280.0,416.0,1448.0,658.0,735.0,658.0,912.0,893.0,184.0,688.0,386.0,887.0,,,,
8853,04:45.000,04:45.003,3,1277.0,417.0,1445.0,659.0,733.0,663.0,908.0,893.0,171.0,669.0,377.0,884.0,,,,
8868,04:45.500,04:45.503,3,1278.0,415.0,1446.0,658.0,752.0,645.0,930.0,882.0,166.0,655.0,371.0,870.0,,,,
8883,04:46.000,04:46.003,3,1276.0,411.0,1445.0,657.0,161.0,642.0,366.0,861.0,756.0,643.0,933.0,881.0,,,,
8898,04:46.500,04:46.503,3,1280.0,415.0,1448.0,658.0,750.0,643.0,927.0,882.0,169.0,637.0,366.0,859.0,,,,
8913,04:47.000,04:47.003,3,1278.0,417.0,1446.0,660.0,746.0,644.0,926.0,883.0,171.0,636.0,370.0,857.0,,,,
8928,04:47.500,04:47.503,3,1280.0,413.0,1449.0,658.0,741.0,646.0,920.0,882.0,185.0,631.0,390.0,858.0,,,,
8943,04:48.000,04:48.003,3,1282.0,413.0,1450.0,657.0,748.0,645.0,924.0,881.0,199.0,633.0,399.0,859.0,,,,
8958,04:48.500,04:48.505,3,1282.0,409.0,1451.0,654.0,753.0,637.0,928.0,876.0,202.0,624.0,399.0,849.0,,,,
8973,04:49.000,04:49.005,3,1284.0,408.0,1453.0,653.0,753.0,636.0,928.0,875.0,200.0,621.0,396.0,845.0,,,,
8988,04:49.500,04:49.505,3,1286.0,405.0,1455.0,651.0,756.0,636.0,929.0,874.0,198.0,630.0,396.0,850.0,,,,
9004,04:50.000,04:50.030,3,1289.0,407.0,1458.0,653.0,761.0,637.0,933.0,875.0,203.0,623.0,401.0,847.0,,,,
9019,04:50.500,04:50.530,3,209.0,611.0,407.0,841.0,1295.0,407.0,1465.0,650.0,766.0,637.0,936.0,871.0,,,,
9034,04:51.000,04:51.030,3,780.0,605.0,955.0,847.0,226.0,583.0,425.0,811.0,1315.0,383.0,1484.0,630.0,,,,
9049,04:51.500,04:51.530,3,924.0,549.0,1095.0,786.0,1462.0,305.0,1642.0,567.0,407.0,541.0,585.0,753.0,,,,
9064,04:52.000,04:52.030,3,979.0,521.0,1148.0,754.0,1531.0,281.0,1713.0,541.0,471.0,495.0,647.0,708.0,,,,
9079,04:52.500,04:52.532,3,1519.0,270.0,1702.0,531.0,447.0,470.0,626.0,685.0,965.0,500.0,1133.0,739.0,,,,
9094,04:53.000,04:53.032,3,1518.0,291.0,1697.0,549.0,960.0,522.0,1126.0,752.0,440.0,484.0,618.0,696.0,,,,
9109,04:53.500,04:53.532,3,1516.0,293.0,1694.0,550.0,957.0,522.0,1124.0,756.0,446.0,477.0,628.0,701.0,,,,
9124,04:54.000,04:54.032,3,1513.0,294.0,1692.0,554.0,956.0,530.0,1123.0,763.0,448.0,486.0,628.0,706.0,,,,
9139,04:54.500,04:54.532,3,947.0,548.0,1114.0,781.0,1500.0,311.0,1678.0,572.0,438.0,515.0,617.0,729.0,,,,
9154,04:55.000,04:55.032,3,939.0,541.0,1109.0,775.0,429.0,522.0,608.0,729.0,1497.0,312.0,1675.0,571.0,,,,
9169,04:55.500,04:55.532,3,884.0,555.0,1060.0,782.0,412.0,534.0,595.0,744.0,1478.0,328.0,1656.0,586.0,,,,
9184,04:56.000,04:56.032,3,1443.0,397.0,1616.0,644.0,385.0,580.0,567.0,795.0,871.0,622.0,1049.0,854.0,,,,
9198,04:56.500,04:56.500,3,1346.0,472.0,1518.0,714.0,268.0,758.0,459.0,965.0,825.0,745.0,1002.0,984.0,,,,
9213,04:57.000,04:57.000,3,824.0,777.0,1004.0,1019.0,1307.0,483.0,1481.0,728.0,221.0,799.0,419.0,1032.0,,,,
9228,04:57.500,04:57.500,3,898.0,703.0,1076.0,937.0,351.0,662.0,536.0,887.0,1417.0,456.0,1591.0,707.0,,,,
9243,04:58.000,04:58.000,3,918.0,667.0,1098.0,908.0,1455.0,446.0,1631.0,692.0,377.0,614.0,561.0,825.0,,,,
9258,04:58.500,04:58.500,3,1529.0,411.0,1707.0,662.0,976.0,641.0,1148.0,881.0,457.0,546.0,633.0,772.0,,,,
9273,04:59.000,04:59.000,3,968.0,682.0,1142.0,920.0,1512.0,444.0,1689.0,691.0,454.0,599.0,630.0,819.0,,,,
9288,04:59.500,04:59.500,3,1517.0,458.0,1696.0,712.0,968.0,702.0,1142.0,938.0,465.0,634.0,638.0,843.0,,,,
9303,05:00.000,05:00.000,3,940.0,664.0,1111.0,896.0,1508.0,418.0,1684.0,673.0,448.0,591.0,624.0,811.0,,,,
9318,05:00.500,05:00.502,3,932.0,673.0,1105.0,904.0,1501.0,420.0,1678.0,676.0,440.0,597.0,619.0,817.0,,,,
9333,05:01.000,05:01.002,3,1498.0,423.0,1675.0,677.0,931.0,687.0,1102.0,916.0,440.0,599.0,618.0,821.0,,,,
9348,05:01.500,05:01.502,3,1497.0,422.0,1674.0,677.0,441.0,593.0,620.0,819.0,957.0,678.0,1129.0,915.0,,,,
9363,05:02.000,05:02.002,3,1496.0,438.0,1672.0,690.0,463.0,606.0,637.0,832.0,962.0,684.0,1137.0,922.0,,,,
9378,05:02.500,05:02.502,3,1496.0,423.0,1675.0,678.0,956.0,667.0,1127.0,902.0,456.0,598.0,631.0,823.0,,,,
9393,05:03.000,05:03.002,3,1486.0,432.0,1663.0,687.0,944.0,683.0,1115.0,915.0,431.0,618.0,611.0,834.0,,,,
9408,05:03.500,05:03.502,3,1483.0,475.0,1660.0,728.0,945.0,723.0,1115.0,959.0,447.0,664.0,625.0,882.0,,,,
9423,05:04.000,05:04.002,3,1460.0,465.0,1636.0,713.0,922.0,717.0,1094.0,955.0,416.0,662.0,595.0,876.0,,,,
9438,05:04.500,05:04.503,3,1464.0,459.0,1641.0,708.0,414.0,652.0,593.0,861.0,930.0,712.0,1104.0,948.0,,,,
