frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
4449,02:07.000,02:07.003,2,1050.0,546.0,1158.0,699.0,1944.0,490.0,2124.0,725.0
4464,02:07.500,02:07.503,2,1068.0,543.0,1176.0,694.0,1967.0,490.0,2156.0,727.0
4479,02:08.000,02:08.003,2,1068.0,559.0,1173.0,703.0,1968.0,495.0,2162.0,737.0
4494,02:08.500,02:08.503,2,1070.0,553.0,1178.0,699.0,1973.0,494.0,2164.0,738.0
4509,02:09.000,02:09.003,2,1998.0,514.0,2191.0,752.0,1093.0,562.0,1199.0,709.0
4524,02:09.500,02:09.505,2,1119.0,558.0,1227.0,705.0,2039.0,515.0,2238.0,752.0
4539,02:10.000,02:10.005,1,1429.0,557.0,1542.0,711.0,,,,
4554,02:10.500,02:10.505,1,1596.0,552.0,1715.0,710.0,,,,
4569,02:11.000,02:11.005,1,1654.0,495.0,1776.0,652.0,,,,
4585,02:11.500,02:11.530,1,1707.0,456.0,1832.0,617.0,,,,
4600,02:12.000,02:12.030,1,1769.0,473.0,1899.0,641.0,,,,
4615,02:12.500,02:12.530,1,1745.0,497.0,1873.0,662.0,,,,
4630,02:13.000,02:13.030,1,1644.0,537.0,1764.0,696.0,,,,
4645,02:13.500,02:13.532,1,1650.0,515.0,1770.0,673.0,,,,
4660,02:14.000,02:14.032,1,1629.0,519.0,1749.0,677.0,,,,
4675,02:14.500,02:14.532,1,1616.0,517.0,1735.0,672.0,,,,
4690,02:15.000,02:15.032,1,1600.0,526.0,1719.0,683.0,,,,
4705,02:15.500,02:15.532,2,1247.0,516.0,1356.0,669.0,2248.0,448.0,2429.0,691.0
4720,02:16.000,02:16.032,2,965.0,496.0,1075.0,651.0,1862.0,438.0,2029.0,677.0
4735,02:16.500,02:16.532,2,912.0,511.0,1025.0,664.0,1802.0,452.0,1971.0,690.0
4750,02:17.000,02:17.032,2,925.0,504.0,1035.0,660.0,1821.0,453.0,1994.0,686.0
4764,02:17.500,02:17.500,2,951.0,498.0,1063.0,658.0,1851.0,453.0,2031.0,684.0
4779,02:18.000,02:18.000,2,953.0,516.0,1063.0,671.0,1848.0,464.0,2023.0,692.0
4794,02:18.500,02:18.500,2,959.0,530.0,1067.0,685.0,1849.0,475.0,2022.0,705.0
4809,02:19.000,02:19.000,2,1047.0,609.0,1155.0,757.0,1967.0,533.0,2164.0,767.0
4824,02:19.500,02:19.500,2,1244.0,705.0,1352.0,854.0,2256.0,606.0,2459.0,862.0
4839,02:20.000,02:20.000,2,1233.0,713.0,1341.0,856.0,2247.0,597.0,2455.0,859.0
4854,02:20.500,02:20.500,2,1229.0,694.0,1337.0,845.0,2253.0,589.0,2458.0,843.0
4869,02:21.000,02:21.000,2,1224.0,677.0,1330.0,829.0,2263.0,593.0,2474.0,847.0
4884,02:21.500,02:21.502,2,1215.0,663.0,1316.0,814.0,2254.0,579.0,2470.0,836.0
4899,02:22.000,02:22.002,2,1221.0,631.0,1322.0,778.0,2272.0,564.0,2482.0,818.0
4914,02:22.500,02:22.502,2,1226.0,610.0,1323.0,751.0,2279.0,552.0,2482.0,803.0
4929,02:23.000,02:23.002,2,1229.0,605.0,1322.0,739.0,2277.0,545.0,2483.0,797.0
4944,02:23.500,02:23.502,2,1235.0,608.0,1325.0,727.0,2265.0,531.0,2476.0,791.0
4959,02:24.000,02:24.002,2,1240.0,601.0,1331.0,712.0,2271.0,532.0,2476.0,780.0
4974,02:24.500,02:24.502,2,1237.0,610.0,1338.0,717.0,2253.0,530.0,2449.0,776.0
4989,02:25.000,02:25.002,2,1248.0,601.0,1355.0,740.0,2262.0,534.0,2450.0,778.0
5004,02:25.500,02:25.503,2,1260.0,612.0,1368.0,760.0,2280.0,545.0,2458.0,788.0
5019,02:26.000,02:26.003,2,1269.0,628.0,1376.0,777.0,2301.0,556.0,2461.0,810.0
5034,02:26.500,02:26.503,1,1273.0,631.0,1380.0,779.0,,,,
5049,02:27.000,02:27.003,1,1278.0,628.0,1384.0,777.0,,,,
5064,02:27.500,02:27.503,1,1283.0,619.0,1392.0,766.0,,,,
5079,02:28.000,02:28.003,1,1284.0,609.0,1392.0,758.0,,,,
5094,02:28.500,02:28.503,1,1290.0,596.0,1398.0,747.0,,,,
5109,02:29.000,02:29.003,1,1263.0,595.0,1371.0,747.0,,,,
5124,02:29.500,02:29.505,2,925.0,588.0,1037.0,743.0,1847.0,532.0,2015.0,752.0
5139,02:30.000,02:30.005,2,970.0,607.0,1080.0,759.0,1899.0,541.0,2065.0,768.0
5154,02:30.500,02:30.505,2,1053.0,623.0,1161.0,770.0,2010.0,541.0,2195.0,778.0
5170,02:31.000,02:31.030,2,1107.0,635.0,1217.0,787.0,2106.0,544.0,2336.0,798.0
5185,02:31.500,02:31.530,1,1233.0,663.0,1340.0,810.0,,,,
5200,02:32.000,02:32.030,1,1742.0,636.0,1869.0,796.0,,,,
5215,02:32.500,02:32.530,1,1827.0,600.0,1948.0,767.0,,,,
5230,02:33.000,02:33.032,1,1933.0,582.0,2062.0,760.0,,,,
5245,02:33.500,02:33.532,1,1798.0,596.0,1920.0,764.0,,,,
5260,02:34.000,02:34.032,1,2231.0,612.0,2384.0,799.0,,,,
5275,02:34.500,02:34.532,0,,,,,,,,
5290,02:35.000,02:35.032,0,,,,,,,,
5305,02:35.500,02:35.532,0,,,,,,,,
5320,02:36.000,02:36.032,0,,,,,,,,
5335,02:36.500,02:36.532,1,2267.0,537.0,2410.0,715.0,,,,
5349,02:37.000,02:37.000,1,2216.0,536.0,2379.0,718.0,,,,
5364,02:37.500,02:37.500,1,2171.0,538.0,2341.0,726.0,,,,
5379,02:38.000,02:38.000,0,,,,,,,,
5394,02:38.500,02:38.500,0,,,,,,,,
5409,02:39.000,02:39.000,0,,,,,,,,
5424,02:39.500,02:39.500,0,,,,,,,,
5439,02:40.000,02:40.000,0,,,,,,,,
5454,02:40.500,02:40.500,1,1325.0,800.0,1434.0,950.0,,,,
5469,02:41.000,02:41.000,2,16.0,787.0,193.0,975.0,1087.0,765.0,1231.0,971.0
5484,02:41.500,02:41.502,1,186.0,984.0,388.0,1248.0,,,,
5499,02:42.000,02:42.002,1,133.0,1085.0,343.0,1357.0,,,,
5514,02:42.500,02:42.502,1,227.0,867.0,427.0,1120.0,,,,
5527,02:43.000,02:43.002,0,,,,,,,,
5542,02:43.500,02:43.502,0,,,,,,,,
5557,02:44.000,02:44.002,0,,,,,,,,
5572,02:44.500,02:44.502,0,,,,,,,,
5587,02:45.000,02:45.002,0,,,,,,,,
5602,02:45.500,02:45.503,0,,,,,,,,
5617,02:46.000,02:46.003,0,,,,,,,,
5632,02:46.500,02:46.503,0,,,,,,,,
5647,02:47.000,02:47.003,0,,,,,,,,
5662,02:47.500,02:47.503,0,,,,,,,,
5676,02:48.000,02:48.003,0,,,,,,,,
5691,02:48.500,02:48.503,0,,,,,,,,
5706,02:49.000,02:49.005,0,,,,,,,,
5721,02:49.500,02:49.505,0,,,,,,,,
5736,02:50.000,02:50.005,0,,,,,,,,
5751,02:50.500,02:50.505,0,,,,,,,,
5767,02:51.000,02:51.030,0,,,,,,,,
5782,02:51.500,02:51.530,1,1200.0,1052.0,1336.0,1227.0,,,,
5797,02:52.000,02:52.030,1,1990.0,944.0,2151.0,1129.0,,,,
5812,02:52.500,02:52.530,0,,,,,,,,
5827,02:53.000,02:53.032,0,,,,,,,,
5842,02:53.500,02:53.532,0,,,,,,,,
5857,02:54.000,02:54.032,0,,,,,,,,
5872,02:54.500,02:54.532,1,2011.0,453.0,2168.0,642.0,,,,
5887,02:55.000,02:55.032,1,1681.0,593.0,1805.0,754.0,,,,
5902,02:55.500,02:55.532,1,1597.0,566.0,1720.0,723.0,,,,
5917,02:56.000,02:56.032,1,1517.0,611.0,1632.0,762.0,,,,
5932,02:56.500,02:56.532,1,1436.0,923.0,1547.0,1075.0,,,,
5944,02:57.000,02:57.008,2,460.0,897.0,591.0,1066.0,1411.0,929.0,1550.0,1149.0
