frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
8172,04:09.000,04:09.005,2,561.0,582.0,727.0,811.0,1109.0,628.0,1267.0,850.0
8187,04:09.500,04:09.505,2,546.0,583.0,713.0,811.0,1097.0,630.0,1256.0,850.0
8202,04:10.000,04:10.005,2,568.0,603.0,733.0,831.0,1115.0,666.0,1276.0,872.0
8217,04:10.500,04:10.505,2,537.0,585.0,705.0,818.0,1088.0,637.0,1246.0,855.0
8232,04:11.000,04:11.005,2,539.0,579.0,710.0,811.0,1091.0,633.0,1248.0,852.0
8247,04:11.500,04:11.505,2,538.0,576.0,709.0,809.0,1090.0,633.0,1248.0,851.0
8262,04:12.000,04:12.005,2,558.0,584.0,726.0,817.0,1104.0,645.0,1263.0,863.0
8277,04:12.500,04:12.507,2,571.0,587.0,739.0,816.0,1115.0,655.0,1273.0,874.0
8292,04:13.000,04:13.007,2,532.0,547.0,700.0,784.0,1094.0,614.0,1253.0,836.0
8307,04:13.500,04:13.507,2,535.0,552.0,703.0,781.0,1097.0,615.0,1258.0,837.0
8322,04:14.000,04:14.007,2,501.0,555.0,673.0,793.0,1072.0,630.0,1230.0,844.0
8337,04:14.500,04:14.507,2,494.0,547.0,665.0,791.0,1067.0,613.0,1225.0,837.0
8352,04:15.000,04:15.007,2,500.0,562.0,672.0,794.0,1071.0,631.0,1230.0,852.0
8367,04:15.500,04:15.507,2,505.0,551.0,675.0,781.0,1079.0,619.0,1236.0,839.0
8382,04:16.000,04:16.007,2,533.0,537.0,702.0,769.0,1097.0,601.0,1257.0,830.0
8397,04:16.500,04:16.508,2,548.0,542.0,716.0,774.0,1111.0,608.0,1268.0,834.0
8412,04:17.000,04:17.008,2,513.0,557.0,685.0,789.0,1083.0,624.0,1242.0,852.0
8427,04:17.500,04:17.508,2,1088.0,591.0,1246.0,816.0,519.0,517.0,691.0,751.0
8442,04:18.000,04:18.008,2,510.0,510.0,685.0,748.0,1082.0,577.0,1242.0,810.0
8457,04:18.500,04:18.508,2,508.0,518.0,683.0,752.0,1082.0,584.0,1240.0,815.0
8472,04:19.000,04:19.008,2,497.0,517.0,672.0,767.0,1071.0,583.0,1232.0,816.0
8487,04:19.500,04:19.508,2,496.0,533.0,669.0,768.0,1070.0,593.0,1227.0,826.0
8502,04:20.000,04:20.008,2,501.0,531.0,674.0,773.0,1073.0,596.0,1231.0,827.0
8517,04:20.500,04:20.510,2,508.0,530.0,680.0,767.0,1078.0,594.0,1237.0,826.0
8532,04:21.000,04:21.010,2,499.0,518.0,674.0,769.0,1070.0,585.0,1230.0,813.0
8547,04:21.500,04:21.502,2,492.0,532.0,666.0,772.0,1067.0,596.0,1225.0,824.0
8562,04:22.000,04:22.002,2,505.0,549.0,678.0,779.0,1075.0,608.0,1234.0,837.0
8577,04:22.500,04:22.502,2,471.0,525.0,653.0,740.0,1074.0,604.0,1233.0,834.0
8592,04:23.000,04:23.002,2,1079.0,637.0,1237.0,856.0,498.0,557.0,670.0,761.0
8607,04:23.500,04:23.502,2,1077.0,640.0,1236.0,863.0,505.0,558.0,675.0,768.0
8622,04:24.000,04:24.002,2,510.0,562.0,684.0,795.0,1084.0,628.0,1242.0,849.0
8637,04:24.500,04:24.503,2,534.0,571.0,705.0,824.0,1097.0,636.0,1256.0,860.0
8652,04:25.000,04:25.003,2,531.0,563.0,703.0,799.0,1092.0,635.0,1250.0,853.0
8667,04:25.500,04:25.503,2,538.0,564.0,709.0,802.0,1097.0,628.0,1256.0,852.0
8682,04:26.000,04:26.003,2,535.0,573.0,707.0,807.0,1089.0,622.0,1244.0,842.0
8697,04:26.500,04:26.503,2,533.0,575.0,707.0,810.0,1067.0,612.0,1223.0,835.0
8712,04:27.000,04:27.003,2,520.0,557.0,696.0,794.0,1010.0,595.0,1169.0,821.0
8727,04:27.500,04:27.503,2,1018.0,601.0,1177.0,822.0,519.0,569.0,697.0,806.0
8742,04:28.000,04:28.003,2,520.0,559.0,696.0,798.0,1019.0,627.0,1178.0,848.0
8757,04:28.500,04:28.505,2,528.0,565.0,703.0,801.0,1022.0,639.0,1181.0,849.0
8772,04:29.000,04:29.005,2,533.0,561.0,708.0,802.0,1021.0,637.0,1179.0,852.0
8787,04:29.500,04:29.505,2,522.0,555.0,697.0,794.0,1015.0,626.0,1174.0,842.0
8802,04:30.000,04:30.005,2,560.0,593.0,733.0,828.0,1046.0,667.0,1206.0,883.0
8817,04:30.500,04:30.505,2,551.0,558.0,722.0,790.0,1050.0,631.0,1211.0,849.0
8832,04:31.000,04:31.005,2,532.0,540.0,702.0,776.0,1038.0,621.0,1199.0,836.0
8847,04:31.500,04:31.505,2,536.0,538.0,707.0,789.0,1044.0,616.0,1204.0,834.0
8862,04:32.000,04:32.005,2,483.0,534.0,659.0,774.0,1000.0,618.0,1161.0,835.0
8877,04:32.500,04:32.507,2,957.0,575.0,1119.0,806.0,428.0,491.0,609.0,738.0
8892,04:33.000,04:33.007,2,405.0,498.0,590.0,746.0,939.0,593.0,1103.0,813.0
8907,04:33.500,04:33.507,2,410.0,475.0,593.0,723.0,944.0,572.0,1105.0,796.0
8922,04:34.000,04:34.007,2,410.0,524.0,591.0,767.0,939.0,610.0,1101.0,837.0
8937,04:34.500,04:34.507,2,420.0,527.0,602.0,770.0,948.0,610.0,1110.0,838.0
8952,04:35.000,04:35.007,2,417.0,532.0,597.0,782.0,943.0,612.0,1105.0,843.0
8967,04:35.500,04:35.507,2,420.0,526.0,602.0,770.0,947.0,609.0,1109.0,840.0
8982,04:36.000,04:36.007,2,401.0,561.0,585.0,806.0,932.0,646.0,1097.0,871.0
8997,04:36.500,04:36.508,2,448.0,552.0,630.0,789.0,967.0,651.0,1129.0,872.0
9012,04:37.000,04:37.008,2,424.0,548.0,605.0,790.0,944.0,640.0,1107.0,865.0
9027,04:37.500,04:37.508,2,393.0,535.0,576.0,778.0,922.0,634.0,1084.0,853.0
9042,04:38.000,04:38.008,2,387.0,525.0,572.0,770.0,919.0,625.0,1081.0,842.0
9057,04:38.500,04:38.508,2,368.0,515.0,556.0,763.0,905.0,614.0,1067.0,836.0
9072,04:39.000,04:39.008,2,400.0,543.0,583.0,780.0,929.0,640.0,1094.0,865.0
