frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
13291,07:23.000,07:23.027,1,443.0,847.0,562.0,1006.0,,,,,,,,
13306,07:23.500,07:23.527,1,408.0,851.0,535.0,1009.0,,,,,,,,
13321,07:24.000,07:24.027,1,411.0,848.0,534.0,996.0,,,,,,,,
13336,07:24.500,07:24.527,1,406.0,848.0,531.0,1007.0,,,,,,,,
13351,07:25.000,07:25.027,1,413.0,856.0,534.0,1016.0,,,,,,,,
13366,07:25.500,07:25.518,2,402.0,860.0,521.0,1012.0,1076.0,815.0,1144.0,921.0,,,,
13381,07:26.000,07:26.027,2,382.0,874.0,502.0,1025.0,1061.0,819.0,1145.0,933.0,,,,
13396,07:26.500,07:26.527,2,422.0,854.0,539.0,998.0,1093.0,801.0,1170.0,905.0,,,,
13411,07:27.000,07:27.028,2,471.0,822.0,587.0,966.0,1135.0,765.0,1213.0,865.0,,,,
13426,07:27.500,07:27.520,2,298.0,764.0,427.0,916.0,993.0,698.0,1074.0,807.0,,,,
13441,07:28.000,07:28.020,1,485.0,733.0,583.0,853.0,,,,,,,,
13456,07:28.500,07:28.520,1,353.0,730.0,460.0,857.0,,,,,,,,
13471,07:29.000,07:29.020,1,305.0,737.0,413.0,864.0,,,,,,,,
13486,07:29.500,07:29.520,1,292.0,731.0,402.0,861.0,,,,,,,,
13501,07:30.000,07:30.020,1,285.0,734.0,394.0,863.0,,,,,,,,
13516,07:30.500,07:30.520,1,286.0,735.0,395.0,863.0,,,,,,,,
13531,07:31.000,07:31.022,1,280.0,735.0,391.0,863.0,,,,,,,,
13546,07:31.500,07:31.522,1,309.0,729.0,418.0,857.0,,,,,,,,
13561,07:32.000,07:32.022,2,769.0,746.0,855.0,858.0,-33.0,845.0,114.0,1011.0,,,,
13576,07:32.500,07:32.522,2,1028.0,754.0,1109.0,857.0,340.0,826.0,467.0,978.0,,,,
13591,07:33.000,07:33.022,2,1130.0,761.0,1209.0,866.0,474.0,832.0,595.0,976.0,,,,
13606,07:33.500,07:33.522,2,477.0,822.0,599.0,966.0,1133.0,753.0,1214.0,859.0,,,,
13621,07:34.000,07:34.022,2,482.0,813.0,602.0,958.0,1140.0,749.0,1217.0,851.0,,,,
13636,07:34.500,07:34.522,2,472.0,813.0,594.0,958.0,1132.0,749.0,1213.0,854.0,,,,
13651,07:35.000,07:35.023,2,464.0,815.0,585.0,961.0,1127.0,753.0,1205.0,856.0,,,,
13666,07:35.500,07:35.523,2,463.0,812.0,584.0,958.0,1126.0,751.0,1205.0,853.0,,,,
13681,07:36.000,07:36.023,2,463.0,811.0,583.0,959.0,1127.0,751.0,1207.0,854.0,,,,
13696,07:36.500,07:36.523,2,460.0,808.0,581.0,958.0,1127.0,748.0,1206.0,852.0,,,,
13711,07:37.000,07:37.023,2,450.0,805.0,572.0,956.0,1120.0,743.0,1201.0,850.0,,,,
13726,07:37.500,07:37.523,2,450.0,804.0,572.0,952.0,1127.0,745.0,1207.0,850.0,,,,
13741,07:38.000,07:38.023,2,1133.0,745.0,1213.0,847.0,450.0,800.0,574.0,948.0,,,,
13756,07:38.500,07:38.523,2,449.0,797.0,574.0,945.0,1132.0,744.0,1212.0,843.0,,,,
13771,07:39.000,07:39.025,2,448.0,795.0,571.0,943.0,1130.0,741.0,1210.0,841.0,,,,
13786,07:39.500,07:39.525,2,444.0,797.0,567.0,944.0,1128.0,740.0,1208.0,841.0,,,,
13801,07:40.000,07:40.025,2,443.0,795.0,566.0,942.0,1127.0,741.0,1206.0,841.0,,,,
13816,07:40.500,07:40.525,2,441.0,793.0,563.0,940.0,1123.0,737.0,1204.0,839.0,,,,
13831,07:41.000,07:41.025,2,437.0,791.0,559.0,939.0,1120.0,735.0,1202.0,838.0,,,,
13846,07:41.500,07:41.525,2,436.0,792.0,559.0,939.0,1120.0,737.0,1201.0,838.0,,,,
13861,07:42.000,07:42.025,2,430.0,789.0,553.0,936.0,1115.0,730.0,1195.0,833.0,,,,
