frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
7636,03:57.000,03:57.000,0,,,,,,,,
7651,03:57.500,03:57.500,0,,,,,,,,
7666,03:58.000,03:58.000,0,,,,,,,,
7681,03:58.500,03:58.500,0,,,,,,,,
7696,03:59.000,03:59.000,0,,,,,,,,
7711,03:59.500,03:59.500,0,,,,,,,,
7726,04:00.000,04:00.000,0,,,,,,,,
7741,04:00.500,04:00.502,0,,,,,,,,
7756,04:01.000,04:01.002,0,,,,,,,,
7771,04:01.500,04:01.502,0,,,,,,,,
7786,04:02.000,04:02.002,0,,,,,,,,
7801,04:02.500,04:02.502,0,,,,,,,,
7816,04:03.000,04:03.002,0,,,,,,,,
7831,04:03.500,04:03.502,0,,,,,,,,
7846,04:04.000,04:04.002,0,,,,,,,,
7861,04:04.500,04:04.503,0,,,,,,,,
7876,04:05.000,04:05.003,0,,,,,,,,
7891,04:05.500,04:05.503,0,,,,,,,,
7906,04:06.000,04:06.003,0,,,,,,,,
7921,04:06.500,04:06.503,0,,,,,,,,
7936,04:07.000,04:07.003,0,,,,,,,,
7951,04:07.500,04:07.503,0,,,,,,,,
7966,04:08.000,04:08.003,0,,,,,,,,
7981,04:08.500,04:08.505,0,,,,,,,,
7996,04:09.000,04:09.005,0,,,,,,,,
8011,04:09.500,04:09.505,0,,,,,,,,
8026,04:10.000,04:10.005,0,,,,,,,,
8041,04:10.500,04:10.505,0,,,,,,,,
8056,04:11.000,04:11.005,0,,,,,,,,
8071,04:11.500,04:11.505,0,,,,,,,,
8086,04:12.000,04:12.005,0,,,,,,,,
8101,04:12.500,04:12.507,0,,,,,,,,
8116,04:13.000,04:13.007,0,,,,,,,,
8131,04:13.500,04:13.507,0,,,,,,,,
8146,04:14.000,04:14.007,0,,,,,,,,
8161,04:14.500,04:14.507,0,,,,,,,,
8177,04:15.000,04:15.032,0,,,,,,,,
8192,04:15.500,04:15.532,0,,,,,,,,
8207,04:16.000,04:16.032,0,,,,,,,,
8221,04:16.500,04:16.500,0,,,,,,,,
8236,04:17.000,04:17.000,0,,,,,,,,
8251,04:17.500,04:17.500,0,,,,,,,,
8266,04:18.000,04:18.000,0,,,,,,,,
8281,04:18.500,04:18.500,0,,,,,,,,
8296,04:19.000,04:19.000,0,,,,,,,,
8311,04:19.500,04:19.500,0,,,,,,,,
8326,04:20.000,04:20.000,0,,,,,,,,
8341,04:20.500,04:20.502,0,,,,,,,,
8356,04:21.000,04:21.002,0,,,,,,,,
8371,04:21.500,04:21.502,0,,,,,,,,
8386,04:22.000,04:22.002,0,,,,,,,,
8401,04:22.500,04:22.502,0,,,,,,,,
8416,04:23.000,04:23.002,0,,,,,,,,
8431,04:23.500,04:23.502,0,,,,,,,,
8446,04:24.000,04:24.002,0,,,,,,,,
8461,04:24.500,04:24.503,0,,,,,,,,
8476,04:25.000,04:25.003,0,,,,,,,,
8491,04:25.500,04:25.503,0,,,,,,,,
8506,04:26.000,04:26.003,0,,,,,,,,
8521,04:26.500,04:26.503,0,,,,,,,,
8536,04:27.000,04:27.003,0,,,,,,,,
8551,04:27.500,04:27.503,0,,,,,,,,
8566,04:28.000,04:28.003,0,,,,,,,,
8581,04:28.500,04:28.505,0,,,,,,,,
8596,04:29.000,04:29.005,0,,,,,,,,
8611,04:29.500,04:29.505,0,,,,,,,,
8626,04:30.000,04:30.005,0,,,,,,,,
8641,04:30.500,04:30.505,0,,,,,,,,
8656,04:31.000,04:31.005,0,,,,,,,,
8671,04:31.500,04:31.505,0,,,,,,,,
8686,04:32.000,04:32.005,0,,,,,,,,
8701,04:32.500,04:32.507,0,,,,,,,,
8716,04:33.000,04:33.007,0,,,,,,,,
8731,04:33.500,04:33.507,0,,,,,,,,
8746,04:34.000,04:34.007,0,,,,,,,,
8762,04:34.500,04:34.532,0,,,,,,,,
8777,04:35.000,04:35.032,0,,,,,,,,
8792,04:35.500,04:35.532,0,,,,,,,,
8807,04:36.000,04:36.032,0,,,,,,,,
8821,04:36.500,04:36.500,1,2256.0,924.0,2446.0,1175.0,,,,
8836,04:37.000,04:37.000,1,1559.0,814.0,1712.0,1029.0,,,,
8851,04:37.500,04:37.500,1,1607.0,820.0,1764.0,1032.0,,,,
8866,04:38.000,04:38.000,1,1994.0,836.0,2191.0,1077.0,,,,
8881,04:38.500,04:38.500,0,,,,,,,,
8896,04:39.000,04:39.000,0,,,,,,,,
8911,04:39.500,04:39.500,0,,,,,,,,
8926,04:40.000,04:40.000,0,,,,,,,,
8941,04:40.500,04:40.502,0,,,,,,,,
8956,04:41.000,04:41.002,0,,,,,,,,
8971,04:41.500,04:41.502,0,,,,,,,,
8986,04:42.000,04:42.002,0,,,,,,,,
9001,04:42.500,04:42.502,0,,,,,,,,
9016,04:43.000,04:43.002,0,,,,,,,,
9031,04:43.500,04:43.502,0,,,,,,,,
9046,04:44.000,04:44.002,0,,,,,,,,
9061,04:44.500,04:44.503,0,,,,,,,,
9076,04:45.000,04:45.003,0,,,,,,,,
9091,04:45.500,04:45.503,0,,,,,,,,
9106,04:46.000,04:46.003,0,,,,,,,,
9121,04:46.500,04:46.503,0,,,,,,,,
9136,04:47.000,04:47.003,0,,,,,,,,
9151,04:47.500,04:47.503,0,,,,,,,,
9166,04:48.000,04:48.003,0,,,,,,,,
9181,04:48.500,04:48.505,0,,,,,,,,
9196,04:49.000,04:49.005,0,,,,,,,,
9211,04:49.500,04:49.505,0,,,,,,,,
9226,04:50.000,04:50.005,0,,,,,,,,
9241,04:50.500,04:50.505,0,,,,,,,,
9256,04:51.000,04:51.005,0,,,,,,,,
9271,04:51.500,04:51.505,0,,,,,,,,
9286,04:52.000,04:52.005,0,,,,,,,,
9301,04:52.500,04:52.507,0,,,,,,,,
9317,04:53.000,04:53.032,0,,,,,,,,
9332,04:53.500,04:53.532,0,,,,,,,,
