frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
17269,09:27.000,09:27.030,1,-54.0,989.0,80.0,1167.0,,,,,,,,
17284,09:27.500,09:27.530,0,,,,,,,,,,,,
17299,09:28.000,09:28.030,0,,,,,,,,,,,,
17314,09:28.500,09:28.530,0,,,,,,,,,,,,
17329,09:29.000,09:29.030,0,,,,,,,,,,,,
17344,09:29.500,09:29.530,0,,,,,,,,,,,,
17359,09:30.000,09:30.032,0,,,,,,,,,,,,
17374,09:30.500,09:30.532,0,,,,,,,,,,,,
17389,09:31.000,09:31.032,0,,,,,,,,,,,,
17404,09:31.500,09:31.532,0,,,,,,,,,,,,
17419,09:32.000,09:32.032,0,,,,,,,,,,,,
17434,09:32.500,09:32.532,0,,,,,,,,,,,,
17449,09:33.000,09:33.023,0,,,,,,,,,,,,
17464,09:33.500,09:33.523,0,,,,,,,,,,,,
17479,09:34.000,09:34.025,0,,,,,,,,,,,,
17494,09:34.500,09:34.525,0,,,,,,,,,,,,
17509,09:35.000,09:35.025,0,,,,,,,,,,,,
17524,09:35.500,09:35.525,0,,,,,,,,,,,,
17539,09:36.000,09:36.025,0,,,,,,,,,,,,
17554,09:36.500,09:36.525,0,,,,,,,,,,,,
17569,09:37.000,09:37.025,0,,,,,,,,,,,,
17584,09:37.500,09:37.525,0,,,,,,,,,,,,
17599,09:38.000,09:38.025,0,,,,,,,,,,,,
17614,09:38.500,09:38.527,0,,,,,,,,,,,,
17629,09:39.000,09:39.027,0,,,,,,,,,,,,
17644,09:39.500,09:39.527,0,,,,,,,,,,,,
17659,09:40.000,09:40.027,1,477.0,1081.0,590.0,1238.0,,,,,,,,
17674,09:40.500,09:40.527,1,571.0,1124.0,679.0,1279.0,,,,,,,,
17689,09:41.000,09:41.027,1,481.0,1126.0,595.0,1286.0,,,,,,,,
17704,09:41.500,09:41.527,1,145.0,1027.0,278.0,1197.0,,,,,,,,
17719,09:42.000,09:42.027,1,-2.0,1023.0,134.0,1200.0,,,,,,,,
17734,09:42.500,09:42.528,1,-54.0,1056.0,78.0,1233.0,,,,,,,,
17749,09:43.000,09:43.028,0,,,,,,,,,,,,
17764,09:43.500,09:43.528,0,,,,,,,,,,,,
17779,09:44.000,09:44.028,0,,,,,,,,,,,,
17794,09:44.500,09:44.528,0,,,,,,,,,,,,
17809,09:45.000,09:45.028,0,,,,,,,,,,,,
17824,09:45.500,09:45.528,0,,,,,,,,,,,,
17839,09:46.000,09:46.028,0,,,,,,,,,,,,
17855,09:46.500,09:46.528,0,,,,,,,,,,,,
17870,09:47.000,09:47.030,0,,,,,,,,,,,,
17885,09:47.500,09:47.530,0,,,,,,,,,,,,
17900,09:48.000,09:48.030,0,,,,,,,,,,,,
17915,09:48.500,09:48.530,1,25.0,925.0,171.0,1100.0,,,,,,,,
17930,09:49.000,09:49.030,1,239.0,898.0,372.0,1062.0,,,,,,,,
17945,09:49.500,09:49.530,1,315.0,931.0,441.0,1089.0,,,,,,,,
17960,09:50.000,09:50.030,1,297.0,891.0,433.0,1053.0,,,,,,,,
17975,09:50.500,09:50.530,1,474.0,1045.0,606.0,1201.0,,,,,,,,
17990,09:51.000,09:51.032,1,697.0,1046.0,818.0,1196.0,,,,,,,,
18005,09:51.500,09:51.532,2,798.0,1044.0,909.0,1191.0,-9.0,1032.0,157.0,1335.0,,,,
18020,09:52.000,09:52.032,2,827.0,1052.0,939.0,1202.0,29.0,1037.0,192.0,1343.0,,,,
18035,09:52.500,09:52.532,2,795.0,1049.0,910.0,1202.0,-43.0,1040.0,131.0,1341.0,,,,
18050,09:53.000,09:53.023,2,822.0,1039.0,933.0,1190.0,-13.0,1041.0,155.0,1343.0,,,,
18065,09:53.500,09:53.515,2,854.0,1069.0,963.0,1219.0,8.0,1062.0,177.0,1364.0,,,,
18081,09:54.000,09:54.023,2,824.0,1049.0,933.0,1198.0,-34.0,1033.0,136.0,1346.0,,,,
18096,09:54.500,09:54.523,2,806.0,1047.0,916.0,1195.0,-61.0,1034.0,124.0,1344.0,,,,
18111,09:55.000,09:55.023,1,794.0,1055.0,906.0,1204.0,,,,,,,,
18126,09:55.500,09:55.525,1,748.0,1060.0,863.0,1210.0,,,,,,,,
18141,09:56.000,09:56.025,1,702.0,1061.0,818.0,1211.0,,,,,,,,
18156,09:56.500,09:56.525,1,677.0,1056.0,793.0,1212.0,,,,,,,,
