frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
13336,07:16.992,1,739.0,657.0,823.0,770.0,,,,,,,,
13351,07:17.483,1,717.0,652.0,801.0,764.0,,,,,,,,
13366,07:17.975,1,702.0,632.0,785.0,744.0,,,,,,,,
13381,07:18.466,1,693.0,632.0,779.0,744.0,,,,,,,,
13396,07:18.958,1,695.0,616.0,781.0,729.0,,,,,,,,
13411,07:19.449,1,711.0,619.0,795.0,732.0,,,,,,,,
13426,07:19.941,1,706.0,614.0,790.0,725.0,,,,,,,,
13441,07:20.432,1,709.0,605.0,794.0,718.0,,,,,,,,
13456,07:20.924,1,719.0,503.0,806.0,616.0,,,,,,,,
13471,07:21.416,1,715.0,476.0,802.0,590.0,,,,,,,,
13486,07:21.907,1,668.0,482.0,756.0,598.0,,,,,,,,
13501,07:22.399,1,572.0,499.0,664.0,616.0,,,,,,,,
13516,07:22.890,1,598.0,448.0,691.0,568.0,,,,,,,,
13531,07:23.382,1,597.0,423.0,688.0,543.0,,,,,,,,
13546,07:23.873,1,583.0,422.0,676.0,544.0,,,,,,,,
13561,07:24.365,1,585.0,423.0,678.0,544.0,,,,,,,,
13576,07:24.856,1,584.0,423.0,678.0,544.0,,,,,,,,
13591,07:25.348,1,605.0,482.0,696.0,603.0,,,,,,,,
13606,07:25.839,1,593.0,523.0,680.0,635.0,,,,,,,,
13621,07:26.331,1,542.0,513.0,634.0,629.0,,,,,,,,
13636,07:26.822,1,582.0,545.0,670.0,655.0,,,,,,,,
13651,07:27.314,2,1139.0,701.0,1216.0,805.0,462.0,770.0,573.0,913.0,,,,
13666,07:27.805,3,1437.0,663.0,1519.0,771.0,800.0,672.0,895.0,811.0,-107.0,478.0,125.0,813.0
13681,07:28.297,1,634.0,796.0,725.0,905.0,,,,,,,,
13696,07:28.788,0,,,,,,,,,,,,
13711,07:29.280,1,-6.0,823.0,111.0,951.0,,,,,,,,
13726,07:29.771,1,51.0,619.0,174.0,749.0,,,,,,,,
13741,07:30.263,1,-8.0,768.0,108.0,892.0,,,,,,,,
13756,07:30.754,1,254.0,582.0,364.0,705.0,,,,,,,,
13771,07:31.246,1,326.0,726.0,429.0,847.0,,,,,,,,
13786,07:31.737,2,866.0,650.0,947.0,758.0,63.0,628.0,199.0,796.0,,,,
13801,07:32.229,2,847.0,588.0,929.0,695.0,33.0,598.0,172.0,769.0,,,,
13816,07:32.720,1,634.0,601.0,721.0,715.0,,,,,,,,
13831,07:33.212,1,607.0,607.0,695.0,721.0,,,,,,,,
13846,07:33.703,1,603.0,603.0,692.0,717.0,,,,,,,,
13861,07:34.195,1,600.0,604.0,688.0,717.0,,,,,,,,
13876,07:34.687,1,643.0,566.0,731.0,678.0,,,,,,,,
13891,07:35.178,1,648.0,536.0,735.0,649.0,,,,,,,,
13906,07:35.670,1,621.0,535.0,708.0,650.0,,,,,,,,
13921,07:36.161,1,708.0,515.0,793.0,627.0,,,,,,,,
13936,07:36.653,1,500.0,671.0,593.0,786.0,,,,,,,,
13951,07:37.144,1,34.0,832.0,159.0,963.0,,,,,,,,
13966,07:37.636,1,123.0,731.0,237.0,858.0,,,,,,,,
13981,07:38.127,1,123.0,653.0,240.0,785.0,,,,,,,,
13996,07:38.619,1,281.0,611.0,389.0,735.0,,,,,,,,
14011,07:39.110,1,118.0,760.0,232.0,888.0,,,,,,,,
14026,07:39.602,1,293.0,718.0,398.0,841.0,,,,,,,,
14041,07:40.093,1,648.0,732.0,734.0,844.0,,,,,,,,
14056,07:40.585,1,522.0,726.0,614.0,843.0,,,,,,,,
14071,07:41.076,1,494.0,648.0,585.0,762.0,,,,,,,,
14086,07:41.568,1,482.0,746.0,576.0,861.0,,,,,,,,
14101,07:42.059,1,482.0,674.0,575.0,787.0,,,,,,,,
14116,07:42.551,1,480.0,598.0,573.0,715.0,,,,,,,,
14131,07:43.042,1,391.0,794.0,489.0,909.0,,,,,,,,
14146,07:43.534,1,333.0,828.0,435.0,949.0,,,,,,,,
14161,07:44.025,1,182.0,821.0,292.0,949.0,,,,,,,,
14176,07:44.517,1,89.0,856.0,207.0,984.0,,,,,,,,
14191,07:45.008,1,87.0,827.0,206.0,956.0,,,,,,,,
14206,07:45.500,1,88.0,806.0,206.0,935.0,,,,,,,,
14221,07:45.991,0,,,,,,,,,,,,
14236,07:46.483,0,,,,,,,,,,,,
14251,07:46.974,1,126.0,858.0,241.0,985.0,,,,,,,,
14266,07:47.466,1,317.0,877.0,418.0,999.0,,,,,,,,
14281,07:47.957,1,649.0,772.0,734.0,882.0,,,,,,,,
14296,07:48.449,1,505.0,753.0,596.0,866.0,,,,,,,,
14311,07:48.941,1,519.0,737.0,610.0,848.0,,,,,,,,
14326,07:49.432,1,501.0,741.0,593.0,855.0,,,,,,,,
14341,07:49.924,1,486.0,737.0,580.0,854.0,,,,,,,,
14356,07:50.415,1,499.0,735.0,591.0,848.0,,,,,,,,
14371,07:50.907,1,504.0,706.0,594.0,818.0,,,,,,,,
14386,07:51.398,1,509.0,697.0,603.0,812.0,,,,,,,,
14401,07:51.890,1,507.0,690.0,601.0,807.0,,,,,,,,
14416,07:52.381,1,509.0,690.0,601.0,805.0,,,,,,,,
14431,07:52.873,1,512.0,691.0,605.0,806.0,,,,,,,,
14446,07:53.364,1,510.0,693.0,602.0,807.0,,,,,,,,
14461,07:53.856,1,509.0,694.0,602.0,808.0,,,,,,,,
14476,07:54.347,1,506.0,697.0,597.0,812.0,,,,,,,,
14491,07:54.839,1,509.0,695.0,601.0,809.0,,,,,,,,
14506,07:55.330,1,174.0,424.0,290.0,555.0,,,,,,,,
14521,07:55.822,1,206.0,272.0,330.0,406.0,,,,,,,,
14536,07:56.313,1,-26.0,397.0,91.0,526.0,,,,,,,,
14551,07:56.805,1,-45.0,291.0,73.0,432.0,,,,,,,,
14566,07:57.296,1,-14.0,440.0,101.0,568.0,,,,,,,,
14581,07:57.788,1,9.0,391.0,140.0,523.0,,,,,,,,
14596,07:58.279,1,-16.0,386.0,100.0,518.0,,,,,,,,
14611,07:58.771,1,24.0,444.0,152.0,579.0,,,,,,,,
14626,07:59.262,1,737.0,385.0,826.0,504.0,,,,,,,,
14641,07:59.754,2,1073.0,196.0,1159.0,318.0,305.0,168.0,442.0,333.0,,,,
14656,08:00.245,2,338.0,155.0,477.0,291.0,1103.0,148.0,1189.0,244.0,,,,
14671,08:00.737,2,322.0,152.0,457.0,281.0,1089.0,136.0,1172.0,220.0,,,,
14686,08:01.228,2,319.0,153.0,454.0,288.0,1077.0,128.0,1164.0,222.0,,,,
14701,08:01.720,2,336.0,157.0,449.0,287.0,1070.0,128.0,1158.0,225.0,,,,
14716,08:02.211,2,323.0,156.0,440.0,293.0,1064.0,137.0,1147.0,223.0,,,,
14731,08:02.703,1,312.0,155.0,428.0,285.0,,,,,,,,
14746,08:03.195,1,306.0,153.0,420.0,278.0,,,,,,,,
14761,08:03.686,1,296.0,154.0,413.0,278.0,,,,,,,,
14776,08:04.178,1,287.0,155.0,409.0,281.0,,,,,,,,
14791,08:04.669,1,258.0,152.0,393.0,283.0,,,,,,,,
14806,08:05.161,2,247.0,150.0,398.0,293.0,1039.0,142.0,1125.0,231.0,,,,
14821,08:05.652,2,230.0,153.0,387.0,303.0,1034.0,144.0,1120.0,232.0,,,,
14836,08:06.144,2,227.0,159.0,382.0,308.0,1025.0,142.0,1115.0,236.0,,,,
14851,08:06.635,2,217.0,164.0,370.0,319.0,1016.0,144.0,1104.0,247.0,,,,
14866,08:07.127,2,224.0,164.0,373.0,324.0,1015.0,147.0,1102.0,250.0,,,,
14881,08:07.618,2,1004.0,152.0,1090.0,274.0,218.0,170.0,368.0,347.0,,,,
14896,08:08.110,2,997.0,151.0,1086.0,264.0,216.0,167.0,360.0,340.0,,,,
14911,08:08.601,2,991.0,150.0,1080.0,263.0,214.0,167.0,355.0,340.0,,,,
