frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
7433,06:46.667,1,1106.0,756.0,1353.0,1071.0
7434,08:00.702,1,1107.0,756.0,1353.0,1070.0
7435,08:00.735,1,1107.0,755.0,1354.0,1070.0
7436,08:00.768,1,1108.0,755.0,1354.0,1070.0
7437,08:00.802,1,1112.0,755.0,1355.0,1066.0
7438,08:00.835,1,1113.0,751.0,1357.0,1063.0
7439,08:00.868,1,1114.0,746.0,1358.0,1061.0
7440,08:00.902,1,1115.0,742.0,1360.0,1059.0
7441,08:00.935,1,1116.0,739.0,1361.0,1056.0
7442,08:00.968,1,1116.0,738.0,1361.0,1056.0
7443,08:01.002,1,1117.0,742.0,1361.0,1056.0
7444,08:01.035,1,1117.0,741.0,1361.0,1056.0
7445,08:01.068,1,1116.0,743.0,1362.0,1058.0
7446,08:01.102,1,1115.0,745.0,1360.0,1059.0
7447,08:01.135,1,1114.0,745.0,1359.0,1059.0
7448,08:01.168,1,1112.0,742.0,1358.0,1059.0
7449,08:01.202,1,1110.0,740.0,1357.0,1058.0
7450,08:01.235,1,1109.0,738.0,1356.0,1058.0
7451,08:01.268,1,1109.0,737.0,1356.0,1058.0
7452,08:01.302,1,1110.0,734.0,1356.0,1056.0
7453,08:01.335,1,1110.0,734.0,1357.0,1055.0
7454,08:01.368,1,1110.0,734.0,1357.0,1055.0
7455,08:01.402,1,1110.0,733.0,1357.0,1055.0
7456,08:01.435,1,1110.0,734.0,1357.0,1054.0
7457,08:01.468,1,1110.0,733.0,1356.0,1053.0
7458,08:01.502,1,1110.0,732.0,1355.0,1052.0
7459,08:01.535,1,1110.0,731.0,1355.0,1051.0
7460,08:01.568,1,1110.0,730.0,1355.0,1051.0
7461,08:01.602,1,1109.0,730.0,1355.0,1050.0
7462,08:01.635,1,1110.0,729.0,1354.0,1047.0
7463,08:01.668,1,1108.0,726.0,1352.0,1046.0
7464,08:01.702,1,1107.0,727.0,1350.0,1046.0
7465,08:01.735,1,1106.0,725.0,1349.0,1046.0
7466,08:01.768,1,1105.0,724.0,1349.0,1045.0
7467,08:01.802,1,1105.0,724.0,1349.0,1044.0
7468,08:01.835,1,1105.0,724.0,1349.0,1043.0
7469,08:01.868,1,1104.0,722.0,1349.0,1042.0
7470,08:01.902,1,1104.0,718.0,1348.0,1041.0
7471,08:01.935,1,1103.0,716.0,1347.0,1040.0
7472,08:01.968,1,1102.0,717.0,1347.0,1040.0
7473,08:02.002,1,1101.0,718.0,1345.0,1041.0
7474,08:02.035,1,1100.0,718.0,1345.0,1041.0
7475,08:02.068,1,1100.0,721.0,1345.0,1043.0
7476,08:02.102,1,1099.0,721.0,1345.0,1043.0
7477,08:02.135,1,1099.0,721.0,1344.0,1044.0
7478,08:02.168,1,1098.0,721.0,1343.0,1043.0
7479,08:02.202,1,1097.0,717.0,1342.0,1040.0
7480,08:02.235,1,1096.0,717.0,1340.0,1032.0
7481,08:02.268,1,1095.0,703.0,1341.0,1027.0
7482,08:02.302,1,1093.0,690.0,1340.0,1013.0
7483,08:02.335,1,1092.0,676.0,1338.0,1000.0
7484,08:02.368,1,1091.0,663.0,1337.0,985.0
7485,08:02.402,1,1090.0,654.0,1335.0,972.0
7486,08:02.435,1,1091.0,644.0,1335.0,960.0
7487,08:02.468,1,1092.0,634.0,1337.0,953.0
7488,08:02.502,1,1092.0,628.0,1339.0,947.0
7489,08:02.535,1,1093.0,628.0,1340.0,944.0
7490,08:02.560,1,1092.0,627.0,1339.0,943.0
7491,08:02.593,1,1091.0,626.0,1337.0,944.0
7492,08:02.627,1,1089.0,631.0,1335.0,949.0
7493,08:02.660,1,1088.0,640.0,1333.0,955.0
7494,08:02.693,1,1088.0,644.0,1333.0,962.0
7495,08:02.727,1,1088.0,643.0,1334.0,966.0
7496,08:02.760,1,1088.0,652.0,1333.0,969.0
7497,08:02.793,1,1088.0,658.0,1333.0,974.0
7498,08:02.827,1,1087.0,659.0,1334.0,976.0
7499,08:02.860,1,1088.0,659.0,1335.0,975.0
7500,08:02.893,1,1090.0,654.0,1336.0,971.0
7501,08:02.927,1,1093.0,642.0,1339.0,965.0
7502,08:02.960,1,1095.0,642.0,1342.0,962.0
7503,08:02.993,1,1097.0,638.0,1345.0,959.0
7504,08:03.027,1,1096.0,637.0,1345.0,954.0
7505,08:03.060,1,1097.0,636.0,1348.0,952.0
7506,08:03.095,1,1102.0,637.0,1350.0,951.0
7507,08:03.128,1,1106.0,640.0,1352.0,956.0
7508,08:03.162,1,1108.0,643.0,1355.0,961.0
7509,08:03.195,1,1111.0,645.0,1357.0,966.0
7510,08:03.228,1,1113.0,649.0,1359.0,967.0
7511,08:03.262,1,1118.0,653.0,1364.0,968.0
7512,08:03.295,1,1122.0,644.0,1366.0,964.0
7513,08:03.328,1,1127.0,642.0,1371.0,955.0
7514,08:03.362,1,1134.0,627.0,1378.0,939.0
7515,08:03.395,1,1143.0,609.0,1386.0,927.0
7516,08:03.428,1,1151.0,591.0,1395.0,908.0
7517,08:03.462,1,1156.0,569.0,1405.0,888.0
7518,08:03.495,1,1163.0,571.0,1409.0,883.0
7519,08:03.528,1,1167.0,567.0,1413.0,881.0
7520,08:03.562,1,1168.0,566.0,1414.0,881.0
7521,08:03.595,1,1168.0,562.0,1415.0,879.0
7522,08:03.628,1,1168.0,560.0,1414.0,876.0
7523,08:03.662,1,1167.0,556.0,1413.0,873.0
7524,08:03.695,1,1167.0,549.0,1411.0,866.0
7525,08:03.728,1,1164.0,550.0,1410.0,866.0
7526,08:03.762,1,1161.0,549.0,1408.0,865.0
7527,08:03.795,1,1157.0,549.0,1405.0,867.0
7528,08:03.828,1,1155.0,554.0,1402.0,870.0
7529,08:03.862,1,1153.0,557.0,1400.0,876.0
7530,08:03.895,1,1152.0,561.0,1399.0,880.0
7531,08:03.928,1,1152.0,564.0,1399.0,883.0
7532,08:03.962,1,1152.0,571.0,1398.0,887.0
7533,08:03.995,1,1151.0,571.0,1397.0,891.0
7534,08:04.028,1,1152.0,571.0,1398.0,891.0
7535,08:04.062,1,1152.0,573.0,1398.0,893.0
7536,08:04.095,1,1152.0,576.0,1398.0,895.0
7537,08:04.128,1,1152.0,581.0,1397.0,898.0
7538,08:04.162,1,1150.0,582.0,1395.0,903.0
7539,08:04.195,1,1147.0,587.0,1392.0,908.0
7540,08:04.228,1,1143.0,597.0,1387.0,913.0
7541,08:04.262,1,1139.0,610.0,1382.0,927.0
7542,08:04.295,1,1131.0,622.0,1376.0,938.0
7543,08:04.328,1,1123.0,634.0,1369.0,949.0
7544,08:04.362,1,1117.0,642.0,1361.0,956.0
7545,08:04.395,1,1107.0,645.0,1354.0,964.0
7546,08:04.428,1,1104.0,651.0,1349.0,969.0
7547,08:04.462,1,1099.0,651.0,1343.0,970.0
7548,08:04.495,1,1096.0,648.0,1341.0,968.0
7549,08:04.528,1,1094.0,641.0,1339.0,957.0
7550,08:04.562,1,1091.0,633.0,1336.0,949.0
