frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y
7731,07:05.000,2,732.0,652.0,913.0,878.0,1324.0,598.0,1501.0,826.0
7732,08:30.497,2,1333.0,610.0,1511.0,843.0,743.0,666.0,925.0,891.0
7733,08:30.530,2,753.0,678.0,932.0,901.0,1340.0,623.0,1521.0,852.0
7734,08:30.563,2,760.0,682.0,940.0,905.0,1348.0,632.0,1526.0,856.0
7735,08:30.597,2,764.0,682.0,944.0,904.0,1353.0,634.0,1531.0,858.0
7736,08:30.630,2,766.0,682.0,944.0,904.0,1355.0,634.0,1533.0,859.0
7737,08:30.663,2,766.0,682.0,943.0,904.0,1355.0,636.0,1533.0,861.0
7738,08:30.697,2,766.0,683.0,942.0,905.0,1355.0,637.0,1533.0,864.0
7739,08:30.730,2,767.0,683.0,943.0,905.0,1357.0,639.0,1534.0,867.0
7740,08:30.763,2,770.0,684.0,946.0,905.0,1359.0,639.0,1537.0,868.0
7741,08:30.797,2,777.0,691.0,951.0,911.0,1364.0,647.0,1542.0,874.0
7742,08:30.832,2,784.0,702.0,956.0,921.0,1369.0,659.0,1548.0,885.0
7743,08:30.865,2,1377.0,670.0,1558.0,902.0,793.0,712.0,966.0,936.0
7744,08:30.898,2,1385.0,689.0,1565.0,915.0,800.0,729.0,974.0,950.0
7745,08:30.932,2,1391.0,701.0,1571.0,931.0,808.0,742.0,981.0,964.0
7746,08:30.965,2,1396.0,713.0,1579.0,944.0,814.0,759.0,987.0,974.0
7747,08:30.998,2,1402.0,721.0,1585.0,953.0,822.0,763.0,993.0,980.0
7748,08:31.032,2,1405.0,722.0,1588.0,956.0,824.0,762.0,997.0,981.0
7749,08:31.065,2,1409.0,723.0,1591.0,960.0,827.0,763.0,1000.0,982.0
7750,08:31.098,2,1412.0,727.0,1594.0,965.0,830.0,764.0,1003.0,985.0
7751,08:31.132,2,1420.0,733.0,1600.0,969.0,837.0,766.0,1009.0,985.0
7752,08:31.165,2,1425.0,736.0,1607.0,971.0,844.0,765.0,1015.0,984.0
7753,08:31.198,2,1428.0,733.0,1611.0,971.0,846.0,762.0,1018.0,980.0
7754,08:31.232,2,1428.0,739.0,1610.0,972.0,846.0,761.0,1018.0,979.0
7755,08:31.265,2,1427.0,742.0,1609.0,974.0,846.0,761.0,1016.0,976.0
7756,08:31.298,2,1427.0,738.0,1609.0,972.0,844.0,756.0,1015.0,974.0
7757,08:31.332,2,1429.0,729.0,1611.0,968.0,845.0,747.0,1017.0,969.0
7758,08:31.365,2,1430.0,723.0,1612.0,960.0,846.0,740.0,1019.0,964.0
7759,08:31.398,2,844.0,739.0,1017.0,964.0,1429.0,722.0,1611.0,958.0
7760,08:31.432,2,1428.0,722.0,1611.0,961.0,843.0,751.0,1015.0,971.0
7761,08:31.465,2,1429.0,740.0,1612.0,972.0,843.0,765.0,1015.0,982.0
7762,08:31.498,2,846.0,791.0,1019.0,1015.0,1434.0,772.0,1616.0,1004.0
7763,08:31.532,2,1436.0,788.0,1619.0,1024.0,847.0,800.0,1019.0,1028.0
7764,08:31.565,2,847.0,784.0,1019.0,1003.0,1438.0,766.0,1620.0,1001.0
7765,08:31.598,2,1439.0,719.0,1619.0,953.0,848.0,734.0,1020.0,955.0
7766,08:31.632,2,846.0,706.0,1019.0,926.0,1436.0,688.0,1620.0,922.0
7767,08:31.665,2,1436.0,668.0,1618.0,906.0,843.0,693.0,1018.0,915.0
7768,08:31.698,2,1438.0,666.0,1620.0,904.0,846.0,696.0,1019.0,916.0
7769,08:31.732,2,1441.0,665.0,1625.0,900.0,850.0,696.0,1024.0,915.0
7770,08:31.765,2,853.0,684.0,1027.0,909.0,1444.0,656.0,1627.0,887.0
7771,08:31.798,2,1445.0,651.0,1629.0,884.0,854.0,687.0,1029.0,910.0
7772,08:31.832,2,1445.0,652.0,1629.0,884.0,855.0,690.0,1030.0,912.0
7773,08:31.865,2,1443.0,648.0,1626.0,882.0,853.0,690.0,1028.0,911.0
7774,08:31.898,2,1451.0,648.0,1635.0,880.0,862.0,689.0,1036.0,909.0
7775,08:31.932,2,873.0,679.0,1047.0,902.0,1460.0,635.0,1647.0,870.0
7776,08:31.965,2,1469.0,631.0,1654.0,860.0,880.0,671.0,1055.0,893.0
7777,08:31.998,2,1473.0,627.0,1659.0,858.0,883.0,667.0,1060.0,891.0
7778,08:32.032,2,1476.0,630.0,1662.0,861.0,888.0,678.0,1062.0,896.0
7779,08:32.065,2,895.0,680.0,1067.0,900.0,1481.0,632.0,1670.0,862.0
7780,08:32.098,2,900.0,684.0,1074.0,903.0,1487.0,635.0,1677.0,865.0
7781,08:32.132,2,1493.0,636.0,1683.0,867.0,909.0,686.0,1081.0,906.0
7782,08:32.165,2,1500.0,635.0,1687.0,868.0,914.0,689.0,1086.0,908.0
7783,08:32.198,2,1504.0,630.0,1691.0,862.0,918.0,688.0,1090.0,905.0
7784,08:32.232,2,1503.0,625.0,1692.0,856.0,918.0,687.0,1091.0,903.0
7785,08:32.265,2,1497.0,621.0,1687.0,851.0,914.0,685.0,1085.0,901.0
7786,08:32.298,2,1489.0,615.0,1678.0,847.0,902.0,682.0,1075.0,898.0
7787,08:32.332,2,1476.0,606.0,1666.0,843.0,890.0,677.0,1064.0,890.0
7788,08:32.365,2,1466.0,605.0,1654.0,839.0,881.0,664.0,1055.0,883.0
7789,08:32.398,2,1458.0,604.0,1647.0,838.0,872.0,661.0,1048.0,882.0
7790,08:32.432,2,1456.0,604.0,1642.0,839.0,869.0,665.0,1045.0,885.0
7791,08:32.465,2,1456.0,613.0,1641.0,846.0,869.0,673.0,1045.0,892.0
7792,08:32.498,2,1457.0,618.0,1643.0,850.0,871.0,681.0,1045.0,899.0
7793,08:32.532,2,1460.0,628.0,1646.0,856.0,876.0,689.0,1049.0,908.0
7794,08:32.565,2,887.0,698.0,1059.0,911.0,1470.0,636.0,1657.0,862.0
7795,08:32.598,2,900.0,689.0,1072.0,908.0,1483.0,634.0,1672.0,861.0
