frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
8117,07:23.333,1,1254.0,830.0,1360.0,976.0,,,,,,,,
8118,08:53.932,1,1251.0,828.0,1356.0,973.0,,,,,,,,
8119,08:53.965,1,1249.0,825.0,1354.0,972.0,,,,,,,,
8120,08:53.998,1,1247.0,825.0,1353.0,971.0,,,,,,,,
8121,08:54.032,1,1245.0,827.0,1352.0,974.0,,,,,,,,
8122,08:54.065,1,1244.0,830.0,1351.0,975.0,,,,,,,,
8123,08:54.098,1,1243.0,829.0,1350.0,974.0,,,,,,,,
8124,08:54.132,1,1242.0,829.0,1348.0,974.0,,,,,,,,
8125,08:54.165,1,1241.0,830.0,1348.0,974.0,,,,,,,,
8126,08:54.198,1,1241.0,830.0,1347.0,974.0,,,,,,,,
8127,08:54.232,2,1240.0,831.0,1347.0,975.0,-95.0,668.0,105.0,964.0,,,,
8128,08:54.265,2,1239.0,831.0,1346.0,977.0,-89.0,673.0,113.0,963.0,,,,
8129,08:54.298,2,1239.0,832.0,1345.0,976.0,-88.0,674.0,112.0,963.0,,,,
8130,08:54.332,2,1239.0,832.0,1345.0,976.0,-81.0,671.0,118.0,962.0,,,,
8131,08:54.365,2,1240.0,833.0,1347.0,975.0,-80.0,677.0,117.0,963.0,,,,
8132,08:54.398,2,1237.0,833.0,1344.0,975.0,-80.0,677.0,115.0,962.0,,,,
8133,08:54.432,2,1234.0,832.0,1339.0,974.0,-82.0,678.0,111.0,962.0,,,,
8134,08:54.465,2,1231.0,830.0,1335.0,973.0,-86.0,678.0,107.0,964.0,,,,
8135,08:54.498,2,1225.0,830.0,1331.0,974.0,-89.0,679.0,101.0,965.0,,,,
8136,08:54.532,1,1223.0,830.0,1329.0,973.0,,,,,,,,
8137,08:54.565,1,1222.0,828.0,1329.0,972.0,,,,,,,,
8138,08:54.598,1,1221.0,828.0,1326.0,969.0,,,,,,,,
8139,08:54.632,1,1220.0,828.0,1325.0,969.0,,,,,,,,
8140,08:54.665,1,1219.0,829.0,1325.0,970.0,,,,,,,,
8141,08:54.698,1,1219.0,829.0,1325.0,971.0,,,,,,,,
8142,08:54.733,1,1218.0,830.0,1323.0,972.0,,,,,,,,
8143,08:54.767,1,1216.0,833.0,1321.0,974.0,,,,,,,,
8144,08:54.800,1,1213.0,832.0,1320.0,975.0,,,,,,,,
8145,08:54.833,1,1210.0,833.0,1315.0,974.0,,,,,,,,
8146,08:54.867,1,1207.0,834.0,1314.0,974.0,,,,,,,,
8147,08:54.900,1,1206.0,834.0,1312.0,974.0,,,,,,,,
8148,08:54.933,1,1205.0,833.0,1312.0,973.0,,,,,,,,
8149,08:54.967,1,1205.0,830.0,1311.0,969.0,,,,,,,,
8150,08:55.000,1,1204.0,824.0,1310.0,963.0,,,,,,,,
8151,08:55.033,1,1202.0,821.0,1307.0,962.0,,,,,,,,
8152,08:55.067,1,1198.0,820.0,1304.0,961.0,,,,,,,,
8153,08:55.100,1,1196.0,822.0,1302.0,963.0,,,,,,,,
8154,08:55.133,1,1195.0,829.0,1300.0,966.0,,,,,,,,
8155,08:55.167,1,1191.0,831.0,1296.0,971.0,,,,,,,,
8156,08:55.200,1,1187.0,834.0,1291.0,974.0,,,,,,,,
8157,08:55.233,1,1182.0,839.0,1288.0,978.0,,,,,,,,
8158,08:55.267,1,1175.0,844.0,1282.0,983.0,,,,,,,,
8159,08:55.300,1,1171.0,838.0,1275.0,981.0,,,,,,,,
