frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
9216,04:53.983,2,1138.0,796.0,1307.0,1023.0,543.0,788.0,708.0,1007.0,,,,,,,,
9232,04:54.493,2,1185.0,807.0,1356.0,1031.0,597.0,791.0,757.0,1007.0,,,,,,,,
9248,04:55.003,2,1178.0,728.0,1349.0,954.0,595.0,705.0,752.0,918.0,,,,,,,,
9264,04:55.514,2,1158.0,796.0,1326.0,1018.0,573.0,774.0,734.0,988.0,,,,,,,,
9280,04:56.024,2,1195.0,677.0,1362.0,902.0,619.0,636.0,776.0,847.0,,,,,,,,
9296,04:56.535,2,1152.0,655.0,1323.0,882.0,561.0,613.0,721.0,829.0,,,,,,,,
9312,04:57.045,2,574.0,653.0,737.0,871.0,1166.0,697.0,1335.0,923.0,,,,,,,,
9328,04:57.555,2,519.0,785.0,683.0,1004.0,1121.0,823.0,1285.0,1046.0,,,,,,,,
9344,04:58.066,2,1186.0,922.0,1355.0,1150.0,598.0,863.0,757.0,1080.0,,,,,,,,
9360,04:58.576,2,1190.0,953.0,1360.0,1192.0,603.0,899.0,764.0,1120.0,,,,,,,,
9376,04:59.087,2,1135.0,967.0,1305.0,1209.0,543.0,926.0,709.0,1151.0,,,,,,,,
9392,04:59.597,2,1167.0,959.0,1336.0,1199.0,585.0,908.0,747.0,1131.0,,,,,,,,
9408,05:00.107,2,1367.0,971.0,1543.0,1217.0,807.0,911.0,959.0,1125.0,,,,,,,,
9424,05:00.618,2,1303.0,941.0,1477.0,1184.0,747.0,890.0,901.0,1100.0,,,,,,,,
9440,05:01.128,2,1290.0,942.0,1465.0,1186.0,730.0,891.0,885.0,1099.0,,,,,,,,
9456,05:01.638,2,1284.0,939.0,1458.0,1184.0,725.0,884.0,878.0,1093.0,,,,,,,,
9472,05:02.149,2,1276.0,944.0,1450.0,1181.0,717.0,888.0,869.0,1096.0,,,,,,,,
9488,05:02.659,3,1114.0,937.0,1285.0,1172.0,530.0,880.0,694.0,1100.0,1899.0,1222.0,1946.0,1287.0,,,,
9504,05:03.170,2,936.0,936.0,1107.0,1172.0,295.0,872.0,483.0,1113.0,,,,,,,,
9520,05:03.680,3,297.0,867.0,484.0,1105.0,938.0,933.0,1109.0,1162.0,1672.0,1098.0,1750.0,1216.0,,,,
9536,05:04.190,3,308.0,865.0,492.0,1094.0,944.0,922.0,1116.0,1154.0,1678.0,1088.0,1757.0,1210.0,,,,
9552,05:04.701,3,286.0,848.0,473.0,1084.0,926.0,917.0,1097.0,1141.0,1658.0,1074.0,1738.0,1196.0,,,,
9568,05:05.211,3,842.0,898.0,1018.0,1128.0,172.0,836.0,368.0,1078.0,1571.0,1054.0,1648.0,1170.0,,,,
9584,05:05.722,2,343.0,768.0,561.0,1018.0,1156.0,908.0,1223.0,1013.0,,,,,,,,
9600,05:06.232,2,304.0,570.0,525.0,827.0,1135.0,738.0,1206.0,847.0,,,,,,,,
9616,05:06.742,2,372.0,672.0,585.0,921.0,1185.0,825.0,1250.0,928.0,,,,,,,,
9632,05:07.253,2,438.0,677.0,642.0,922.0,1228.0,833.0,1298.0,937.0,,,,,,,,
9648,05:07.763,3,698.0,685.0,880.0,918.0,-39.0,643.0,175.0,895.0,1441.0,836.0,1513.0,946.0,,,,
9664,05:08.273,3,1235.0,738.0,1404.0,960.0,2025.0,893.0,2117.0,1018.0,724.0,715.0,874.0,919.0,,,,
9680,05:08.784,3,1178.0,731.0,1346.0,950.0,1940.0,893.0,2029.0,1016.0,664.0,682.0,816.0,886.0,,,,
9696,05:09.294,3,1173.0,730.0,1342.0,954.0,605.0,674.0,766.0,884.0,1937.0,894.0,2026.0,1016.0,,,,
9712,05:09.805,3,1175.0,728.0,1345.0,954.0,603.0,681.0,765.0,899.0,1940.0,895.0,2029.0,1020.0,,,,
9728,05:10.315,3,1198.0,734.0,1367.0,958.0,628.0,682.0,786.0,897.0,1967.0,908.0,2059.0,1032.0,,,,
9744,05:10.825,3,1211.0,739.0,1380.0,963.0,650.0,694.0,806.0,908.0,1982.0,915.0,2075.0,1039.0,,,,
9760,05:11.336,2,1218.0,731.0,1388.0,958.0,656.0,696.0,810.0,905.0,,,,,,,,
9776,05:11.846,2,1220.0,731.0,1389.0,958.0,664.0,715.0,820.0,925.0,,,,,,,,
9792,05:12.357,2,1225.0,728.0,1393.0,956.0,675.0,687.0,830.0,901.0,,,,,,,,
9808,05:12.867,2,1218.0,724.0,1387.0,953.0,666.0,683.0,822.0,901.0,,,,,,,,
9824,05:13.377,2,1216.0,723.0,1384.0,949.0,661.0,693.0,815.0,903.0,,,,,,,,
9840,05:13.888,2,1216.0,714.0,1384.0,944.0,665.0,689.0,820.0,901.0,,,,,,,,
9856,05:14.398,2,1205.0,715.0,1371.0,944.0,662.0,684.0,817.0,899.0,,,,,,,,
