frame,time,faces_detected_count,063_detected,063_tl_x,063_tl_y,063_br_x,063_br_y,064_detected,064_tl_x,064_tl_y,064_br_x,064_br_y,065_detected,065_tl_x,065_tl_y,065_br_x,065_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
9216,04:53.983,2,False,,,,,True,543,788,708,1007,True,1138,796,1307,1023,False,,,,
9231,04:54.461,2,False,,,,,True,595,794,753,1008,True,1183,807,1353,1031,False,,,,
9246,04:54.940,2,False,,,,,True,597,710,755,923,True,1182,734,1350,958,False,,,,
9261,04:55.418,2,False,,,,,True,578,758,737,970,True,1162,777,1332,998,False,,,,
9276,04:55.897,2,False,,,,,True,624,663,780,875,True,1197,701,1366,928,False,,,,
9291,04:56.375,2,False,,,,,True,563,572,724,790,True,1151,633,1322,862,False,,,,
9306,04:56.854,2,False,,,,,True,588,596,748,812,True,1178,646,1346,869,False,,,,
9321,04:57.332,2,False,,,,,True,537,713,702,933,True,1135,747,1300,971,False,,,,
9336,04:57.811,2,False,,,,,True,543,831,707,1052,True,1141,872,1307,1103,False,,,,
9351,04:58.289,2,False,,,,,True,622,906,779,1124,True,1206,961,1375,1195,False,,,,
9366,04:58.768,2,False,,,,,True,575,904,739,1128,True,1166,958,1336,1196,False,,,,
9381,04:59.246,2,False,,,,,True,545,922,711,1145,True,1135,964,1305,1202,False,,,,
9396,04:59.724,2,False,,,,,True,639,910,799,1129,True,1215,965,1385,1202,False,,,,
9411,05:00.203,2,False,,,,,True,804,908,955,1121,True,1364,966,1538,1208,False,,,,
9426,05:00.681,2,False,,,,,True,746,890,900,1100,True,1301,940,1475,1186,False,,,,
9441,05:01.160,2,False,,,,,True,731,889,884,1097,True,1290,943,1465,1183,False,,,,
9456,05:01.638,2,False,,,,,True,725,884,878,1093,True,1284,939,1458,1184,False,,,,
9471,05:02.117,2,False,,,,,True,717,889,869,1096,True,1276,945,1450,1182,False,,,,
9486,05:02.595,3,True,1978,1229,2025,1296,True,602,882,762,1096,True,1177,939,1347,1172,False,,,,
9501,05:03.074,2,False,,,,,True,288,878,475,1114,True,928,935,1101,1173,False,,,,
9516,05:03.552,3,True,1679,1117,1748,1222,True,299,869,486,1105,True,941,935,1111,1162,False,,,,
9531,05:04.031,3,True,1671,1092,1749,1211,True,298,869,485,1101,True,939,931,1110,1160,False,,,,
