total_frames_queried,total_gaze_detected,avg_faces_per_frame,mean_gaze_delta_x,mean_gaze_delta_y,mean_gaze_euclidean,pct_gaze_on_any_face,pct_gaze_on_013,pct_gaze_on_014,pct_gaze_on_UNKNOWN
121,120,2.33,141.8,83.0,183.89,100.0,2.5,0.0,58.33
