frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y
1862,01:01.970,1,634.0,886.0,781.0,1082.0
1877,01:02.469,1,636.0,881.0,782.0,1076.0
1892,01:02.968,1,633.0,882.0,779.0,1077.0
1907,01:03.467,1,648.0,878.0,784.0,1060.0
1922,01:03.966,1,658.0,885.0,784.0,1067.0
1937,01:04.466,1,647.0,896.0,778.0,1078.0
1952,01:04.965,1,646.0,885.0,780.0,1068.0
1967,01:05.464,1,640.0,888.0,779.0,1073.0
1982,01:05.963,1,637.0,890.0,781.0,1083.0
1997,01:06.463,1,635.0,885.0,781.0,1077.0
2012,01:06.962,1,631.0,888.0,776.0,1086.0
2027,01:07.461,1,610.0,883.0,757.0,1082.0
2042,01:07.960,1,601.0,879.0,752.0,1079.0
2057,01:08.459,1,629.0,883.0,773.0,1080.0
2072,01:08.959,1,639.0,899.0,786.0,1092.0
2087,01:09.458,1,641.0,899.0,788.0,1094.0
2102,01:09.957,1,636.0,897.0,783.0,1092.0
2117,01:10.456,1,638.0,877.0,783.0,1066.0
2132,01:10.955,1,647.0,830.0,785.0,1002.0
2147,01:11.455,1,597.0,850.0,735.0,1037.0
2162,01:11.954,1,14.0,949.0,182.0,1151.0
2177,01:12.453,1,-31.0,951.0,120.0,1159.0
2192,01:12.952,1,-26.0,889.0,135.0,1108.0
2207,01:13.452,1,-2.0,881.0,178.0,1102.0
2222,01:13.951,1,597.0,828.0,743.0,1023.0
2237,01:14.450,1,780.0,816.0,914.0,1006.0
2252,01:14.949,1,752.0,842.0,886.0,1035.0
2267,01:15.448,0,,,,
2282,01:15.948,1,1210.0,863.0,1339.0,1047.0
2297,01:16.447,1,1189.0,864.0,1318.0,1047.0
2312,01:16.946,1,1173.0,861.0,1301.0,1038.0
2327,01:17.445,1,1162.0,843.0,1291.0,1021.0
2342,01:17.945,1,1128.0,1065.0,1257.0,1252.0
2357,01:18.444,1,1135.0,772.0,1263.0,947.0
2372,01:18.943,1,1120.0,891.0,1248.0,1072.0
2387,01:19.442,1,1117.0,945.0,1247.0,1126.0
2402,01:19.941,1,1122.0,1010.0,1251.0,1198.0
2417,01:20.441,1,1120.0,1000.0,1252.0,1187.0
2432,01:20.940,1,1113.0,990.0,1242.0,1175.0
2447,01:21.439,1,1113.0,1004.0,1243.0,1192.0
