frame,time,faces_detected_count,057_detected,057_tl_x,057_tl_y,057_br_x,057_br_y,058_detected,058_tl_x,058_tl_y,058_br_x,058_br_y,059_detected,059_tl_x,059_tl_y,059_br_x,059_br_y,060_detected,060_tl_x,060_tl_y,060_br_x,060_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
14535,07:50.993,1,False,,,,,True,169,632,286,776,False,,,,,False,,,,,False,,,,
14550,07:51.479,1,False,,,,,True,176,631,291,771,False,,,,,False,,,,,False,,,,
14565,07:51.965,1,False,,,,,True,182,636,294,775,False,,,,,False,,,,,False,,,,
14580,07:52.451,1,False,,,,,True,178,629,293,771,False,,,,,False,,,,,False,,,,
14595,07:52.937,1,False,,,,,True,184,626,298,769,False,,,,,False,,,,,False,,,,
14610,07:53.423,1,False,,,,,True,185,632,297,771,False,,,,,False,,,,,False,,,,
14625,07:53.909,1,False,,,,,True,186,629,300,771,False,,,,,False,,,,,False,,,,
14640,07:54.395,1,False,,,,,True,194,621,307,764,False,,,,,False,,,,,False,,,,
14655,07:54.881,1,False,,,,,True,200,610,313,750,False,,,,,False,,,,,False,,,,
14670,07:55.367,1,False,,,,,True,211,600,322,741,False,,,,,False,,,,,False,,,,
14685,07:55.853,1,False,,,,,True,182,608,297,750,False,,,,,False,,,,,False,,,,
14700,07:56.340,1,False,,,,,True,-31,510,86,666,False,,,,,False,,,,,False,,,,
14715,07:56.826,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14730,07:57.312,1,False,,,,,False,,,,,False,,,,,True,1940,739,2109,1026,False,,,,
14745,07:57.798,1,False,,,,,False,,,,,False,,,,,True,2150,855,2343,1162,False,,,,
14760,07:58.284,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14775,07:58.770,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14790,07:59.256,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14805,07:59.742,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14820,08:00.228,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14835,08:00.714,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14850,08:01.200,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14865,08:01.686,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
14880,08:02.172,1,False,,,,,True,26,559,178,714,False,,,,,False,,,,,False,,,,
14895,08:02.658,1,False,,,,,True,-7,588,135,741,False,,,,,False,,,,,False,,,,
