frame,time,faces_detected_count,057_detected,057_tl_x,057_tl_y,057_br_x,057_br_y,058_detected,058_tl_x,058_tl_y,058_br_x,058_br_y,059_detected,059_tl_x,059_tl_y,059_br_x,059_br_y,060_detected,060_tl_x,060_tl_y,060_br_x,060_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
22150,12:09.985,1,False,,,,,False,,,,,False,,,,,True,1152,607,1261,766,False,,,,
22165,12:10.479,1,False,,,,,False,,,,,False,,,,,True,1140,604,1247,758,False,,,,
22180,12:10.974,2,False,,,,,False,,,,,False,,,,,True,723,643,842,805,True,1808,534,1994,780
22195,12:11.468,2,False,,,,,False,,,,,False,,,,,True,354,602,498,779,True,1454,479,1618,718
22210,12:11.962,2,False,,,,,False,,,,,False,,,,,True,335,614,478,789,True,1452,485,1617,738
22225,12:12.457,2,False,,,,,False,,,,,False,,,,,True,320,623,463,799,True,1455,485,1630,738
22240,12:12.951,2,False,,,,,False,,,,,False,,,,,True,343,613,483,788,True,1473,471,1648,732
22255,12:13.445,2,False,,,,,False,,,,,False,,,,,True,350,610,491,786,True,1505,468,1677,711
22270,12:13.940,2,False,,,,,False,,,,,False,,,,,True,333,608,474,786,True,1497,470,1671,715
22285,12:14.434,2,False,,,,,False,,,,,False,,,,,True,317,611,461,790,True,1501,468,1675,715
22300,12:14.928,2,False,,,,,False,,,,,False,,,,,True,314,612,459,789,True,1504,472,1676,719
22315,12:15.423,2,False,,,,,False,,,,,False,,,,,True,316,615,462,794,True,1492,472,1665,715
22330,12:15.917,2,False,,,,,False,,,,,False,,,,,True,320,616,465,795,True,1481,473,1655,731
22345,12:16.412,2,False,,,,,False,,,,,False,,,,,True,326,613,467,795,True,1502,471,1672,716
22360,12:16.906,2,False,,,,,False,,,,,False,,,,,True,333,613,471,795,True,1523,465,1693,714
22375,12:17.400,2,False,,,,,False,,,,,False,,,,,True,379,649,518,829,True,1586,486,1776,738
22390,12:17.895,1,False,,,,,False,,,,,False,,,,,True,1037,555,1147,717,False,,,,
22405,12:18.389,2,False,,,,,True,310,549,497,783,False,,,,,True,1561,529,1679,696,False,,,,
22420,12:18.883,2,False,,,,,True,697,526,860,744,False,,,,,True,1925,514,2068,692,False,,,,
22435,12:19.378,2,False,,,,,True,794,530,946,743,False,,,,,True,2021,512,2172,700,False,,,,
22450,12:19.872,2,False,,,,,True,819,526,963,733,False,,,,,True,2024,508,2171,691,False,,,,
22465,12:20.366,2,False,,,,,True,853,511,992,718,False,,,,,True,2066,512,2218,697,False,,,,
22480,12:20.861,2,False,,,,,True,899,500,1036,708,False,,,,,True,2124,525,2282,711,False,,,,
22495,12:21.355,2,False,,,,,True,921,491,1061,698,False,,,,,True,2153,536,2309,725,False,,,,
22510,12:21.849,2,False,,,,,True,888,506,1029,715,False,,,,,True,2117,555,2273,743,False,,,,
22525,12:22.344,2,False,,,,,True,895,500,1017,705,False,,,,,True,2096,557,2251,745,False,,,,
22540,12:22.838,2,False,,,,,True,553,484,706,702,False,,,,,True,1740,581,1863,751,False,,,,
22555,12:23.332,2,False,,,,,True,-72,423,109,680,False,,,,,True,1292,520,1404,680,False,,,,
22570,12:23.827,1,False,,,,,False,,,,,False,,,,,True,1098,551,1206,708,False,,,,
22585,12:24.321,1,False,,,,,False,,,,,False,,,,,True,1086,577,1197,736,False,,,,
22600,12:24.815,1,False,,,,,False,,,,,False,,,,,True,1247,589,1355,745,False,,,,
22615,12:25.310,1,False,,,,,False,,,,,False,,,,,True,1076,595,1184,752,False,,,,
22630,12:25.804,2,False,,,,,False,,,,,False,,,,,True,913,602,1025,763,True,2216,349,2481,660
22645,12:26.298,2,False,,,,,False,,,,,False,,,,,True,841,599,955,761,True,2104,357,2378,680
22660,12:26.793,2,False,,,,,False,,,,,False,,,,,True,856,595,969,753,True,2128,371,2404,688
22675,12:27.287,2,False,,,,,True,-18,573,226,829,False,,,,,True,1379,603,1491,760,False,,,,
22690,12:27.782,2,False,,,,,True,65,451,321,715,False,,,,,True,1455,520,1570,684,False,,,,
22705,12:28.276,2,False,,,,,True,45,467,300,733,False,,,,,True,1440,550,1553,712,False,,,,
22720,12:28.770,2,False,,,,,True,-10,477,240,745,False,,,,,True,1396,554,1508,714,False,,,,
