time,faces_026,faces_027,faces_028
240.67,2.0,,
347.33,,2.0,
363.4,2.0,,
363.43,2.0,,
363.46,2.0,,
363.5,2.0,,
363.53,2.0,,
363.56,2.0,,
363.6,2.0,,
363.63,2.0,,
363.66,2.0,,
363.7,2.0,,
363.73,2.0,,
363.76,2.0,,
363.79,2.0,,
363.83,2.0,,
363.86,2.0,,
363.9,2.0,,
363.93,2.0,,
363.96,2.0,,
364.0,2.0,,
364.03,2.0,,
364.06,2.0,,
364.1,2.0,,
364.13,2.0,,
364.16,2.0,,
364.2,2.0,,
364.23,2.0,,
364.26,2.0,,
364.29,2.0,,
364.33,2.0,,
364.36,2.0,,
364.4,2.0,,
364.43,2.0,,
364.46,2.0,,
364.5,2.0,,
364.53,2.0,,
364.56,2.0,,
364.6,2.0,,
364.63,2.0,,
364.66,2.0,,
364.7,2.0,,
364.73,2.0,,
364.76,2.0,,
364.8,2.0,,
364.83,2.0,,
364.86,2.0,,
364.9,2.0,,
364.93,2.0,,
364.96,2.0,,
365.0,2.0,,
365.03,2.0,,
365.06,2.0,,
365.1,2.0,,
365.13,2.0,,
365.16,2.0,,
365.2,2.0,,
365.23,2.0,,
365.26,2.0,,
365.3,2.0,,
365.33,2.0,,
365.36,2.0,,
365.4,2.0,,
365.43,2.0,,
365.46,2.0,,
365.5,2.0,,
365.53,2.0,,
365.55,2.0,,
365.59,2.0,,
365.62,2.0,,
365.66,2.0,,
365.69,2.0,,
365.72,2.0,,
365.76,2.0,,
365.79,2.0,,
365.82,2.0,,
365.86,2.0,,
365.89,2.0,,
365.92,2.0,,
365.96,2.0,,
365.99,2.0,,
366.02,2.0,,
366.05,2.0,,
366.09,2.0,,
366.12,2.0,,
366.16,2.0,,
366.19,2.0,,
366.22,2.0,,
366.26,2.0,,
366.29,2.0,,
366.32,2.0,,
366.36,2.0,,
366.39,2.0,,
366.42,2.0,,
366.46,2.0,,
366.49,2.0,,
366.52,2.0,,
366.55,2.0,,
366.59,2.0,,
366.62,2.0,,
366.66,2.0,,
366.69,2.0,,
366.72,2.0,,
366.76,2.0,,
366.79,2.0,,
366.82,2.0,,
366.86,2.0,,
366.89,2.0,,
366.92,2.0,,
366.96,2.0,,
366.99,2.0,,
367.02,2.0,,
367.05,2.0,,
367.09,2.0,,
367.12,2.0,,
367.16,2.0,,
367.19,2.0,,
367.22,2.0,,
367.26,2.0,,
367.29,2.0,,
367.32,2.0,,
367.36,2.0,,
367.39,2.0,,
367.42,2.0,,
367.46,2.0,,
367.49,2.0,,
367.52,2.0,,
367.55,2.0,,
367.59,2.0,,
367.62,2.0,,
367.66,2.0,,
367.69,2.0,,
367.72,2.0,,
367.76,2.0,,
367.79,2.0,,
367.82,2.0,,
367.86,2.0,,
367.89,2.0,,
367.92,2.0,,
367.96,2.0,,
367.99,2.0,,
368.02,2.0,,
368.05,2.0,,
368.09,2.0,,
368.12,2.0,,
368.16,2.0,,
368.19,2.0,,
368.22,2.0,,
368.26,2.0,,
368.29,2.0,,
368.32,2.0,,
368.36,2.0,,
368.39,2.0,,
368.42,2.0,,
368.46,2.0,,
368.49,2.0,,
368.52,2.0,,
368.56,2.0,,
368.59,2.0,,
368.62,2.0,,
368.66,2.0,,
368.69,2.0,,
368.72,2.0,,
368.76,2.0,,
368.79,2.0,,
368.82,2.0,,
368.86,2.0,,
368.89,2.0,,
368.92,2.0,,
368.96,2.0,,
368.99,2.0,,
369.02,2.0,,
369.06,2.0,,
369.09,2.0,,
369.12,2.0,,
369.16,2.0,,
369.19,2.0,,
369.22,2.0,,
369.26,2.0,,
369.29,2.0,,
369.32,2.0,,
369.36,2.0,,
369.39,2.0,,
369.42,2.0,,
369.46,2.0,,
369.49,2.0,,
369.52,2.0,,
369.56,2.0,,
369.59,2.0,,
369.62,2.0,,
369.66,2.0,,
369.69,2.0,,
369.72,2.0,,
369.76,2.0,,
369.79,2.0,,
369.82,2.0,,
369.86,2.0,,
369.89,2.0,,
369.95,2.0,,
369.96,2.0,,
369.99,2.0,,
370.02,2.0,,
370.06,2.0,,
370.09,2.0,,
370.12,2.0,,
370.16,2.0,,
370.19,2.0,,
370.22,2.0,,
370.26,2.0,,
370.29,2.0,,
370.32,2.0,,
370.36,2.0,,
370.39,2.0,,
370.42,2.0,,
370.46,2.0,,
370.49,2.0,,
370.52,2.0,,
370.56,2.0,,
370.59,2.0,,
370.62,2.0,,
370.66,2.0,,
370.69,2.0,,
370.72,2.0,,
370.76,2.0,,
370.79,2.0,,
370.82,2.0,,
370.86,2.0,,
370.89,2.0,,
370.92,2.0,,
370.96,2.0,,
370.99,2.0,,
371.02,2.0,,
371.06,2.0,,
371.09,2.0,,
371.12,2.0,,
371.16,2.0,,
371.19,2.0,,
371.22,2.0,,
371.26,2.0,,
371.29,2.0,,
371.32,2.0,,
371.36,2.0,,
371.39,2.0,,
371.42,2.0,,
371.46,2.0,,
371.49,2.0,,
371.52,2.0,,
371.56,2.0,,
371.59,2.0,,
371.62,2.0,,
371.66,2.0,,
371.69,2.0,,
371.72,2.0,,
371.76,2.0,,
371.79,2.0,,
371.82,2.0,,
371.86,2.0,,
371.89,2.0,,
371.92,2.0,,
371.96,2.0,,
371.99,2.0,,
372.02,2.0,,
372.06,2.0,,
372.09,2.0,,
372.12,2.0,,
372.16,2.0,,
372.19,2.0,,
372.22,2.0,,
372.26,2.0,,
372.29,2.0,,
372.33,2.0,,
372.36,2.0,,
372.39,2.0,,
372.42,2.0,,
372.46,2.0,,
372.49,2.0,,
372.52,2.0,,
372.56,2.0,,
372.59,2.0,,
372.62,2.0,,
372.66,2.0,,
372.69,2.0,,
372.72,2.0,,
372.76,2.0,,
372.79,2.0,,
372.83,2.0,,
372.86,2.0,,
372.89,2.0,,
372.92,2.0,,
372.96,2.0,,
372.99,2.0,,
373.02,2.0,,
373.06,2.0,,
373.09,2.0,,
373.12,2.0,,
373.16,2.0,,
373.19,2.0,,
373.22,2.0,,
373.26,2.0,,
373.29,2.0,,
373.33,2.0,,
373.36,2.0,,
373.39,2.0,,
373.42,2.0,,
373.46,2.0,,
373.49,2.0,,
373.52,2.0,,
373.56,2.0,,
373.59,2.0,,
373.62,2.0,,
373.66,2.0,,
373.69,2.0,,
373.72,2.0,,
373.76,2.0,,
373.79,2.0,,
373.83,2.0,,
373.86,2.0,,
373.89,2.0,,
373.92,2.0,,
373.96,2.0,,
373.99,2.0,,
374.02,2.0,,
374.06,2.0,,
374.09,2.0,,
374.12,2.0,,
374.16,2.0,,
374.19,2.0,,
374.22,2.0,,
374.26,2.0,,
374.29,2.0,,
374.33,2.0,,
374.36,2.0,,
374.39,2.0,,
374.42,2.0,,
374.46,2.0,,
374.49,2.0,,
374.52,2.0,,
374.56,2.0,,
374.59,2.0,,
374.62,2.0,,
374.66,2.0,,
374.69,2.0,,
374.72,2.0,,
374.76,2.0,,
374.79,2.0,,
374.83,2.0,,
374.86,2.0,,
374.89,2.0,,
374.92,2.0,,
374.96,2.0,,
374.99,2.0,,
375.02,2.0,,
375.06,2.0,,
375.09,2.0,,
375.12,2.0,,
375.16,2.0,,
375.19,2.0,,
375.22,2.0,,
375.26,2.0,,
375.29,2.0,,
375.33,2.0,,
375.36,2.0,,
375.39,2.0,,
375.42,2.0,,
375.46,2.0,,
375.49,2.0,,
375.52,2.0,,
375.56,2.0,,
375.59,2.0,,
375.62,2.0,,
375.66,2.0,,
375.69,2.0,,
375.72,2.0,,
375.76,2.0,,
375.79,2.0,,
375.83,2.0,,
375.86,2.0,,
375.89,2.0,,
375.92,2.0,,
375.96,2.0,,
375.99,2.0,,
376.02,2.0,,
376.06,2.0,,
376.09,2.0,,
376.12,2.0,,
376.16,2.0,,
376.19,2.0,,
376.22,2.0,,
376.26,2.0,,
376.29,2.0,,
376.33,2.0,,
376.36,2.0,,
376.39,2.0,,
376.43,2.0,,
376.46,2.0,,
376.49,2.0,,
376.53,2.0,,
376.56,2.0,,
376.59,2.0,,
376.63,2.0,,
376.66,2.0,,
376.69,2.0,,
376.73,2.0,,
376.76,2.0,,
376.79,2.0,,
376.83,2.0,,
376.86,2.0,,
376.89,2.0,,
376.93,2.0,,
376.96,2.0,,
376.99,2.0,,
377.03,2.0,,
377.06,2.0,,
377.09,2.0,,
377.13,2.0,,
377.16,2.0,,
377.19,2.0,,
377.23,2.0,,
377.26,2.0,,
377.29,2.0,,
377.33,2.0,,
377.36,2.0,,
377.39,2.0,,
377.43,2.0,,
377.46,2.0,,
377.49,2.0,,
377.53,2.0,,
377.56,2.0,,
377.59,2.0,,
377.63,2.0,,
377.66,2.0,,
377.69,2.0,,
377.73,2.0,,
377.76,2.0,,
377.79,2.0,,
377.83,2.0,,
377.86,2.0,,
377.89,2.0,,
377.93,2.0,,
377.96,2.0,,
377.99,2.0,,
378.03,2.0,,
378.06,2.0,,
378.09,2.0,,
378.13,2.0,,
378.16,2.0,,
378.19,2.0,,
378.23,2.0,,
378.26,2.0,,
378.29,2.0,,
378.33,2.0,,
378.36,2.0,,
378.39,2.0,,
378.43,2.0,,
378.46,2.0,,
378.49,2.0,,
378.53,2.0,,
378.56,2.0,,
378.59,2.0,,
378.63,2.0,,
378.66,2.0,,
378.69,2.0,,
378.73,2.0,,
378.76,2.0,,
378.79,2.0,,
378.83,2.0,,
378.86,2.0,,
378.89,2.0,,
378.93,2.0,,
378.96,2.0,,
378.99,2.0,,
379.03,2.0,,
379.06,2.0,,
379.09,2.0,,
379.13,2.0,,
379.16,2.0,,
379.19,2.0,,
379.23,2.0,,
379.26,2.0,,
379.29,2.0,,
379.33,2.0,,
379.36,2.0,,
379.39,2.0,,
379.43,2.0,,
379.46,2.0,,
379.49,2.0,,
379.53,2.0,,
379.56,2.0,,
379.59,2.0,,
379.63,2.0,,
379.66,2.0,,
379.69,2.0,,
379.73,2.0,,
379.76,2.0,,
379.79,2.0,,
379.83,2.0,,
379.86,2.0,,
379.89,2.0,,
379.93,2.0,,
379.96,2.0,,
379.99,2.0,,
380.03,2.0,,
