time,faces_029,faces_030,faces_031,faces_032
122.0,1.0,,,
190.21,2.0,,,
190.24,2.0,,,
190.27,2.0,,,
190.31,2.0,,,
190.34,2.0,,,
190.37,2.0,,,
190.41,2.0,,,
190.44,2.0,,,
190.47,2.0,,,
190.51,2.0,,,
190.54,2.0,,,
190.57,2.0,,,
190.61,2.0,,,
190.64,2.0,,,
190.67,2.0,,,
190.71,2.0,,,
190.74,2.0,,,
190.77,2.0,,,
190.81,2.0,,,
190.84,2.0,,,
190.87,2.0,,,
190.91,2.0,,,
190.94,2.0,,,
190.97,2.0,,,
191.01,2.0,,,
191.04,2.0,,,
191.07,2.0,,,
191.11,2.0,,,
191.14,2.0,,,
191.17,2.0,,,
191.21,2.0,,,
191.24,2.0,,,
191.27,2.0,,,
191.31,2.0,,,
191.34,2.0,,,
191.37,2.0,,,
191.41,2.0,,,
191.44,2.0,,,
191.47,2.0,,,
191.51,2.0,,,
191.54,2.0,,,
191.57,2.0,,,
191.61,2.0,,,
191.64,2.0,,,
191.67,2.0,,,
191.71,2.0,,,
191.74,2.0,,,
191.77,2.0,,,
191.81,2.0,,,
191.84,2.0,,,
191.87,2.0,,,
191.91,2.0,,,
191.94,2.0,,,
191.97,2.0,,,
192.01,2.0,,,
192.04,2.0,,,
192.07,2.0,,,
192.11,2.0,,,
192.14,2.0,,,
192.17,2.0,,,
192.21,2.0,,,
192.24,2.0,,,
192.27,2.0,,,
192.31,2.0,,,
192.34,2.0,,,
192.37,2.0,,,
192.41,2.0,,,
192.44,2.0,,,
192.47,2.0,,,
192.51,2.0,,,
192.54,2.0,,,
192.57,2.0,,,
192.61,2.0,,,
192.64,2.0,,,
192.68,2.0,,,
192.71,2.0,,,
192.74,2.0,,,
192.77,2.0,,,
192.81,2.0,,,
192.84,2.0,,,
192.88,2.0,,,
192.91,2.0,,,
192.94,2.0,,,
192.98,3.0,,,
193.01,3.0,,,
193.04,2.0,,,
193.08,2.0,,,
193.11,2.0,,,
193.14,2.0,,,
193.18,2.0,,,
193.21,2.0,,,
193.24,2.0,,,
193.27,2.0,,,
193.31,2.0,,,
193.34,2.0,,,
193.38,2.0,,,
193.41,2.0,,,
193.44,2.0,,,
193.48,2.0,,,
193.51,2.0,,,
193.54,2.0,,,
193.58,2.0,,,
193.61,2.0,,,
193.64,2.0,,,
193.68,2.0,,,
193.71,2.0,,,
193.74,2.0,,,
193.77,2.0,,,
193.81,2.0,,,
193.84,2.0,,,
193.88,2.0,,,
193.91,2.0,,,
193.94,2.0,,,
193.98,2.0,,,
194.01,2.0,,,
194.04,2.0,,,
194.08,2.0,,,
194.11,2.0,,,
194.14,2.0,,,
194.18,2.0,,,
194.21,2.0,,,
194.24,2.0,,,
194.27,2.0,,,
194.31,2.0,,,
194.34,2.0,,,
194.38,2.0,,,
194.41,2.0,,,
194.44,2.0,,,
194.48,2.0,,,
194.51,2.0,,,
194.54,2.0,,,
194.58,2.0,,,
194.61,2.0,,,
194.64,2.0,,,
194.68,2.0,,,
194.71,2.0,,,
194.74,2.0,,,
194.77,2.0,,,
194.81,2.0,,,
194.84,2.0,,,
194.88,2.0,,,
194.91,2.0,,,
194.94,2.0,,,
194.98,2.0,,,
195.01,2.0,,,
195.04,2.0,,,
195.08,2.0,,,
195.11,2.0,,,
195.14,2.0,,,
195.18,2.0,,,
195.21,2.0,,,
195.24,2.0,,,
195.27,2.0,,,
195.31,2.0,,,
195.34,2.0,,,
195.38,2.0,,,
195.41,2.0,,,
195.44,2.0,,,
195.48,2.0,,,
195.5,2.0,,,
195.53,2.0,,,
195.57,2.0,,,
195.6,2.0,,,
195.63,2.0,,,
195.67,2.0,,,
195.7,2.0,,,
195.73,2.0,,,
195.77,2.0,,,
195.8,2.0,,,
195.83,2.0,,,
195.87,2.0,,,
195.9,2.0,,,
195.93,2.0,,,
195.97,2.0,,,
196.0,2.0,,,
196.03,2.0,,,
196.07,2.0,,,
196.1,2.0,,,
196.13,2.0,,,
196.17,2.0,,,
196.2,2.0,,,
196.23,2.0,,,
196.27,2.0,,,
196.3,2.0,,,
196.33,2.0,,,
196.37,2.0,,,
196.4,2.0,,,
196.43,2.0,,,
196.47,2.0,,,
196.5,2.0,,,
196.53,2.0,,,
196.57,2.0,,,
196.6,2.0,,,
196.63,2.0,,,
196.67,2.0,,,
196.7,2.0,,,
196.74,3.0,,,
196.77,3.0,,,
196.8,3.0,,,
196.83,3.0,,,
196.87,3.0,,,
196.9,3.0,,,
196.94,3.0,,,
196.97,3.0,,,
197.0,3.0,,,
197.04,3.0,,,
197.07,3.0,,,
197.1,3.0,,,
197.14,3.0,,,
197.17,3.0,,,
197.2,3.0,,,
197.24,3.0,,,
197.27,3.0,,,
197.3,3.0,,,
197.33,3.0,,,
197.37,3.0,,,
197.4,3.0,,,
197.44,3.0,,,
197.47,3.0,,,
197.5,3.0,,,
197.54,3.0,,,
197.57,3.0,,,
197.6,3.0,,,
197.64,3.0,,,
197.67,3.0,,,
197.7,3.0,,,
197.74,3.0,,,
197.77,3.0,,,
197.8,3.0,,,
197.83,2.0,,,
197.87,2.0,,,
197.9,2.0,,,
197.94,2.0,,,
197.97,2.0,,,
198.0,2.0,,,
198.04,2.0,,,
198.07,2.0,,,
198.1,2.0,,,
198.14,2.0,,,
198.17,2.0,,,
198.2,2.0,,,
198.24,2.0,,,
198.27,2.0,,,
198.3,2.0,,,
198.33,2.0,,,
198.37,2.0,,,
198.4,2.0,,,
198.44,2.0,,,
198.47,1.0,,,
198.5,1.0,,,
198.54,1.0,,,
198.57,1.0,,,
198.6,1.0,,,
198.64,1.0,,,
198.67,1.0,,,
198.7,1.0,,,
198.74,1.0,,,
198.77,1.0,,,
198.8,1.0,,,
198.83,1.0,,,
198.87,1.0,,,
198.9,1.0,,,
198.94,1.0,,,
198.97,1.0,,,
199.0,1.0,,,
199.04,1.0,,,
199.07,1.0,,,
199.1,1.0,,,
199.14,1.0,,,
199.17,1.0,,,
199.2,1.0,,,
199.24,1.0,,,
199.27,1.0,,,
199.3,1.0,,,
199.33,1.0,,,
199.37,1.0,,,
199.4,1.0,,,
199.44,1.0,,,
199.47,1.0,,,
199.5,1.0,,,
199.54,1.0,,,
199.57,1.0,,,
199.6,1.0,,,
199.64,1.0,,,
199.67,2.0,,,
199.7,2.0,,,
199.74,2.0,,,
199.77,2.0,,,
199.8,2.0,,,
199.83,2.0,,,
199.87,2.0,,,
199.9,2.0,,,
199.94,2.0,,,
199.97,2.0,,,
200.0,2.0,,,
200.04,2.0,,,
200.07,2.0,,,
200.1,2.0,,,
200.14,3.0,,,
