time,faces_122,faces_123,faces_124
258.67,2.0,,
339.33,,2.0,
394.99,2.0,,
395.02,2.0,,
395.05,2.0,,
395.09,2.0,,
395.12,2.0,,
395.15,2.0,,
395.19,2.0,,
395.22,2.0,,
395.25,2.0,,
395.29,2.0,,
395.32,2.0,,
395.35,2.0,,
395.39,2.0,,
395.42,2.0,,
395.45,2.0,,
395.49,2.0,,
395.52,2.0,,
395.55,2.0,,
395.59,2.0,,
395.62,2.0,,
395.65,2.0,,
395.69,2.0,,
395.72,2.0,,
395.75,2.0,,
395.79,2.0,,
395.82,2.0,,
395.85,2.0,,
395.89,2.0,,
395.92,2.0,,
395.95,2.0,,
395.99,2.0,,
396.02,2.0,,
396.05,2.0,,
396.09,2.0,,
396.12,2.0,,
396.15,2.0,,
396.19,2.0,,
396.22,2.0,,
396.25,2.0,,
396.29,2.0,,
396.32,2.0,,
396.35,2.0,,
396.39,2.0,,
396.42,2.0,,
396.45,2.0,,
396.49,2.0,,
396.52,2.0,,
396.55,2.0,,
396.59,2.0,,
396.62,2.0,,
396.65,2.0,,
396.69,2.0,,
396.72,2.0,,
396.75,2.0,,
396.79,2.0,,
396.82,2.0,,
396.85,2.0,,
396.89,2.0,,
396.92,2.0,,
396.95,2.0,,
396.99,2.0,,
397.02,2.0,,
397.05,2.0,,
397.09,2.0,,
397.12,2.0,,
397.15,2.0,,
397.19,2.0,,
397.22,2.0,,
397.25,2.0,,
397.29,2.0,,
397.32,2.0,,
397.35,2.0,,
397.39,2.0,,
397.42,2.0,,
397.45,2.0,,
397.49,2.0,,
397.52,2.0,,
397.55,2.0,,
397.59,2.0,,
397.62,2.0,,
397.65,2.0,,
397.69,2.0,,
397.72,2.0,,
397.76,2.0,,
397.79,2.0,,
397.82,2.0,,
397.86,2.0,,
397.89,2.0,,
397.92,2.0,,
397.96,2.0,,
397.99,2.0,,
398.02,2.0,,
398.05,2.0,,
398.09,2.0,,
398.12,2.0,,
398.16,2.0,,
398.19,2.0,,
398.22,2.0,,
398.26,2.0,,
398.29,2.0,,
398.32,2.0,,
398.36,2.0,,
398.39,2.0,,
398.42,2.0,,
398.46,2.0,,
398.49,2.0,,
398.52,2.0,,
398.55,2.0,,
398.59,2.0,,
398.62,2.0,,
398.66,2.0,,
398.69,2.0,,
398.72,2.0,,
398.76,2.0,,
398.79,2.0,,
398.82,2.0,,
398.86,2.0,,
398.89,2.0,,
398.92,2.0,,
398.96,2.0,,
398.99,2.0,,
399.02,2.0,,
399.05,2.0,,
399.09,2.0,,
399.12,2.0,,
399.16,2.0,,
399.19,2.0,,
399.22,2.0,,
399.26,2.0,,
399.29,2.0,,
399.32,2.0,,
399.36,2.0,,
399.39,2.0,,
399.42,2.0,,
399.46,2.0,,
399.49,2.0,,
399.52,2.0,,
399.55,2.0,,
399.59,2.0,,
399.62,2.0,,
399.66,2.0,,
399.69,2.0,,
399.72,2.0,,
399.76,2.0,,
399.79,2.0,,
399.82,2.0,,
399.86,2.0,,
399.89,2.0,,
399.92,2.0,,
399.96,2.0,,
399.99,2.0,,
400.02,2.0,,
400.05,2.0,,
400.09,2.0,,
400.12,2.0,,
400.16,2.0,,
400.19,2.0,,
400.22,2.0,,
400.26,2.0,,
400.29,2.0,,
400.32,2.0,,
400.36,2.0,,
400.39,2.0,,
400.42,2.0,,
400.46,2.0,,
400.49,2.0,,
400.52,2.0,,
400.55,2.0,,
400.59,2.0,,
400.62,2.0,,
400.66,2.0,,
400.69,2.0,,
400.72,2.0,,
400.76,2.0,,
400.79,2.0,,
400.82,2.0,,
400.86,2.0,,
400.89,2.0,,
400.92,2.0,,
400.96,2.0,,
400.99,2.0,,
401.02,2.0,,
401.05,2.0,,
401.09,2.0,,
401.12,2.0,,
401.16,2.0,,
401.19,2.0,,
401.22,2.0,,
401.26,2.0,,
401.29,2.0,,
401.32,2.0,,
401.36,2.0,,
401.39,2.0,,
401.42,2.0,,
401.46,2.0,,
401.49,2.0,,
401.52,2.0,,
401.55,2.0,,
401.59,2.0,,
401.62,2.0,,
401.66,2.0,,
401.69,2.0,,
401.72,2.0,,
401.76,2.0,,
401.79,2.0,,
401.82,2.0,,
401.86,2.0,,
401.89,2.0,,
401.92,2.0,,
401.96,2.0,,
401.99,2.0,,
402.02,2.0,,
402.06,2.0,,
402.09,2.0,,
402.12,2.0,,
402.16,2.0,,
402.19,2.0,,
402.22,2.0,,
402.26,2.0,,
402.29,2.0,,
402.32,2.0,,
402.36,2.0,,
402.39,2.0,,
402.42,2.0,,
402.46,2.0,,
402.49,2.0,,
402.52,2.0,,
402.56,2.0,,
402.59,2.0,,
402.62,2.0,,
402.66,2.0,,
402.69,2.0,,
402.72,2.0,,
402.76,2.0,,
402.79,2.0,,
402.82,2.0,,
402.86,2.0,,
402.89,2.0,,
402.92,2.0,,
402.96,2.0,,
402.99,2.0,,
403.02,2.0,,
403.06,2.0,,
403.09,2.0,,
403.12,2.0,,
403.16,2.0,,
403.19,2.0,,
403.22,2.0,,
403.26,2.0,,
403.29,2.0,,
403.32,2.0,,
403.36,2.0,,
403.39,2.0,,
403.42,2.0,,
403.46,2.0,,
403.49,2.0,,
403.52,2.0,,
403.56,2.0,,
403.59,2.0,,
403.62,2.0,,
403.66,2.0,,
403.69,2.0,,
403.72,2.0,,
403.76,2.0,,
403.79,2.0,,
403.82,2.0,,
403.86,2.0,,
403.89,2.0,,
403.92,2.0,,
403.96,2.0,,
403.99,2.0,,
404.02,2.0,,
404.06,2.0,,
404.09,2.0,,
404.12,2.0,,
404.16,2.0,,
404.19,2.0,,
404.22,2.0,,
404.26,2.0,,
404.29,2.0,,
404.32,2.0,,
404.36,2.0,,
404.39,2.0,,
404.42,2.0,,
404.46,2.0,,
404.49,2.0,,
404.52,2.0,,
404.56,2.0,,
404.59,2.0,,
404.62,2.0,,
404.66,2.0,,
404.69,2.0,,
404.72,2.0,,
404.76,2.0,,
404.79,2.0,,
404.82,2.0,,
404.86,2.0,,
404.89,2.0,,
404.92,2.0,,
404.96,2.0,,
404.99,2.0,,
405.02,2.0,,
405.06,2.0,,
405.09,2.0,,
405.12,2.0,,
405.16,2.0,,
405.19,2.0,,
405.22,2.0,,
405.26,2.0,,
405.29,2.0,,
405.32,2.0,,
405.36,2.0,,
405.39,2.0,,
405.42,2.0,,
405.46,2.0,,
405.49,2.0,,
405.52,2.0,,
405.56,2.0,,
405.59,2.0,,
405.62,2.0,,
405.66,2.0,,
405.69,2.0,,
405.72,2.0,,
405.76,2.0,,
405.79,2.0,,
405.83,2.0,,
405.86,2.0,,
405.89,2.0,,
405.92,2.0,,
405.96,2.0,,
405.99,2.0,,
406.02,2.0,,
406.06,2.0,,
406.09,2.0,,
406.12,2.0,,
406.16,2.0,,
406.19,2.0,,
406.22,2.0,,
406.26,2.0,,
406.29,2.0,,
406.33,2.0,,
406.36,2.0,,
406.39,2.0,,
406.42,2.0,,
406.46,2.0,,
406.49,2.0,,
406.52,2.0,,
406.56,2.0,,
406.59,2.0,,
406.62,2.0,,
406.66,2.0,,
406.69,2.0,,
406.72,2.0,,
406.76,2.0,,
406.79,2.0,,
406.83,2.0,,
406.86,2.0,,
406.89,2.0,,
406.92,2.0,,
406.96,2.0,,
406.99,2.0,,
407.02,2.0,,
407.06,2.0,,
407.09,2.0,,
407.12,2.0,,
407.16,2.0,,
407.19,2.0,,
407.22,2.0,,
407.26,2.0,,
407.29,2.0,,
407.33,2.0,,
407.36,2.0,,
407.39,2.0,,
407.42,2.0,,
407.46,2.0,,
407.49,2.0,,
407.52,2.0,,
407.56,2.0,,
407.59,2.0,,
407.62,2.0,,
407.66,2.0,,
407.69,2.0,,
407.72,2.0,,
407.76,2.0,,
407.79,2.0,,
407.83,2.0,,
407.86,2.0,,
407.89,2.0,,
407.92,2.0,,
407.96,2.0,,
407.99,2.0,,
408.02,2.0,,
408.06,2.0,,
408.09,2.0,,
408.12,2.0,,
408.16,2.0,,
408.19,2.0,,
408.22,2.0,,
408.26,2.0,,
408.29,2.0,,
408.33,2.0,,
408.36,2.0,,
408.39,2.0,,
408.42,2.0,,
408.46,2.0,,
408.49,2.0,,
408.52,2.0,,
408.56,2.0,,
408.59,2.0,,
408.62,2.0,,
408.66,2.0,,
408.69,2.0,,
408.72,2.0,,
408.76,2.0,,
408.79,2.0,,
408.83,2.0,,
408.86,2.0,,
408.89,2.0,,
408.92,2.0,,
408.96,2.0,,
408.99,2.0,,
409.02,2.0,,
409.06,2.0,,
409.09,2.0,,
409.12,2.0,,
409.16,2.0,,
409.19,2.0,,
409.22,2.0,,
409.26,2.0,,
409.29,2.0,,
409.33,2.0,,
409.36,2.0,,
409.39,2.0,,
409.42,2.0,,
409.46,2.0,,
409.49,2.0,,
409.52,2.0,,
409.56,2.0,,
409.59,2.0,,
409.63,2.0,,
409.66,2.0,,
409.69,2.0,,
409.73,2.0,,
409.76,2.0,,
409.79,2.0,,
409.83,2.0,,
409.86,2.0,,
409.89,2.0,,
409.93,2.0,,
409.96,2.0,,
409.99,2.0,,
410.03,2.0,,
410.06,2.0,,
410.09,2.0,,
410.13,2.0,,
410.16,2.0,,
410.19,2.0,,
410.23,2.0,,
410.26,2.0,,
410.29,2.0,,
410.33,2.0,,
410.36,2.0,,
410.39,2.0,,
410.43,2.0,,
410.46,2.0,,
410.49,2.0,,
410.53,2.0,,
410.56,2.0,,
410.59,2.0,,
410.63,2.0,,
410.66,2.0,,
410.69,2.0,,
410.73,2.0,,
410.76,2.0,,
410.79,2.0,,
410.83,2.0,,
410.86,2.0,,
410.89,2.0,,
410.93,2.0,,
410.96,2.0,,
410.99,2.0,,
411.03,2.0,,
411.06,2.0,,
411.09,2.0,,
411.13,2.0,,
411.16,2.0,,
411.19,2.0,,
