time,faces_033,faces_034,faces_035,faces_036
122.67,,2.0,,
134.0,2.0,,,
180.58,,2.0,,
180.62,,2.0,,
180.65,,2.0,,
180.68,,2.0,,
180.72,,2.0,,
180.75,,2.0,,
180.78,,2.0,,
180.82,,2.0,,
180.85,,2.0,,
180.88,,2.0,,
180.92,,2.0,,
180.95,,2.0,,
180.98,,2.0,,
181.02,,2.0,,
181.05,,2.0,,
181.08,,2.0,,
181.12,,2.0,,
181.15,,2.0,,
181.18,,2.0,,
181.22,,2.0,,
181.25,,2.0,,
181.28,,2.0,,
181.32,,2.0,,
181.35,,2.0,,
181.38,,2.0,,
181.42,,2.0,,
181.45,,2.0,,
181.48,,2.0,,
181.52,,2.0,,
181.55,,2.0,,
181.58,,2.0,,
181.62,,2.0,,
181.65,,2.0,,
181.68,,2.0,,
181.72,,2.0,,
181.75,,2.0,,
181.78,,2.0,,
181.82,,2.0,,
181.85,,2.0,,
181.88,,2.0,,
181.92,,2.0,,
181.95,,2.0,,
181.98,,2.0,,
182.02,,2.0,,
182.05,,2.0,,
182.08,,2.0,,
182.12,,2.0,,
182.15,,2.0,,
182.18,,2.0,,
182.22,,2.0,,
182.25,,2.0,,
182.29,,2.0,,
182.32,,2.0,,
182.35,,2.0,,
182.38,,2.0,,
182.42,,2.0,,
182.45,,2.0,,
182.48,,2.0,,
182.52,,2.0,,
182.55,,2.0,,
182.58,,2.0,,
182.62,,2.0,,
182.65,,2.0,,
182.68,,2.0,,
182.72,,2.0,,
182.75,,2.0,,
182.79,,2.0,,
182.82,,2.0,,
182.85,,2.0,,
182.88,,2.0,,
182.92,,2.0,,
182.95,,2.0,,
182.98,,2.0,,
183.02,,2.0,,
183.05,,2.0,,
183.08,,2.0,,
183.12,,2.0,,
183.15,,2.0,,
183.18,,2.0,,
183.22,,2.0,,
183.25,,2.0,,
183.29,,2.0,,
183.32,,1.0,,
183.35,,2.0,,
183.38,,1.0,,
183.42,,2.0,,
183.45,,2.0,,
183.48,,2.0,,
183.52,,2.0,,
183.55,,2.0,,
183.58,,2.0,,
183.62,,2.0,,
183.65,,2.0,,
183.68,,2.0,,
183.72,,2.0,,
183.75,,2.0,,
183.79,,2.0,,
183.82,,2.0,,
183.85,,2.0,,
183.88,,2.0,,
183.92,,2.0,,
183.95,,2.0,,
183.98,,2.0,,
184.02,,2.0,,
184.05,,2.0,,
184.08,,2.0,,
184.12,,2.0,,
184.15,,2.0,,
184.18,,2.0,,
184.22,,2.0,,
