time,faces_128,faces_129
93.33,,1.0
98.0,1.0,
121.13,,1.0
121.16,,1.0
121.19,,1.0
121.23,,1.0
121.26,,1.0
121.29,,1.0
121.33,,1.0
121.36,,1.0
121.39,,1.0
121.43,,1.0
121.46,,1.0
121.49,,1.0
121.53,,1.0
121.56,,1.0
121.59,,1.0
121.63,,1.0
121.66,,1.0
121.69,,1.0
121.73,,1.0
121.76,,1.0
121.79,,1.0
121.83,,1.0
121.86,,1.0
121.89,,1.0
121.93,,1.0
121.96,,1.0
121.99,,1.0
122.03,,1.0
122.06,,1.0
122.09,,1.0
122.13,,1.0
122.16,,1.0
122.19,,1.0
122.23,,1.0
122.26,,1.0
122.29,,1.0
122.33,,1.0
122.36,,1.0
122.39,,1.0
122.43,,1.0
122.46,,1.0
122.49,,1.0
122.53,,1.0
122.56,,1.0
122.59,,1.0
122.63,,1.0
122.66,,1.0
122.69,,1.0
122.73,,1.0
122.76,,1.0
122.8,,1.0
122.83,,1.0
122.86,,1.0
122.89,,1.0
122.93,,1.0
122.96,,1.0
123.0,,1.0
123.03,,1.0
123.06,,1.0
123.1,,1.0
123.13,,1.0
123.16,,1.0
123.2,,1.0
123.23,,1.0
123.26,,1.0
123.3,,1.0
123.33,,1.0
123.36,,1.0
123.39,,1.0
123.43,,1.0
123.46,,1.0
123.5,,1.0
123.53,,1.0
123.56,,1.0
123.6,,1.0
123.63,,1.0
123.66,,1.0
123.7,,1.0
123.73,,1.0
123.76,,1.0
123.8,,1.0
123.83,,1.0
123.86,,1.0
123.89,,1.0
123.93,,1.0
123.96,,1.0
124.0,,1.0
124.03,,1.0
124.06,,1.0
124.1,,1.0
124.13,,1.0
124.16,,1.0
124.2,,1.0
124.23,,1.0
124.26,,1.0
124.3,,1.0
124.33,,1.0
124.36,,1.0
124.39,,1.0
124.43,,1.0
124.46,,1.0
124.5,,1.0
124.53,,1.0
124.56,,1.0
124.6,,1.0
124.63,,1.0
124.66,,1.0
124.7,,1.0
124.73,,1.0
124.76,,1.0
124.8,,1.0
124.83,,1.0
124.86,,1.0
124.89,,1.0
124.93,,1.0
124.96,,1.0
125.0,,1.0
125.03,,1.0
125.06,,1.0
125.1,,1.0
125.13,,1.0
125.16,,1.0
125.2,,1.0
125.23,,1.0
125.26,,1.0
125.3,,1.0
125.33,,1.0
125.36,,1.0
125.39,,1.0
125.43,,1.0
125.46,,1.0
125.5,,1.0
125.53,,1.0
125.56,,1.0
125.6,,1.0
125.63,,1.0
125.66,,1.0
125.7,,1.0
125.73,,1.0
125.76,,1.0
125.8,,1.0
125.83,,1.0
125.86,,1.0
125.89,,1.0
125.93,,1.0
125.96,,1.0
126.0,,1.0
126.03,,1.0
126.06,,1.0
126.1,,1.0
126.13,,1.0
126.16,,1.0
126.2,,1.0
126.23,,1.0
126.26,,1.0
126.3,,1.0
126.33,,1.0
126.36,,1.0
126.39,,1.0
126.43,,1.0
126.46,,1.0
126.5,,1.0
126.53,,1.0
126.56,,1.0
126.6,,1.0
126.63,,1.0
126.66,,1.0
126.7,,1.0
126.73,,1.0
126.76,,1.0
126.8,,1.0
126.83,,1.0
126.86,,1.0
126.89,,1.0
126.93,,1.0
126.96,,1.0
127.0,,1.0
127.03,,1.0
127.06,,1.0
127.1,,1.0
127.13,,1.0
127.16,,1.0
127.2,,1.0
127.23,,1.0
127.26,,1.0
127.3,,1.0
127.33,,1.0
127.36,,1.0
127.4,,1.0
127.43,,1.0
127.46,,1.0
127.5,,1.0
127.53,,1.0
127.56,,1.0
127.6,,1.0
127.63,,1.0
127.66,,1.0
127.7,,1.0
127.73,,1.0
127.76,,1.0
127.8,,1.0
127.83,,1.0
127.86,,1.0
127.9,,1.0
127.93,,1.0
127.96,,1.0
128.0,,1.0
128.03,,1.0
128.06,,1.0
128.1,,1.0
128.13,,1.0
128.16,,1.0
128.2,,1.0
128.23,,1.0
128.26,,1.0
128.3,,1.0
128.33,,1.0
128.36,,1.0
128.4,,1.0
128.43,,1.0
128.46,,1.0
128.5,,1.0
128.53,,1.0
128.56,,1.0
128.6,,1.0
128.63,,1.0
128.66,,1.0
128.7,,1.0
128.73,,1.0
128.76,,1.0
128.8,,1.0
128.83,,1.0
128.86,,1.0
128.9,,1.0
128.93,,1.0
128.96,,1.0
129.0,,1.0
129.03,,1.0
129.06,,1.0
129.1,,1.0
129.13,,1.0
129.16,,1.0
129.2,,1.0
129.23,,1.0
129.26,,1.0
129.3,,1.0
129.33,,1.0
129.36,,1.0
129.4,,1.0
129.43,,1.0
129.46,,1.0
129.5,,1.0
129.53,,1.0
129.56,,1.0
129.6,,1.0
129.63,,1.0
129.66,,1.0
129.7,,1.0
129.73,,1.0
130.03,,1.0
130.53,,1.0
131.03,,1.0
131.53,,1.0
132.03,,1.0
132.52,,1.0
132.6,1.0,
132.63,1.0,
132.67,1.0,
132.7,1.0,
132.73,1.0,
132.77,1.0,
132.8,1.0,
132.83,1.0,
132.87,1.0,
132.9,1.0,
132.93,1.0,
132.97,1.0,
133.0,1.0,
133.02,,1.0
133.03,1.0,
133.07,1.0,
133.1,1.0,
133.13,1.0,
133.17,1.0,
133.2,1.0,
133.23,1.0,
133.27,1.0,
133.3,1.0,
133.33,1.0,
133.36,1.0,
133.39,1.0,
133.43,1.0,
133.46,1.0,
133.49,1.0,
133.52,,1.0
133.53,1.0,
133.56,1.0,
133.59,1.0,
133.63,1.0,
133.66,1.0,
133.69,1.0,
133.73,1.0,
133.76,1.0,
133.79,1.0,
133.83,1.0,
133.86,1.0,
133.89,1.0,
133.93,1.0,
133.96,1.0,
133.99,1.0,
134.02,,1.0
134.03,1.0,
134.06,1.0,
134.09,1.0,
134.13,1.0,
134.16,1.0,
134.19,1.0,
134.23,1.0,
134.26,1.0,
134.29,1.0,
134.33,1.0,
134.36,1.0,
134.39,1.0,
134.43,1.0,
134.46,1.0,
134.49,1.0,
134.52,,1.0
134.53,1.0,
134.56,1.0,
134.59,1.0,
134.63,1.0,
134.66,1.0,
134.69,1.0,
134.73,1.0,
134.76,1.0,
134.79,1.0,
134.83,1.0,
134.86,1.0,
134.89,1.0,
134.93,1.0,
134.96,1.0,
134.99,1.0,
135.02,,1.0
135.03,1.0,
135.06,1.0,
135.09,1.0,
135.13,1.0,
135.16,1.0,
135.19,1.0,
135.23,1.0,
135.26,1.0,
135.29,1.0,
135.33,1.0,
135.36,1.0,
135.39,1.0,
135.43,1.0,
135.46,1.0,
135.49,1.0,
135.52,,1.0
135.53,1.0,
135.56,1.0,
135.59,1.0,
135.63,1.0,
135.66,1.0,
135.69,1.0,
135.73,1.0,
135.76,1.0,
135.79,1.0,
135.83,1.0,
135.86,1.0,
135.89,1.0,
135.93,1.0,
135.96,1.0,
135.99,1.0,
136.02,,1.0
136.03,1.0,
136.06,1.0,
136.09,1.0,
136.13,1.0,
136.16,1.0,
136.19,1.0,
136.23,1.0,
136.26,1.0,
136.29,1.0,
136.33,1.0,
136.36,1.0,
136.39,1.0,
136.43,1.0,
136.46,1.0,
136.49,1.0,
