time,faces_001,faces_002,faces_004
374.0,,,1.0
568.18,,,1.0
568.22,,,1.0
568.25,,,1.0
568.29,,,1.0
568.32,,,1.0
568.35,,,1.0
568.38,,,1.0
568.42,,,1.0
568.45,,,1.0
568.48,,,1.0
568.52,,,1.0
568.55,,,1.0
568.58,,,1.0
568.62,,,1.0
568.65,,,1.0
568.68,,,1.0
568.72,,,1.0
568.75,,,1.0
568.79,,,1.0
568.82,,,1.0
568.85,,,1.0
568.88,,,1.0
568.92,,,1.0
568.95,,,1.0
568.98,,,1.0
569.02,,,1.0
569.05,,,1.0
569.08,,,1.0
569.12,,,1.0
569.15,,,1.0
569.18,,,2.0
569.22,,,2.0
569.25,,,2.0
569.29,,,2.0
569.32,,,2.0
569.35,,,2.0
569.38,,,2.0
569.42,,,2.0
569.45,,,2.0
569.48,,,2.0
569.52,,,2.0
569.55,,,2.0
569.58,,,2.0
569.62,,,2.0
569.65,,,2.0
569.68,,,2.0
569.72,,,2.0
569.75,,,2.0
569.79,,,2.0
569.82,,,2.0
569.85,,,2.0
569.88,,,2.0
569.92,,,2.0
569.95,,,2.0
569.98,,,2.0
570.02,,,2.0
570.05,,,2.0
570.08,,,2.0
570.12,,,2.0
570.15,,,2.0
570.18,,,2.0
570.22,,,2.0
570.25,,,2.0
570.29,,,2.0
570.32,,,2.0
570.35,,,2.0
570.38,,,2.0
570.42,,,2.0
570.45,,,2.0
570.48,,,2.0
570.52,,,2.0
570.55,,,2.0
570.58,,,2.0
570.62,,,2.0
570.65,,,2.0
570.68,,,2.0
570.72,,,2.0
570.75,,,2.0
570.79,,,2.0
570.82,,,2.0
570.85,,,2.0
570.88,,,2.0
570.92,,,2.0
570.95,,,2.0
570.98,,,2.0
571.02,,,2.0
571.05,,,2.0
571.08,,,2.0
571.11,,,2.0
571.14,,,2.0
571.18,,,2.0
571.21,,,2.0
571.24,,,2.0
571.28,,,2.0
571.31,,,2.0
571.34,,,2.0
571.38,,,2.0
571.41,,,2.0
571.44,,,2.0
571.48,,,2.0
571.51,,,2.0
571.54,,,2.0
571.58,,,2.0
571.61,,,2.0
571.64,,,2.0
571.68,,,2.0
571.71,,,2.0
571.74,,,2.0
571.78,,,2.0
571.81,,,2.0
571.84,,,2.0
571.88,,,2.0
571.91,,,2.0
571.94,,,2.0
571.98,,,2.0
572.01,,,2.0
572.04,,,2.0
572.08,,,2.0
572.11,,,2.0
572.14,,,2.0
572.18,,,2.0
572.21,,,2.0
572.24,,,2.0
572.28,,,2.0
572.31,,,2.0
572.34,,,2.0
572.38,,,2.0
572.41,,,2.0
572.44,,,2.0
572.48,,,2.0
572.51,,,2.0
572.55,,,2.0
572.58,,,2.0
572.61,,,2.0
572.64,,,2.0
572.68,,,1.0
572.71,,,1.0
572.74,,,1.0
