time,faces_057,faces_058,faces_059,faces_060
149.33,,,,2.0
230.46,,,,2.0
230.49,,,,2.0
230.52,,,,2.0
230.56,,,,2.0
230.59,,,,2.0
230.62,,,,2.0
230.66,,,,2.0
230.69,,,,2.0
230.72,,,,2.0
230.76,,,,2.0
230.79,,,,2.0
230.82,,,,2.0
230.86,,,,2.0
230.89,,,,2.0
230.92,,,,2.0
230.96,,,,2.0
230.99,,,,2.0
231.02,,,,2.0
231.06,,,,2.0
231.09,,,,2.0
231.12,,,,2.0
231.16,,,,2.0
231.19,,,,2.0
231.22,,,,2.0
231.26,,,,2.0
231.29,,,,2.0
231.32,,,,2.0
231.36,,,,2.0
231.39,,,,2.0
231.42,,,,2.0
231.46,,,,2.0
231.49,,,,2.0
231.52,,,,2.0
231.56,,,,2.0
231.59,,,,2.0
231.62,,,,2.0
231.66,,,,2.0
231.69,,,,2.0
231.72,,,,2.0
231.76,,,,2.0
231.79,,,,2.0
231.82,,,,2.0
231.86,,,,2.0
231.89,,,,2.0
231.92,,,,2.0
231.96,,,,2.0
231.99,,,,2.0
232.02,,,,2.0
232.06,,,,2.0
232.09,,,,2.0
232.12,,,,2.0
232.16,,,,2.0
232.19,,,,2.0
232.22,,,,2.0
232.26,,,,2.0
232.29,,,,2.0
232.32,,,,2.0
232.36,,,,2.0
232.39,,,,2.0
232.42,,,,2.0
232.46,,,,2.0
232.49,,,,2.0
232.52,,,,2.0
232.56,,,,2.0
232.59,,,,2.0
232.62,,,,2.0
232.66,,,,2.0
232.69,,,,2.0
232.72,,,,2.0
232.76,,,,2.0
232.79,,,,2.0
232.82,,,,2.0
232.86,,,,2.0
232.89,,,,2.0
232.92,,,,2.0
232.96,,,,2.0
232.99,,,,2.0
233.02,,,,2.0
233.06,,,,2.0
233.09,,,,2.0
233.12,,,,2.0
233.16,,,,2.0
233.19,,,,2.0
233.22,,,,2.0
233.26,,,,2.0
233.29,,,,2.0
233.32,,,,2.0
233.36,,,,2.0
233.39,,,,2.0
233.42,,,,2.0
233.46,,,,2.0
233.49,,,,2.0
233.52,,,,2.0
233.56,,,,2.0
233.59,,,,2.0
233.62,,,,2.0
233.66,,,,2.0
233.69,,,,2.0
233.72,,,,2.0
233.76,,,,2.0
233.79,,,,2.0
233.82,,,,2.0
233.86,,,,2.0
233.89,,,,2.0
233.92,,,,2.0
233.96,,,,2.0
233.99,,,,2.0
234.02,,,,2.0
234.06,,,,2.0
234.09,,,,2.0
234.12,,,,2.0
234.16,,,,2.0
234.19,,,,2.0
234.23,,,,2.0
234.26,,,,2.0
234.29,,,,2.0
234.32,,,,2.0
234.36,,,,2.0
234.39,,,,2.0
234.42,,,,2.0
234.46,,,,2.0
234.49,,,,2.0
234.52,,,,2.0
234.56,,,,2.0
234.59,,,,2.0
234.62,,,,2.0
234.66,,,,2.0
234.69,,,,2.0
234.73,,,,2.0
234.76,,,,2.0
234.79,,,,2.0
