time,faces_049,faces_050
237.33,1.0,
367.96,1.0,
368.0,1.0,
368.03,1.0,
368.06,1.0,
368.1,1.0,
368.13,1.0,
368.16,1.0,
368.2,1.0,
368.23,1.0,
368.26,1.0,
368.29,1.0,
368.33,1.0,
368.36,1.0,
368.4,1.0,
368.43,1.0,
368.46,1.0,
368.5,1.0,
368.53,1.0,
368.56,1.0,
368.6,1.0,
368.63,1.0,
368.66,1.0,
368.7,1.0,
368.73,1.0,
368.76,1.0,
368.79,1.0,
368.83,1.0,
368.86,1.0,
368.9,1.0,
368.93,1.0,
368.96,1.0,
369.0,1.0,
369.03,1.0,
369.06,1.0,
369.1,1.0,
369.13,1.0,
369.16,1.0,
369.2,1.0,
369.23,1.0,
369.26,1.0,
369.3,1.0,
369.33,1.0,
369.36,1.0,
369.4,1.0,
369.43,1.0,
369.46,1.0,
369.5,1.0,
369.53,1.0,
369.56,1.0,
369.6,1.0,
369.63,1.0,
369.66,1.0,
369.7,1.0,
369.73,1.0,
369.76,1.0,
369.8,1.0,
369.83,1.0,
369.86,1.0,
369.9,1.0,
369.93,1.0,
369.96,1.0,
370.0,1.0,
370.03,1.0,
370.06,1.0,
370.1,1.0,
370.13,1.0,
370.16,1.0,
370.2,1.0,
370.23,1.0,
370.26,1.0,
370.3,1.0,
370.33,1.0,
370.36,1.0,
370.4,1.0,
370.43,1.0,
370.46,1.0,
370.5,1.0,
370.53,1.0,
370.56,1.0,
370.6,1.0,
370.63,1.0,
370.66,1.0,
370.7,1.0,
370.73,1.0,
370.76,1.0,
370.8,1.0,
370.83,1.0,
370.86,1.0,
370.9,1.0,
370.93,1.0,
370.96,1.0,
371.0,1.0,
371.03,1.0,
371.06,1.0,
371.1,1.0,
371.13,1.0,
371.16,1.0,
371.2,1.0,
371.23,1.0,
371.26,1.0,
371.3,1.0,
371.33,1.0,
371.36,1.0,
371.4,1.0,
371.43,1.0,
371.46,1.0,
371.5,1.0,
371.53,1.0,
371.56,1.0,
371.6,1.0,
371.63,1.0,
371.66,1.0,
371.7,1.0,
371.73,1.0,
371.76,1.0,
371.8,1.0,
371.83,1.0,
371.86,1.0,
371.9,1.0,
371.93,1.0,
371.96,1.0,
372.0,1.0,
372.03,1.0,
372.06,1.0,
372.1,1.0,
372.13,1.0,
372.16,1.0,
372.2,1.0,
372.23,1.0,
372.26,1.0,
372.3,1.0,
372.33,1.0,
372.36,1.0,
372.4,1.0,
372.43,1.0,
372.46,1.0,
372.5,1.0,
372.53,1.0,
372.56,1.0,
372.6,1.0,
372.63,1.0,
372.66,1.0,
372.7,1.0,
372.73,1.0,
372.76,1.0,
372.8,1.0,
372.83,1.0,
372.86,1.0,
372.9,1.0,
372.93,1.0,
372.96,1.0,
373.0,1.0,
373.03,1.0,
373.07,1.0,
373.1,1.0,
373.13,1.0,
373.16,1.0,
373.2,1.0,
373.23,1.0,
373.26,1.0,
373.3,1.0,
373.33,1.0,
373.36,1.0,
373.4,1.0,
373.43,1.0,
373.46,1.0,
373.5,1.0,
373.53,1.0,
373.57,1.0,
373.6,1.0,
373.63,1.0,
373.66,1.0,
373.7,1.0,
373.73,1.0,
373.76,1.0,
373.8,1.0,
373.83,1.0,
373.86,1.0,
373.9,1.0,
373.93,1.0,
373.96,1.0,
374.0,1.0,
374.03,1.0,
374.07,1.0,
374.1,1.0,
374.13,1.0,
374.16,1.0,
374.2,1.0,
374.23,1.0,
374.26,1.0,
374.3,1.0,
374.33,1.0,
374.36,1.0,
374.4,1.0,
374.43,1.0,
374.46,1.0,
374.5,1.0,
374.53,1.0,
374.57,1.0,
374.6,1.0,
374.63,1.0,
374.66,1.0,
374.7,1.0,
374.73,1.0,
374.76,1.0,
374.8,1.0,
374.83,1.0,
374.86,1.0,
374.9,1.0,
374.93,1.0,
374.96,1.0,
375.0,1.0,
375.03,1.0,
375.07,1.0,
375.1,1.0,
375.13,1.0,
375.16,1.0,
375.2,1.0,
375.23,1.0,
375.26,1.0,
375.3,1.0,
375.33,1.0,
375.36,1.0,
375.4,1.0,
375.43,1.0,
375.46,1.0,
