time,faces_132,faces_133,faces_134
166.0,2.0,,
226.0,,,2.0
252.7,2.0,,
252.74,2.0,,
252.77,2.0,,
252.8,2.0,,
252.83,2.0,,
252.87,2.0,,
252.9,2.0,,
252.94,2.0,,
252.97,2.0,,
253.0,2.0,,
253.04,2.0,,
253.07,2.0,,
253.1,2.0,,
253.14,2.0,,
253.17,2.0,,
253.2,2.0,,
253.24,2.0,,
253.27,2.0,,
253.3,2.0,,
253.33,2.0,,
253.37,2.0,,
253.4,2.0,,
253.44,2.0,,
253.47,2.0,,
253.5,2.0,,
253.54,2.0,,
253.57,2.0,,
253.6,2.0,,
253.64,2.0,,
253.67,2.0,,
253.7,2.0,,
253.74,2.0,,
253.77,2.0,,
253.8,2.0,,
253.84,2.0,,
253.87,2.0,,
253.9,2.0,,
253.94,2.0,,
253.97,2.0,,
254.0,2.0,,
254.04,2.0,,
254.07,2.0,,
254.1,2.0,,
254.14,2.0,,
254.17,2.0,,
254.2,2.0,,
254.24,2.0,,
254.27,2.0,,
254.3,2.0,,
254.34,2.0,,
254.37,2.0,,
254.4,2.0,,
254.44,2.0,,
254.47,2.0,,
254.5,2.0,,
254.54,2.0,,
254.57,2.0,,
254.6,2.0,,
254.64,2.0,,
254.67,2.0,,
254.7,2.0,,
254.74,2.0,,
254.77,2.0,,
254.8,2.0,,
254.84,2.0,,
254.87,2.0,,
254.9,2.0,,
254.94,2.0,,
254.97,2.0,,
255.0,2.0,,
255.04,2.0,,
255.07,2.0,,
255.1,2.0,,
255.14,2.0,,
255.17,2.0,,
255.2,2.0,,
255.24,2.0,,
255.27,2.0,,
255.3,2.0,,
255.34,2.0,,
255.37,2.0,,
255.4,2.0,,
255.44,2.0,,
255.47,2.0,,
255.5,2.0,,
255.54,2.0,,
255.57,2.0,,
255.6,2.0,,
255.64,2.0,,
255.67,2.0,,
255.7,2.0,,
255.74,2.0,,
255.77,2.0,,
255.8,2.0,,
255.84,2.0,,
255.87,2.0,,
255.9,2.0,,
255.94,2.0,,
255.97,2.0,,
256.0,2.0,,
256.04,2.0,,
256.07,2.0,,
256.1,2.0,,
256.14,2.0,,
256.17,2.0,,
256.2,2.0,,
256.24,2.0,,
256.27,2.0,,
256.3,2.0,,
256.34,2.0,,
256.37,2.0,,
256.4,2.0,,
256.44,2.0,,
256.47,2.0,,
256.5,2.0,,
256.54,2.0,,
256.57,2.0,,
256.6,2.0,,
256.64,2.0,,
256.67,2.0,,
256.7,2.0,,
256.74,2.0,,
256.77,2.0,,
256.8,2.0,,
256.84,2.0,,
256.87,2.0,,
256.9,2.0,,
256.94,2.0,,
256.97,2.0,,
257.0,2.0,,
257.04,2.0,,
257.07,2.0,,
257.1,2.0,,
257.14,2.0,,
257.17,2.0,,
257.2,2.0,,
257.24,2.0,,
257.27,2.0,,
257.3,2.0,,
257.34,2.0,,
257.37,2.0,,
257.4,2.0,,
257.44,2.0,,
257.47,2.0,,
257.5,2.0,,
257.54,2.0,,
257.57,2.0,,
257.6,2.0,,
257.64,2.0,,
257.67,2.0,,
257.7,2.0,,
257.74,2.0,,
257.77,2.0,,
257.8,2.0,,
257.84,2.0,,
257.87,2.0,,
257.9,2.0,,
257.94,2.0,,
257.97,2.0,,
258.0,2.0,,
258.04,2.0,,
258.07,2.0,,
258.1,2.0,,
258.14,2.0,,
258.17,2.0,,
258.2,2.0,,
258.24,2.0,,
258.27,2.0,,
258.3,2.0,,
258.34,2.0,,
258.37,2.0,,
258.4,2.0,,
258.44,2.0,,
258.47,2.0,,
258.5,2.0,,
258.54,2.0,,
258.57,2.0,,
258.6,2.0,,
258.64,2.0,,
258.67,2.0,,
258.7,2.0,,
258.74,2.0,,
258.77,2.0,,
258.8,2.0,,
258.84,2.0,,
258.87,2.0,,
258.9,2.0,,
258.94,2.0,,
258.97,2.0,,
259.0,2.0,,
259.04,2.0,,
259.07,2.0,,
259.1,2.0,,
259.14,2.0,,
259.17,2.0,,
259.2,2.0,,
259.24,2.0,,
259.27,2.0,,
259.3,2.0,,
259.34,2.0,,
259.37,2.0,,
259.4,2.0,,
259.44,2.0,,
259.47,2.0,,
259.5,2.0,,
259.54,2.0,,
259.57,2.0,,
259.6,2.0,,
259.64,2.0,,
259.67,2.0,,
259.7,2.0,,
259.74,2.0,,
259.77,2.0,,
259.8,2.0,,
259.84,2.0,,
259.87,2.0,,
259.9,2.0,,
259.94,2.0,,
