time,faces_115,faces_116,faces_117
86.67,2.0,,
132.28,2.0,,
132.31,2.0,,
132.34,2.0,,
132.38,2.0,,
132.41,2.0,,
132.44,2.0,,
132.48,2.0,,
132.51,2.0,,
132.54,2.0,,
132.58,2.0,,
132.61,2.0,,
132.64,2.0,,
132.68,2.0,,
132.71,2.0,,
132.74,2.0,,
132.78,2.0,,
132.81,2.0,,
132.84,2.0,,
132.88,2.0,,
132.91,2.0,,
132.94,2.0,,
132.98,2.0,,
133.01,2.0,,
133.04,2.0,,
133.08,2.0,,
133.11,2.0,,
133.14,2.0,,
133.18,2.0,,
133.21,2.0,,
133.24,2.0,,
133.28,2.0,,
133.31,2.0,,
133.34,2.0,,
133.38,2.0,,
133.41,2.0,,
133.44,2.0,,
133.48,2.0,,
133.51,2.0,,
133.54,2.0,,
133.58,2.0,,
133.61,2.0,,
133.64,2.0,,
133.68,2.0,,
133.71,2.0,,
133.74,2.0,,
133.78,2.0,,
133.81,1.0,,
133.84,1.0,,
133.88,1.0,,
133.91,1.0,,
133.94,1.0,,
133.98,1.0,,
134.01,1.0,,
134.04,1.0,,
134.08,1.0,,
134.11,1.0,,
134.14,1.0,,
134.18,2.0,,
134.21,2.0,,
134.24,2.0,,
134.28,2.0,,
134.31,2.0,,
134.34,2.0,,
134.38,2.0,,
134.41,2.0,,
134.44,2.0,,
134.48,2.0,,
134.51,2.0,,
134.54,2.0,,
134.58,2.0,,
134.61,2.0,,
134.64,2.0,,
134.68,2.0,,
134.71,2.0,,
134.74,2.0,,
134.78,2.0,,
134.81,2.0,,
134.85,2.0,,
134.88,2.0,,
134.91,2.0,,
134.94,2.0,,
134.98,2.0,,
135.01,2.0,,
135.05,2.0,,
135.08,2.0,,
135.11,2.0,,
135.14,2.0,,
135.18,2.0,,
135.21,2.0,,
135.24,2.0,,
135.28,2.0,,
135.31,2.0,,
135.35,2.0,,
135.38,2.0,,
135.41,2.0,,
135.44,2.0,,
135.48,2.0,,
135.51,2.0,,
135.55,2.0,,
135.58,2.0,,
135.61,2.0,,
135.64,2.0,,
135.68,2.0,,
135.71,2.0,,
135.74,2.0,,
135.78,2.0,,
135.81,2.0,,
135.85,2.0,,
135.88,2.0,,
135.91,2.0,,
135.94,2.0,,
135.98,2.0,,
136.01,2.0,,
136.05,2.0,,
136.08,2.0,,
136.11,2.0,,
136.14,2.0,,
136.18,2.0,,
136.21,2.0,,
136.24,2.0,,
136.28,2.0,,
136.31,2.0,,
136.35,2.0,,
136.38,2.0,,
136.41,2.0,,
136.44,2.0,,
136.48,2.0,,
136.51,2.0,,
136.55,2.0,,
136.58,2.0,,
136.61,2.0,,
136.64,2.0,,
136.68,2.0,,
136.71,2.0,,
136.74,2.0,,
136.78,2.0,,
136.81,2.0,,
136.85,2.0,,
136.88,2.0,,
136.91,2.0,,
136.94,2.0,,
136.98,2.0,,
137.01,2.0,,
137.05,2.0,,
137.08,2.0,,
137.11,2.0,,
137.14,2.0,,
137.18,2.0,,
137.21,2.0,,
137.24,2.0,,
137.28,2.0,,
137.31,2.0,,
137.35,2.0,,
137.38,2.0,,
137.41,2.0,,
137.44,2.0,,
137.48,2.0,,
137.51,2.0,,
137.55,2.0,,
137.58,2.0,,
137.61,2.0,,
137.64,2.0,,
137.68,2.0,,
137.71,2.0,,
137.74,2.0,,
137.78,2.0,,
137.81,2.0,,
137.85,2.0,,
137.88,2.0,,
137.91,2.0,,
137.94,2.0,,
137.98,2.0,,
138.01,2.0,,
138.05,2.0,,
138.08,2.0,,
138.11,2.0,,
138.14,2.0,,
138.18,2.0,,
138.21,2.0,,
138.24,2.0,,
138.28,2.0,,
138.31,2.0,,
138.35,2.0,,
138.38,2.0,,
138.41,2.0,,
138.44,2.0,,
138.48,2.0,,
138.51,2.0,,
138.55,2.0,,
138.58,2.0,,
138.61,2.0,,
138.65,2.0,,
138.68,2.0,,
138.71,2.0,,
138.75,2.0,,
138.78,2.0,,
138.81,2.0,,
138.85,2.0,,
138.88,2.0,,
138.91,2.0,,
138.95,2.0,,
138.98,2.0,,
139.01,2.0,,
139.05,2.0,,
139.08,2.0,,
139.11,2.0,,
139.15,2.0,,
139.18,2.0,,
139.21,2.0,,
139.25,2.0,,
139.28,2.0,,
139.31,2.0,,
139.35,2.0,,
139.38,2.0,,
139.41,2.0,,
139.45,2.0,,
139.48,2.0,,
139.51,2.0,,
139.55,2.0,,
139.58,2.0,,
139.61,2.0,,
139.65,2.0,,
139.68,2.0,,
139.71,2.0,,
139.75,2.0,,
139.78,2.0,,
139.81,2.0,,
139.85,2.0,,
139.88,2.0,,
139.91,2.0,,
139.95,2.0,,
139.98,2.0,,
140.01,2.0,,
140.05,2.0,,
140.08,2.0,,
140.11,2.0,,
140.15,2.0,,
140.18,2.0,,
140.21,2.0,,
140.25,2.0,,
140.28,2.0,,
140.31,2.0,,
140.35,2.0,,
140.38,2.0,,
140.41,2.0,,
140.45,2.0,,
140.48,2.0,,
140.51,2.0,,
140.55,2.0,,
140.58,2.0,,
140.61,2.0,,
140.65,2.0,,
140.68,2.0,,
140.71,2.0,,
140.75,2.0,,
140.78,2.0,,
140.81,2.0,,
140.85,1.0,,
140.88,1.0,,
140.91,1.0,,
140.95,1.0,,
140.98,1.0,,
141.01,1.0,,
141.05,1.0,,
141.08,1.0,,
141.11,1.0,,
141.15,1.0,,
141.18,1.0,,
141.21,1.0,,
141.25,1.0,,
141.28,1.0,,
141.31,1.0,,
141.35,1.0,,
141.38,1.0,,
141.41,1.0,,
141.45,1.0,,
141.48,1.0,,
141.51,1.0,,
141.55,1.0,,
141.58,1.0,,
141.61,1.0,,
141.65,1.0,,
141.68,1.0,,
142.01,1.0,,
142.51,1.0,,
143.01,1.0,,
143.51,1.0,,
144.01,1.0,,
144.51,1.0,,
145.01,1.0,,
145.51,1.0,,
146.01,1.0,,
146.51,1.0,,
147.01,1.0,,
147.51,1.0,,
148.01,1.0,,
148.51,1.0,,
149.01,1.0,,
149.51,1.0,,
150.01,2.0,,
150.51,2.0,,
151.01,2.0,,
151.51,2.0,,
152.01,2.0,,
152.51,2.0,,
153.01,2.0,,
153.51,2.0,,
154.01,2.0,,
154.51,2.0,,
155.01,2.0,,
155.51,2.0,,
156.01,2.0,,
156.51,2.0,,
157.01,2.0,,
157.51,2.0,,
158.01,2.0,,
158.51,2.0,,
159.01,2.0,,
159.51,2.0,,
160.01,2.0,,
160.51,2.0,,
161.01,2.0,,
161.51,2.0,,
162.0,2.0,,
162.51,2.0,,
163.01,2.0,,
163.51,2.0,,
164.01,2.0,,
164.51,2.0,,
165.01,2.0,,
165.51,2.0,,
166.01,2.0,,
166.51,2.0,,
167.01,2.0,,
167.51,2.0,,
168.01,2.0,,
168.51,2.0,,
169.01,2.0,,
169.51,2.0,,
170.01,2.0,,
170.51,2.0,,
171.01,2.0,,
171.51,2.0,,
172.01,2.0,,
172.51,2.0,,
173.01,2.0,,
173.51,2.0,,
174.01,2.0,,
174.51,2.0,,
174.67,,1.0,
175.01,2.0,,
175.51,2.0,,
176.01,2.0,,
176.51,2.0,,
177.01,2.0,,
177.51,2.0,,
178.01,2.0,,
178.51,2.0,,
179.01,2.0,,
179.51,2.0,,
180.01,2.0,,
180.51,2.0,,
181.0,2.0,,
181.5,2.0,,
182.0,2.0,,
182.51,2.0,,
183.01,2.0,,
183.51,2.0,,
184.01,2.0,,
184.51,2.0,,
185.01,2.0,,
185.51,2.0,,
186.01,2.0,,
186.51,2.0,,
187.01,2.0,,
187.51,2.0,,
188.01,2.0,,
188.51,2.0,,
189.01,2.0,,
189.51,2.0,,
190.01,2.0,,
190.51,2.0,,
191.01,2.0,,
191.51,2.0,,
192.01,2.0,,
192.51,2.0,,
193.01,2.0,,
193.51,2.0,,
194.01,2.0,,
194.51,2.0,,
195.01,2.0,,
195.51,2.0,,
196.01,2.0,,
196.5,2.0,,
197.01,2.0,,
197.51,2.0,,
198.01,2.0,,
198.51,2.0,,
199.01,2.0,,
199.51,2.0,,
200.0,2.0,,
200.5,2.0,,
201.0,2.0,,
201.5,2.0,,
202.0,2.0,,
202.51,2.0,,
203.01,2.0,,
203.51,2.0,,
204.01,2.0,,
204.51,2.0,,
205.01,2.0,,
205.51,2.0,,
206.01,2.0,,
206.51,2.0,,
207.01,2.0,,
207.51,2.0,,
208.01,2.0,,
208.51,2.0,,
209.01,2.0,,
209.51,2.0,,
210.01,2.0,,
210.51,2.0,,
211.01,2.0,,
211.51,1.0,,
212.01,1.0,,
212.51,1.0,,
213.01,1.0,,
213.51,1.0,,
214.01,2.0,,
214.51,2.0,,
215.01,2.0,,
215.51,2.0,,
216.01,2.0,,
216.51,2.0,,
217.01,2.0,,
217.51,2.0,,
218.01,2.0,,
218.51,2.0,,
219.01,2.0,,
219.5,1.0,,
220.0,1.0,,
220.5,1.0,,
221.0,1.0,,
221.5,1.0,,
222.0,1.0,,
222.51,1.0,,
223.01,1.0,,
223.51,1.0,,
224.01,1.0,,
224.51,1.0,,
225.01,2.0,,
225.51,2.0,,
226.01,2.0,,
226.51,2.0,,
227.01,2.0,,
227.51,2.0,,
228.01,2.0,,
228.51,2.0,,
229.01,2.0,,
229.51,2.0,,
230.01,2.0,,
230.51,1.0,,
231.01,1.0,,
231.51,1.0,,
232.01,1.0,,
232.51,1.0,,
233.01,1.0,,
233.51,1.0,,
234.01,1.0,,
234.51,1.0,,
235.01,1.0,,
235.51,2.0,,
236.01,2.0,,
236.51,2.0,,
237.01,1.0,,
237.51,1.0,,
238.01,1.0,,
238.51,1.0,,
239.01,1.0,,
239.5,1.0,,
240.0,1.0,,
240.5,1.0,,
241.0,1.0,,
241.5,1.0,,
242.0,1.0,,
242.51,1.0,,
243.01,1.0,,
243.51,1.0,,
244.01,1.0,,
244.51,1.0,,
245.01,1.0,,
245.51,1.0,,
246.01,0.0,,
246.51,0.0,,
247.01,0.0,,
247.51,0.0,,
248.01,0.0,,
248.51,1.0,,
248.67,,,0.0
249.01,2.0,,
249.51,2.0,,
250.01,2.0,,
250.51,2.0,,
251.01,2.0,,
251.51,2.0,,
252.01,2.0,,
252.51,2.0,,
253.01,2.0,,
253.51,2.0,,
254.01,2.0,,
254.51,1.0,,
255.01,1.0,,
255.51,1.0,,
256.01,2.0,,
256.51,2.0,,
257.01,2.0,,
257.51,2.0,,
258.01,2.0,,
258.51,2.0,,
259.01,2.0,,
259.5,2.0,,
260.0,2.0,,
260.5,2.0,,
261.0,2.0,,
261.5,2.0,,
262.01,2.0,,
262.51,1.0,,
263.01,1.0,,
263.51,1.0,,
264.01,1.0,,
264.51,1.0,,
264.74,,1.0,
264.77,,1.0,
264.8,,1.0,
264.84,,1.0,
264.87,,1.0,
264.9,,1.0,
264.94,,1.0,
264.97,,1.0,
265.0,,1.0,
265.01,1.0,,
265.04,,1.0,
265.07,,1.0,
265.1,,1.0,
265.14,,1.0,
265.17,,1.0,
265.21,,1.0,
265.24,,1.0,
265.27,,1.0,
265.3,,1.0,
265.34,,1.0,
265.37,,1.0,
265.4,,1.0,
265.44,,1.0,
265.47,,1.0,
265.5,,1.0,
265.51,1.0,,
265.54,,1.0,
265.57,,1.0,
265.6,,1.0,
265.64,,1.0,
265.67,,1.0,
265.71,,1.0,
265.74,,1.0,
265.77,,1.0,
265.81,,1.0,
265.84,,1.0,
265.87,,1.0,
265.91,,1.0,
265.94,,1.0,
265.97,,1.0,
266.01,1.0,1.0,
266.04,,1.0,
266.07,,1.0,
266.11,,1.0,
266.14,,1.0,
266.17,,1.0,
266.21,,1.0,
266.24,,1.0,
266.27,,1.0,
266.31,,1.0,
266.34,,1.0,
266.37,,1.0,
266.41,,1.0,
266.44,,1.0,
266.47,,1.0,
266.51,1.0,1.0,
266.54,,1.0,
266.57,,1.0,
266.61,,1.0,
266.64,,1.0,
266.67,,1.0,
266.71,,1.0,
266.74,,1.0,
266.77,,2.0,
266.81,,2.0,
266.84,,2.0,
266.87,,2.0,
266.91,,2.0,
266.94,,2.0,
266.97,,2.0,
267.01,1.0,2.0,
267.04,,2.0,
267.07,,2.0,
267.11,,2.0,
267.13,,1.0,
267.15,,1.0,
267.17,,1.0,
267.21,,1.0,
267.24,,1.0,
267.27,,1.0,
267.31,,1.0,
267.34,,1.0,
267.37,,1.0,
267.41,,1.0,
267.44,,1.0,
267.47,,1.0,
267.51,1.0,1.0,
267.54,,1.0,
267.57,,1.0,
267.61,,1.0,
267.64,,1.0,
267.67,,1.0,
267.71,,1.0,
267.74,,1.0,
267.77,,1.0,
267.81,,1.0,
267.84,,1.0,
