time,faces_066,faces_067,faces_068,faces_069
38.67,0.0,,,
56.71,0.0,,,
56.74,0.0,,,
56.77,0.0,,,
56.81,0.0,,,
56.84,0.0,,,
56.87,0.0,,,
56.91,0.0,,,
56.94,0.0,,,
56.97,0.0,,,
57.01,0.0,,,
57.04,0.0,,,
57.07,0.0,,,
57.11,0.0,,,
57.14,0.0,,,
57.17,0.0,,,
57.21,0.0,,,
57.24,0.0,,,
57.27,0.0,,,
57.31,0.0,,,
57.34,0.0,,,
57.37,0.0,,,
57.41,0.0,,,
57.44,0.0,,,
57.47,0.0,,,
57.51,0.0,,,
57.54,0.0,,,
57.57,0.0,,,
57.61,0.0,,,
57.64,0.0,,,
57.67,0.0,,,
57.71,0.0,,,
57.74,0.0,,,
57.77,0.0,,,
57.81,0.0,,,
57.84,1.0,,,
57.87,1.0,,,
57.91,1.0,,,
57.94,1.0,,,
57.97,1.0,,,
58.01,1.0,,,
58.04,1.0,,,
58.07,1.0,,,
58.11,1.0,,,
58.14,1.0,,,
58.17,1.0,,,
58.21,1.0,,,
58.24,1.0,,,
58.27,1.0,,,
58.31,1.0,,,
58.34,1.0,,,
58.37,1.0,,,
58.41,1.0,,,
58.44,1.0,,,
58.47,1.0,,,
58.51,0.0,,,
58.54,0.0,,,
58.57,0.0,,,
58.61,0.0,,,
58.64,0.0,,,
58.67,0.0,,,
58.71,0.0,,,
58.74,0.0,,,
58.77,0.0,,,
58.81,0.0,,,
58.84,0.0,,,
58.87,0.0,,,
58.91,0.0,,,
58.94,0.0,,,
58.97,0.0,,,
59.01,0.0,,,
59.04,0.0,,,
59.07,0.0,,,
59.11,0.0,,,
59.14,0.0,,,
59.17,0.0,,,
59.21,0.0,,,
59.24,0.0,,,
59.27,0.0,,,
59.31,0.0,,,
59.34,0.0,,,
59.38,0.0,,,
59.41,0.0,,,
59.44,0.0,,,
59.47,0.0,,,
59.51,0.0,,,
59.54,0.0,,,
59.58,0.0,,,
59.61,0.0,,,
59.64,0.0,,,
59.68,0.0,,,
59.71,0.0,,,
59.74,0.0,,,
59.78,0.0,,,
59.81,0.0,,,
59.84,0.0,,,
59.88,0.0,,,
59.91,0.0,,,
59.94,0.0,,,
59.97,0.0,,,
60.01,0.0,,,
60.04,0.0,,,
60.08,0.0,,,
60.11,0.0,,,
60.14,0.0,,,
60.18,0.0,,,
60.21,0.0,,,
60.24,0.0,,,
60.28,0.0,,,
60.31,0.0,,,
60.34,0.0,,,
60.38,0.0,,,
60.41,0.0,,,
60.44,0.0,,,
60.47,0.0,,,
60.51,0.0,,,
60.54,0.0,,,
60.58,0.0,,,
60.61,0.0,,,
60.64,0.0,,,
60.68,0.0,,,
60.71,0.0,,,
61.01,0.0,,,
61.51,0.0,,,
62.0,0.0,,,
62.5,0.0,,,
63.0,0.0,,,
63.5,0.0,,,
64.0,0.0,,,
64.5,0.0,,,
65.0,0.0,,,
65.5,0.0,,,
66.0,0.0,,,
66.5,0.0,,,
67.0,0.0,,,
67.5,0.0,,,
68.0,0.0,,,
68.5,0.0,,,
69.0,0.0,,,
69.5,0.0,,,
70.0,1.0,,,
70.5,0.0,,,
71.0,0.0,,,
71.5,0.0,,,
72.0,0.0,,,
72.5,0.0,,,
73.0,0.0,,,
73.5,0.0,,,
74.0,0.0,,,
74.5,0.0,,,
75.0,1.0,,,
75.51,2.0,,,
76.01,2.0,,,
76.51,2.0,,,
77.01,1.0,,,
77.51,2.0,,,
78.01,1.0,,,
78.51,0.0,,,
79.01,1.0,,,
79.51,1.0,,,
80.01,0.0,,,
80.51,0.0,,,
81.0,0.0,,,
81.5,0.0,,,
82.0,0.0,,,
82.5,0.0,,,
83.0,0.0,,,
83.5,0.0,,,
84.0,1.0,,,
84.5,1.0,,,
85.0,1.0,,,
85.5,0.0,,,
86.0,0.0,,,
86.5,0.0,,,
87.0,0.0,,,
87.5,0.0,,,
88.0,0.0,,,
88.5,0.0,,,
89.0,0.0,,,
89.5,0.0,,,
90.0,0.0,,,
90.5,0.0,,,
91.0,0.0,,,
91.5,0.0,,,
92.0,0.0,,,
92.5,0.0,,,
93.0,0.0,,,
93.5,0.0,,,
94.0,0.0,,,
94.5,0.0,,,
95.0,0.0,,,
95.51,0.0,,,
96.01,0.0,,,
96.51,0.0,,,
97.01,0.0,,,
97.51,1.0,,,
98.01,1.0,,,
98.51,1.0,,,
99.01,1.0,,,
99.51,1.0,,,
100.0,0.0,,,
100.5,0.0,,,
101.0,1.0,,,
101.5,1.0,,,
102.0,1.0,,,
102.5,1.0,,,
103.0,1.0,,,
103.5,0.0,,,
104.0,0.0,,,
104.5,0.0,,,
105.0,1.0,,,
105.5,1.0,,,
106.0,1.0,,,
106.5,1.0,,,
107.0,1.0,,,
107.5,0.0,,,
108.0,1.0,,,
108.5,1.0,,,
109.0,1.0,,,
109.5,1.0,,,
110.0,1.0,,,
110.5,1.0,,,
111.0,1.0,,,
111.5,1.0,,,
112.0,1.0,,,
112.5,1.0,,,
113.0,1.0,,,
113.5,1.0,,,
114.0,1.0,,,
114.5,1.0,,,
115.01,1.0,,,
115.51,1.0,,,
116.01,1.0,,,
116.51,1.0,,,
117.01,1.0,,,
117.51,1.0,,,
118.04,1.0,,,
118.51,0.0,,,
119.01,0.0,,,
119.51,0.0,,,
120.01,0.0,,,
120.51,0.0,,,
121.0,0.0,,,
121.5,0.0,,,
122.0,0.0,,,
122.54,0.0,,,
122.67,,3.0,,
123.04,0.0,,,
123.54,1.0,,,
124.0,2.0,,,
124.5,3.0,,,
125.0,3.0,,,
125.5,3.0,,,
126.0,3.0,,,
126.5,3.0,,,
127.0,3.0,,,
127.5,3.0,,,
128.0,3.0,,,
128.5,3.0,,,
129.0,3.0,,,
129.5,3.0,,,
130.0,2.0,,,
130.5,3.0,,,
131.0,3.0,,,
131.5,3.0,,,
132.0,3.0,,,
132.5,3.0,,,
133.0,3.0,,,
133.5,3.0,,,
134.0,3.0,,,
134.5,3.0,,,
135.01,3.0,,,
135.51,1.0,,,
136.01,1.0,,,
136.51,2.0,,,
137.01,3.0,,,
137.51,3.0,,,
138.01,3.0,,,
138.51,2.0,,,
139.01,2.0,,,
139.51,2.0,,,
140.01,2.0,,,
140.51,3.0,,,
141.0,3.0,,,
141.5,3.0,,,
142.0,2.0,,,
142.5,2.0,,,
143.0,2.0,,,
143.5,2.0,,,
144.0,2.0,,,
144.5,2.0,,,
145.0,2.0,,,
145.5,2.0,,,
146.0,2.0,,,
146.5,2.0,,,
147.0,2.0,,,
147.5,2.0,,,
148.0,2.0,,,
148.5,0.0,,,
149.0,3.0,,,
149.5,3.0,,,
150.0,3.0,,,
150.5,3.0,,,
151.0,3.0,,,
151.5,3.0,,,
152.0,3.0,,,
152.51,3.0,,,
153.0,3.0,,,
153.5,3.0,,,
154.0,3.0,,,
154.5,3.0,,,
155.01,3.0,,,
155.51,3.0,,,
156.01,3.0,,,
156.51,3.0,,,
157.01,3.0,,,
157.51,3.0,,,
158.01,3.0,,,
158.51,3.0,,,
159.01,3.0,,,
159.51,3.0,,,
160.01,3.0,,,
160.5,3.0,,,
161.0,3.0,,,
161.5,3.0,,,
162.0,3.0,,,
162.5,3.0,,,
163.0,3.0,,,
163.5,3.0,,,
164.0,3.0,,,
164.5,3.0,,,
165.0,3.0,,,
165.5,3.0,,,
166.0,3.0,,,
166.5,3.0,,,
167.0,3.0,,,
167.5,3.0,,,
168.0,3.0,,,
168.5,3.0,,,
169.0,3.0,,,
169.5,3.0,,,
170.0,3.0,,,
170.5,3.0,,,
171.0,3.0,,,
171.5,3.0,,,
172.0,3.0,,,
172.5,3.0,,,
173.0,3.0,,,
173.5,3.0,,,
174.0,3.0,,,
174.5,3.0,,,
175.01,3.0,,,
175.51,3.0,,,
176.01,3.0,,,
176.51,3.0,,,
177.01,3.0,,,
177.51,3.0,,,
178.01,3.0,,,
178.51,3.0,,,
179.01,3.0,,,
179.51,3.0,,,
180.0,3.0,,,
180.5,3.0,,,
181.0,3.0,,,
181.5,3.0,,,
182.0,3.0,,,
182.5,3.0,,,
183.0,3.0,,,
183.5,3.0,,,
184.0,3.0,,,
184.5,3.0,,,
184.63,,3.0,,
184.66,,3.0,,
184.69,,3.0,,
184.73,,3.0,,
184.76,,3.0,,
184.79,,3.0,,
184.83,,3.0,,
184.86,,3.0,,
184.89,,3.0,,
184.93,,3.0,,
184.96,,3.0,,
184.99,,3.0,,
185.0,3.0,,,
185.03,,3.0,,
185.06,,3.0,,
185.09,,3.0,,
185.13,,3.0,,
185.16,,3.0,,
185.19,,3.0,,
185.23,,3.0,,
185.26,,3.0,,
185.3,,3.0,,
185.33,,3.0,,
185.36,,3.0,,
185.4,,3.0,,
