time,faces_022,faces_023,faces_024,faces_025
209.33,,3.0,,
289.33,,,2.0,
339.98,,3.0,,
340.01,,3.0,,
340.04,,3.0,,
340.08,,3.0,,
340.11,,3.0,,
340.15,,3.0,,
340.18,,3.0,,
340.21,,3.0,,
340.25,,3.0,,
340.28,,3.0,,
340.31,,3.0,,
340.35,,3.0,,
340.38,,3.0,,
340.41,,3.0,,
340.45,,3.0,,
340.48,,3.0,,
340.51,,3.0,,
340.55,,3.0,,
340.58,,3.0,,
340.61,,3.0,,
340.65,,3.0,,
340.68,,3.0,,
340.71,,3.0,,
340.75,,3.0,,
340.78,,3.0,,
340.81,,3.0,,
340.85,,3.0,,
340.88,,3.0,,
340.91,,3.0,,
340.95,,3.0,,
340.98,,3.0,,
341.01,,3.0,,
341.05,,3.0,,
341.08,,3.0,,
341.11,,3.0,,
341.15,,3.0,,
341.18,,3.0,,
341.21,,3.0,,
341.25,,3.0,,
341.28,,3.0,,
341.31,,3.0,,
341.35,,3.0,,
341.38,,3.0,,
341.42,,3.0,,
341.45,,3.0,,
341.48,,3.0,,
341.52,,3.0,,
341.55,,3.0,,
341.58,,3.0,,
341.62,,3.0,,
341.65,,3.0,,
341.68,,3.0,,
341.72,,3.0,,
341.75,,3.0,,
341.78,,3.0,,
341.82,,3.0,,
341.85,,3.0,,
341.88,,3.0,,
341.92,,3.0,,
341.95,,3.0,,
341.98,,3.0,,
342.02,,3.0,,
342.05,,3.0,,
342.08,,3.0,,
342.12,,3.0,,
342.15,,3.0,,
342.18,,3.0,,
342.22,,3.0,,
342.25,,3.0,,
342.28,,3.0,,
342.32,,3.0,,
342.35,,3.0,,
342.38,,3.0,,
342.42,,3.0,,
342.45,,3.0,,
342.48,,3.0,,
342.52,,3.0,,
342.55,,3.0,,
342.58,,3.0,,
342.62,,3.0,,
342.65,,3.0,,
342.68,,3.0,,
342.72,,3.0,,
342.75,,3.0,,
342.78,,3.0,,
342.82,,3.0,,
342.85,,3.0,,
342.88,,3.0,,
342.92,,3.0,,
342.95,,3.0,,
342.98,,3.0,,
343.02,,3.0,,
343.05,,3.0,,
343.08,,3.0,,
343.12,,3.0,,
343.15,,3.0,,
343.18,,3.0,,
343.22,,3.0,,
343.25,,3.0,,
343.28,,3.0,,
343.32,,3.0,,
343.35,,3.0,,
343.38,,3.0,,
343.42,,3.0,,
343.45,,3.0,,
343.48,,3.0,,
343.52,,3.0,,
343.55,,3.0,,
343.58,,3.0,,
343.62,,3.0,,
343.65,,3.0,,
343.68,,3.0,,
343.72,,3.0,,
343.75,,3.0,,
343.78,,3.0,,
343.82,,3.0,,
343.85,,3.0,,
343.88,,3.0,,
343.92,,3.0,,
343.95,,3.0,,
343.98,,3.0,,
344.02,,3.0,,
344.05,,3.0,,
344.08,,3.0,,
344.12,,3.0,,
344.15,,3.0,,
344.18,,3.0,,
344.22,,3.0,,
344.25,,3.0,,
344.28,,3.0,,
344.32,,3.0,,
344.35,,3.0,,
344.38,,3.0,,
344.42,,3.0,,
344.45,,3.0,,
344.48,,3.0,,
344.52,,3.0,,
344.55,,3.0,,
344.58,,3.0,,
344.62,,3.0,,
344.65,,3.0,,
344.68,,3.0,,
344.72,,3.0,,
344.75,,3.0,,
344.78,,3.0,,
344.82,,3.0,,
344.85,,3.0,,
344.88,,3.0,,
344.92,,3.0,,
344.95,,3.0,,
344.98,,3.0,,
345.02,,3.0,,
345.05,,3.0,,
345.08,,3.0,,
345.12,,3.0,,
345.15,,3.0,,
345.18,,3.0,,
345.22,,3.0,,
345.25,,3.0,,
345.28,,3.0,,
345.32,,3.0,,
345.35,,3.0,,
345.38,,3.0,,
345.42,,3.0,,
345.45,,3.0,,
345.48,,3.0,,
345.52,,3.0,,
345.55,,3.0,,
345.58,,3.0,,
345.62,,3.0,,
345.65,,3.0,,
345.68,,3.0,,
345.72,,3.0,,
345.75,,3.0,,
345.78,,3.0,,
345.82,,3.0,,
345.85,,3.0,,
345.88,,3.0,,
345.92,,3.0,,
345.95,,3.0,,
345.98,,3.0,,
346.02,,3.0,,
346.05,,3.0,,
346.08,,3.0,,
346.12,,3.0,,
346.15,,3.0,,
346.18,,3.0,,
346.22,,3.0,,
346.25,,3.0,,
346.28,,3.0,,
346.32,,3.0,,
346.35,,3.0,,
346.38,,3.0,,
346.42,,3.0,,
346.45,,3.0,,
346.48,,3.0,,
346.52,,3.0,,
346.55,,3.0,,
346.58,,3.0,,
346.62,,3.0,,
346.65,,3.0,,
346.68,,3.0,,
346.72,,3.0,,
346.75,,3.0,,
346.78,,3.0,,
346.82,,3.0,,
346.85,,3.0,,
346.88,,3.0,,
346.92,,3.0,,
346.95,,3.0,,
346.98,,3.0,,
347.02,,3.0,,
347.05,,3.0,,
347.08,,3.0,,
347.12,,3.0,,
347.15,,3.0,,
347.18,,3.0,,
347.22,,3.0,,
347.25,,3.0,,
347.28,,3.0,,
347.32,,3.0,,
347.35,,3.0,,
347.38,,3.0,,
347.42,,3.0,,
347.45,,3.0,,
347.48,,3.0,,
347.52,,3.0,,
347.55,,3.0,,
347.58,,3.0,,
347.62,,3.0,,
347.65,,3.0,,
347.68,,3.0,,
347.72,,3.0,,
347.75,,3.0,,
347.78,,3.0,,
347.82,,3.0,,
347.85,,3.0,,
347.88,,3.0,,
347.92,,3.0,,
347.95,,3.0,,
347.98,,3.0,,
348.01,,3.0,,
348.04,,3.0,,
348.08,,3.0,,
348.11,,3.0,,
348.14,,3.0,,
348.17,,3.0,,
348.21,,3.0,,
348.24,,3.0,,
348.28,,3.0,,
348.31,,3.0,,
348.34,,3.0,,
348.38,,3.0,,
348.41,,3.0,,
348.44,,3.0,,
348.48,,3.0,,
348.51,,3.0,,
348.54,,3.0,,
348.58,,3.0,,
348.61,,3.0,,
348.64,,3.0,,
348.67,,3.0,,
348.71,,3.0,,
348.74,,3.0,,
348.78,,3.0,,
348.81,,3.0,,
348.84,,3.0,,
348.88,,3.0,,
348.91,,3.0,,
348.94,,3.0,,
348.98,,3.0,,
349.01,,3.0,,
349.04,,3.0,,
349.08,,3.0,,
349.11,,3.0,,
349.14,,3.0,,
349.17,,3.0,,
349.21,,3.0,,
349.24,,3.0,,
349.28,,3.0,,
349.31,,3.0,,
349.34,,3.0,,
349.38,,3.0,,
349.41,,3.0,,
349.44,,3.0,,
349.48,,3.0,,
349.51,,3.0,,
349.54,,3.0,,
349.58,,3.0,,
349.61,,3.0,,
349.64,,3.0,,
349.67,,3.0,,
349.71,,3.0,,
349.74,,3.0,,
349.78,,3.0,,
349.81,,3.0,,
349.84,,3.0,,
349.88,,3.0,,
349.91,,3.0,,
349.94,,3.0,,
349.98,,3.0,,
350.01,,3.0,,
350.04,,3.0,,
350.08,,3.0,,
350.11,,3.0,,
350.14,,3.0,,
350.18,,3.0,,
350.21,,3.0,,
350.24,,3.0,,
350.28,,3.0,,
350.31,,3.0,,
350.34,,3.0,,
350.38,,3.0,,
350.41,,3.0,,
350.44,,3.0,,
350.48,,3.0,,
350.51,,3.0,,
350.54,,3.0,,
350.58,,3.0,,
350.61,,3.0,,
350.64,,3.0,,
350.68,,3.0,,
350.71,,3.0,,
350.74,,3.0,,
350.78,,3.0,,
350.81,,3.0,,
350.84,,3.0,,
350.88,,3.0,,
350.91,,3.0,,
350.94,,3.0,,
350.98,,3.0,,
351.01,,3.0,,
351.04,,3.0,,
351.08,,3.0,,
351.11,,3.0,,
351.14,,3.0,,
351.18,,3.0,,
351.21,,3.0,,
351.24,,3.0,,
351.28,,3.0,,
351.31,,3.0,,
351.34,,3.0,,
351.38,,3.0,,
351.41,,3.0,,
351.44,,3.0,,
351.48,,3.0,,
351.51,,3.0,,
351.54,,3.0,,
351.58,,3.0,,
351.61,,3.0,,
351.64,,3.0,,
351.68,,3.0,,
351.71,,3.0,,
351.74,,3.0,,
351.78,,3.0,,
351.81,,3.0,,
351.84,,3.0,,
351.88,,3.0,,
351.91,,3.0,,
351.94,,3.0,,
351.98,,3.0,,
352.01,,3.0,,
352.04,,3.0,,
352.08,,3.0,,
352.11,,3.0,,
352.14,,3.0,,
352.18,,3.0,,
352.21,,3.0,,
352.24,,3.0,,
352.28,,3.0,,
352.31,,3.0,,
352.34,,3.0,,
352.38,,3.0,,
352.41,,3.0,,
352.44,,3.0,,
352.48,,3.0,,
352.51,,3.0,,
352.54,,3.0,,
352.58,,3.0,,
352.61,,3.0,,
352.64,,3.0,,
352.68,,3.0,,
352.71,,3.0,,
352.74,,3.0,,
352.78,,3.0,,
352.81,,3.0,,
352.84,,3.0,,
352.88,,3.0,,
352.91,,3.0,,
352.94,,3.0,,
352.98,,3.0,,
353.01,,3.0,,
353.04,,3.0,,
353.08,,3.0,,
353.11,,3.0,,
353.14,,3.0,,
353.18,,3.0,,
353.21,,3.0,,
353.24,,3.0,,
353.28,,3.0,,
353.31,,3.0,,
353.34,,3.0,,
353.38,,3.0,,
353.41,,3.0,,
353.44,,3.0,,
353.48,,3.0,,
353.51,,3.0,,
353.54,,3.0,,
353.58,,3.0,,
353.61,,3.0,,
353.64,,3.0,,
353.68,,3.0,,
353.71,,3.0,,
