time,faces_037,faces_038,average_numeric,average_binary,task_start_sec,task_end_sec,condition
174.0,0.0,1,0.9,0.93,465.0,1245.0,Grid/VR
174.5,0.0,1,0.85,0.9,465.0,1245.0,Grid/VR
175.0,0.0,0,0.75,0.83,465.0,1245.0,Grid/VR
175.5,0.0,0,0.65,0.77,465.0,1245.0,Grid/VR
176.0,0.0,0,0.55,0.7,465.0,1245.0,Grid/VR
176.5,1.0,0,0.5,0.67,465.0,1245.0,Grid/VR
177.0,1.0,0,0.45,0.63,465.0,1245.0,Grid/VR
177.5,1.0,0,0.4,0.6,465.0,1245.0,Grid/VR
178.0,1.0,0,0.35,0.57,465.0,1245.0,Grid/VR
178.5,1.0,0,0.35,0.57,465.0,1245.0,Grid/VR
179.0,1.0,1,0.4,0.6,465.0,1245.0,Grid/VR
179.5,1.0,1,0.45,0.63,465.0,1245.0,Grid/VR
180.0,1.0,1,0.55,0.7,465.0,1245.0,Grid/VR
180.5,1.0,0,0.6,0.73,465.0,1245.0,Grid/VR
181.0,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
181.5,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
182.0,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
182.5,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
183.0,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
183.5,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
184.0,1.0,0,0.6,0.73,465.0,1245.0,Grid/VR
184.5,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
185.0,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
185.5,1.0,1,0.65,0.77,465.0,1245.0,Grid/VR
186.0,0.0,1,0.65,0.77,465.0,1245.0,Grid/VR
186.5,0.0,1,0.65,0.77,465.0,1245.0,Grid/VR
187.0,0.0,1,0.65,0.77,465.0,1245.0,Grid/VR
187.5,0.0,1,0.65,0.77,465.0,1245.0,Grid/VR
188.0,1.0,1,0.7,0.8,465.0,1245.0,Grid/VR
188.5,1.0,1,0.75,0.83,465.0,1245.0,Grid/VR
189.0,1.0,1,0.8,0.87,465.0,1245.0,Grid/VR
189.5,1.0,1,0.8,0.87,465.0,1245.0,Grid/VR
190.0,1.0,1,0.8,0.87,465.0,1245.0,Grid/VR
190.5,1.0,1,0.8,0.87,465.0,1245.0,Grid/VR
191.0,1.0,1,0.85,0.9,465.0,1245.0,Grid/VR
191.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
192.0,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
192.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
