time,faces_037,faces_038,average_numeric,average_binary,task_start_sec,task_end_sec,condition
-12.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-11.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-11.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-10.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-10.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-9.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-9.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-8.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-8.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-7.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-7.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-6.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-6.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-5.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-5.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-4.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-4.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-3.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-3.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-2.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-2.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-1.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
-1.0,,1,1.0,1.0,465.0,1245.0,Grid/VR
-0.5,,1,1.0,1.0,465.0,1245.0,Grid/VR
0.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
0.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
1.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
1.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
2.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
2.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
3.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
3.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
4.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
4.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
5.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
5.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
6.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
6.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
7.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
7.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
8.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
8.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
9.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
9.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
10.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
10.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
11.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
11.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
12.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
12.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
13.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
13.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
14.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
14.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
15.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
15.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
16.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
16.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
17.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
17.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
18.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
18.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
19.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
19.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
20.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
20.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
21.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
21.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
22.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
22.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
23.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
23.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
24.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
24.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
25.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
25.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
26.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
26.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
27.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
27.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
28.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
28.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
29.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
29.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
30.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
30.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
31.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
31.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
32.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
32.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
33.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
33.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
34.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
34.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
35.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
35.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
36.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
36.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
37.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
37.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
38.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
38.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
39.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
39.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
40.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
40.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
41.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
41.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
42.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
42.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
43.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
43.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
44.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
44.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
45.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
45.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
46.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
46.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
47.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
47.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
48.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
48.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
49.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
49.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
50.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
50.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
51.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
51.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
52.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
52.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
53.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
53.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
54.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
54.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
55.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
55.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
56.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
56.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
57.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
57.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
58.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
58.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
59.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
59.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
60.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
60.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
61.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
61.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
62.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
62.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
63.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
63.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
64.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
64.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
65.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
65.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
66.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
66.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
67.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
67.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
68.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
68.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
69.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
69.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
70.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
70.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
71.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
71.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
72.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
72.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
73.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
73.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
74.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
74.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
75.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
75.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
76.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
76.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
77.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
77.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
78.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
78.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
79.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
79.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
80.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
80.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
81.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
81.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
82.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
82.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
83.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
83.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
84.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
84.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
85.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
85.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
86.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
86.5,0.0,1,0.95,0.97,465.0,1245.0,Grid/VR
87.0,0.0,1,0.9,0.93,465.0,1245.0,Grid/VR
87.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
88.0,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
88.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
89.0,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
89.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
90.0,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
90.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
91.0,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
91.5,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
92.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
92.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
93.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
93.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
94.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
94.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
95.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
95.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
96.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
96.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
97.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
97.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
98.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
98.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
99.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
99.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
100.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
100.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
101.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
101.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
102.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
102.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
103.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
103.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
104.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
104.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
105.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
105.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
106.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
106.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
107.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
107.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
108.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
108.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
109.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
109.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
110.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
110.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
111.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
111.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
112.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
112.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
113.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
113.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
114.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
114.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
115.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
115.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
116.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
116.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
117.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
117.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
118.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
118.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
119.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
119.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
120.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
120.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
121.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
121.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
122.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
122.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
123.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
123.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
124.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
124.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
125.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
125.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
126.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
126.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
127.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
127.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
128.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
128.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
129.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
129.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
130.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
130.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
131.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
131.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
132.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
132.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
133.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
133.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
134.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
134.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
135.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
135.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
136.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
136.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
137.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
137.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
138.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
138.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
139.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
139.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
140.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
140.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
141.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
141.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
142.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
142.5,1.0,0,0.95,0.97,465.0,1245.0,Grid/VR
143.0,1.0,0,0.9,0.93,465.0,1245.0,Grid/VR
143.5,0.0,0,0.8,0.87,465.0,1245.0,Grid/VR
144.0,0.0,0,0.7,0.8,465.0,1245.0,Grid/VR
144.5,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
145.0,1.0,0,0.6,0.73,465.0,1245.0,Grid/VR
145.5,1.0,0,0.55,0.7,465.0,1245.0,Grid/VR
146.0,0.0,0,0.45,0.63,465.0,1245.0,Grid/VR
146.5,1.0,0,0.4,0.6,465.0,1245.0,Grid/VR
147.0,1.0,0,0.35,0.57,465.0,1245.0,Grid/VR
147.5,1.0,0,0.35,0.57,465.0,1245.0,Grid/VR
148.0,1.0,1,0.4,0.6,465.0,1245.0,Grid/VR
148.5,0.0,1,0.45,0.63,465.0,1245.0,Grid/VR
149.0,1.0,1,0.55,0.7,465.0,1245.0,Grid/VR
149.5,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
150.0,1.0,1,0.65,0.77,465.0,1245.0,Grid/VR
150.5,1.0,1,0.7,0.8,465.0,1245.0,Grid/VR
151.0,0.0,1,0.75,0.83,465.0,1245.0,Grid/VR
151.5,0.0,1,0.75,0.83,465.0,1245.0,Grid/VR
152.0,0.0,1,0.75,0.83,465.0,1245.0,Grid/VR
152.5,0.0,0,0.7,0.8,465.0,1245.0,Grid/VR
153.0,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
153.5,1.0,0,0.65,0.77,465.0,1245.0,Grid/VR
154.0,1.0,0,0.6,0.73,465.0,1245.0,Grid/VR
154.5,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
155.0,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
155.5,1.0,1,0.6,0.73,465.0,1245.0,Grid/VR
156.0,1.0,1,0.65,0.77,465.0,1245.0,Grid/VR
156.5,1.0,1,0.7,0.8,465.0,1245.0,Grid/VR
157.0,1.0,0,0.7,0.8,465.0,1245.0,Grid/VR
157.5,0.0,0,0.7,0.8,465.0,1245.0,Grid/VR
158.0,0.0,0,0.65,0.77,465.0,1245.0,Grid/VR
158.5,0.0,0,0.6,0.73,465.0,1245.0,Grid/VR
159.0,0.0,0,0.55,0.7,465.0,1245.0,Grid/VR
159.5,1.0,0,0.5,0.67,465.0,1245.0,Grid/VR
160.0,1.0,1,0.5,0.67,465.0,1245.0,Grid/VR
160.5,1.0,1,0.5,0.67,465.0,1245.0,Grid/VR
161.0,1.0,1,0.5,0.67,465.0,1245.0,Grid/VR
161.5,0.0,1,0.45,0.63,465.0,1245.0,Grid/VR
162.0,0.0,1,0.45,0.63,465.0,1245.0,Grid/VR
162.5,1.0,1,0.55,0.7,465.0,1245.0,Grid/VR
163.0,1.0,1,0.65,0.77,465.0,1245.0,Grid/VR
163.5,1.0,1,0.75,0.83,465.0,1245.0,Grid/VR
164.0,1.0,1,0.85,0.9,465.0,1245.0,Grid/VR
164.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
165.0,0.0,1,0.85,0.9,465.0,1245.0,Grid/VR
165.5,1.0,1,0.85,0.9,465.0,1245.0,Grid/VR
166.0,1.0,1,0.85,0.9,465.0,1245.0,Grid/VR
166.5,1.0,1,0.9,0.93,465.0,1245.0,Grid/VR
167.0,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
167.5,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
168.0,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
168.5,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
169.0,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
169.5,1.0,1,0.95,0.97,465.0,1245.0,Grid/VR
170.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
170.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
171.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
171.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
172.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
172.5,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
173.0,1.0,1,1.0,1.0,465.0,1245.0,Grid/VR
173.5,0.0,1,0.95,0.97,465.0,1245.0,Grid/VR
