time,faces_045,faces_046,faces_047,faces_048,average_numeric,average_binary,task_start_sec,task_end_sec,condition
30.0,1.0,1.0,0.0,1,0.98,0.96,556.0,1336.0,Spatial/MR
30.5,1.0,1.0,0.0,1,0.95,0.94,556.0,1336.0,Spatial/MR
31.0,1.0,1.0,0.0,1,0.92,0.92,556.0,1336.0,Spatial/MR
31.5,1.0,1.0,0.0,1,0.9,0.9,556.0,1336.0,Spatial/MR
32.0,1.0,2.0,0.0,1,0.9,0.88,556.0,1336.0,Spatial/MR
32.5,1.0,2.0,0.0,1,0.9,0.86,556.0,1336.0,Spatial/MR
33.0,1.0,2.0,0.0,1,0.88,0.84,556.0,1336.0,Spatial/MR
33.5,1.0,2.0,0.0,1,0.88,0.82,556.0,1336.0,Spatial/MR
34.0,1.0,1.0,0.0,1,0.85,0.8,556.0,1336.0,Spatial/MR
34.5,1.0,1.0,0.0,1,0.85,0.8,556.0,1336.0,Spatial/MR
35.0,1.0,1.0,0.0,1,0.85,0.8,556.0,1336.0,Spatial/MR
35.5,2.0,1.0,0.0,1,0.88,0.8,556.0,1336.0,Spatial/MR
36.0,1.0,1.0,0.0,1,0.88,0.8,556.0,1336.0,Spatial/MR
36.5,1.0,1.0,0.0,1,0.88,0.8,556.0,1336.0,Spatial/MR
37.0,1.0,1.0,0.0,1,0.85,0.8,556.0,1336.0,Spatial/MR
37.5,1.0,1.0,0.0,1,0.82,0.8,556.0,1336.0,Spatial/MR
38.0,1.0,1.0,0.0,1,0.8,0.8,556.0,1336.0,Spatial/MR
38.5,1.0,1.0,0.0,0,0.75,0.78,556.0,1336.0,Spatial/MR
39.0,1.0,1.0,0.0,1,0.75,0.78,556.0,1336.0,Spatial/MR
39.5,1.0,1.0,0.0,1,0.75,0.78,556.0,1336.0,Spatial/MR
40.0,1.0,1.0,0.0,1,0.75,0.78,556.0,1336.0,Spatial/MR
40.5,1.0,1.0,0.0,1,0.72,0.78,556.0,1336.0,Spatial/MR
41.0,1.0,1.0,0.0,1,0.72,0.78,556.0,1336.0,Spatial/MR
41.5,1.0,1.0,0.0,1,0.72,0.78,556.0,1336.0,Spatial/MR
42.0,2.0,1.0,0.0,2,0.78,0.78,556.0,1336.0,Spatial/MR
42.5,3.0,1.0,1.0,2,0.88,0.8,556.0,1336.0,Spatial/MR
43.0,2.0,1.0,1.0,2,0.95,0.82,556.0,1336.0,Spatial/MR
43.5,2.0,1.0,1.0,2,1.05,0.86,556.0,1336.0,Spatial/MR
44.0,3.0,1.0,1.0,2,1.15,0.88,556.0,1336.0,Spatial/MR
44.5,3.0,1.0,1.0,2,1.25,0.9,556.0,1336.0,Spatial/MR
45.0,3.0,1.0,1.0,2,1.35,0.92,556.0,1336.0,Spatial/MR
45.5,3.0,1.0,1.0,2,1.45,0.94,556.0,1336.0,Spatial/MR
46.0,3.0,2.0,1.0,2,1.58,0.96,556.0,1336.0,Spatial/MR
46.5,3.0,3.0,1.0,2,1.72,0.98,556.0,1336.0,Spatial/MR
47.0,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
47.5,3.0,3.0,1.0,1,1.82,1.0,556.0,1336.0,Spatial/MR
48.0,3.0,3.0,1.0,1,1.88,1.0,556.0,1336.0,Spatial/MR
48.5,3.0,3.0,1.0,1,1.92,1.0,556.0,1336.0,Spatial/MR
49.0,1.0,3.0,1.0,1,1.9,1.0,556.0,1336.0,Spatial/MR
49.5,1.0,3.0,1.0,1,1.88,1.0,556.0,1336.0,Spatial/MR
50.0,1.0,3.0,1.0,1,1.85,1.0,556.0,1336.0,Spatial/MR
50.5,1.0,3.0,1.0,1,1.82,1.0,556.0,1336.0,Spatial/MR
51.0,3.0,3.0,1.0,1,1.82,1.0,556.0,1336.0,Spatial/MR
51.5,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
52.0,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
52.5,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
53.0,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
53.5,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
54.0,3.0,3.0,1.0,1,1.85,1.0,556.0,1336.0,Spatial/MR
54.5,3.0,3.0,1.0,0,1.88,0.98,556.0,1336.0,Spatial/MR
55.0,3.0,3.0,2.0,0,1.92,0.96,556.0,1336.0,Spatial/MR
55.5,3.0,3.0,1.0,0,1.95,0.94,556.0,1336.0,Spatial/MR
56.0,3.0,2.0,1.0,0,1.9,0.92,556.0,1336.0,Spatial/MR
56.5,2.0,3.0,1.0,0,1.85,0.9,556.0,1336.0,Spatial/MR
57.0,2.0,3.0,1.0,0,1.8,0.88,556.0,1336.0,Spatial/MR
57.5,1.0,3.0,1.0,0,1.72,0.86,556.0,1336.0,Spatial/MR
58.0,1.0,2.0,1.0,0,1.62,0.84,556.0,1336.0,Spatial/MR
58.5,1.0,3.0,1.0,0,1.55,0.82,556.0,1336.0,Spatial/MR
59.0,1.0,3.0,1.0,0,1.48,0.8,556.0,1336.0,Spatial/MR
59.5,1.0,3.0,1.0,1,1.45,0.82,556.0,1336.0,Spatial/MR
60.0,1.0,3.0,1.0,1,1.4,0.84,556.0,1336.0,Spatial/MR
60.5,1.0,1.0,1.0,1,1.32,0.86,556.0,1336.0,Spatial/MR
61.0,1.0,1.0,1.0,1,1.27,0.88,556.0,1336.0,Spatial/MR
61.5,1.0,1.0,1.0,1,1.23,0.9,556.0,1336.0,Spatial/MR
62.0,2.0,1.0,1.0,1,1.2,0.92,556.0,1336.0,Spatial/MR
62.5,2.0,1.0,1.0,1,1.2,0.94,556.0,1336.0,Spatial/MR
63.0,2.0,1.0,1.0,1,1.23,0.96,556.0,1336.0,Spatial/MR
63.5,2.0,1.0,1.0,1,1.23,0.98,556.0,1336.0,Spatial/MR
64.0,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
64.5,2.0,1.0,1.0,1,1.2,1.0,556.0,1336.0,Spatial/MR
65.0,2.0,1.0,1.0,1,1.18,1.0,556.0,1336.0,Spatial/MR
65.5,2.0,1.0,1.0,1,1.2,1.0,556.0,1336.0,Spatial/MR
66.0,1.0,1.0,1.0,1,1.2,1.0,556.0,1336.0,Spatial/MR
66.5,1.0,2.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
67.0,1.0,2.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
67.5,1.0,2.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
68.0,0.0,2.0,1.0,1,1.2,0.98,556.0,1336.0,Spatial/MR
68.5,1.0,2.0,1.0,1,1.2,0.98,556.0,1336.0,Spatial/MR
69.0,2.0,2.0,1.0,1,1.23,0.98,556.0,1336.0,Spatial/MR
69.5,2.0,2.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
70.0,1.0,2.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
70.5,1.0,2.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
71.0,1.0,2.0,1.0,1,1.27,0.98,556.0,1336.0,Spatial/MR
71.5,1.0,2.0,1.0,1,1.27,0.98,556.0,1336.0,Spatial/MR
72.0,1.0,2.0,1.0,1,1.27,0.98,556.0,1336.0,Spatial/MR
72.5,1.0,2.0,1.0,1,1.27,0.98,556.0,1336.0,Spatial/MR
73.0,1.0,2.0,1.0,1,1.3,1.0,556.0,1336.0,Spatial/MR
73.5,1.0,2.0,1.0,1,1.3,1.0,556.0,1336.0,Spatial/MR
74.0,1.0,2.0,1.0,1,1.27,1.0,556.0,1336.0,Spatial/MR
74.5,1.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
75.0,1.0,1.0,1.0,0,1.18,0.98,556.0,1336.0,Spatial/MR
75.5,1.0,1.0,1.0,0,1.12,0.96,556.0,1336.0,Spatial/MR
76.0,1.0,1.0,1.0,0,1.08,0.94,556.0,1336.0,Spatial/MR
76.5,1.0,1.0,1.0,0,1.02,0.92,556.0,1336.0,Spatial/MR
77.0,2.0,1.0,1.0,0,1.0,0.9,556.0,1336.0,Spatial/MR
77.5,1.0,1.0,1.0,0,0.95,0.88,556.0,1336.0,Spatial/MR
78.0,2.0,1.0,1.0,0,0.92,0.86,556.0,1336.0,Spatial/MR
78.5,2.0,2.0,1.0,0,0.92,0.84,556.0,1336.0,Spatial/MR
79.0,2.0,2.0,1.0,0,0.92,0.82,556.0,1336.0,Spatial/MR
79.5,2.0,2.0,1.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
80.0,2.0,1.0,1.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
80.5,2.0,1.0,0.0,0,0.98,0.78,556.0,1336.0,Spatial/MR
81.0,2.0,1.0,0.0,0,0.98,0.76,556.0,1336.0,Spatial/MR
81.5,2.0,1.0,0.0,0,0.98,0.74,556.0,1336.0,Spatial/MR
82.0,1.0,1.0,0.0,0,0.92,0.72,556.0,1336.0,Spatial/MR
82.5,1.0,1.0,1.0,0,0.92,0.72,556.0,1336.0,Spatial/MR
83.0,2.0,1.0,1.0,1,0.95,0.74,556.0,1336.0,Spatial/MR
83.5,2.0,1.0,1.0,0,0.92,0.74,556.0,1336.0,Spatial/MR
84.0,2.0,1.0,1.0,1,0.92,0.76,556.0,1336.0,Spatial/MR
84.5,2.0,1.0,1.0,1,0.92,0.78,556.0,1336.0,Spatial/MR
85.0,2.0,1.0,1.0,0,0.92,0.78,556.0,1336.0,Spatial/MR
85.5,2.0,1.0,1.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
86.0,2.0,1.0,1.0,1,1.0,0.84,556.0,1336.0,Spatial/MR
86.5,2.0,1.0,1.0,1,1.05,0.88,556.0,1336.0,Spatial/MR
87.0,3.0,1.0,1.0,1,1.15,0.92,556.0,1336.0,Spatial/MR
87.5,2.0,2.0,1.0,1,1.23,0.94,556.0,1336.0,Spatial/MR
88.0,2.0,2.0,1.0,0,1.23,0.92,556.0,1336.0,Spatial/MR
88.5,2.0,1.0,1.0,1,1.25,0.94,556.0,1336.0,Spatial/MR
89.0,2.0,1.0,1.0,1,1.25,0.94,556.0,1336.0,Spatial/MR
89.5,2.0,2.0,1.0,0,1.25,0.92,556.0,1336.0,Spatial/MR
90.0,2.0,2.0,1.0,1,1.3,0.94,556.0,1336.0,Spatial/MR
90.5,2.0,1.0,1.0,1,1.32,0.96,556.0,1336.0,Spatial/MR
91.0,2.0,1.0,1.0,1,1.32,0.96,556.0,1336.0,Spatial/MR
91.5,2.0,1.0,1.0,1,1.32,0.96,556.0,1336.0,Spatial/MR
92.0,2.0,1.0,1.0,1,1.3,0.96,556.0,1336.0,Spatial/MR
92.5,1.0,1.0,1.0,1,1.25,0.96,556.0,1336.0,Spatial/MR
93.0,2.0,1.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
93.5,2.0,1.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
94.0,2.0,1.0,1.0,1,1.25,0.98,556.0,1336.0,Spatial/MR
94.5,2.0,1.0,1.0,1,1.25,1.0,556.0,1336.0,Spatial/MR
95.0,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
95.5,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
96.0,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
96.5,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
97.0,2.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
97.5,2.0,1.0,1.0,1,1.25,1.0,556.0,1336.0,Spatial/MR
98.0,2.0,1.0,1.0,1,1.25,1.0,556.0,1336.0,Spatial/MR
98.5,2.0,1.0,1.0,1,1.25,1.0,556.0,1336.0,Spatial/MR
99.0,1.0,1.0,1.0,1,1.23,1.0,556.0,1336.0,Spatial/MR
99.5,1.0,1.0,1.0,1,1.2,1.0,556.0,1336.0,Spatial/MR
100.0,1.0,1.0,1.0,1,1.18,1.0,556.0,1336.0,Spatial/MR
100.5,2.0,1.0,1.0,0,1.15,0.98,556.0,1336.0,Spatial/MR
101.0,2.0,1.0,1.0,0,1.12,0.96,556.0,1336.0,Spatial/MR
101.5,2.0,1.0,1.0,1,1.12,0.96,556.0,1336.0,Spatial/MR
102.0,2.0,1.0,1.0,1,1.12,0.96,556.0,1336.0,Spatial/MR
102.5,2.0,2.0,1.0,1,1.15,0.96,556.0,1336.0,Spatial/MR
103.0,2.0,1.0,1.0,1,1.15,0.96,556.0,1336.0,Spatial/MR
103.5,2.0,1.0,1.0,1,1.15,0.96,556.0,1336.0,Spatial/MR
104.0,2.0,1.0,1.0,1,1.18,0.96,556.0,1336.0,Spatial/MR
104.5,2.0,1.0,1.0,1,1.2,0.96,556.0,1336.0,Spatial/MR
105.0,3.0,1.0,1.0,1,1.25,0.96,556.0,1336.0,Spatial/MR
105.5,3.0,1.0,1.0,1,1.3,0.98,556.0,1336.0,Spatial/MR
106.0,1.0,1.0,1.0,1,1.3,1.0,556.0,1336.0,Spatial/MR
106.5,1.0,1.0,1.0,1,1.27,1.0,556.0,1336.0,Spatial/MR
107.0,1.0,1.0,1.0,1,1.25,1.0,556.0,1336.0,Spatial/MR
107.5,3.0,1.0,1.0,2,1.27,1.0,556.0,1336.0,Spatial/MR
108.0,3.0,1.0,1.0,2,1.32,1.0,556.0,1336.0,Spatial/MR
108.5,3.0,2.0,1.0,2,1.4,1.0,556.0,1336.0,Spatial/MR
109.0,3.0,1.0,1.0,2,1.45,1.0,556.0,1336.0,Spatial/MR
109.5,3.0,1.0,1.0,1,1.48,1.0,556.0,1336.0,Spatial/MR
110.0,3.0,1.0,1.0,1,1.48,1.0,556.0,1336.0,Spatial/MR
110.5,3.0,1.0,1.0,2,1.5,1.0,556.0,1336.0,Spatial/MR
111.0,3.0,2.0,1.0,2,1.6,1.0,556.0,1336.0,Spatial/MR
111.5,2.0,3.0,1.0,2,1.7,1.0,556.0,1336.0,Spatial/MR
112.0,1.0,3.0,1.0,2,1.78,1.0,556.0,1336.0,Spatial/MR
112.5,1.0,2.0,1.0,2,1.75,1.0,556.0,1336.0,Spatial/MR
113.0,1.0,2.0,1.0,2,1.72,1.0,556.0,1336.0,Spatial/MR
113.5,3.0,3.0,1.0,1,1.72,1.0,556.0,1336.0,Spatial/MR
114.0,3.0,3.0,1.0,1,1.75,1.0,556.0,1336.0,Spatial/MR
114.5,3.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
115.0,2.0,3.0,1.0,1,1.82,1.0,556.0,1336.0,Spatial/MR
115.5,1.0,3.0,1.0,1,1.8,1.0,556.0,1336.0,Spatial/MR
116.0,1.0,3.0,1.0,1,1.75,1.0,556.0,1336.0,Spatial/MR
116.5,2.0,3.0,1.0,1,1.72,1.0,556.0,1336.0,Spatial/MR
117.0,1.0,3.0,1.0,1,1.7,1.0,556.0,1336.0,Spatial/MR
117.5,2.0,2.0,1.0,1,1.7,1.0,556.0,1336.0,Spatial/MR
118.0,2.0,1.0,1.0,1,1.68,1.0,556.0,1336.0,Spatial/MR
118.5,2.0,1.0,0.0,1,1.58,0.98,556.0,1336.0,Spatial/MR
119.0,2.0,1.0,1.0,1,1.5,0.98,556.0,1336.0,Spatial/MR
119.5,1.0,1.0,2.0,1,1.42,0.98,556.0,1336.0,Spatial/MR
120.0,1.0,1.0,2.0,1,1.38,0.98,556.0,1336.0,Spatial/MR
120.5,0.0,1.0,2.0,1,1.32,0.96,556.0,1336.0,Spatial/MR
121.0,0.0,1.0,1.0,1,1.25,0.94,556.0,1336.0,Spatial/MR
121.5,0.0,1.0,2.0,1,1.18,0.92,556.0,1336.0,Spatial/MR
122.0,2.0,1.0,2.0,1,1.18,0.92,556.0,1336.0,Spatial/MR
122.5,3.0,1.0,1.0,1,1.18,0.92,556.0,1336.0,Spatial/MR
123.0,3.0,1.0,1.0,1,1.2,0.92,556.0,1336.0,Spatial/MR
123.5,3.0,1.0,1.0,1,1.25,0.94,556.0,1336.0,Spatial/MR
124.0,2.0,1.0,2.0,1,1.27,0.94,556.0,1336.0,Spatial/MR
124.5,2.0,1.0,2.0,0,1.27,0.92,556.0,1336.0,Spatial/MR
125.0,1.0,1.0,1.0,1,1.25,0.92,556.0,1336.0,Spatial/MR
125.5,1.0,1.0,1.0,1,1.25,0.94,556.0,1336.0,Spatial/MR
126.0,1.0,2.0,2.0,1,1.32,0.96,556.0,1336.0,Spatial/MR
126.5,1.0,3.0,2.0,1,1.4,0.98,556.0,1336.0,Spatial/MR
127.0,1.0,3.0,2.0,0,1.4,0.96,556.0,1336.0,Spatial/MR
127.5,1.0,2.0,2.0,0,1.38,0.94,556.0,1336.0,Spatial/MR
128.0,1.0,1.0,1.0,0,1.3,0.92,556.0,1336.0,Spatial/MR
128.5,1.0,1.0,1.0,0,1.23,0.9,556.0,1336.0,Spatial/MR
129.0,1.0,1.0,1.0,0,1.15,0.88,556.0,1336.0,Spatial/MR
129.5,1.0,2.0,1.0,0,1.12,0.88,556.0,1336.0,Spatial/MR
130.0,1.0,2.0,2.0,0,1.15,0.86,556.0,1336.0,Spatial/MR
130.5,1.0,2.0,2.0,0,1.18,0.84,556.0,1336.0,Spatial/MR
131.0,1.0,2.0,2.0,0,1.15,0.82,556.0,1336.0,Spatial/MR
131.5,1.0,1.0,1.0,0,1.05,0.8,556.0,1336.0,Spatial/MR
132.0,1.0,1.0,2.0,0,1.0,0.8,556.0,1336.0,Spatial/MR
132.5,1.0,1.0,2.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
133.0,1.0,1.0,2.0,0,1.0,0.8,556.0,1336.0,Spatial/MR
133.5,1.0,1.0,2.0,0,1.02,0.8,556.0,1336.0,Spatial/MR
134.0,1.0,1.0,2.0,0,1.05,0.8,556.0,1336.0,Spatial/MR
134.5,1.0,1.0,1.0,0,1.02,0.8,556.0,1336.0,Spatial/MR
135.0,1.0,1.0,1.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
135.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
136.0,1.0,1.0,2.0,0,0.92,0.8,556.0,1336.0,Spatial/MR
136.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
137.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
137.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
138.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
138.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
139.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
139.5,1.0,1.0,2.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
140.0,1.0,1.0,2.0,0,1.0,0.8,556.0,1336.0,Spatial/MR
140.5,1.0,1.0,1.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
141.0,1.0,1.0,2.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
141.5,1.0,1.0,1.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
142.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
142.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
143.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
143.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
144.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
144.5,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
145.0,1.0,1.0,2.0,0,0.95,0.8,556.0,1336.0,Spatial/MR
145.5,1.0,1.0,2.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
146.0,1.0,1.0,2.0,0,0.98,0.8,556.0,1336.0,Spatial/MR
146.5,1.0,1.0,2.0,1,1.02,0.82,556.0,1336.0,Spatial/MR
147.0,1.0,1.0,2.0,1,1.05,0.84,556.0,1336.0,Spatial/MR
147.5,1.0,1.0,2.0,0,1.05,0.84,556.0,1336.0,Spatial/MR
148.0,1.0,1.0,1.0,1,1.05,0.86,556.0,1336.0,Spatial/MR
148.5,1.0,1.0,2.0,0,1.05,0.86,556.0,1336.0,Spatial/MR
149.0,2.0,1.0,2.0,1,1.1,0.88,556.0,1336.0,Spatial/MR
149.5,2.0,1.0,2.0,1,1.15,0.9,556.0,1336.0,Spatial/MR
150.0,2.0,1.0,2.0,1,1.2,0.92,556.0,1336.0,Spatial/MR
150.5,0.0,1.0,2.0,2,1.23,0.92,556.0,1336.0,Spatial/MR
151.0,1.0,1.0,2.0,2,1.27,0.94,556.0,1336.0,Spatial/MR
151.5,1.0,1.0,2.0,2,1.3,0.94,556.0,1336.0,Spatial/MR
152.0,1.0,1.0,2.0,0,1.27,0.92,556.0,1336.0,Spatial/MR
152.5,1.0,1.0,2.0,1,1.3,0.94,556.0,1336.0,Spatial/MR
153.0,1.0,1.0,2.0,1,1.32,0.94,556.0,1336.0,Spatial/MR
153.5,1.0,2.0,2.0,2,1.4,0.96,556.0,1336.0,Spatial/MR
154.0,2.0,2.0,2.0,2,1.45,0.96,556.0,1336.0,Spatial/MR
154.5,2.0,2.0,2.0,2,1.5,0.96,556.0,1336.0,Spatial/MR
155.0,1.0,2.0,2.0,2,1.52,0.96,556.0,1336.0,Spatial/MR
155.5,2.0,2.0,2.0,1,1.58,0.98,556.0,1336.0,Spatial/MR
156.0,2.0,2.0,2.0,2,1.62,0.98,556.0,1336.0,Spatial/MR
156.5,2.0,2.0,2.0,2,1.68,0.98,556.0,1336.0,Spatial/MR
157.0,2.0,2.0,2.0,2,1.78,1.0,556.0,1336.0,Spatial/MR
157.5,2.0,2.0,2.0,2,1.85,1.0,556.0,1336.0,Spatial/MR
158.0,2.0,2.0,2.0,2,1.92,1.0,556.0,1336.0,Spatial/MR
158.5,1.0,2.0,2.0,2,1.92,1.0,556.0,1336.0,Spatial/MR
159.0,2.0,1.0,2.0,2,1.9,1.0,556.0,1336.0,Spatial/MR
159.5,2.0,1.0,2.0,2,1.88,1.0,556.0,1336.0,Spatial/MR
160.0,2.0,2.0,2.0,1,1.88,1.0,556.0,1336.0,Spatial/MR
160.5,2.0,2.0,2.0,2,1.9,1.0,556.0,1336.0,Spatial/MR
161.0,2.0,2.0,2.0,2,1.9,1.0,556.0,1336.0,Spatial/MR
