time,faces_118,faces_119,faces_120,faces_121
162.0,,3.0,,
242.23,,3.0,,
242.26,,3.0,,
242.3,,3.0,,
242.33,,3.0,,
242.36,,3.0,,
242.4,,3.0,,
242.43,,3.0,,
242.46,,3.0,,
242.5,,3.0,,
242.53,,3.0,,
242.56,,3.0,,
242.6,,3.0,,
242.63,,3.0,,
242.67,,3.0,,
242.7,,3.0,,
242.73,,3.0,,
242.76,,3.0,,
242.8,,3.0,,
242.83,,3.0,,
242.86,,3.0,,
242.9,,3.0,,
242.93,,3.0,,
242.96,,3.0,,
243.0,,3.0,,
243.03,,3.0,,
243.06,,3.0,,
243.1,,3.0,,
243.13,,3.0,,
243.17,,3.0,,
243.2,,3.0,,
243.23,,3.0,,
243.26,,3.0,,
243.3,,3.0,,
243.33,,3.0,,
243.36,,3.0,,
243.4,,3.0,,
243.43,,3.0,,
243.46,,3.0,,
243.5,,3.0,,
243.53,,3.0,,
243.56,,3.0,,
243.6,,3.0,,
243.63,,3.0,,
243.67,,3.0,,
243.7,,3.0,,
243.73,,3.0,,
243.76,,3.0,,
243.8,,3.0,,
243.83,,3.0,,
243.86,,3.0,,
243.9,,3.0,,
243.93,,3.0,,
243.96,,3.0,,
244.0,,3.0,,
244.03,,3.0,,
244.06,,3.0,,
244.1,,3.0,,
244.13,,3.0,,
244.17,,3.0,,
244.2,,3.0,,
244.23,,3.0,,
244.26,,3.0,,
244.3,,3.0,,
244.33,,3.0,,
244.36,,3.0,,
244.39,,3.0,,
244.42,,3.0,,
244.46,,3.0,,
244.49,,3.0,,
244.52,,3.0,,
244.56,,3.0,,
244.59,,3.0,,
244.62,,3.0,,
244.66,,3.0,,
244.69,,3.0,,
244.72,,3.0,,
244.76,,3.0,,
244.79,,3.0,,
244.82,,3.0,,
244.86,,3.0,,
244.89,,3.0,,
244.92,,3.0,,
244.96,,3.0,,
244.99,,3.0,,
245.02,,3.0,,
245.06,,3.0,,
245.09,,3.0,,
245.12,,3.0,,
245.16,,3.0,,
245.19,,3.0,,
245.22,,3.0,,
245.26,,3.0,,
245.29,,3.0,,
245.32,,3.0,,
245.36,,3.0,,
245.39,,3.0,,
245.42,,3.0,,
245.46,,3.0,,
245.49,,3.0,,
245.52,,3.0,,
245.56,,3.0,,
245.59,,3.0,,
245.62,,3.0,,
245.66,,3.0,,
245.69,,3.0,,
245.72,,3.0,,
245.76,,3.0,,
245.79,,3.0,,
245.82,,3.0,,
245.86,,3.0,,
245.89,,3.0,,
245.92,,3.0,,
245.96,,3.0,,
245.99,,3.0,,
246.02,,3.0,,
246.06,,3.0,,
246.09,,3.0,,
246.12,,3.0,,
246.16,,3.0,,
246.19,,3.0,,
246.22,,3.0,,
246.26,,3.0,,
246.29,,3.0,,
246.32,,3.0,,
246.36,,3.0,,
246.39,,3.0,,
246.42,,3.0,,
246.46,,3.0,,
246.49,,3.0,,
246.52,,3.0,,
246.56,,3.0,,
246.59,,3.0,,
246.62,,3.0,,
246.66,,3.0,,
246.69,,3.0,,
246.73,,3.0,,
246.76,,3.0,,
246.79,,3.0,,
246.82,,3.0,,
246.86,,3.0,,
246.89,,3.0,,
246.92,,3.0,,
246.96,,3.0,,
246.99,,3.0,,
247.02,,3.0,,
247.06,,3.0,,
247.09,,3.0,,
247.12,,3.0,,
247.16,,3.0,,
247.19,,3.0,,
247.23,,3.0,,
247.26,,3.0,,
247.29,,3.0,,
247.32,,3.0,,
247.36,,3.0,,
247.39,,3.0,,
247.42,,3.0,,
247.46,,3.0,,
247.49,,3.0,,
247.52,,3.0,,
247.56,,3.0,,
247.59,,3.0,,
247.62,,3.0,,
247.66,,3.0,,
247.69,,3.0,,
247.73,,3.0,,
247.76,,3.0,,
247.79,,3.0,,
247.82,,3.0,,
247.86,,3.0,,
247.89,,3.0,,
247.92,,3.0,,
247.96,,3.0,,
247.99,,3.0,,
248.02,,3.0,,
248.06,,3.0,,
248.09,,3.0,,
248.12,,3.0,,
248.16,,3.0,,
248.19,,3.0,,
248.23,,3.0,,
248.26,,3.0,,
248.29,,3.0,,
248.32,,3.0,,
248.36,,3.0,,
248.39,,3.0,,
248.42,,3.0,,
248.46,,3.0,,
248.49,,3.0,,
248.52,,3.0,,
248.56,,3.0,,
248.59,,3.0,,
248.62,,3.0,,
248.66,,3.0,,
248.69,,3.0,,
248.73,,3.0,,
248.76,,3.0,,
248.79,,3.0,,
248.82,,3.0,,
248.86,,3.0,,
248.89,,3.0,,
248.92,,3.0,,
248.96,,3.0,,
248.99,,3.0,,
249.02,,3.0,,
249.06,,3.0,,
249.09,,3.0,,
249.12,,3.0,,
249.16,,3.0,,
