time,faces_005,faces_007,average_numeric,average_binary,task_start_sec,task_end_sec,condition
217.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
218.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
218.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
219.0,2,2,1.5,1.0,3.0,783.0,Spatial/VR
219.5,2,2,1.6,1.0,3.0,783.0,Spatial/VR
220.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
220.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
221.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
221.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
222.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
222.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
223.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
223.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
224.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
224.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
225.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
225.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
226.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
226.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
227.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
227.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
228.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
228.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
229.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
229.5,1,1,1.2,1.0,3.0,783.0,Spatial/VR
230.0,2,1,1.2,1.0,3.0,783.0,Spatial/VR
230.5,2,2,1.25,1.0,3.0,783.0,Spatial/VR
231.0,2,2,1.3,1.0,3.0,783.0,Spatial/VR
231.5,2,2,1.35,1.0,3.0,783.0,Spatial/VR
232.0,2,2,1.45,1.0,3.0,783.0,Spatial/VR
232.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
233.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
233.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
234.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
234.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
235.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
235.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
236.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
236.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
237.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
237.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
238.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
238.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
239.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
239.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
240.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
240.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
241.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
241.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
242.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
242.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
243.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
243.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
244.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
244.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
245.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
245.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
246.0,2,1,1.95,1.0,3.0,783.0,Spatial/VR
246.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
247.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
247.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
248.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
248.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
249.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
249.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
250.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
250.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
251.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
251.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
252.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
252.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
253.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
253.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
254.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
254.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
255.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
255.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
256.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
256.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
257.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
257.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
258.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
258.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
259.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
259.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
260.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
260.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
261.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
261.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
262.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
262.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
263.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
263.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
264.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
264.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
265.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
265.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
266.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
266.5,1,1,1.2,1.0,3.0,783.0,Spatial/VR
267.0,2,1,1.2,1.0,3.0,783.0,Spatial/VR
267.5,1,1,1.15,1.0,3.0,783.0,Spatial/VR
268.0,1,1,1.1,1.0,3.0,783.0,Spatial/VR
268.5,1,1,1.05,1.0,3.0,783.0,Spatial/VR
269.0,1,1,1.05,1.0,3.0,783.0,Spatial/VR
269.5,1,1,1.05,1.0,3.0,783.0,Spatial/VR
270.0,1,1,1.05,1.0,3.0,783.0,Spatial/VR
270.5,1,1,1.05,1.0,3.0,783.0,Spatial/VR
271.0,2,1,1.1,1.0,3.0,783.0,Spatial/VR
271.5,2,1,1.15,1.0,3.0,783.0,Spatial/VR
272.0,2,2,1.2,1.0,3.0,783.0,Spatial/VR
272.5,2,1,1.25,1.0,3.0,783.0,Spatial/VR
273.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
273.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
274.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
274.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
275.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
275.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
276.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
276.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
277.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
277.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
278.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
278.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
279.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
279.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
280.0,2,1,1.95,1.0,3.0,783.0,Spatial/VR
280.5,2,1,1.9,1.0,3.0,783.0,Spatial/VR
281.0,2,1,1.85,1.0,3.0,783.0,Spatial/VR
281.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
282.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
282.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
283.0,1,2,1.65,1.0,3.0,783.0,Spatial/VR
283.5,1,2,1.6,1.0,3.0,783.0,Spatial/VR
284.0,1,2,1.55,1.0,3.0,783.0,Spatial/VR
284.5,1,2,1.5,1.0,3.0,783.0,Spatial/VR
285.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
285.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
286.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
286.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
287.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
287.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
288.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
288.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
289.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
289.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
290.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
290.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
291.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
291.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
292.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
292.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
293.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
293.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
294.0,1,1,1.5,1.0,3.0,783.0,Spatial/VR
294.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
295.0,2,2,1.5,1.0,3.0,783.0,Spatial/VR
295.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
296.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
296.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
297.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
297.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
298.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
298.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
299.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
299.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
300.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
300.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
301.0,2,2,1.45,1.0,3.0,783.0,Spatial/VR
301.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
302.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
302.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
303.0,1,2,1.6,1.0,3.0,783.0,Spatial/VR
303.5,1,1,1.55,1.0,3.0,783.0,Spatial/VR
304.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
304.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
305.0,2,2,1.6,1.0,3.0,783.0,Spatial/VR
305.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
306.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
306.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
307.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
307.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
308.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
308.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
309.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
309.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
310.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
310.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
311.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
311.5,2,1,1.95,1.0,3.0,783.0,Spatial/VR
312.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
312.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
313.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
313.5,1,1,1.7,1.0,3.0,783.0,Spatial/VR
314.0,1,1,1.6,1.0,3.0,783.0,Spatial/VR
314.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
315.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
315.5,1,2,1.35,1.0,3.0,783.0,Spatial/VR
316.0,1,2,1.3,1.0,3.0,783.0,Spatial/VR
316.5,1,2,1.3,1.0,3.0,783.0,Spatial/VR
317.0,2,2,1.35,1.0,3.0,783.0,Spatial/VR
317.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
318.0,2,2,1.4,1.0,3.0,783.0,Spatial/VR
318.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
319.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
319.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
320.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
320.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
321.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
321.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
322.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
322.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
323.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
323.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
324.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
324.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
325.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
325.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
326.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
326.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
327.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
327.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
328.0,2,1,1.95,1.0,3.0,783.0,Spatial/VR
328.5,2,1,1.9,1.0,3.0,783.0,Spatial/VR
329.0,2,1,1.85,1.0,3.0,783.0,Spatial/VR
329.5,2,1,1.8,1.0,3.0,783.0,Spatial/VR
330.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
330.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
331.0,2,1,1.65,1.0,3.0,783.0,Spatial/VR
331.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
332.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
332.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
333.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
333.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
334.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
334.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
335.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
335.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
336.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
336.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
337.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
337.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
338.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
338.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
339.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
339.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
340.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
340.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
341.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
341.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
342.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
342.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
343.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
343.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
344.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
344.5,1,1,1.15,1.0,3.0,783.0,Spatial/VR
345.0,2,1,1.15,1.0,3.0,783.0,Spatial/VR
345.5,1,1,1.1,1.0,3.0,783.0,Spatial/VR
346.0,1,1,1.05,1.0,3.0,783.0,Spatial/VR
346.5,1,1,1.05,1.0,3.0,783.0,Spatial/VR
347.0,1,1,1.05,1.0,3.0,783.0,Spatial/VR
347.5,2,1,1.1,1.0,3.0,783.0,Spatial/VR
348.0,2,1,1.15,1.0,3.0,783.0,Spatial/VR
348.5,2,1,1.2,1.0,3.0,783.0,Spatial/VR
349.0,2,1,1.25,1.0,3.0,783.0,Spatial/VR
349.5,2,2,1.35,1.0,3.0,783.0,Spatial/VR
350.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
350.5,2,2,1.45,1.0,3.0,783.0,Spatial/VR
351.0,2,2,1.55,1.0,3.0,783.0,Spatial/VR
351.5,2,2,1.65,1.0,3.0,783.0,Spatial/VR
352.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
352.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
353.0,2,2,1.85,1.0,3.0,783.0,Spatial/VR
353.5,2,2,1.9,1.0,3.0,783.0,Spatial/VR
354.0,2,2,1.95,1.0,3.0,783.0,Spatial/VR
354.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
355.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
355.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
356.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
356.5,2,1,1.95,1.0,3.0,783.0,Spatial/VR
357.0,2,1,1.9,1.0,3.0,783.0,Spatial/VR
357.5,2,1,1.85,1.0,3.0,783.0,Spatial/VR
358.0,2,1,1.8,1.0,3.0,783.0,Spatial/VR
358.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
359.0,1,2,1.7,1.0,3.0,783.0,Spatial/VR
359.5,2,2,1.7,1.0,3.0,783.0,Spatial/VR
360.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
360.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
361.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
361.5,1,1,1.55,1.0,3.0,783.0,Spatial/VR
362.0,1,1,1.5,1.0,3.0,783.0,Spatial/VR
362.5,1,1,1.45,1.0,3.0,783.0,Spatial/VR
363.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
363.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
364.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
364.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
365.0,2,2,1.4,1.0,3.0,783.0,Spatial/VR
365.5,2,2,1.45,1.0,3.0,783.0,Spatial/VR
366.0,2,2,1.5,1.0,3.0,783.0,Spatial/VR
366.5,2,2,1.6,1.0,3.0,783.0,Spatial/VR
367.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
367.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
368.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
368.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
369.0,2,1,1.75,1.0,3.0,783.0,Spatial/VR
369.5,2,1,1.75,1.0,3.0,783.0,Spatial/VR
370.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
370.5,2,1,1.65,1.0,3.0,783.0,Spatial/VR
371.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
371.5,1,1,1.5,1.0,3.0,783.0,Spatial/VR
372.0,1,1,1.4,1.0,3.0,783.0,Spatial/VR
372.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
373.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
373.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
374.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
374.5,1,1,1.15,1.0,3.0,783.0,Spatial/VR
375.0,1,1,1.1,1.0,3.0,783.0,Spatial/VR
375.5,1,1,1.05,1.0,3.0,783.0,Spatial/VR
376.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
376.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
377.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
377.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
378.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
378.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
379.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
379.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
380.0,1,1,1.0,1.0,3.0,783.0,Spatial/VR
380.5,1,1,1.0,1.0,3.0,783.0,Spatial/VR
381.0,2,1,1.05,1.0,3.0,783.0,Spatial/VR
381.5,2,2,1.15,1.0,3.0,783.0,Spatial/VR
382.0,2,2,1.25,1.0,3.0,783.0,Spatial/VR
382.5,1,2,1.3,1.0,3.0,783.0,Spatial/VR
383.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
383.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
384.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
384.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
385.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
385.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
386.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
386.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
387.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
387.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
388.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
388.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
389.0,1,1,1.3,1.0,3.0,783.0,Spatial/VR
389.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
390.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
390.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
391.0,2,1,1.35,1.0,3.0,783.0,Spatial/VR
391.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
392.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
392.5,1,1,1.25,1.0,3.0,783.0,Spatial/VR
393.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
393.5,1,1,1.2,1.0,3.0,783.0,Spatial/VR
394.0,1,1,1.2,1.0,3.0,783.0,Spatial/VR
394.5,2,2,1.25,1.0,3.0,783.0,Spatial/VR
395.0,2,2,1.3,1.0,3.0,783.0,Spatial/VR
395.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
396.0,2,1,1.3,1.0,3.0,783.0,Spatial/VR
396.5,2,1,1.35,1.0,3.0,783.0,Spatial/VR
397.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
397.5,2,2,1.5,1.0,3.0,783.0,Spatial/VR
398.0,2,0,1.5,0.97,3.0,783.0,Spatial/VR
398.5,2,0,1.5,0.93,3.0,783.0,Spatial/VR
399.0,2,1,1.55,0.93,3.0,783.0,Spatial/VR
399.5,2,2,1.55,0.93,3.0,783.0,Spatial/VR
400.0,2,1,1.5,0.93,3.0,783.0,Spatial/VR
400.5,1,1,1.45,0.93,3.0,783.0,Spatial/VR
401.0,1,1,1.4,0.93,3.0,783.0,Spatial/VR
401.5,1,1,1.35,0.93,3.0,783.0,Spatial/VR
402.0,2,1,1.35,0.93,3.0,783.0,Spatial/VR
402.5,2,1,1.3,0.93,3.0,783.0,Spatial/VR
403.0,2,1,1.35,0.97,3.0,783.0,Spatial/VR
403.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
404.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
404.5,1,1,1.3,1.0,3.0,783.0,Spatial/VR
405.0,1,1,1.25,1.0,3.0,783.0,Spatial/VR
405.5,2,1,1.3,1.0,3.0,783.0,Spatial/VR
406.0,2,2,1.4,1.0,3.0,783.0,Spatial/VR
406.5,2,1,1.45,1.0,3.0,783.0,Spatial/VR
407.0,2,1,1.45,1.0,3.0,783.0,Spatial/VR
407.5,2,2,1.5,1.0,3.0,783.0,Spatial/VR
408.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
408.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
409.0,2,1,1.5,1.0,3.0,783.0,Spatial/VR
409.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
410.0,2,1,1.6,1.0,3.0,783.0,Spatial/VR
410.5,2,1,1.6,1.0,3.0,783.0,Spatial/VR
411.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
411.5,2,1,1.55,1.0,3.0,783.0,Spatial/VR
412.0,2,1,1.55,1.0,3.0,783.0,Spatial/VR
412.5,2,1,1.5,1.0,3.0,783.0,Spatial/VR
413.0,1,1,1.45,1.0,3.0,783.0,Spatial/VR
413.5,1,1,1.4,1.0,3.0,783.0,Spatial/VR
414.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
414.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
415.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
415.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
416.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
416.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
417.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
417.5,1,1,1.35,1.0,3.0,783.0,Spatial/VR
418.0,1,1,1.35,1.0,3.0,783.0,Spatial/VR
418.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
419.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
419.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
420.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
420.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
421.0,2,1,1.4,1.0,3.0,783.0,Spatial/VR
421.5,2,1,1.4,1.0,3.0,783.0,Spatial/VR
422.0,2,2,1.45,1.0,3.0,783.0,Spatial/VR
422.5,2,2,1.55,1.0,3.0,783.0,Spatial/VR
423.0,2,2,1.65,1.0,3.0,783.0,Spatial/VR
423.5,1,2,1.65,1.0,3.0,783.0,Spatial/VR
424.0,2,2,1.7,1.0,3.0,783.0,Spatial/VR
424.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
425.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
425.5,2,1,1.7,1.0,3.0,783.0,Spatial/VR
426.0,2,1,1.7,1.0,3.0,783.0,Spatial/VR
426.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
427.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
427.5,2,2,1.75,1.0,3.0,783.0,Spatial/VR
428.0,2,2,1.75,1.0,3.0,783.0,Spatial/VR
428.5,2,2,1.8,1.0,3.0,783.0,Spatial/VR
429.0,2,2,1.8,1.0,3.0,783.0,Spatial/VR
429.5,2,2,1.85,1.0,3.0,783.0,Spatial/VR
430.0,2,2,1.9,1.0,3.0,783.0,Spatial/VR
430.5,2,2,1.95,1.0,3.0,783.0,Spatial/VR
431.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
431.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
432.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
432.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
433.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
433.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
434.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
434.5,2,2,2.0,1.0,3.0,783.0,Spatial/VR
435.0,2,2,2.0,1.0,3.0,783.0,Spatial/VR
