time,faces_082,faces_083,faces_084,average_numeric,average_binary,task_start_sec,task_end_sec,condition
41.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
42.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
42.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
43.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
43.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
44.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
44.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
45.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
45.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
46.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
46.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
47.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
47.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
48.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
48.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
49.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
49.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
50.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
50.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
51.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
51.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
52.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
52.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
53.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
53.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
54.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
54.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
55.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
55.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
56.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
56.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
57.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
57.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
58.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
58.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
59.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
59.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
60.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
60.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
61.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
61.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
62.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
62.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
63.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
63.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
64.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
64.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
65.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
65.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
66.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
66.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
67.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
67.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
68.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
68.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
69.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
69.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
70.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
70.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
71.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
71.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
72.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
72.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
73.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
73.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
74.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
74.5,1.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
75.0,1.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
75.5,1.0,2.0,2,1.9,1.0,564.0,1344.0,Grid/VR
76.0,1.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
76.5,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
77.0,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
77.5,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
78.0,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
78.5,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
79.0,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
79.5,2.0,2.0,2,1.9,1.0,564.0,1344.0,Grid/VR
80.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
80.5,2.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
81.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
81.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
82.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
82.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
83.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
83.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
84.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
84.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
85.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
85.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
86.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
86.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
87.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
87.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
88.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
88.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
89.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
89.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
90.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
90.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
91.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
91.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
92.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
92.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
93.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
93.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
94.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
94.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
95.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
95.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
96.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
96.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
97.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
97.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
98.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
98.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
99.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
99.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
100.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
100.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
101.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
101.5,1.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
102.0,1.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
102.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
103.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
103.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
104.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
104.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
105.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
105.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
106.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
106.5,2.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
107.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
107.5,2.0,1.0,2,1.97,1.0,564.0,1344.0,Grid/VR
108.0,2.0,1.0,2,1.93,1.0,564.0,1344.0,Grid/VR
108.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
109.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
109.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
110.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
110.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
111.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
111.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
112.0,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
112.5,2.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
113.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
113.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
114.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
114.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
115.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
115.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
116.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
116.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
117.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
117.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
118.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
118.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
119.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
119.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
120.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
120.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
121.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
121.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
122.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
122.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
123.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
123.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
124.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
124.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
125.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
125.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
126.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
126.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
127.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
127.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
128.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
128.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
129.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
129.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
130.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
130.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
131.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
131.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
132.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
132.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
133.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
133.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
134.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
134.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
135.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
135.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
136.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
136.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
137.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
137.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
138.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
138.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
139.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
139.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
140.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
140.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
141.0,2.0,2.0,1,1.97,1.0,564.0,1344.0,Grid/VR
141.5,2.0,2.0,1,1.93,1.0,564.0,1344.0,Grid/VR
142.0,2.0,2.0,1,1.9,1.0,564.0,1344.0,Grid/VR
142.5,2.0,2.0,1,1.87,1.0,564.0,1344.0,Grid/VR
143.0,2.0,2.0,1,1.83,1.0,564.0,1344.0,Grid/VR
143.5,2.0,2.0,1,1.8,1.0,564.0,1344.0,Grid/VR
144.0,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
144.5,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
145.0,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
145.5,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
146.0,2.0,2.0,2,1.83,1.0,564.0,1344.0,Grid/VR
146.5,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
147.0,2.0,2.0,2,1.9,1.0,564.0,1344.0,Grid/VR
147.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
148.0,2.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
148.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
149.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
149.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
150.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
150.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
151.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
151.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
152.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
152.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
153.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
153.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
154.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
154.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
155.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
155.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
156.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
156.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
157.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
157.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
158.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
158.5,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
159.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
159.5,1.0,2.0,2,1.97,1.0,564.0,1344.0,Grid/VR
160.0,1.0,2.0,1,1.9,1.0,564.0,1344.0,Grid/VR
160.5,1.0,1.0,1,1.8,1.0,564.0,1344.0,Grid/VR
161.0,2.0,1.0,1,1.73,1.0,564.0,1344.0,Grid/VR
161.5,2.0,2.0,2,1.73,1.0,564.0,1344.0,Grid/VR
162.0,2.0,2.0,2,1.73,1.0,564.0,1344.0,Grid/VR
162.5,1.0,2.0,2,1.7,1.0,564.0,1344.0,Grid/VR
163.0,1.0,2.0,1,1.63,1.0,564.0,1344.0,Grid/VR
163.5,2.0,2.0,1,1.6,1.0,564.0,1344.0,Grid/VR
164.0,2.0,2.0,2,1.6,1.0,564.0,1344.0,Grid/VR
164.5,2.0,2.0,2,1.63,1.0,564.0,1344.0,Grid/VR
165.0,1.0,2.0,1,1.63,1.0,564.0,1344.0,Grid/VR
165.5,1.0,2.0,1,1.67,1.0,564.0,1344.0,Grid/VR
166.0,1.0,2.0,1,1.67,1.0,564.0,1344.0,Grid/VR
166.5,2.0,2.0,2,1.67,1.0,564.0,1344.0,Grid/VR
167.0,2.0,2.0,2,1.67,1.0,564.0,1344.0,Grid/VR
167.5,2.0,2.0,2,1.7,1.0,564.0,1344.0,Grid/VR
168.0,2.0,2.0,2,1.77,1.0,564.0,1344.0,Grid/VR
168.5,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
169.0,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
169.5,2.0,2.0,2,1.8,1.0,564.0,1344.0,Grid/VR
170.0,2.0,2.0,2,1.87,1.0,564.0,1344.0,Grid/VR
170.5,2.0,2.0,2,1.93,1.0,564.0,1344.0,Grid/VR
171.0,2.0,2.0,2,2.0,1.0,564.0,1344.0,Grid/VR
171.5,2.0,1.0,2,1.97,1.0,564.0,1344.0,Grid/VR
172.0,2.0,1.0,1,1.9,1.0,564.0,1344.0,Grid/VR
172.5,2.0,0.0,2,1.83,0.98,564.0,1344.0,Grid/VR
173.0,2.0,0.0,2,1.77,0.95,564.0,1344.0,Grid/VR
173.5,1.0,0.0,2,1.67,0.92,564.0,1344.0,Grid/VR
174.0,2.0,1.0,1,1.6,0.92,564.0,1344.0,Grid/VR
174.5,2.0,0.0,2,1.53,0.9,564.0,1344.0,Grid/VR
175.0,1.0,0.0,2,1.43,0.88,564.0,1344.0,Grid/VR
175.5,1.0,0.0,1,1.3,0.85,564.0,1344.0,Grid/VR
176.0,2.0,0.0,1,1.2,0.82,564.0,1344.0,Grid/VR
176.5,2.0,0.0,2,1.17,0.8,564.0,1344.0,Grid/VR
177.0,2.0,2.0,2,1.23,0.8,564.0,1344.0,Grid/VR
177.5,2.0,2.0,2,1.3,0.82,564.0,1344.0,Grid/VR
178.0,2.0,2.0,2,1.37,0.85,564.0,1344.0,Grid/VR
178.5,2.0,2.0,2,1.47,0.88,564.0,1344.0,Grid/VR
179.0,2.0,1.0,2,1.5,0.88,564.0,1344.0,Grid/VR
179.5,2.0,1.0,2,1.53,0.9,564.0,1344.0,Grid/VR
180.0,2.0,1.0,2,1.6,0.92,564.0,1344.0,Grid/VR
180.5,2.0,1.0,2,1.7,0.95,564.0,1344.0,Grid/VR
181.0,2.0,1.0,2,1.77,0.98,564.0,1344.0,Grid/VR
181.5,2.0,1.0,2,1.8,1.0,564.0,1344.0,Grid/VR
182.0,2.0,1.0,2,1.77,1.0,564.0,1344.0,Grid/VR
182.5,2.0,1.0,2,1.73,1.0,564.0,1344.0,Grid/VR
