time,faces_019,faces_020,faces_021,average_numeric,average_binary,task_start_sec,task_end_sec,condition
878.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
878.5,1.0,1,1,1.3,1.0,474.0,1254.0,Spatial/VR
879.0,1.0,1,1,1.27,1.0,474.0,1254.0,Spatial/VR
879.5,1.0,1,1,1.23,1.0,474.0,1254.0,Spatial/VR
880.0,1.0,1,2,1.23,1.0,474.0,1254.0,Spatial/VR
880.5,2.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
881.0,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
881.5,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
882.0,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
882.5,2.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
883.0,1.0,1,1,1.27,1.0,474.0,1254.0,Spatial/VR
883.5,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
884.0,1.0,1,1,1.3,1.0,474.0,1254.0,Spatial/VR
884.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
885.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
885.5,1.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
886.0,2.0,2,2,1.37,1.0,474.0,1254.0,Spatial/VR
886.5,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
887.0,1.0,1,1,1.33,1.0,474.0,1254.0,Spatial/VR
887.5,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
888.0,2.0,2,2,1.4,1.0,474.0,1254.0,Spatial/VR
888.5,1.0,2,1,1.4,1.0,474.0,1254.0,Spatial/VR
889.0,1.0,2,1,1.43,1.0,474.0,1254.0,Spatial/VR
889.5,1.0,2,1,1.43,1.0,474.0,1254.0,Spatial/VR
890.0,2.0,2,2,1.5,1.0,474.0,1254.0,Spatial/VR
890.5,1.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
891.0,1.0,2,2,1.5,1.0,474.0,1254.0,Spatial/VR
891.5,1.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
892.0,1.0,2,2,1.6,1.0,474.0,1254.0,Spatial/VR
892.5,2.0,2,1,1.63,1.0,474.0,1254.0,Spatial/VR
893.0,1.0,2,1,1.57,1.0,474.0,1254.0,Spatial/VR
893.5,1.0,2,0,1.53,0.98,474.0,1254.0,Spatial/VR
894.0,1.0,2,1,1.53,0.98,474.0,1254.0,Spatial/VR
894.5,1.0,2,1,1.53,0.98,474.0,1254.0,Spatial/VR
895.0,1.0,2,1,1.47,0.98,474.0,1254.0,Spatial/VR
895.5,1.0,2,1,1.43,0.98,474.0,1254.0,Spatial/VR
896.0,1.0,2,1,1.4,0.98,474.0,1254.0,Spatial/VR
896.5,1.0,1,1,1.33,0.98,474.0,1254.0,Spatial/VR
897.0,1.0,1,1,1.27,0.98,474.0,1254.0,Spatial/VR
897.5,1.0,1,1,1.2,0.98,474.0,1254.0,Spatial/VR
898.0,1.0,1,1,1.17,0.98,474.0,1254.0,Spatial/VR
898.5,1.0,1,1,1.17,1.0,474.0,1254.0,Spatial/VR
899.0,1.0,1,1,1.13,1.0,474.0,1254.0,Spatial/VR
899.5,2.0,1,2,1.17,1.0,474.0,1254.0,Spatial/VR
900.0,2.0,1,2,1.2,1.0,474.0,1254.0,Spatial/VR
900.5,1.0,1,2,1.2,1.0,474.0,1254.0,Spatial/VR
901.0,2.0,2,2,1.27,1.0,474.0,1254.0,Spatial/VR
901.5,2.0,2,1,1.33,1.0,474.0,1254.0,Spatial/VR
902.0,2.0,2,1,1.4,1.0,474.0,1254.0,Spatial/VR
902.5,2.0,2,1,1.47,1.0,474.0,1254.0,Spatial/VR
903.0,2.0,2,2,1.57,1.0,474.0,1254.0,Spatial/VR
903.5,2.0,2,1,1.63,1.0,474.0,1254.0,Spatial/VR
904.0,2.0,2,1,1.7,1.0,474.0,1254.0,Spatial/VR
904.5,2.0,2,2,1.73,1.0,474.0,1254.0,Spatial/VR
905.0,2.0,2,2,1.77,1.0,474.0,1254.0,Spatial/VR
905.5,2.0,2,2,1.83,1.0,474.0,1254.0,Spatial/VR
906.0,2.0,2,2,1.83,1.0,474.0,1254.0,Spatial/VR
906.5,2.0,2,2,1.87,1.0,474.0,1254.0,Spatial/VR
907.0,2.0,2,1,1.87,1.0,474.0,1254.0,Spatial/VR
907.5,2.0,2,2,1.9,1.0,474.0,1254.0,Spatial/VR
908.0,1.0,1,2,1.83,1.0,474.0,1254.0,Spatial/VR
908.5,1.0,1,2,1.8,1.0,474.0,1254.0,Spatial/VR
909.0,1.0,1,2,1.77,1.0,474.0,1254.0,Spatial/VR
909.5,1.0,1,1,1.67,1.0,474.0,1254.0,Spatial/VR
910.0,2.0,1,1,1.6,1.0,474.0,1254.0,Spatial/VR
910.5,2.0,2,1,1.57,1.0,474.0,1254.0,Spatial/VR
911.0,2.0,1,1,1.5,1.0,474.0,1254.0,Spatial/VR
911.5,1.0,1,1,1.4,1.0,474.0,1254.0,Spatial/VR
912.0,1.0,1,1,1.33,1.0,474.0,1254.0,Spatial/VR
912.5,1.0,1,1,1.23,1.0,474.0,1254.0,Spatial/VR
913.0,1.0,1,1,1.2,1.0,474.0,1254.0,Spatial/VR
913.5,2.0,1,1,1.2,1.0,474.0,1254.0,Spatial/VR
914.0,2.0,1,1,1.2,1.0,474.0,1254.0,Spatial/VR
914.5,2.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
915.0,2.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
915.5,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
916.0,2.0,2,2,1.33,1.0,474.0,1254.0,Spatial/VR
916.5,2.0,2,2,1.43,1.0,474.0,1254.0,Spatial/VR
917.0,2.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
917.5,2.0,2,2,1.63,1.0,474.0,1254.0,Spatial/VR
918.0,2.0,2,2,1.73,1.0,474.0,1254.0,Spatial/VR
918.5,2.0,2,2,1.8,1.0,474.0,1254.0,Spatial/VR
919.0,2.0,2,2,1.87,1.0,474.0,1254.0,Spatial/VR
919.5,2.0,2,2,1.9,1.0,474.0,1254.0,Spatial/VR
920.0,2.0,2,2,1.93,1.0,474.0,1254.0,Spatial/VR
920.5,2.0,2,2,2.0,1.0,474.0,1254.0,Spatial/VR
921.0,2.0,0,2,1.93,0.98,474.0,1254.0,Spatial/VR
921.5,2.0,2,2,1.93,0.98,474.0,1254.0,Spatial/VR
922.0,2.0,2,2,1.93,0.98,474.0,1254.0,Spatial/VR
922.5,2.0,2,2,1.93,0.98,474.0,1254.0,Spatial/VR
923.0,2.0,2,2,1.93,0.98,474.0,1254.0,Spatial/VR
923.5,2.0,2,2,1.93,0.98,474.0,1254.0,Spatial/VR
924.0,1.0,1,2,1.87,0.98,474.0,1254.0,Spatial/VR
924.5,1.0,1,2,1.8,0.98,474.0,1254.0,Spatial/VR
925.0,1.0,1,2,1.73,0.98,474.0,1254.0,Spatial/VR
925.5,1.0,1,2,1.67,0.98,474.0,1254.0,Spatial/VR
926.0,1.0,1,2,1.67,1.0,474.0,1254.0,Spatial/VR
926.5,1.0,1,2,1.6,1.0,474.0,1254.0,Spatial/VR
927.0,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
927.5,1.0,1,2,1.47,1.0,474.0,1254.0,Spatial/VR
928.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
928.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
929.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
929.5,1.0,2,1,1.33,1.0,474.0,1254.0,Spatial/VR
930.0,1.0,2,2,1.37,1.0,474.0,1254.0,Spatial/VR
930.5,1.0,2,2,1.4,1.0,474.0,1254.0,Spatial/VR
931.0,1.0,2,2,1.43,1.0,474.0,1254.0,Spatial/VR
931.5,1.0,2,2,1.47,1.0,474.0,1254.0,Spatial/VR
932.0,1.0,2,2,1.5,1.0,474.0,1254.0,Spatial/VR
932.5,1.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
933.0,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
933.5,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
934.0,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
934.5,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
935.0,1.0,1,2,1.5,1.0,474.0,1254.0,Spatial/VR
935.5,1.0,1,2,1.47,1.0,474.0,1254.0,Spatial/VR
936.0,1.0,1,2,1.43,1.0,474.0,1254.0,Spatial/VR
936.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
937.0,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
937.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
938.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
938.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
939.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
939.5,1.0,1,1,1.3,1.0,474.0,1254.0,Spatial/VR
940.0,1.0,1,1,1.27,1.0,474.0,1254.0,Spatial/VR
940.5,1.0,1,1,1.23,1.0,474.0,1254.0,Spatial/VR
941.0,1.0,1,1,1.2,1.0,474.0,1254.0,Spatial/VR
941.5,1.0,1,1,1.17,1.0,474.0,1254.0,Spatial/VR
942.0,1.0,1,1,1.13,1.0,474.0,1254.0,Spatial/VR
942.5,1.0,1,1,1.1,1.0,474.0,1254.0,Spatial/VR
943.0,1.0,1,1,1.07,1.0,474.0,1254.0,Spatial/VR
943.5,1.0,1,2,1.07,1.0,474.0,1254.0,Spatial/VR
944.0,1.0,1,1,1.03,1.0,474.0,1254.0,Spatial/VR
944.5,1.0,1,1,1.03,1.0,474.0,1254.0,Spatial/VR
945.0,1.0,1,1,1.03,1.0,474.0,1254.0,Spatial/VR
945.5,2.0,1,2,1.1,1.0,474.0,1254.0,Spatial/VR
946.0,2.0,2,2,1.2,1.0,474.0,1254.0,Spatial/VR
946.5,1.0,2,2,1.27,1.0,474.0,1254.0,Spatial/VR
947.0,1.0,2,2,1.33,1.0,474.0,1254.0,Spatial/VR
947.5,1.0,2,2,1.4,1.0,474.0,1254.0,Spatial/VR
948.0,1.0,2,1,1.43,1.0,474.0,1254.0,Spatial/VR
948.5,1.0,2,2,1.47,1.0,474.0,1254.0,Spatial/VR
949.0,1.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
949.5,1.0,2,1,1.57,1.0,474.0,1254.0,Spatial/VR
950.0,2.0,2,1,1.63,1.0,474.0,1254.0,Spatial/VR
950.5,1.0,2,2,1.63,1.0,474.0,1254.0,Spatial/VR
951.0,1.0,1,1,1.53,1.0,474.0,1254.0,Spatial/VR
951.5,1.0,1,1,1.47,1.0,474.0,1254.0,Spatial/VR
952.0,1.0,1,1,1.4,1.0,474.0,1254.0,Spatial/VR
952.5,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
953.0,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
953.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
954.0,1.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
954.5,1.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
955.0,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
955.5,1.0,1,2,1.23,1.0,474.0,1254.0,Spatial/VR
956.0,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
956.5,1.0,1,2,1.3,1.0,474.0,1254.0,Spatial/VR
957.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
957.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
958.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
958.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
959.0,2.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
959.5,2.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
960.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
960.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
961.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
961.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
962.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
962.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
963.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
963.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
964.0,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
964.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
965.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
965.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
966.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
966.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
967.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
967.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
968.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
968.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
969.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
969.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
970.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
970.5,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
971.0,1.0,1,2,1.33,1.0,474.0,1254.0,Spatial/VR
971.5,1.0,1,1,1.3,1.0,474.0,1254.0,Spatial/VR
972.0,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
972.5,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
973.0,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
973.5,1.0,2,1,1.3,1.0,474.0,1254.0,Spatial/VR
974.0,1.0,2,0,1.27,0.98,474.0,1254.0,Spatial/VR
974.5,1.0,2,0,1.23,0.95,474.0,1254.0,Spatial/VR
975.0,1.0,1,2,1.23,0.95,474.0,1254.0,Spatial/VR
975.5,1.0,1,2,1.23,0.95,474.0,1254.0,Spatial/VR
976.0,1.0,1,1,1.2,0.95,474.0,1254.0,Spatial/VR
976.5,1.0,2,1,1.23,0.95,474.0,1254.0,Spatial/VR
977.0,1.0,2,2,1.27,0.95,474.0,1254.0,Spatial/VR
977.5,2.0,2,2,1.33,0.95,474.0,1254.0,Spatial/VR
978.0,1.0,2,1,1.33,0.95,474.0,1254.0,Spatial/VR
978.5,1.0,2,1,1.33,0.95,474.0,1254.0,Spatial/VR
979.0,1.0,2,2,1.4,0.98,474.0,1254.0,Spatial/VR
979.5,1.0,2,1,1.43,1.0,474.0,1254.0,Spatial/VR
980.0,1.0,2,2,1.47,1.0,474.0,1254.0,Spatial/VR
980.5,1.0,2,2,1.5,1.0,474.0,1254.0,Spatial/VR
981.0,1.0,2,1,1.53,1.0,474.0,1254.0,Spatial/VR
981.5,1.0,2,1,1.53,1.0,474.0,1254.0,Spatial/VR
982.0,2.0,2,1,1.53,1.0,474.0,1254.0,Spatial/VR
982.5,2.0,2,1,1.5,1.0,474.0,1254.0,Spatial/VR
983.0,2.0,2,1,1.53,1.0,474.0,1254.0,Spatial/VR
983.5,2.0,2,1,1.57,1.0,474.0,1254.0,Spatial/VR
984.0,1.0,2,2,1.57,1.0,474.0,1254.0,Spatial/VR
984.5,1.0,2,2,1.6,1.0,474.0,1254.0,Spatial/VR
985.0,1.0,2,1,1.57,1.0,474.0,1254.0,Spatial/VR
985.5,1.0,2,2,1.57,1.0,474.0,1254.0,Spatial/VR
986.0,1.0,2,2,1.6,1.0,474.0,1254.0,Spatial/VR
986.5,1.0,1,2,1.6,1.0,474.0,1254.0,Spatial/VR
987.0,1.0,1,2,1.57,1.0,474.0,1254.0,Spatial/VR
987.5,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
988.0,1.0,1,2,1.5,1.0,474.0,1254.0,Spatial/VR
988.5,1.0,1,2,1.47,1.0,474.0,1254.0,Spatial/VR
989.0,1.0,1,2,1.43,1.0,474.0,1254.0,Spatial/VR
989.5,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
990.0,1.0,1,2,1.4,1.0,474.0,1254.0,Spatial/VR
990.5,1.0,1,2,1.37,1.0,474.0,1254.0,Spatial/VR
991.0,1.0,2,2,1.37,1.0,474.0,1254.0,Spatial/VR
991.5,1.0,2,2,1.4,1.0,474.0,1254.0,Spatial/VR
992.0,1.0,2,2,1.43,1.0,474.0,1254.0,Spatial/VR
992.5,1.0,2,2,1.47,1.0,474.0,1254.0,Spatial/VR
993.0,1.0,2,2,1.5,1.0,474.0,1254.0,Spatial/VR
993.5,1.0,2,2,1.53,1.0,474.0,1254.0,Spatial/VR
994.0,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
994.5,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
995.0,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
995.5,1.0,1,2,1.53,1.0,474.0,1254.0,Spatial/VR
996.0,1.0,1,2,1.5,1.0,474.0,1254.0,Spatial/VR
996.5,1.0,1,1,1.43,1.0,474.0,1254.0,Spatial/VR
997.0,1.0,1,1,1.37,1.0,474.0,1254.0,Spatial/VR
997.5,1.0,1,1,1.3,1.0,474.0,1254.0,Spatial/VR
998.0,1.0,1,1,1.23,1.0,474.0,1254.0,Spatial/VR
998.5,1.0,1,1,1.17,1.0,474.0,1254.0,Spatial/VR
999.0,1.0,1,1,1.13,1.0,474.0,1254.0,Spatial/VR
999.5,1.0,1,1,1.1,1.0,474.0,1254.0,Spatial/VR
1000.0,1.0,1,1,1.07,1.0,474.0,1254.0,Spatial/VR
1000.5,1.0,1,1,1.03,1.0,474.0,1254.0,Spatial/VR
1001.0,1.0,1,2,1.03,1.0,474.0,1254.0,Spatial/VR
1001.5,2.0,1,1,1.07,1.0,474.0,1254.0,Spatial/VR
1002.0,1.0,1,1,1.07,1.0,474.0,1254.0,Spatial/VR
1002.5,1.0,1,1,1.07,1.0,474.0,1254.0,Spatial/VR
1003.0,1.0,2,1,1.1,1.0,474.0,1254.0,Spatial/VR
1003.5,1.0,2,1,1.13,1.0,474.0,1254.0,Spatial/VR
1004.0,1.0,2,1,1.17,1.0,474.0,1254.0,Spatial/VR
1004.5,1.0,2,1,1.2,1.0,474.0,1254.0,Spatial/VR
1005.0,1.0,2,1,1.23,1.0,474.0,1254.0,Spatial/VR
1005.5,1.0,2,1,1.27,1.0,474.0,1254.0,Spatial/VR
1006.0,1.0,2,1,1.27,1.0,474.0,1254.0,Spatial/VR
1006.5,1.0,2,1,1.27,1.0,474.0,1254.0,Spatial/VR
1007.0,1.0,1,1,1.27,1.0,474.0,1254.0,Spatial/VR
1007.5,1.0,1,1,1.27,1.0,474.0,1254.0,Spatial/VR
1008.0,1.0,1,2,1.27,1.0,474.0,1254.0,Spatial/VR
1008.5,1.0,2,2,1.3,1.0,474.0,1254.0,Spatial/VR
1009.0,1.0,2,2,1.33,1.0,474.0,1254.0,Spatial/VR
1009.5,1.0,2,2,1.37,1.0,474.0,1254.0,Spatial/VR
1010.0,1.0,0,2,1.33,0.98,474.0,1254.0,Spatial/VR
1010.5,1.0,0,1,1.27,0.95,474.0,1254.0,Spatial/VR
1011.0,1.0,0,1,1.2,0.92,474.0,1254.0,Spatial/VR
1011.5,1.0,0,1,1.13,0.9,474.0,1254.0,Spatial/VR
1012.0,1.0,0,2,1.13,0.88,474.0,1254.0,Spatial/VR
1012.5,1.0,0,2,1.13,0.85,474.0,1254.0,Spatial/VR
1013.0,1.0,0,2,1.1,0.82,474.0,1254.0,Spatial/VR
1013.5,1.0,0,2,1.03,0.8,474.0,1254.0,Spatial/VR
1014.0,1.0,0,2,0.97,0.78,474.0,1254.0,Spatial/VR
1014.5,1.0,0,2,0.9,0.75,474.0,1254.0,Spatial/VR
1015.0,1.0,0,2,0.9,0.75,474.0,1254.0,Spatial/VR
1015.5,2.0,0,2,0.97,0.75,474.0,1254.0,Spatial/VR
1016.0,0.0,0,2,0.97,0.72,474.0,1254.0,Spatial/VR
1016.5,0.0,0,2,0.97,0.7,474.0,1254.0,Spatial/VR
1017.0,0.0,2,2,1.0,0.7,474.0,1254.0,Spatial/VR
1017.5,0.0,1,2,1.0,0.7,474.0,1254.0,Spatial/VR
1018.0,0.0,1,2,1.0,0.7,474.0,1254.0,Spatial/VR
1018.5,0.0,2,2,1.03,0.7,474.0,1254.0,Spatial/VR
1019.0,0.0,1,2,1.03,0.7,474.0,1254.0,Spatial/VR
1019.5,0.0,1,2,1.03,0.7,474.0,1254.0,Spatial/VR
1020.0,0.0,2,2,1.07,0.7,474.0,1254.0,Spatial/VR
1020.5,0.0,2,2,1.07,0.7,474.0,1254.0,Spatial/VR
1021.0,0.0,2,2,1.13,0.72,474.0,1254.0,Spatial/VR
1021.5,0.0,2,2,1.2,0.75,474.0,1254.0,Spatial/VR
1022.0,0.0,1,2,1.17,0.75,474.0,1254.0,Spatial/VR
1022.5,0.0,1,2,1.17,0.75,474.0,1254.0,Spatial/VR
1023.0,0.0,1,2,1.17,0.75,474.0,1254.0,Spatial/VR
1023.5,0.0,2,2,1.17,0.75,474.0,1254.0,Spatial/VR
1024.0,0.0,2,2,1.2,0.75,474.0,1254.0,Spatial/VR
1024.5,0.0,2,2,1.23,0.75,474.0,1254.0,Spatial/VR
1025.0,1.0,2,1,1.23,0.78,474.0,1254.0,Spatial/VR
1025.5,1.0,2,1,1.23,0.8,474.0,1254.0,Spatial/VR
1026.0,1.0,2,1,1.23,0.82,474.0,1254.0,Spatial/VR
1026.5,1.0,1,2,1.23,0.85,474.0,1254.0,Spatial/VR
1027.0,1.0,2,2,1.3,0.88,474.0,1254.0,Spatial/VR
1027.5,1.0,2,1,1.33,0.9,474.0,1254.0,Spatial/VR
1028.0,1.0,2,0,1.33,0.9,474.0,1254.0,Spatial/VR
1028.5,1.0,2,0,1.3,0.9,474.0,1254.0,Spatial/VR
1029.0,1.0,1,0,1.23,0.9,474.0,1254.0,Spatial/VR
1029.5,1.0,1,0,1.17,0.9,474.0,1254.0,Spatial/VR
1030.0,1.0,1,0,1.1,0.88,474.0,1254.0,Spatial/VR
1030.5,1.0,1,0,1.03,0.85,474.0,1254.0,Spatial/VR
1031.0,1.0,1,0,0.97,0.82,474.0,1254.0,Spatial/VR
1031.5,1.0,1,0,0.9,0.8,474.0,1254.0,Spatial/VR
1032.0,1.0,2,0,0.83,0.78,474.0,1254.0,Spatial/VR
1032.5,1.0,2,0,0.8,0.75,474.0,1254.0,Spatial/VR
1033.0,1.0,2,0,0.8,0.75,474.0,1254.0,Spatial/VR
1033.5,1.0,2,0,0.8,0.75,474.0,1254.0,Spatial/VR
1034.0,1.0,1,0,0.8,0.75,474.0,1254.0,Spatial/VR
1034.5,1.0,1,0,0.8,0.75,474.0,1254.0,Spatial/VR
1035.0,2.0,1,0,0.83,0.75,474.0,1254.0,Spatial/VR
1035.5,2.0,1,0,0.87,0.75,474.0,1254.0,Spatial/VR
1036.0,2.0,1,0,0.9,0.75,474.0,1254.0,Spatial/VR
1036.5,2.0,1,0,0.93,0.75,474.0,1254.0,Spatial/VR
1037.0,1.0,1,0,0.9,0.75,474.0,1254.0,Spatial/VR
1037.5,1.0,1,0,0.87,0.75,474.0,1254.0,Spatial/VR
1038.0,1.0,1,0,0.83,0.75,474.0,1254.0,Spatial/VR
1038.5,2.0,1,0,0.83,0.75,474.0,1254.0,Spatial/VR
1039.0,2.0,1,0,0.87,0.75,474.0,1254.0,Spatial/VR
1039.5,1.0,1,1,0.9,0.78,474.0,1254.0,Spatial/VR
1040.0,1.0,1,1,0.9,0.8,474.0,1254.0,Spatial/VR
1040.5,2.0,2,1,0.97,0.82,474.0,1254.0,Spatial/VR
1041.0,0.0,2,1,0.97,0.82,474.0,1254.0,Spatial/VR
1041.5,0.0,2,1,0.97,0.82,474.0,1254.0,Spatial/VR
1042.0,0.0,2,1,1.0,0.82,474.0,1254.0,Spatial/VR
1042.5,0.0,2,1,1.03,0.82,474.0,1254.0,Spatial/VR
1043.0,0.0,2,1,1.07,0.82,474.0,1254.0,Spatial/VR
1043.5,0.0,2,0,1.03,0.8,474.0,1254.0,Spatial/VR
1044.0,0.0,2,0,1.0,0.78,474.0,1254.0,Spatial/VR
1044.5,0.0,2,0,0.97,0.72,474.0,1254.0,Spatial/VR
1045.0,0.0,2,1,0.97,0.7,474.0,1254.0,Spatial/VR
1045.5,0.0,2,1,0.9,0.68,474.0,1254.0,Spatial/VR
1046.0,1.0,2,0,0.9,0.68,474.0,1254.0,Spatial/VR
1046.5,1.0,2,0,0.9,0.68,474.0,1254.0,Spatial/VR
1047.0,2.0,2,0,0.93,0.68,474.0,1254.0,Spatial/VR
1047.5,2.0,2,1,1.0,0.7,474.0,1254.0,Spatial/VR
1048.0,2.0,1,1,1.03,0.72,474.0,1254.0,Spatial/VR
1048.5,1.0,1,2,1.1,0.78,474.0,1254.0,Spatial/VR
1049.0,1.0,2,2,1.2,0.82,474.0,1254.0,Spatial/VR
1049.5,1.0,2,1,1.27,0.88,474.0,1254.0,Spatial/VR
1050.0,1.0,2,1,1.3,0.9,474.0,1254.0,Spatial/VR
1050.5,1.0,2,1,1.33,0.92,474.0,1254.0,Spatial/VR
1051.0,1.0,2,1,1.37,0.95,474.0,1254.0,Spatial/VR
1051.5,1.0,2,1,1.4,0.98,474.0,1254.0,Spatial/VR
1052.0,1.0,2,1,1.4,1.0,474.0,1254.0,Spatial/VR
1052.5,1.0,2,1,1.37,1.0,474.0,1254.0,Spatial/VR
1053.0,1.0,2,0,1.33,0.98,474.0,1254.0,Spatial/VR
1053.5,2.0,2,0,1.33,0.95,474.0,1254.0,Spatial/VR
1054.0,1.0,2,0,1.27,0.92,474.0,1254.0,Spatial/VR
1054.5,1.0,1,0,1.2,0.9,474.0,1254.0,Spatial/VR
1055.0,1.0,1,1,1.17,0.9,474.0,1254.0,Spatial/VR
1055.5,1.0,1,1,1.13,0.9,474.0,1254.0,Spatial/VR
1056.0,1.0,2,1,1.13,0.9,474.0,1254.0,Spatial/VR
1056.5,1.0,2,1,1.13,0.9,474.0,1254.0,Spatial/VR
1057.0,2.0,2,2,1.2,0.9,474.0,1254.0,Spatial/VR
1057.5,1.0,1,1,1.17,0.9,474.0,1254.0,Spatial/VR
1058.0,1.0,2,0,1.17,0.9,474.0,1254.0,Spatial/VR
1058.5,1.0,2,0,1.13,0.9,474.0,1254.0,Spatial/VR
1059.0,1.0,2,0,1.13,0.9,474.0,1254.0,Spatial/VR
1059.5,1.0,2,0,1.17,0.9,474.0,1254.0,Spatial/VR
1060.0,1.0,2,0,1.17,0.88,474.0,1254.0,Spatial/VR
1060.5,1.0,2,0,1.17,0.85,474.0,1254.0,Spatial/VR
1061.0,1.0,2,1,1.17,0.85,474.0,1254.0,Spatial/VR
1061.5,1.0,2,1,1.17,0.85,474.0,1254.0,Spatial/VR
1062.0,1.0,2,1,1.1,0.85,474.0,1254.0,Spatial/VR
1062.5,1.0,2,1,1.13,0.85,474.0,1254.0,Spatial/VR
1063.0,1.0,2,1,1.17,0.88,474.0,1254.0,Spatial/VR
1063.5,1.0,2,1,1.2,0.9,474.0,1254.0,Spatial/VR
1064.0,1.0,2,1,1.23,0.92,474.0,1254.0,Spatial/VR
