time,faces_074,faces_075,faces_076
109.33,1.0,,
163.26,1.0,,
163.3,1.0,,
163.33,1.0,,
163.36,1.0,,
163.39,1.0,,
163.43,1.0,,
163.46,1.0,,
163.5,1.0,,
163.53,1.0,,
163.56,1.0,,
163.6,1.0,,
163.63,1.0,,
163.66,1.0,,
163.7,1.0,,
163.73,1.0,,
163.76,1.0,,
163.8,1.0,,
163.83,1.0,,
163.86,1.0,,
163.9,1.0,,
163.93,1.0,,
163.96,1.0,,
164.0,1.0,,
164.03,1.0,,
164.06,1.0,,
164.1,1.0,,
164.13,1.0,,
164.16,1.0,,
164.2,1.0,,
164.23,1.0,,
164.26,1.0,,
164.3,1.0,,
164.33,1.0,,
164.36,1.0,,
164.4,1.0,,
164.43,1.0,,
164.46,1.0,,
164.5,1.0,,
164.53,1.0,,
164.56,1.0,,
164.6,1.0,,
164.63,1.0,,
164.66,1.0,,
164.7,1.0,,
164.73,1.0,,
164.76,1.0,,
164.8,1.0,,
164.83,1.0,,
164.86,1.0,,
164.9,1.0,,
164.93,1.0,,
164.96,1.0,,
165.0,1.0,,
165.03,1.0,,
165.06,1.0,,
165.1,1.0,,
165.13,1.0,,
165.16,1.0,,
165.2,1.0,,
165.23,1.0,,
165.26,1.0,,
165.3,1.0,,
165.33,1.0,,
165.36,1.0,,
165.4,1.0,,
165.43,1.0,,
165.46,2.0,,
165.5,2.0,,
165.53,2.0,,
165.56,2.0,,
165.6,2.0,,
165.63,1.0,,
165.66,1.0,,
165.7,1.0,,
165.73,1.0,,
165.76,1.0,,
165.8,1.0,,
165.83,1.0,,
165.86,1.0,,
165.9,1.0,,
165.93,1.0,,
165.96,1.0,,
166.0,1.0,,
166.03,2.0,,
166.06,2.0,,
166.1,2.0,,
166.13,2.0,,
166.16,2.0,,
166.2,1.0,,
166.23,1.0,,
166.26,1.0,,
166.3,1.0,,
166.33,1.0,,
166.36,1.0,,
166.4,1.0,,
166.43,1.0,,
166.46,1.0,,
166.5,1.0,,
166.53,1.0,,
166.56,1.0,,
166.6,1.0,,
166.63,1.0,,
166.66,1.0,,
166.7,1.0,,
166.73,1.0,,
166.76,1.0,,
166.8,1.0,,
166.83,1.0,,
166.86,1.0,,
166.9,1.0,,
166.93,1.0,,
166.96,1.0,,
167.0,1.0,,
167.03,1.0,,
167.06,1.0,,
167.1,1.0,,
167.13,1.0,,
167.16,1.0,,
167.2,1.0,,
167.23,1.0,,
167.26,1.0,,
167.3,1.0,,
167.33,1.0,,
167.36,1.0,,
167.4,1.0,,
167.43,1.0,,
167.46,1.0,,
167.5,1.0,,
167.53,1.0,,
167.56,1.0,,
167.6,1.0,,
167.63,1.0,,
167.66,1.0,,
167.7,1.0,,
167.73,1.0,,
167.76,1.0,,
167.8,1.0,,
167.83,1.0,,
167.86,1.0,,
167.9,1.0,,
167.93,1.0,,
167.96,1.0,,
168.0,1.0,,
168.03,1.0,,
168.06,1.0,,
168.1,1.0,,
168.13,1.0,,
168.17,1.0,,
168.2,1.0,,
168.23,1.0,,
168.26,1.0,,
168.3,1.0,,
168.33,1.0,,
168.36,1.0,,
168.4,1.0,,
168.43,1.0,,
168.47,1.0,,
168.5,1.0,,
168.53,1.0,,
168.56,1.0,,
168.6,1.0,,
168.63,1.0,,
168.67,1.0,,
168.7,1.0,,
168.73,1.0,,
168.76,1.0,,
168.8,1.0,,
168.83,1.0,,
168.86,1.0,,
168.9,1.0,,
168.93,1.0,,
168.97,1.0,,
169.0,1.0,,
169.03,1.0,,
169.06,1.0,,
169.1,1.0,,
169.13,1.0,,
169.17,1.0,,
169.2,1.0,,
169.23,1.0,,
169.26,1.0,,
169.3,1.0,,
169.33,1.0,,
169.36,1.0,,
169.4,1.0,,
169.43,1.0,,
169.47,1.0,,
169.5,1.0,,
169.53,1.0,,
169.56,1.0,,
169.6,1.0,,
169.63,1.0,,
169.67,1.0,,
169.7,1.0,,
169.73,1.0,,
169.76,1.0,,
169.8,1.0,,
169.83,1.0,,
169.86,1.0,,
169.9,1.0,,
169.93,1.0,,
169.97,1.0,,
170.0,1.0,,
170.03,1.0,,
170.06,1.0,,
170.1,1.0,,
170.13,1.0,,
170.17,1.0,,
170.2,1.0,,
170.23,1.0,,
170.26,1.0,,
170.3,1.0,,
170.33,1.0,,
170.36,1.0,,
170.4,1.0,,
170.43,1.0,,
170.47,1.0,,
170.5,1.0,,
