time,faces_139,faces_140
58.0,1.0,
87.13,1.0,
87.16,1.0,
87.2,1.0,
87.23,1.0,
87.26,1.0,
87.3,1.0,
87.33,1.0,
87.36,1.0,
87.4,1.0,
87.43,1.0,
87.46,1.0,
87.5,1.0,
87.53,1.0,
87.56,1.0,
87.6,1.0,
87.63,1.0,
87.66,1.0,
87.7,1.0,
87.73,1.0,
87.76,1.0,
87.8,1.0,
87.83,1.0,
87.86,1.0,
87.9,1.0,
87.93,1.0,
87.96,1.0,
88.0,1.0,
88.03,1.0,
88.06,1.0,
88.1,1.0,
88.13,1.0,
88.16,1.0,
88.2,1.0,
88.23,1.0,
88.26,1.0,
88.3,1.0,
88.33,1.0,
88.36,1.0,
88.4,1.0,
88.43,1.0,
88.46,1.0,
88.5,1.0,
88.53,1.0,
88.56,1.0,
88.6,1.0,
88.63,1.0,
88.66,1.0,
88.7,1.0,
88.73,1.0,
88.76,1.0,
88.8,1.0,
88.83,1.0,
88.86,1.0,
88.9,1.0,
88.93,1.0,
88.96,1.0,
89.0,1.0,
89.03,1.0,
89.06,1.0,
89.1,1.0,
89.13,1.0,
89.16,1.0,
89.2,1.0,
89.23,1.0,
89.26,1.0,
89.3,1.0,
89.33,1.0,
89.4,1.0,
89.46,1.0,
89.47,1.0,
89.5,1.0,
89.53,1.0,
89.62,1.0,
89.64,1.0,
89.66,1.0,
89.7,1.0,
89.73,0.0,
89.76,0.0,
89.8,0.0,
89.83,0.0,
89.87,0.0,
89.9,0.0,
89.93,0.0,
89.97,1.0,
90.02,1.0,
90.04,1.0,
90.07,1.0,
90.1,1.0,
90.13,1.0,
90.18,1.0,
90.2,1.0,
90.23,1.0,
90.27,1.0,
90.3,1.0,
90.33,1.0,
90.37,1.0,
90.4,1.0,
90.43,1.0,
90.47,1.0,
90.5,1.0,
90.53,1.0,
90.57,1.0,
90.6,1.0,
90.63,1.0,
90.67,1.0,
90.7,1.0,
90.73,1.0,
90.77,1.0,
90.8,1.0,
90.83,1.0,
90.87,1.0,
90.9,1.0,
90.93,1.0,
90.97,1.0,
91.0,1.0,
91.03,1.0,
91.07,1.0,
91.1,1.0,
91.13,1.0,
91.17,1.0,
91.2,1.0,
91.23,1.0,
91.27,1.0,
91.3,1.0,
91.33,1.0,
91.37,1.0,
91.4,1.0,
91.43,1.0,
91.47,1.0,
91.5,1.0,
91.53,1.0,
91.57,1.0,
91.6,1.0,
