time,faces_090,faces_091
162.67,1.0,
236.7,1.0,
236.74,1.0,
236.77,1.0,
236.8,1.0,
236.83,1.0,
236.87,1.0,
236.9,1.0,
236.94,1.0,
236.97,1.0,
237.0,1.0,
237.04,1.0,
237.07,1.0,
237.1,1.0,
237.14,1.0,
237.17,1.0,
237.2,1.0,
237.24,1.0,
237.27,1.0,
237.3,1.0,
237.33,1.0,
237.37,1.0,
237.4,1.0,
237.44,1.0,
237.47,1.0,
237.5,1.0,
237.54,1.0,
237.57,1.0,
237.6,1.0,
237.64,1.0,
237.67,1.0,
237.7,1.0,
237.74,1.0,
237.77,1.0,
237.8,1.0,
237.83,1.0,
237.87,1.0,
237.9,1.0,
237.94,1.0,
237.97,1.0,
238.0,1.0,
238.04,1.0,
238.07,1.0,
238.1,1.0,
238.14,1.0,
238.17,1.0,
238.2,1.0,
238.24,1.0,
238.27,1.0,
238.3,1.0,
238.33,1.0,
238.37,1.0,
238.4,1.0,
238.44,1.0,
238.47,1.0,
238.5,1.0,
238.54,1.0,
238.56,1.0,
238.59,1.0,
238.63,1.0,
238.66,1.0,
238.69,1.0,
238.73,1.0,
238.76,1.0,
238.79,1.0,
238.83,1.0,
238.86,1.0,
238.89,1.0,
238.93,1.0,
238.96,1.0,
238.99,1.0,
239.03,1.0,
239.06,1.0,
239.1,1.0,
239.13,1.0,
239.16,1.0,
239.2,1.0,
239.23,1.0,
239.26,1.0,
239.3,1.0,
239.33,1.0,
239.36,1.0,
239.4,1.0,
239.43,1.0,
239.46,1.0,
239.5,1.0,
239.53,1.0,
239.56,1.0,
239.6,1.0,
239.63,1.0,
239.66,1.0,
239.7,1.0,
239.73,1.0,
239.76,1.0,
239.8,1.0,
239.83,1.0,
239.86,1.0,
239.9,1.0,
239.93,1.0,
239.96,1.0,
240.0,1.0,
240.03,1.0,
240.06,1.0,
240.1,1.0,
240.13,1.0,
240.16,1.0,
240.2,1.0,
240.23,1.0,
240.26,1.0,
240.3,1.0,
240.33,1.0,
240.36,1.0,
240.4,1.0,
240.43,1.0,
240.46,1.0,
240.5,1.0,
240.53,1.0,
240.56,1.0,
240.6,1.0,
240.63,1.0,
240.66,1.0,
240.7,1.0,
240.73,1.0,
240.76,1.0,
240.8,1.0,
240.83,1.0,
240.86,1.0,
240.9,1.0,
240.93,1.0,
240.96,1.0,
241.0,1.0,
241.03,1.0,
241.06,1.0,
241.1,1.0,
241.13,1.0,
241.16,1.0,
241.2,1.0,
241.23,1.0,
241.26,1.0,
241.3,1.0,
241.33,1.0,
241.36,1.0,
241.4,1.0,
241.43,1.0,
241.46,1.0,
241.5,1.0,
241.53,1.0,
241.56,1.0,
241.6,1.0,
241.63,1.0,
241.66,1.0,
241.7,1.0,
241.73,1.0,
241.76,1.0,
241.8,1.0,
241.83,1.0,
241.86,1.0,
241.9,1.0,
241.93,1.0,
241.96,1.0,
242.0,1.0,
242.03,1.0,
242.06,1.0,
242.1,1.0,
242.13,1.0,
242.16,1.0,
242.2,1.0,
242.23,1.0,
242.26,1.0,
242.3,1.0,
242.33,1.0,
242.36,1.0,
242.4,1.0,
242.43,1.0,
242.46,1.0,
242.5,1.0,
242.53,1.0,
242.56,1.0,
242.6,1.0,
242.63,1.0,
242.66,1.0,
242.7,1.0,
242.73,1.0,
242.76,1.0,
242.8,1.0,
242.83,1.0,
242.86,1.0,
242.9,1.0,
242.93,1.0,
242.96,1.0,
243.0,1.0,
243.03,1.0,
243.06,1.0,
243.1,1.0,
243.13,1.0,
243.16,1.0,
243.2,1.0,
243.23,1.0,
243.26,1.0,
243.3,1.0,
243.33,1.0,
243.36,1.0,
243.4,1.0,
243.43,1.0,
243.46,1.0,
243.5,1.0,
243.53,1.0,
243.56,1.0,
243.6,1.0,
243.63,1.0,
243.66,1.0,
243.7,1.0,
243.73,1.0,
243.76,1.0,
243.8,1.0,
243.83,1.0,
243.86,1.0,
243.9,1.0,
243.93,1.0,
243.96,1.0,
244.0,1.0,
244.03,1.0,
244.06,1.0,
244.1,1.0,
244.13,1.0,
244.16,1.0,
244.2,1.0,
244.23,1.0,
244.26,1.0,
244.3,1.0,
244.33,1.0,
244.36,1.0,
244.4,1.0,
244.43,1.0,
244.46,1.0,
244.5,1.0,
244.53,1.0,
244.56,1.0,
244.6,1.0,
244.63,1.0,
244.66,1.0,
244.7,1.0,
244.73,1.0,
244.76,1.0,
244.8,1.0,
244.83,1.0,
244.86,1.0,
244.9,1.0,
244.93,1.0,
244.96,1.0,
245.0,1.0,
245.03,1.0,
245.06,1.0,
245.1,1.0,
245.13,1.0,
245.16,1.0,
245.2,1.0,
245.23,1.0,
245.26,1.0,
245.3,1.0,
245.33,1.0,
245.36,1.0,
245.4,1.0,
245.43,1.0,
245.46,1.0,
245.5,1.0,
245.53,1.0,
245.56,1.0,
245.6,1.0,
245.63,1.0,
245.66,1.0,
245.7,1.0,
245.73,1.0,
245.76,1.0,
245.8,1.0,
245.83,1.0,
245.86,1.0,
245.9,1.0,
245.93,1.0,
245.96,1.0,
246.0,1.0,
246.03,1.0,
246.06,1.0,
246.1,1.0,
246.13,1.0,
246.16,1.0,
246.2,1.0,
246.23,1.0,
246.26,1.0,
246.3,1.0,
246.33,1.0,
246.36,1.0,
246.4,1.0,
246.43,1.0,
246.46,1.0,
246.5,1.0,
246.53,1.0,
246.56,1.0,
246.6,1.0,
246.63,1.0,
246.66,1.0,
246.7,1.0,
246.73,1.0,
246.76,1.0,
246.8,1.0,
246.83,1.0,
246.86,1.0,
246.9,1.0,
246.93,1.0,
246.96,1.0,
247.0,1.0,
247.03,1.0,
247.06,1.0,
247.1,1.0,
247.13,1.0,
247.17,1.0,
247.2,1.0,
247.23,1.0,
247.26,1.0,
247.3,1.0,
247.33,1.0,
247.36,1.0,
247.4,1.0,
247.43,1.0,
247.46,1.0,
247.5,1.0,
247.53,1.0,
247.56,1.0,
247.6,1.0,
247.63,1.0,
247.67,1.0,
247.7,1.0,
247.73,1.0,
247.76,1.0,
247.8,1.0,
247.83,1.0,
247.86,1.0,
247.9,1.0,
247.93,1.0,
247.96,1.0,
248.0,1.0,
248.03,1.0,
248.06,1.0,
248.1,1.0,
248.13,1.0,
248.17,1.0,
248.2,1.0,
248.23,1.0,
248.26,1.0,
248.3,1.0,
248.33,1.0,
248.36,1.0,
248.4,1.0,
248.43,1.0,
248.46,1.0,
248.5,1.0,
248.53,1.0,
248.56,1.0,
248.6,1.0,
248.63,1.0,
248.67,1.0,
248.7,1.0,
248.73,1.0,
248.76,1.0,
248.8,1.0,
248.83,1.0,
248.86,1.0,
248.9,1.0,
248.93,1.0,
248.96,1.0,
249.0,1.0,
249.03,1.0,
249.06,1.0,
249.1,1.0,
249.13,1.0,
249.17,1.0,
249.2,1.0,
249.23,1.0,
249.26,1.0,
249.3,1.0,
249.33,1.0,
249.36,1.0,
249.4,1.0,
249.43,1.0,
249.46,1.0,
249.5,1.0,
249.53,1.0,
249.56,1.0,
249.6,1.0,
249.63,1.0,
249.67,1.0,
249.7,1.0,
249.73,1.0,
249.76,1.0,
249.8,1.0,
249.83,1.0,
249.86,1.0,
249.9,1.0,
249.93,1.0,
249.96,1.0,
250.0,1.0,
250.03,1.0,
250.06,1.0,
250.1,1.0,
250.13,1.0,
250.17,1.0,
250.2,1.0,
250.23,1.0,
250.26,1.0,
250.3,1.0,
250.33,1.0,
250.36,1.0,
250.4,1.0,
250.43,1.0,
250.46,1.0,
250.5,1.0,
250.53,1.0,
250.56,1.0,
250.6,1.0,
250.63,1.0,
250.67,1.0,
250.7,1.0,
250.73,1.0,
250.76,1.0,
250.8,1.0,
250.83,1.0,
250.86,1.0,
250.9,1.0,
250.93,1.0,
250.96,1.0,
251.0,1.0,
251.03,1.0,
251.07,1.0,
251.1,1.0,
251.13,1.0,
251.17,1.0,
251.2,1.0,
251.23,1.0,
251.27,1.0,
251.3,1.0,
251.33,1.0,
251.37,1.0,
251.4,1.0,
251.43,1.0,
251.47,1.0,
251.5,1.0,
251.53,1.0,
251.57,1.0,
251.6,1.0,
251.63,1.0,
251.67,1.0,
251.7,1.0,
251.73,1.0,
251.77,1.0,
251.8,1.0,
251.83,1.0,
251.87,1.0,
251.9,1.0,
251.93,1.0,
251.97,1.0,
252.0,1.0,
252.03,1.0,
252.07,1.0,
