frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
6460,05:58.333,0,,,,,,,,,,,,
6461,07:09.263,0,,,,,,,,,,,,
6462,07:09.297,0,,,,,,,,,,,,
6463,07:09.330,0,,,,,,,,,,,,
6464,07:09.363,1,-44.0,984.0,187.0,1258.0,,,,,,,,
6465,07:09.397,1,91.0,972.0,304.0,1234.0,,,,,,,,
6466,07:09.430,1,243.0,951.0,439.0,1201.0,,,,,,,,
6467,07:09.463,1,402.0,934.0,582.0,1173.0,,,,,,,,
6468,07:09.497,1,562.0,914.0,728.0,1144.0,,,,,,,,
6469,07:09.530,2,716.0,896.0,872.0,1121.0,-43.0,917.0,227.0,1230.0,,,,
6470,07:09.563,2,164.0,878.0,409.0,1178.0,855.0,890.0,1005.0,1106.0,,,,
6471,07:09.597,2,329.0,855.0,555.0,1141.0,974.0,879.0,1120.0,1096.0,,,,
6472,07:09.630,2,434.0,839.0,648.0,1121.0,1056.0,881.0,1199.0,1094.0,,,,
6473,07:09.663,2,480.0,834.0,688.0,1113.0,1092.0,884.0,1235.0,1098.0,,,,
6474,07:09.697,2,455.0,836.0,665.0,1116.0,1073.0,890.0,1216.0,1101.0,,,,
6475,07:09.730,2,329.0,849.0,554.0,1130.0,973.0,894.0,1119.0,1107.0,,,,
6476,07:09.763,2,72.0,857.0,331.0,1152.0,796.0,894.0,948.0,1112.0,,,,
6477,07:09.797,1,536.0,894.0,703.0,1126.0,,,,,,,,
6478,07:09.830,1,179.0,905.0,380.0,1164.0,,,,,,,,
6479,07:09.863,0,,,,,,,,,,,,
6480,07:09.897,0,,,,,,,,,,,,
6481,07:09.930,0,,,,,,,,,,,,
6482,07:09.963,0,,,,,,,,,,,,
6483,07:09.997,0,,,,,,,,,,,,
6484,07:10.030,0,,,,,,,,,,,,
6485,07:10.063,0,,,,,,,,,,,,
6486,07:10.097,0,,,,,,,,,,,,
6487,07:10.130,0,,,,,,,,,,,,
6488,07:10.163,0,,,,,,,,,,,,
6489,07:10.197,0,,,,,,,,,,,,
6490,07:10.230,0,,,,,,,,,,,,
6491,07:10.263,0,,,,,,,,,,,,
6492,07:10.297,0,,,,,,,,,,,,
6493,07:10.330,0,,,,,,,,,,,,
6494,07:10.363,0,,,,,,,,,,,,
6495,07:10.397,0,,,,,,,,,,,,
6496,07:10.430,0,,,,,,,,,,,,
6497,07:10.463,0,,,,,,,,,,,,
6498,07:10.497,0,,,,,,,,,,,,
6499,07:10.530,0,,,,,,,,,,,,
6500,07:10.563,0,,,,,,,,,,,,
6501,07:10.597,0,,,,,,,,,,,,
6502,07:10.630,0,,,,,,,,,,,,
6503,07:10.663,0,,,,,,,,,,,,
6504,07:10.697,0,,,,,,,,,,,,
6505,07:10.730,0,,,,,,,,,,,,
6506,07:10.763,0,,,,,,,,,,,,
6507,07:10.797,0,,,,,,,,,,,,
6508,07:10.830,0,,,,,,,,,,,,
6509,07:10.863,0,,,,,,,,,,,,
6510,07:10.897,0,,,,,,,,,,,,
6511,07:10.930,0,,,,,,,,,,,,
6512,07:10.963,0,,,,,,,,,,,,
6513,07:10.998,0,,,,,,,,,,,,
6514,07:11.032,0,,,,,,,,,,,,
6515,07:11.065,0,,,,,,,,,,,,
6516,07:11.098,0,,,,,,,,,,,,
6517,07:11.132,0,,,,,,,,,,,,
6518,07:11.165,0,,,,,,,,,,,,
6519,07:11.198,0,,,,,,,,,,,,
6520,07:11.232,0,,,,,,,,,,,,
6521,07:11.265,0,,,,,,,,,,,,
6522,07:11.298,0,,,,,,,,,,,,
6523,07:11.332,0,,,,,,,,,,,,
6524,07:11.365,0,,,,,,,,,,,,
6525,07:11.398,0,,,,,,,,,,,,
6526,07:11.432,0,,,,,,,,,,,,
6527,07:11.465,0,,,,,,,,,,,,
6528,07:11.498,0,,,,,,,,,,,,
6529,07:11.532,0,,,,,,,,,,,,
6530,07:11.565,0,,,,,,,,,,,,
6531,07:11.598,0,,,,,,,,,,,,
6532,07:11.632,0,,,,,,,,,,,,
6533,07:11.665,0,,,,,,,,,,,,
6534,07:11.698,0,,,,,,,,,,,,
6535,07:11.732,0,,,,,,,,,,,,
6536,07:11.765,0,,,,,,,,,,,,
6537,07:11.798,0,,,,,,,,,,,,
6538,07:11.832,0,,,,,,,,,,,,
6539,07:11.865,0,,,,,,,,,,,,
6540,07:11.898,0,,,,,,,,,,,,
6541,07:11.932,0,,,,,,,,,,,,
6542,07:11.965,0,,,,,,,,,,,,
6543,07:11.998,0,,,,,,,,,,,,
6544,07:12.032,1,-75.0,713.0,153.0,981.0,,,,,,,,
6545,07:12.065,1,285.0,683.0,474.0,927.0,,,,,,,,
6546,07:12.098,1,285.0,683.0,474.0,927.0,,,,,,,,
6547,07:12.132,1,563.0,657.0,730.0,885.0,,,,,,,,
6548,07:12.148,2,37.0,615.0,303.0,904.0,791.0,643.0,944.0,859.0,,,,
6549,07:12.165,2,318.0,610.0,545.0,878.0,985.0,627.0,1135.0,842.0,,,,
6550,07:12.198,2,538.0,615.0,740.0,870.0,1159.0,627.0,1307.0,842.0,,,,
6551,07:12.232,2,712.0,612.0,900.0,867.0,1309.0,626.0,1459.0,841.0,,,,
6552,07:12.265,2,844.0,616.0,1026.0,862.0,1436.0,621.0,1590.0,843.0,,,,
6553,07:12.298,2,944.0,609.0,1123.0,855.0,1537.0,616.0,1697.0,840.0,,,,
6554,07:12.332,2,1018.0,607.0,1193.0,847.0,1618.0,600.0,1783.0,834.0,,,,
6555,07:12.365,2,1072.0,591.0,1246.0,834.0,1679.0,589.0,1848.0,821.0,,,,
6556,07:12.398,2,1109.0,575.0,1284.0,818.0,1724.0,571.0,1897.0,807.0,,,,
6557,07:12.432,2,1136.0,563.0,1308.0,811.0,1753.0,559.0,1927.0,797.0,,,,
6558,07:12.465,2,1769.0,544.0,1948.0,786.0,1149.0,557.0,1324.0,799.0,,,,
6559,07:12.498,2,1154.0,545.0,1329.0,789.0,1777.0,535.0,1956.0,774.0,,,,
6560,07:12.532,2,1153.0,545.0,1329.0,786.0,1776.0,529.0,1953.0,764.0,,,,
6561,07:12.565,2,1149.0,547.0,1322.0,792.0,1768.0,525.0,1944.0,762.0,,,,
6562,07:12.598,2,1760.0,531.0,1935.0,766.0,1147.0,555.0,1317.0,803.0,,,,
6563,07:12.632,2,1139.0,570.0,1313.0,817.0,1755.0,540.0,1927.0,774.0,,,,
6564,07:12.665,2,1746.0,548.0,1916.0,781.0,1132.0,586.0,1303.0,828.0,,,,
6565,07:12.698,2,1731.0,550.0,1899.0,784.0,1123.0,597.0,1294.0,835.0,,,,
6566,07:12.732,2,1707.0,549.0,1874.0,781.0,1101.0,605.0,1272.0,840.0,,,,
6567,07:12.765,2,1672.0,543.0,1836.0,773.0,1072.0,603.0,1243.0,840.0,,,,
6568,07:12.798,2,1029.0,603.0,1203.0,841.0,1629.0,536.0,1790.0,763.0,,,,
6569,07:12.832,2,1576.0,532.0,1735.0,755.0,980.0,604.0,1155.0,844.0,,,,
6570,07:12.865,2,1520.0,529.0,1676.0,749.0,927.0,609.0,1104.0,852.0,,,,
6571,07:12.898,2,874.0,614.0,1052.0,857.0,1464.0,527.0,1618.0,745.0,,,,
6572,07:12.932,2,822.0,614.0,1004.0,867.0,1412.0,519.0,1566.0,740.0,,,,
6573,07:12.965,2,777.0,624.0,961.0,872.0,1367.0,520.0,1520.0,735.0,,,,
6574,07:12.998,2,740.0,616.0,929.0,874.0,1335.0,512.0,1488.0,732.0,,,,
6575,07:13.032,2,717.0,615.0,907.0,874.0,1312.0,511.0,1462.0,728.0,,,,
6576,07:13.065,2,702.0,615.0,893.0,872.0,1297.0,507.0,1451.0,724.0,,,,
