frame,time,faces_detected_count,033_detected,033_tl_x,033_tl_y,033_br_x,033_br_y,034_detected,034_tl_x,034_tl_y,034_br_x,034_br_y,035_detected,035_tl_x,035_tl_y,035_br_x,035_br_y,036_detected,036_tl_x,036_tl_y,036_br_x,036_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
22913,12:05.993,2,True,68,931,235,1166,False,,,,,False,,,,,False,,,,,True,1274,1027,1382,1187
22928,12:06.468,2,True,56,941,234,1179,False,,,,,False,,,,,False,,,,,True,1270,1045,1381,1204
22943,12:06.943,2,True,51,944,232,1186,False,,,,,False,,,,,False,,,,,True,1265,1045,1379,1210
22958,12:07.419,2,True,57,941,233,1179,False,,,,,False,,,,,False,,,,,True,1266,1046,1380,1209
22973,12:07.894,2,True,59,990,234,1228,False,,,,,False,,,,,False,,,,,True,1275,1078,1388,1242
22988,12:08.369,2,True,24,1068,210,1325,False,,,,,False,,,,,False,,,,,True,1264,1135,1379,1301
23003,12:08.844,2,True,33,1031,214,1279,False,,,,,False,,,,,False,,,,,True,1256,1103,1377,1270
23018,12:09.320,2,True,-7,987,191,1233,False,,,,,False,,,,,False,,,,,True,1253,1087,1362,1254
23033,12:09.795,2,True,3,1046,204,1298,False,,,,,False,,,,,False,,,,,True,1264,1143,1377,1313
23048,12:10.270,2,True,-41,983,159,1237,False,,,,,False,,,,,False,,,,,True,1242,1067,1357,1231
23063,12:10.746,2,True,-44,1036,161,1288,False,,,,,False,,,,,False,,,,,True,1262,1128,1376,1290
23078,12:11.221,2,True,492,1056,680,1291,False,,,,,False,,,,,False,,,,,True,1695,1127,1825,1300
23093,12:11.696,2,True,743,1077,914,1304,False,,,,,False,,,,,False,,,,,True,1944,1153,2088,1333
23108,12:12.171,2,True,732,1065,909,1292,False,,,,,False,,,,,False,,,,,True,1936,1146,2077,1325
23123,12:12.647,2,True,426,1090,623,1333,False,,,,,False,,,,,False,,,,,True,1646,1174,1771,1345
23138,12:13.122,2,True,250,1085,464,1335,False,,,,,False,,,,,False,,,,,True,1510,1151,1627,1315
23153,12:13.597,2,True,157,1153,385,1407,False,,,,,False,,,,,False,,,,,True,1456,1218,1575,1388
23168,12:14.072,2,True,-14,1042,212,1301,False,,,,,False,,,,,False,,,,,True,1329,1080,1444,1245
23183,12:14.548,2,True,-66,1024,151,1289,False,,,,,False,,,,,False,,,,,True,1291,1058,1401,1216
23198,12:15.023,1,False,,,,,False,,,,,False,,,,,False,,,,,True,1234,1059,1345,1218
23213,12:15.498,2,True,667,1113,846,1345,False,,,,,False,,,,,False,,,,,True,1890,1173,2031,1356
23228,12:15.974,2,True,798,1138,971,1370,False,,,,,False,,,,,False,,,,,True,2049,1203,2208,1393
23243,12:16.449,2,True,389,1091,591,1332,False,,,,,False,,,,,False,,,,,True,1634,1146,1759,1316
23258,12:16.924,2,True,203,1083,421,1337,False,,,,,False,,,,,False,,,,,True,1489,1133,1609,1299
23273,12:17.399,2,True,202,1077,420,1328,False,,,,,False,,,,,False,,,,,True,1488,1140,1607,1306
23288,12:17.875,2,True,136,1121,362,1378,False,,,,,False,,,,,False,,,,,True,1449,1169,1568,1340
23303,12:18.350,2,True,24,1088,268,1357,False,,,,,False,,,,,False,,,,,True,1373,1170,1491,1339
23318,12:18.825,2,True,89,1043,321,1305,False,,,,,False,,,,,False,,,,,True,1400,1164,1518,1331
23333,12:19.300,2,True,590,1096,770,1329,False,,,,,False,,,,,False,,,,,True,1807,1177,1944,1353
23348,12:19.776,2,True,701,1125,882,1362,False,,,,,False,,,,,False,,,,,True,1930,1179,2078,1366
