frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
11574,06:17.988,3,1489.0,605.0,1667.0,860.0,933.0,809.0,1097.0,1025.0,407.0,693.0,565.0,904.0,,,,
11589,06:18.478,3,1509.0,778.0,1689.0,1029.0,964.0,976.0,1130.0,1201.0,445.0,871.0,599.0,1078.0,,,,
11604,06:18.968,3,1549.0,712.0,1734.0,967.0,1008.0,920.0,1170.0,1146.0,498.0,803.0,650.0,1009.0,,,,
11619,06:19.458,3,1581.0,593.0,1764.0,846.0,1027.0,806.0,1189.0,1024.0,530.0,683.0,677.0,885.0,,,,
11634,06:19.948,3,1583.0,562.0,1772.0,818.0,1032.0,779.0,1193.0,993.0,537.0,655.0,683.0,853.0,,,,
11649,06:20.438,3,804.0,774.0,975.0,996.0,1357.0,573.0,1530.0,823.0,239.0,641.0,408.0,855.0,,,,
11664,06:20.928,2,1036.0,588.0,1203.0,832.0,438.0,781.0,634.0,1026.0,,,,,,,,
11679,06:21.418,2,1126.0,607.0,1294.0,851.0,550.0,809.0,734.0,1040.0,,,,,,,,
11694,06:21.908,3,649.0,793.0,826.0,1025.0,23.0,666.0,218.0,891.0,1221.0,621.0,1386.0,857.0,,,,
11709,06:22.397,3,1269.0,622.0,1437.0,865.0,106.0,674.0,291.0,900.0,679.0,803.0,853.0,1029.0,,,,
11724,06:22.887,3,1360.0,632.0,1527.0,875.0,746.0,808.0,919.0,1036.0,242.0,680.0,415.0,899.0,,,,
11739,06:23.377,3,1493.0,833.0,1668.0,1067.0,2167.0,700.0,2404.0,981.0,1021.0,705.0,1163.0,907.0,,,,
11754,06:23.867,3,1740.0,753.0,1924.0,1006.0,1182.0,862.0,1350.0,1089.0,707.0,730.0,867.0,946.0,,,,
11769,06:24.357,3,1699.0,711.0,1877.0,959.0,672.0,689.0,837.0,906.0,1142.0,826.0,1305.0,1042.0,,,,
11784,06:24.847,3,1772.0,723.0,1956.0,980.0,1193.0,829.0,1359.0,1052.0,734.0,698.0,896.0,910.0,,,,
11799,06:25.337,3,1755.0,542.0,1941.0,808.0,1177.0,662.0,1345.0,882.0,703.0,535.0,867.0,750.0,,,,
11814,06:25.827,3,1138.0,570.0,1309.0,806.0,651.0,445.0,821.0,671.0,1739.0,441.0,1928.0,701.0,,,,
11829,06:26.316,3,900.0,695.0,1077.0,926.0,382.0,578.0,569.0,811.0,1491.0,561.0,1654.0,803.0,,,,
11844,06:26.806,3,851.0,742.0,1029.0,976.0,349.0,606.0,539.0,846.0,1451.0,619.0,1614.0,860.0,,,,
11859,06:27.296,3,834.0,754.0,1012.0,989.0,315.0,628.0,509.0,863.0,1433.0,640.0,1592.0,873.0,,,,
11874,06:27.786,3,879.0,759.0,1056.0,987.0,385.0,616.0,570.0,850.0,1472.0,642.0,1634.0,875.0,,,,
11889,06:28.276,3,846.0,764.0,1023.0,1006.0,283.0,643.0,481.0,882.0,1412.0,654.0,1574.0,891.0,,,,
11904,06:28.766,3,848.0,753.0,1025.0,990.0,280.0,629.0,480.0,869.0,1403.0,643.0,1563.0,877.0,,,,
11919,06:29.256,3,1196.0,765.0,1365.0,991.0,726.0,649.0,885.0,869.0,1767.0,638.0,1952.0,889.0,,,,
11934,06:29.746,3,1435.0,756.0,1610.0,980.0,2055.0,613.0,2275.0,890.0,953.0,639.0,1107.0,854.0,,,,
11949,06:30.235,3,1907.0,617.0,2106.0,881.0,1324.0,744.0,1495.0,965.0,841.0,630.0,997.0,845.0,,,,
11964,06:30.725,3,1874.0,608.0,2070.0,865.0,1306.0,732.0,1474.0,956.0,819.0,621.0,976.0,841.0,,,,
11979,06:31.215,3,1869.0,598.0,2063.0,854.0,1292.0,730.0,1461.0,953.0,804.0,616.0,964.0,835.0,,,,
11994,06:31.705,3,1842.0,592.0,2035.0,853.0,1273.0,730.0,1439.0,952.0,789.0,613.0,945.0,831.0,,,,
12009,06:32.195,3,1822.0,581.0,2015.0,847.0,1259.0,715.0,1428.0,935.0,778.0,601.0,937.0,820.0,,,,
12024,06:32.685,3,1888.0,611.0,2088.0,874.0,1307.0,729.0,1473.0,956.0,836.0,623.0,992.0,843.0,,,,
12039,06:33.175,3,1926.0,648.0,2127.0,922.0,1336.0,768.0,1510.0,995.0,860.0,655.0,1019.0,872.0,,,,
12054,06:33.665,3,1765.0,658.0,1948.0,909.0,1223.0,782.0,1400.0,1022.0,715.0,644.0,878.0,863.0,,,,
12069,06:34.154,3,424.0,679.0,606.0,915.0,980.0,786.0,1155.0,1024.0,1496.0,656.0,1659.0,894.0,,,,
12084,06:34.644,3,1610.0,678.0,1780.0,923.0,1089.0,840.0,1260.0,1067.0,559.0,739.0,730.0,963.0,,,,
12099,06:35.134,3,1140.0,768.0,1309.0,997.0,1673.0,621.0,1848.0,871.0,615.0,666.0,784.0,890.0,,,,
12114,06:35.624,3,1732.0,613.0,1914.0,869.0,1195.0,760.0,1363.0,987.0,678.0,650.0,843.0,868.0,,,,
12129,06:36.114,3,1655.0,617.0,1833.0,868.0,1122.0,752.0,1289.0,984.0,604.0,649.0,769.0,873.0,,,,
12144,06:36.604,3,1713.0,612.0,1894.0,875.0,1167.0,762.0,1334.0,989.0,660.0,664.0,823.0,876.0,,,,
12159,06:37.094,3,1822.0,598.0,2015.0,861.0,1253.0,758.0,1420.0,984.0,764.0,663.0,921.0,875.0,,,,
12174,06:37.584,3,1900.0,636.0,2102.0,905.0,1297.0,784.0,1468.0,1015.0,836.0,679.0,991.0,890.0,,,,
12189,06:38.073,3,1924.0,633.0,2127.0,901.0,1292.0,776.0,1468.0,1005.0,856.0,672.0,1010.0,878.0,,,,
12204,06:38.563,3,1908.0,612.0,2109.0,877.0,1270.0,761.0,1445.0,985.0,844.0,644.0,999.0,855.0,,,,
12219,06:39.053,3,1839.0,600.0,2032.0,859.0,1228.0,757.0,1403.0,979.0,782.0,648.0,939.0,856.0,,,,
12234,06:39.543,3,1767.0,600.0,1954.0,854.0,1189.0,758.0,1360.0,976.0,710.0,662.0,871.0,877.0,,,,
12249,06:40.033,3,1574.0,673.0,1742.0,915.0,513.0,709.0,686.0,936.0,1029.0,812.0,1199.0,1036.0,,,,
12264,06:40.523,3,1737.0,714.0,1918.0,962.0,1188.0,863.0,1358.0,1089.0,680.0,761.0,842.0,974.0,,,,
12279,06:41.013,3,1284.0,826.0,1457.0,1051.0,1851.0,687.0,2044.0,943.0,779.0,704.0,939.0,916.0,,,,
12294,06:41.503,3,1872.0,637.0,2068.0,900.0,1296.0,782.0,1468.0,1008.0,781.0,657.0,938.0,872.0,,,,
12309,06:41.992,3,1747.0,644.0,1929.0,900.0,1188.0,777.0,1357.0,1003.0,673.0,650.0,836.0,867.0,,,,
12324,06:42.482,3,1626.0,657.0,1799.0,906.0,1084.0,787.0,1252.0,1022.0,562.0,676.0,734.0,895.0,,,,
12339,06:42.972,3,1638.0,659.0,1812.0,912.0,577.0,677.0,747.0,902.0,1100.0,795.0,1267.0,1024.0,,,,
12354,06:43.462,3,1146.0,358.0,1322.0,599.0,592.0,232.0,775.0,477.0,1713.0,203.0,1905.0,482.0,,,,
12369,06:43.952,3,1983.0,163.0,2214.0,428.0,794.0,187.0,961.0,422.0,1376.0,305.0,1558.0,558.0,,,,
12384,06:44.442,3,1955.0,593.0,2163.0,866.0,1392.0,725.0,1567.0,955.0,849.0,604.0,1004.0,816.0,,,,
12399,06:44.932,3,1886.0,635.0,2088.0,905.0,1326.0,764.0,1502.0,996.0,819.0,644.0,974.0,852.0,,,,
12414,06:45.422,3,1295.0,755.0,1465.0,982.0,1844.0,614.0,2039.0,881.0,786.0,637.0,944.0,846.0,,,,
12429,06:45.911,3,1844.0,637.0,2039.0,906.0,1299.0,773.0,1468.0,996.0,787.0,657.0,944.0,870.0,,,,
12444,06:46.401,3,1873.0,650.0,2070.0,907.0,1307.0,775.0,1475.0,1004.0,806.0,659.0,964.0,872.0,,,,
12459,06:46.891,3,1853.0,659.0,2047.0,918.0,1286.0,793.0,1454.0,1021.0,785.0,669.0,943.0,886.0,,,,
12474,06:47.381,3,1846.0,640.0,2040.0,906.0,1283.0,781.0,1454.0,1007.0,775.0,656.0,936.0,879.0,,,,
12489,06:47.871,3,1552.0,690.0,1721.0,937.0,1012.0,816.0,1180.0,1048.0,464.0,696.0,642.0,925.0,,,,
12504,06:48.361,3,866.0,849.0,1040.0,1083.0,277.0,722.0,471.0,964.0,1403.0,732.0,1561.0,964.0,,,,
12519,06:48.851,3,1390.0,731.0,1548.0,971.0,862.0,844.0,1037.0,1085.0,284.0,723.0,477.0,962.0,,,,
12534,06:49.341,3,306.0,736.0,494.0,973.0,1399.0,745.0,1560.0,980.0,878.0,862.0,1051.0,1096.0,,,,
12549,06:49.830,3,1815.0,751.0,2004.0,1010.0,1257.0,880.0,1428.0,1106.0,768.0,758.0,925.0,971.0,,,,
12564,06:50.320,3,1993.0,733.0,2208.0,1006.0,1401.0,863.0,1576.0,1089.0,918.0,732.0,1070.0,948.0,,,,
12579,06:50.810,3,2018.0,727.0,2231.0,1001.0,1415.0,856.0,1588.0,1087.0,927.0,729.0,1079.0,938.0,,,,
12594,06:51.300,3,1420.0,862.0,1593.0,1092.0,2018.0,733.0,2234.0,1011.0,923.0,726.0,1076.0,946.0,,,,
12609,06:51.790,3,1799.0,720.0,1986.0,978.0,1245.0,842.0,1413.0,1069.0,736.0,709.0,897.0,927.0,,,,
12624,06:52.280,3,1644.0,721.0,1821.0,970.0,580.0,712.0,747.0,943.0,1108.0,842.0,1276.0,1077.0,,,,
12639,06:52.770,3,1664.0,677.0,1841.0,929.0,1125.0,798.0,1292.0,1025.0,600.0,673.0,766.0,893.0,,,,
12654,06:53.260,3,1819.0,706.0,2011.0,967.0,1265.0,835.0,1434.0,1062.0,756.0,705.0,913.0,923.0,,,,
12669,06:53.749,3,1399.0,813.0,1575.0,1037.0,1990.0,678.0,2205.0,948.0,907.0,689.0,1057.0,898.0,,,,
12684,06:54.239,3,1942.0,626.0,2151.0,900.0,1361.0,759.0,1532.0,988.0,861.0,638.0,1016.0,845.0,,,,
12699,06:54.729,3,2019.0,662.0,2234.0,936.0,1417.0,788.0,1593.0,1023.0,925.0,660.0,1078.0,869.0,,,,
12714,06:55.219,3,1875.0,750.0,2074.0,1013.0,1307.0,873.0,1475.0,1102.0,814.0,748.0,970.0,961.0,,,,
12729,06:55.709,3,1395.0,820.0,1569.0,1052.0,1988.0,689.0,2202.0,958.0,904.0,700.0,1055.0,905.0,,,,
12744,06:56.199,3,1802.0,689.0,1993.0,946.0,1246.0,800.0,1414.0,1024.0,737.0,653.0,897.0,868.0,,,,
12759,06:56.689,3,1788.0,659.0,1975.0,916.0,1237.0,781.0,1407.0,1013.0,740.0,646.0,898.0,855.0,,,,
12774,06:57.179,3,1603.0,657.0,1774.0,904.0,1079.0,779.0,1246.0,1006.0,549.0,653.0,717.0,874.0,,,,
12789,06:57.668,3,1690.0,655.0,1871.0,910.0,1148.0,790.0,1315.0,1016.0,645.0,664.0,808.0,881.0,,,,
12804,06:58.158,3,1782.0,679.0,1970.0,940.0,1214.0,821.0,1383.0,1048.0,728.0,698.0,888.0,907.0,,,,
12819,06:58.648,3,1383.0,872.0,1556.0,1099.0,1981.0,736.0,2192.0,1005.0,889.0,735.0,1045.0,949.0,,,,
12834,06:59.138,3,1965.0,779.0,2170.0,1047.0,1375.0,912.0,1547.0,1141.0,881.0,776.0,1035.0,991.0,,,,
12849,06:59.628,3,2019.0,755.0,2235.0,1036.0,1397.0,895.0,1576.0,1131.0,919.0,759.0,1071.0,970.0,,,,
12864,07:00.118,3,1398.0,954.0,1578.0,1189.0,2036.0,798.0,2252.0,1078.0,923.0,819.0,1077.0,1030.0,,,,
12879,07:00.608,3,2009.0,781.0,2221.0,1052.0,1388.0,930.0,1563.0,1158.0,906.0,797.0,1059.0,1004.0,,,,
12894,07:01.098,3,1936.0,672.0,2143.0,945.0,1324.0,821.0,1499.0,1047.0,842.0,694.0,996.0,898.0,,,,
12909,07:01.587,3,2023.0,690.0,2240.0,965.0,1392.0,835.0,1568.0,1068.0,926.0,702.0,1081.0,912.0,,,,
12924,07:02.077,3,1399.0,879.0,1575.0,1125.0,2041.0,732.0,2260.0,1010.0,926.0,748.0,1079.0,958.0,,,,
12939,07:02.567,3,2040.0,718.0,2258.0,994.0,1368.0,870.0,1551.0,1113.0,921.0,740.0,1075.0,946.0,,,,
