frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
5610,03:03.998,3,1438.0,631.0,1609.0,872.0,2040.0,412.0,2305.0,716.0,980.0,638.0,1112.0,834.0,,,,
5625,03:04.490,3,1432.0,627.0,1602.0,868.0,2026.0,395.0,2293.0,695.0,970.0,639.0,1102.0,834.0,,,,
5640,03:04.982,3,1435.0,625.0,1608.0,865.0,2037.0,388.0,2306.0,692.0,972.0,635.0,1105.0,832.0,,,,
5655,03:05.474,3,1435.0,623.0,1608.0,864.0,2020.0,386.0,2287.0,695.0,967.0,631.0,1103.0,831.0,,,,
5670,03:05.965,3,1442.0,624.0,1616.0,862.0,2025.0,391.0,2297.0,701.0,977.0,639.0,1108.0,832.0,,,,
5685,03:06.457,3,1443.0,616.0,1615.0,856.0,2027.0,382.0,2300.0,692.0,973.0,638.0,1105.0,831.0,,,,
5700,03:06.949,3,1435.0,607.0,1608.0,847.0,2038.0,373.0,2308.0,680.0,966.0,635.0,1101.0,829.0,,,,
5715,03:07.441,3,1429.0,613.0,1602.0,850.0,2063.0,373.0,2326.0,677.0,963.0,632.0,1097.0,830.0,,,,
5730,03:07.933,3,1423.0,617.0,1596.0,853.0,2062.0,377.0,2320.0,684.0,957.0,634.0,1090.0,833.0,,,,
5745,03:08.425,3,1327.0,639.0,1498.0,875.0,1939.0,417.0,2171.0,715.0,862.0,662.0,997.0,853.0,,,,
5760,03:08.917,3,940.0,674.0,1108.0,905.0,1485.0,485.0,1675.0,753.0,415.0,685.0,576.0,898.0,,,,
5775,03:09.409,3,1437.0,486.0,1630.0,749.0,925.0,668.0,1090.0,901.0,395.0,684.0,555.0,895.0,,,,
5790,03:09.901,3,1436.0,471.0,1631.0,738.0,930.0,652.0,1098.0,893.0,399.0,671.0,561.0,887.0,,,,
