frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
18010,09:25.996,4,1198.0,629.0,1379.0,887.0,451.0,679.0,588.0,854.0,842.0,760.0,976.0,937.0,1689.0,731.0,1815.0,918.0
18026,09:26.499,3,1199.0,633.0,1381.0,890.0,844.0,768.0,978.0,942.0,453.0,686.0,589.0,861.0,,,,
18042,09:27.002,4,1200.0,633.0,1381.0,890.0,434.0,680.0,568.0,857.0,844.0,768.0,979.0,944.0,1765.0,734.0,1911.0,922.0
18058,09:27.505,4,1199.0,634.0,1380.0,892.0,844.0,768.0,978.0,944.0,427.0,679.0,558.0,851.0,1819.0,733.0,1969.0,925.0
18074,09:28.008,4,1195.0,640.0,1376.0,896.0,842.0,775.0,975.0,949.0,427.0,686.0,559.0,864.0,1862.0,723.0,2008.0,934.0
18090,09:28.511,4,1192.0,634.0,1374.0,891.0,423.0,687.0,554.0,864.0,841.0,770.0,974.0,946.0,1901.0,751.0,2018.0,929.0
18106,09:29.013,3,1180.0,463.0,1368.0,726.0,860.0,604.0,996.0,789.0,398.0,519.0,527.0,695.0,,,,
18122,09:29.516,3,1202.0,476.0,1383.0,738.0,876.0,612.0,1009.0,797.0,1862.0,568.0,2011.0,761.0,,,,
18138,09:30.019,4,1186.0,739.0,1367.0,993.0,332.0,804.0,454.0,965.0,858.0,878.0,986.0,1059.0,1839.0,794.0,1983.0,979.0
18154,09:30.522,4,1183.0,848.0,1366.0,1093.0,1833.0,866.0,1974.0,1050.0,418.0,912.0,557.0,1096.0,844.0,994.0,979.0,1179.0
18170,09:31.025,4,1191.0,746.0,1373.0,996.0,457.0,815.0,593.0,996.0,866.0,886.0,999.0,1064.0,1771.0,770.0,1915.0,962.0
18186,09:31.527,4,1146.0,632.0,1332.0,893.0,823.0,766.0,960.0,955.0,391.0,706.0,536.0,889.0,1696.0,652.0,1838.0,845.0
18202,09:32.030,4,1157.0,708.0,1343.0,966.0,834.0,845.0,967.0,1030.0,373.0,769.0,513.0,957.0,1706.0,731.0,1852.0,923.0
18218,09:32.533,4,1158.0,700.0,1341.0,953.0,821.0,846.0,951.0,1024.0,361.0,762.0,495.0,951.0,1703.0,721.0,1847.0,909.0
18234,09:33.036,4,1137.0,738.0,1315.0,995.0,340.0,771.0,477.0,955.0,806.0,875.0,938.0,1058.0,1677.0,823.0,1822.0,1019.0
18250,09:33.539,4,1144.0,720.0,1324.0,979.0,813.0,867.0,948.0,1050.0,359.0,766.0,494.0,951.0,1684.0,799.0,1831.0,996.0
18266,09:34.042,4,1142.0,706.0,1320.0,961.0,808.0,848.0,944.0,1026.0,372.0,734.0,507.0,911.0,1680.0,809.0,1824.0,995.0
18282,09:34.544,4,1088.0,687.0,1266.0,944.0,747.0,828.0,884.0,1010.0,305.0,707.0,442.0,880.0,1618.0,795.0,1757.0,979.0
18298,09:35.047,4,1207.0,746.0,1388.0,999.0,881.0,899.0,1011.0,1073.0,475.0,774.0,603.0,948.0,1753.0,847.0,1902.0,1043.0
18314,09:35.550,4,1167.0,682.0,1343.0,927.0,838.0,825.0,971.0,1001.0,427.0,705.0,558.0,876.0,1700.0,767.0,1847.0,964.0
18330,09:36.053,4,1169.0,689.0,1345.0,933.0,427.0,711.0,558.0,882.0,841.0,820.0,974.0,995.0,1698.0,768.0,1849.0,967.0
18346,09:36.556,4,1170.0,686.0,1346.0,931.0,843.0,815.0,976.0,990.0,426.0,711.0,558.0,881.0,1704.0,748.0,1853.0,939.0
18362,09:37.059,4,1163.0,692.0,1341.0,936.0,836.0,824.0,969.0,1004.0,409.0,728.0,543.0,904.0,1684.0,771.0,1837.0,973.0
18378,09:37.561,4,1179.0,686.0,1358.0,934.0,431.0,720.0,567.0,900.0,856.0,824.0,989.0,1000.0,1708.0,777.0,1860.0,978.0
18394,09:38.064,4,1192.0,677.0,1367.0,932.0,853.0,807.0,981.0,986.0,435.0,719.0,569.0,900.0,1720.0,749.0,1874.0,961.0
18410,09:38.567,4,1186.0,672.0,1365.0,930.0,848.0,808.0,981.0,984.0,1697.0,736.0,1851.0,951.0,424.0,733.0,556.0,919.0
18426,09:39.070,4,1186.0,660.0,1367.0,915.0,1691.0,747.0,1843.0,955.0,857.0,795.0,992.0,972.0,425.0,720.0,558.0,906.0
18442,09:39.573,4,1179.0,665.0,1358.0,919.0,850.0,803.0,983.0,975.0,425.0,725.0,560.0,911.0,1680.0,761.0,1832.0,969.0
18458,09:40.076,4,1175.0,688.0,1355.0,946.0,421.0,738.0,555.0,921.0,844.0,821.0,976.0,994.0,1682.0,801.0,1835.0,999.0
18474,09:40.578,4,1205.0,667.0,1382.0,916.0,457.0,709.0,591.0,891.0,876.0,795.0,1007.0,968.0,1734.0,762.0,1888.0,971.0
18490,09:41.081,4,1223.0,628.0,1403.0,880.0,893.0,757.0,1023.0,933.0,493.0,674.0,628.0,852.0,1777.0,702.0,1930.0,895.0
