frame,time,faces_detected_count,066_detected,066_tl_x,066_tl_y,066_br_x,066_br_y,067_detected,067_tl_x,067_tl_y,067_br_x,067_br_y,068_detected,068_tl_x,068_tl_y,068_br_x,068_br_y,069_detected,069_tl_x,069_tl_y,069_br_x,069_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
18010,09:25.996,4,True,1198,629,1379,887,False,,,,,True,451,679,588,854,False,,,,,True,1689,731,1815,918
18025,09:26.468,3,True,1199,633,1381,891,False,,,,,True,453,689,587,862,False,,,,,True,843,768,977,943
18040,09:26.939,4,True,1201,634,1383,892,False,,,,,True,441,678,577,860,True,1757,730,1901,921,True,845,767,979,945
18055,09:27.411,4,True,1198,633,1379,888,False,,,,,True,427,677,556,849,True,1814,734,1961,922,True,844,766,978,942
18070,09:27.882,4,True,1193,638,1374,896,False,,,,,True,424,688,555,863,True,1853,721,1996,933,True,840,776,972,948
18085,09:28.353,4,True,1194,642,1374,897,False,,,,,True,424,690,556,868,False,,,,,True,1879,739,2014,939
18100,09:28.825,3,True,1184,553,1367,814,False,,,,,True,409,621,543,800,False,,,,,True,865,700,1001,884
18115,09:29.296,3,True,1197,468,1378,728,False,,,,,False,,,,,True,1890,578,2019,760,True,873,605,1008,790
18130,09:29.768,3,True,1192,617,1369,876,False,,,,,False,,,,,True,1847,686,1993,876,True,860,745,991,928
18145,09:30.239,4,True,1179,832,1360,1083,False,,,,,True,376,886,513,1064,True,1833,862,1973,1045,True,848,971,982,1159
18160,09:30.710,4,True,1183,792,1365,1048,False,,,,,True,434,865,575,1055,True,1804,813,1947,1002,True,847,939,983,1125
18175,09:31.182,4,True,1182,707,1366,962,False,,,,,True,455,778,591,961,True,1753,738,1897,930,True,853,850,985,1036
18190,09:31.653,4,True,1162,656,1347,915,False,,,,,True,397,716,538,898,True,1713,683,1855,872,True,839,782,975,967
18205,09:32.125,4,True,1151,715,1337,972,False,,,,,True,363,782,498,963,True,1700,738,1842,925,True,823,854,957,1042
18220,09:32.596,4,True,1167,709,1347,961,False,,,,,True,371,765,506,952,True,1715,735,1858,926,True,830,850,961,1030
18235,09:33.067,4,True,1138,740,1318,993,False,,,,,True,345,774,480,956,True,1679,824,1825,1021,True,808,877,942,1058
18250,09:33.539,4,True,1144,720,1324,979,False,,,,,True,359,766,494,951,True,1684,799,1831,996,True,813,867,948,1050
18265,09:34.010,4,True,1145,702,1323,956,False,,,,,True,372,732,509,908,True,1683,802,1827,991,True,811,846,947,1022
18280,09:34.482,4,True,1063,670,1241,927,False,,,,,True,265,673,406,849,True,1588,793,1724,972,True,716,805,854,987
18295,09:34.953,4,True,1222,729,1400,979,False,,,,,True,489,767,617,940,True,1769,826,1916,1016,True,896,882,1026,1060
18310,09:35.424,4,True,1156,680,1333,922,False,,,,,True,412,701,544,873,True,1691,763,1836,967,True,827,823,960,1000
18325,09:35.896,4,True,1168,689,1344,934,False,,,,,True,427,711,558,882,True,1698,773,1850,973,True,840,821,973,996
18340,09:36.367,4,True,1171,680,1347,923,False,,,,,True,428,705,558,875,True,1702,742,1852,941,True,845,809,977,984
18355,09:36.839,4,True,1166,688,1344,931,False,,,,,True,420,717,548,890,True,1694,757,1846,960,True,840,817,972,991
18370,09:37.310,4,True,1172,664,1347,906,False,,,,,True,417,696,549,872,True,1691,741,1844,951,True,845,798,977,972
18385,09:37.781,4,True,1190,686,1367,935,False,,,,,True,442,727,575,907,True,1718,765,1872,974,True,861,824,991,1000
18400,09:38.253,4,True,1186,659,1366,920,False,,,,,True,427,710,560,894,True,1716,728,1870,938,True,848,796,979,974
18415,09:38.724,4,True,1194,669,1371,929,False,,,,,True,429,724,565,910,True,1702,732,1855,948,True,857,802,990,977
18430,09:39.196,4,True,1182,664,1363,919,False,,,,,True,422,720,555,907,True,1685,760,1836,963,True,855,800,990,976
18445,09:39.667,4,True,1179,666,1358,919,False,,,,,True,426,718,560,906,True,1680,761,1833,971,True,849,795,982,969
18460,09:40.138,4,True,1171,692,1350,951,False,,,,,True,415,741,550,926,True,1679,809,1828,1004,True,841,823,973,1000
18475,09:40.610,4,True,1212,656,1393,908,False,,,,,True,467,696,600,878,True,1746,757,1897,960,True,884,785,1014,958
18490,09:41.081,4,True,1223,628,1403,880,False,,,,,True,493,674,628,852,True,1777,702,1930,895,True,893,757,1023,933
18505,09:41.553,4,True,1205,655,1381,903,False,,,,,True,474,699,608,874,True,1747,707,1901,908,True,870,784,1002,959
18520,09:42.024,4,True,1170,692,1347,934,False,,,,,True,435,749,574,928,True,1707,742,1858,944,True,844,827,977,1004
18535,09:42.495,4,True,1176,692,1353,934,False,,,,,True,446,741,583,919,True,1717,747,1868,948,True,854,824,985,999
18550,09:42.967,4,True,1177,725,1350,967,False,,,,,True,445,780,582,961,True,1715,781,1863,973,True,853,857,987,1036
18565,09:43.438,4,True,1172,717,1347,961,False,,,,,True,445,768,582,951,True,1711,773,1860,967,True,848,850,982,1030
18580,09:43.910,4,True,1180,714,1354,957,False,,,,,True,451,758,589,937,True,1719,771,1867,964,True,853,846,983,1026
18595,09:44.381,4,True,1178,793,1356,1033,False,,,,,True,455,751,594,936,True,1718,748,1868,947,True,859,834,986,1013
18610,09:44.852,4,True,1174,782,1353,1025,False,,,,,True,444,732,581,916,True,1705,734,1853,929,True,846,812,977,991
18625,09:45.324,4,True,1188,784,1367,1032,False,,,,,True,460,736,597,918,True,1721,741,1870,940,True,861,818,991,996
18640,09:45.795,4,True,1179,790,1357,1033,False,,,,,True,450,743,587,923,True,1712,750,1860,947,True,857,828,990,1005
18655,09:46.267,4,True,1178,782,1359,1038,False,,,,,True,441,744,580,929,True,1707,741,1853,931,True,851,829,984,1006
18670,09:46.738,4,True,1169,779,1345,1023,False,,,,,True,438,734,577,917,True,1694,746,1845,948,True,849,822,980,997
18685,09:47.209,4,True,1168,765,1348,1014,False,,,,,True,428,727,569,907,True,1684,734,1833,931,True,843,803,977,989
18700,09:47.681,4,True,1169,771,1348,1017,False,,,,,True,431,726,571,907,True,1680,767,1832,966,True,847,813,980,992
