frame,time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
17498,15:38.333,3,721.0,443.0,910.0,706.0,117.0,359.0,340.0,609.0,1312.0,374.0,1461.0,586.0
17499,19:09.190,3,724.0,430.0,914.0,692.0,119.0,344.0,343.0,599.0,1315.0,365.0,1464.0,572.0
17500,19:09.223,3,725.0,426.0,915.0,689.0,120.0,342.0,344.0,596.0,1315.0,363.0,1466.0,568.0
17501,19:09.257,3,724.0,425.0,913.0,689.0,118.0,342.0,341.0,595.0,1314.0,364.0,1464.0,568.0
17502,19:09.290,3,718.0,426.0,909.0,690.0,110.0,342.0,333.0,595.0,1309.0,365.0,1459.0,571.0
17503,19:09.323,3,713.0,426.0,903.0,692.0,101.0,343.0,327.0,593.0,1303.0,366.0,1453.0,572.0
17504,19:09.357,3,711.0,422.0,901.0,690.0,97.0,340.0,323.0,591.0,1301.0,362.0,1451.0,569.0
17505,19:09.390,3,710.0,420.0,900.0,688.0,96.0,338.0,320.0,589.0,1300.0,359.0,1450.0,566.0
17506,19:09.423,3,709.0,415.0,900.0,682.0,93.0,334.0,319.0,583.0,1300.0,356.0,1450.0,563.0
17507,19:09.457,3,708.0,416.0,899.0,683.0,93.0,332.0,317.0,583.0,1299.0,358.0,1448.0,563.0
17508,19:09.490,3,709.0,413.0,900.0,681.0,93.0,330.0,317.0,580.0,1300.0,355.0,1449.0,562.0
17509,19:09.523,3,710.0,414.0,901.0,681.0,1301.0,357.0,1450.0,563.0,94.0,333.0,320.0,581.0
17510,19:09.557,3,712.0,413.0,903.0,681.0,97.0,333.0,322.0,581.0,1302.0,355.0,1452.0,563.0
17511,19:09.590,3,713.0,414.0,903.0,681.0,98.0,335.0,323.0,581.0,1302.0,355.0,1452.0,563.0
17512,19:09.623,3,710.0,415.0,901.0,682.0,93.0,335.0,319.0,583.0,1300.0,355.0,1449.0,562.0
17513,19:09.657,3,708.0,410.0,900.0,678.0,1299.0,351.0,1448.0,558.0,92.0,328.0,316.0,579.0
17514,19:09.690,3,705.0,408.0,898.0,677.0,88.0,324.0,314.0,577.0,1297.0,348.0,1446.0,557.0
17515,19:09.723,3,704.0,408.0,897.0,677.0,86.0,324.0,312.0,577.0,1296.0,348.0,1446.0,557.0
17516,19:09.757,3,704.0,409.0,896.0,677.0,1295.0,348.0,1445.0,557.0,86.0,326.0,311.0,578.0
17517,19:09.790,3,702.0,412.0,894.0,678.0,1292.0,350.0,1443.0,558.0,83.0,328.0,309.0,580.0
17518,19:09.823,3,700.0,413.0,892.0,680.0,81.0,328.0,307.0,583.0,1291.0,351.0,1440.0,559.0
17519,19:09.857,3,699.0,415.0,890.0,682.0,1289.0,353.0,1440.0,561.0,80.0,330.0,305.0,586.0
17520,19:09.890,3,698.0,416.0,889.0,684.0,1288.0,354.0,1438.0,563.0,77.0,330.0,304.0,589.0
17521,19:09.923,3,697.0,412.0,888.0,679.0,77.0,328.0,303.0,586.0,1287.0,352.0,1438.0,558.0
17522,19:09.957,3,697.0,406.0,888.0,674.0,76.0,321.0,302.0,578.0,1287.0,346.0,1438.0,553.0
17523,19:09.990,3,698.0,402.0,890.0,672.0,79.0,318.0,304.0,576.0,1288.0,340.0,1440.0,550.0
