frame,time,faces_detected_count,045_detected,045_tl_x,045_tl_y,045_br_x,045_br_y,046_detected,046_tl_x,046_tl_y,046_br_x,046_br_y,047_detected,047_tl_x,047_tl_y,047_br_x,047_br_y,048_detected,048_tl_x,048_tl_y,048_br_x,048_br_y,UNKNOWN_detected,UNKNOWN_tl_x,UNKNOWN_tl_y,UNKNOWN_br_x,UNKNOWN_br_y
29419,15:56.972,2,True,1623,448,1831,752,False,,,,,True,689,178,820,353,False,,,,,False,,,,
29434,15:57.460,2,True,1659,455,1870,761,False,,,,,True,741,168,871,339,False,,,,,False,,,,
29449,15:57.948,2,True,1691,412,1911,724,False,,,,,True,766,167,895,335,False,,,,,False,,,,
29464,15:58.436,2,True,1698,411,1924,724,False,,,,,True,758,167,888,337,False,,,,,False,,,,
29479,15:58.924,2,True,1822,318,2063,653,False,,,,,True,861,157,981,283,False,,,,,False,,,,
29494,15:59.412,1,True,1978,235,2244,584,False,,,,,False,,,,,False,,,,,False,,,,
29509,15:59.900,1,True,1904,265,2146,601,False,,,,,False,,,,,False,,,,,False,,,,
29524,16:00.387,1,True,1905,254,2154,595,False,,,,,False,,,,,False,,,,,False,,,,
29539,16:00.875,1,True,1904,272,2146,610,False,,,,,False,,,,,False,,,,,False,,,,
29554,16:01.363,2,True,1790,382,2018,699,False,,,,,True,866,145,992,274,False,,,,,False,,,,
29569,16:01.851,2,True,1767,445,1989,762,False,,,,,True,861,159,987,319,False,,,,,False,,,,
29584,16:02.339,2,True,1733,470,1949,784,False,,,,,True,826,163,955,328,False,,,,,False,,,,
29599,16:02.827,2,True,1691,514,1906,817,False,,,,,True,793,179,925,352,False,,,,,False,,,,
29614,16:03.315,2,True,1702,487,1914,796,False,,,,,True,803,168,935,341,False,,,,,False,,,,
29629,16:03.803,2,True,1712,485,1924,797,False,,,,,True,813,172,947,347,False,,,,,False,,,,
29644,16:04.291,2,True,1721,466,1939,785,False,,,,,True,817,168,947,339,False,,,,,False,,,,
29659,16:04.779,2,True,1754,494,1983,811,False,,,,,True,855,196,984,366,False,,,,,False,,,,
29674,16:05.267,2,True,1794,512,2026,827,False,,,,,True,888,209,1015,381,False,,,,,False,,,,
29689,16:05.755,2,True,1779,503,2001,818,False,,,,,True,871,188,1000,361,False,,,,,False,,,,
29704,16:06.243,2,True,1847,436,2089,767,False,,,,,True,926,161,1051,326,False,,,,,False,,,,
29719,16:06.731,2,True,1859,406,2104,739,False,,,,,True,935,160,1060,298,False,,,,,False,,,,
29734,16:07.219,2,True,1865,441,2110,767,False,,,,,True,948,155,1076,315,False,,,,,False,,,,
29749,16:07.706,2,True,1858,454,2100,779,False,,,,,True,947,162,1073,328,False,,,,,False,,,,
29764,16:08.194,2,True,1866,442,2109,771,False,,,,,True,956,159,1082,321,False,,,,,False,,,,
29779,16:08.682,2,True,1915,459,2165,794,False,,,,,True,999,179,1125,349,False,,,,,False,,,,
29794,16:09.170,2,True,2059,466,2328,803,False,,,,,True,1116,201,1246,367,False,,,,,False,,,,
29809,16:09.658,2,True,2223,455,2475,786,False,,,,,True,1217,175,1344,343,False,,,,,False,,,,
29824,16:10.146,2,True,2232,456,2479,783,False,,,,,True,1219,185,1343,346,False,,,,,False,,,,
29839,16:10.634,2,True,2231,437,2479,766,False,,,,,False,,,,,False,,,,,True,1212,187,1336,346
29854,16:11.122,1,True,2091,220,2357,560,False,,,,,False,,,,,False,,,,,False,,,,
29869,16:11.610,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29884,16:12.098,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29899,16:12.586,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29914,16:13.074,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29929,16:13.562,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29944,16:14.050,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29959,16:14.538,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29974,16:15.026,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
29989,16:15.513,0,False,,,,,False,,,,,False,,,,,False,,,,,False,,,,
30004,16:16.001,1,False,,,,,False,,,,,True,1207,213,1333,380,False,,,,,False,,,,
30019,16:16.489,2,True,2012,569,2285,899,False,,,,,True,1051,336,1172,510,False,,,,,False,,,,
30034,16:16.977,2,True,1836,567,2070,884,False,,,,,True,919,313,1043,486,False,,,,,False,,,,
30049,16:17.465,2,True,1648,416,1864,724,False,,,,,True,706,162,836,319,False,,,,,False,,,,
30064,16:17.953,2,True,1614,366,1823,673,False,,,,,False,,,,,False,,,,,True,654,160,786,248
30079,16:18.441,1,True,1632,360,1844,663,False,,,,,False,,,,,False,,,,,False,,,,
30094,16:18.929,1,True,1638,347,1860,657,False,,,,,False,,,,,False,,,,,False,,,,
30109,16:19.417,1,True,1656,346,1872,657,False,,,,,False,,,,,False,,,,,False,,,,
30124,16:19.905,1,True,1716,311,1946,631,False,,,,,False,,,,,False,,,,,False,,,,
30139,16:20.393,1,True,1739,295,1970,614,False,,,,,False,,,,,False,,,,,False,,,,
30154,16:20.881,1,True,1805,165,2062,472,False,,,,,False,,,,,False,,,,,False,,,,
30169,16:21.369,1,True,1864,170,2149,497,False,,,,,False,,,,,False,,,,,False,,,,
30184,16:21.857,1,True,1651,235,1898,595,False,,,,,False,,,,,False,,,,,False,,,,
30199,16:22.345,2,True,1341,546,1526,830,False,,,,,True,416,150,570,276,False,,,,,False,,,,
30214,16:22.832,2,True,1275,870,1458,1151,False,,,,,True,458,326,612,502,False,,,,,False,,,,
30229,16:23.320,2,True,1300,805,1490,1095,False,,,,,True,472,273,626,454,False,,,,,False,,,,
30244,16:23.808,2,True,1324,825,1511,1102,False,,,,,True,480,289,630,460,False,,,,,False,,,,
30259,16:24.296,2,True,1356,806,1549,1095,False,,,,,True,510,297,657,466,False,,,,,False,,,,
30274,16:24.784,2,True,1368,806,1560,1094,False,,,,,True,539,318,680,496,False,,,,,False,,,,
30289,16:25.272,2,True,1372,793,1559,1075,False,,,,,True,527,300,668,479,False,,,,,False,,,,
30304,16:25.760,2,True,1375,778,1557,1051,False,,,,,True,516,280,662,460,False,,,,,False,,,,
30319,16:26.248,2,True,1360,742,1554,1024,False,,,,,True,489,252,636,437,False,,,,,False,,,,
30334,16:26.736,2,True,1373,724,1557,998,False,,,,,True,497,239,642,423,False,,,,,False,,,,
30349,16:27.224,2,True,1366,696,1557,977,False,,,,,True,492,222,638,408,False,,,,,False,,,,
30364,16:27.712,2,True,1381,700,1566,978,False,,,,,True,512,220,657,403,False,,,,,False,,,,
