frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
16234,08:29.000,08:29.007,2,1025.0,677.0,1189.0,907.0,495.0,606.0,686.0,866.0,,,,
16249,08:29.500,08:29.507,2,517.0,597.0,707.0,862.0,1045.0,670.0,1207.0,900.0,,,,
16264,08:30.000,08:30.007,2,1042.0,668.0,1204.0,900.0,514.0,598.0,704.0,861.0,,,,
16279,08:30.500,08:30.508,2,521.0,602.0,709.0,867.0,1045.0,678.0,1208.0,907.0,,,,
16294,08:31.000,08:31.008,2,522.0,604.0,710.0,868.0,1045.0,678.0,1208.0,908.0,,,,
16309,08:31.500,08:31.508,2,555.0,606.0,740.0,865.0,1074.0,678.0,1235.0,909.0,,,,
16324,08:32.000,08:32.000,2,1584.0,590.0,1766.0,846.0,2179.0,638.0,2427.0,915.0,,,,
16339,08:32.500,08:32.500,0,,,,,,,,,,,,
16354,08:33.000,08:33.000,0,,,,,,,,,,,,
16369,08:33.500,08:33.500,0,,,,,,,,,,,,
16384,08:34.000,08:34.000,0,,,,,,,,,,,,
16399,08:34.500,08:34.502,0,,,,,,,,,,,,
16414,08:35.000,08:35.002,0,,,,,,,,,,,,
16429,08:35.500,08:35.502,0,,,,,,,,,,,,
16444,08:36.000,08:36.002,2,1783.0,737.0,1983.0,989.0,1261.0,712.0,1427.0,953.0,,,,
16459,08:36.500,08:36.502,2,1712.0,745.0,1903.0,984.0,1199.0,718.0,1361.0,960.0,,,,
16474,08:37.000,08:37.002,2,1458.0,734.0,1630.0,960.0,960.0,719.0,1123.0,954.0,,,,
16489,08:37.500,08:37.502,2,947.0,672.0,1106.0,911.0,1454.0,728.0,1625.0,955.0,,,,
16504,08:38.000,08:38.002,2,1508.0,694.0,1681.0,926.0,978.0,673.0,1142.0,911.0,,,,
16519,08:38.500,08:38.502,2,1513.0,695.0,1687.0,928.0,1002.0,655.0,1165.0,894.0,,,,
16534,08:39.000,08:39.003,2,1548.0,737.0,1724.0,973.0,1039.0,708.0,1201.0,948.0,,,,
16549,08:39.500,08:39.503,2,1643.0,948.0,1830.0,1194.0,1133.0,929.0,1297.0,1177.0,,,,
16564,08:40.000,08:40.003,0,,,,,,,,,,,,
16579,08:40.500,08:40.503,0,,,,,,,,,,,,
16594,08:41.000,08:41.003,2,1088.0,1255.0,1261.0,1502.0,1628.0,1283.0,1832.0,1507.0,,,,
16609,08:41.500,08:41.503,2,1062.0,809.0,1225.0,1053.0,1577.0,846.0,1755.0,1082.0,,,,
16624,08:42.000,08:42.003,2,1566.0,878.0,1746.0,1119.0,1057.0,854.0,1216.0,1097.0,,,,
16639,08:42.500,08:42.503,2,1058.0,818.0,1219.0,1061.0,1570.0,848.0,1749.0,1082.0,,,,
16654,08:43.000,08:43.003,2,1567.0,770.0,1747.0,1008.0,1058.0,730.0,1218.0,965.0,,,,
16669,08:43.500,08:43.505,2,1568.0,724.0,1747.0,959.0,1063.0,666.0,1221.0,905.0,,,,
16684,08:44.000,08:44.005,2,1058.0,682.0,1221.0,921.0,1563.0,724.0,1740.0,958.0,,,,
16699,08:44.500,08:44.505,2,1560.0,723.0,1738.0,959.0,1065.0,682.0,1228.0,925.0,,,,
16714,08:45.000,08:45.005,2,1553.0,718.0,1730.0,955.0,1057.0,687.0,1219.0,929.0,,,,
16729,08:45.500,08:45.505,2,1557.0,697.0,1735.0,933.0,1057.0,665.0,1221.0,911.0,,,,
16744,08:46.000,08:46.005,2,1560.0,702.0,1738.0,939.0,1056.0,672.0,1219.0,921.0,,,,
16759,08:46.500,08:46.505,2,1555.0,717.0,1734.0,955.0,1057.0,690.0,1218.0,931.0,,,,
16774,08:47.000,08:47.005,2,1555.0,715.0,1732.0,952.0,1057.0,690.0,1217.0,930.0,,,,
