frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y,face_3_tl_x,face_3_tl_y,face_3_br_x,face_3_br_y
846,00:23.000,00:23.002,0,,,,,,,,,,,,,,,,
861,00:23.500,00:23.502,0,,,,,,,,,,,,,,,,
876,00:24.000,00:24.002,0,,,,,,,,,,,,,,,,
890,00:24.500,00:24.502,0,,,,,,,,,,,,,,,,
905,00:25.000,00:25.002,0,,,,,,,,,,,,,,,,
920,00:25.500,00:25.502,0,,,,,,,,,,,,,,,,
935,00:26.000,00:26.003,0,,,,,,,,,,,,,,,,
950,00:26.500,00:26.503,0,,,,,,,,,,,,,,,,
966,00:27.000,00:27.003,0,,,,,,,,,,,,,,,,
982,00:27.500,00:27.503,0,,,,,,,,,,,,,,,,
997,00:28.000,00:28.003,0,,,,,,,,,,,,,,,,
1013,00:28.500,00:28.503,0,,,,,,,,,,,,,,,,
1028,00:29.000,00:29.003,0,,,,,,,,,,,,,,,,
1043,00:29.500,00:29.503,0,,,,,,,,,,,,,,,,
1062,00:30.000,00:30.005,0,,,,,,,,,,,,,,,,
1078,00:30.500,00:30.505,0,,,,,,,,,,,,,,,,
1093,00:31.000,00:31.005,0,,,,,,,,,,,,,,,,
1109,00:31.500,00:31.505,0,,,,,,,,,,,,,,,,
1124,00:32.000,00:32.005,0,,,,,,,,,,,,,,,,
1139,00:32.500,00:32.505,0,,,,,,,,,,,,,,,,
1154,00:33.000,00:33.005,0,,,,,,,,,,,,,,,,
1170,00:33.500,00:33.505,0,,,,,,,,,,,,,,,,
1185,00:34.000,00:34.007,0,,,,,,,,,,,,,,,,
1201,00:34.500,00:34.507,0,,,,,,,,,,,,,,,,
1216,00:35.000,00:35.007,0,,,,,,,,,,,,,,,,
1232,00:35.500,00:35.507,0,,,,,,,,,,,,,,,,
1248,00:36.000,00:36.032,0,,,,,,,,,,,,,,,,
1263,00:36.500,00:36.532,0,,,,,,,,,,,,,,,,
1279,00:37.000,00:37.032,0,,,,,,,,,,,,,,,,
1294,00:37.500,00:37.532,0,,,,,,,,,,,,,,,,
1308,00:38.000,00:38.000,0,,,,,,,,,,,,,,,,
1324,00:38.500,00:38.500,0,,,,,,,,,,,,,,,,
1338,00:39.000,00:39.000,0,,,,,,,,,,,,,,,,
1353,00:39.500,00:39.500,0,,,,,,,,,,,,,,,,
1368,00:40.000,00:40.000,0,,,,,,,,,,,,,,,,
1383,00:40.500,00:40.500,0,,,,,,,,,,,,,,,,
1398,00:41.000,00:41.000,0,,,,,,,,,,,,,,,,
1413,00:41.500,00:41.500,0,,,,,,,,,,,,,,,,
1428,00:42.000,00:42.002,0,,,,,,,,,,,,,,,,
1444,00:42.500,00:42.502,1,599.0,529.0,747.0,752.0,,,,,,,,,,,,
1459,00:43.000,00:43.002,1,666.0,559.0,808.0,773.0,,,,,,,,,,,,
1475,00:43.500,00:43.502,0,,,,,,,,,,,,,,,,
1490,00:44.000,00:44.002,0,,,,,,,,,,,,,,,,
1504,00:44.500,00:44.502,0,,,,,,,,,,,,,,,,
1519,00:45.000,00:45.002,0,,,,,,,,,,,,,,,,
1535,00:45.500,00:45.502,0,,,,,,,,,,,,,,,,
1550,00:46.000,00:46.003,0,,,,,,,,,,,,,,,,
1566,00:46.500,00:46.503,1,698.0,667.0,799.0,801.0,,,,,,,,,,,,
1590,00:47.000,00:47.020,1,832.0,668.0,924.0,796.0,,,,,,,,,,,,
1616,00:47.500,00:47.503,1,838.0,659.0,936.0,791.0,,,,,,,,,,,,
1644,00:48.000,00:48.003,1,819.0,641.0,919.0,776.0,,,,,,,,,,,,
1666,00:48.500,00:48.503,1,817.0,645.0,915.0,778.0,,,,,,,,,,,,
1682,00:49.000,00:49.012,1,792.0,644.0,891.0,778.0,,,,,,,,,,,,
1697,00:49.500,00:49.503,1,797.0,637.0,896.0,771.0,,,,,,,,,,,,
1712,00:50.000,00:50.005,1,393.0,637.0,516.0,782.0,,,,,,,,,,,,
1727,00:50.500,00:50.505,1,304.0,681.0,419.0,827.0,,,,,,,,,,,,
1743,00:51.000,00:51.005,1,265.0,880.0,382.0,1030.0,,,,,,,,,,,,
1758,00:51.500,00:51.505,1,490.0,833.0,603.0,975.0,,,,,,,,,,,,
1774,00:52.000,00:52.005,2,177.0,655.0,385.0,932.0,1291.0,743.0,1385.0,870.0,,,,,,,,
1789,00:52.500,00:52.505,2,669.0,594.0,856.0,845.0,1710.0,695.0,1823.0,832.0,,,,,,,,
1806,00:53.000,00:53.005,2,653.0,561.0,851.0,823.0,1718.0,709.0,1828.0,846.0,,,,,,,,
1822,00:53.500,00:53.505,2,-40.0,476.0,249.0,783.0,1260.0,694.0,1348.0,818.0,,,,,,,,
1838,00:54.000,00:54.007,1,247.0,641.0,360.0,787.0,,,,,,,,,,,,
1854,00:54.500,00:54.507,1,112.0,728.0,236.0,878.0,,,,,,,,,,,,
1869,00:55.000,00:55.007,1,191.0,668.0,310.0,819.0,,,,,,,,,,,,
1886,00:55.500,00:55.532,1,784.0,640.0,871.0,770.0,,,,,,,,,,,,
1901,00:56.000,00:56.032,1,788.0,615.0,882.0,749.0,,,,,,,,,,,,
1916,00:56.500,00:56.532,1,744.0,670.0,839.0,800.0,,,,,,,,,,,,
1932,00:57.000,00:57.032,1,709.0,694.0,794.0,825.0,,,,,,,,,,,,
1947,00:57.500,00:57.532,1,779.0,673.0,865.0,802.0,,,,,,,,,,,,
1961,00:58.000,00:58.000,1,613.0,694.0,703.0,831.0,,,,,,,,,,,,
1974,00:58.500,00:58.508,1,-45.0,795.0,67.0,951.0,,,,,,,,,,,,
1984,00:59.000,00:59.117,1,-27.0,718.0,94.0,871.0,,,,,,,,,,,,
1988,00:59.500,00:59.500,1,-13.0,699.0,111.0,853.0,,,,,,,,,,,,
2005,01:00.000,01:00.000,1,-12.0,765.0,113.0,920.0,,,,,,,,,,,,
2020,01:00.500,01:00.500,1,-12.0,738.0,132.0,897.0,,,,,,,,,,,,
2035,01:01.000,01:01.000,1,-9.0,695.0,146.0,869.0,,,,,,,,,,,,
2050,01:01.500,01:01.500,1,925.0,704.0,1020.0,836.0,,,,,,,,,,,,
2065,01:02.000,01:02.002,1,1103.0,660.0,1197.0,788.0,,,,,,,,,,,,
2076,01:02.500,01:02.527,2,322.0,506.0,551.0,795.0,1460.0,665.0,1562.0,799.0,,,,,,,,
2082,01:03.000,01:03.010,2,495.0,514.0,713.0,788.0,1603.0,668.0,1707.0,803.0,,,,,,,,
2097,01:03.500,01:03.585,1,559.0,620.0,666.0,757.0,,,,,,,,,,,,
2100,01:04.000,01:04.060,1,272.0,597.0,396.0,743.0,,,,,,,,,,,,
2104,01:04.500,01:04.577,1,127.0,599.0,259.0,751.0,,,,,,,,,,,,
2108,01:05.000,01:05.052,1,60.0,649.0,197.0,801.0,,,,,,,,,,,,
2119,01:05.500,01:05.502,1,713.0,646.0,794.0,775.0,,,,,,,,,,,,
2134,01:06.000,01:06.003,1,376.0,663.0,472.0,801.0,,,,,,,,,,,,
2149,01:06.500,01:06.503,1,33.0,678.0,168.0,829.0,,,,,,,,,,,,
2164,01:07.000,01:07.003,1,4.0,686.0,149.0,840.0,,,,,,,,,,,,
2179,01:07.500,01:07.503,1,34.0,683.0,180.0,845.0,,,,,,,,,,,,
2194,01:08.000,01:08.003,1,416.0,682.0,526.0,823.0,,,,,,,,,,,,
2209,01:08.500,01:08.503,1,136.0,701.0,270.0,850.0,,,,,,,,,,,,
2224,01:09.000,01:09.003,1,109.0,732.0,246.0,879.0,,,,,,,,,,,,
2239,01:09.500,01:09.503,1,96.0,736.0,234.0,893.0,,,,,,,,,,,,
2254,01:10.000,01:10.005,1,45.0,765.0,189.0,921.0,,,,,,,,,,,,
2269,01:10.500,01:10.505,1,50.0,744.0,191.0,900.0,,,,,,,,,,,,
2284,01:11.000,01:11.005,1,55.0,733.0,197.0,891.0,,,,,,,,,,,,
2299,01:11.500,01:11.505,1,97.0,728.0,222.0,879.0,,,,,,,,,,,,
2314,01:12.000,01:12.005,1,289.0,649.0,402.0,797.0,,,,,,,,,,,,
2329,01:12.500,01:12.505,1,506.0,666.0,604.0,805.0,,,,,,,,,,,,
2344,01:13.000,01:13.005,1,205.0,612.0,321.0,762.0,,,,,,,,,,,,
2359,01:13.500,01:13.505,1,134.0,582.0,254.0,736.0,,,,,,,,,,,,
2374,01:14.000,01:14.007,1,141.0,577.0,260.0,733.0,,,,,,,,,,,,
2389,01:14.500,01:14.507,1,124.0,553.0,256.0,702.0,,,,,,,,,,,,
2397,01:15.000,01:15.023,1,100.0,501.0,238.0,650.0,,,,,,,,,,,,
2401,01:15.500,01:15.507,1,107.0,433.0,247.0,579.0,,,,,,,,,,,,
2405,01:16.000,01:16.040,1,115.0,582.0,254.0,728.0,,,,,,,,,,,,
2408,01:16.500,01:16.632,1,54.0,536.0,199.0,688.0,,,,,,,,,,,,
2412,01:17.000,01:17.098,1,91.0,513.0,232.0,666.0,,,,,,,,,,,,
2426,01:17.500,01:17.565,1,588.0,562.0,693.0,692.0,,,,,,,,,,,,
2439,01:18.000,01:18.000,1,568.0,579.0,671.0,711.0,,,,,,,,,,,,
2454,01:18.500,01:18.500,1,520.0,574.0,627.0,708.0,,,,,,,,,,,,
