frame,time,actual_video_time,faces_detected_count,face_0_tl_x,face_0_tl_y,face_0_br_x,face_0_br_y,face_1_tl_x,face_1_tl_y,face_1_br_x,face_1_br_y,face_2_tl_x,face_2_tl_y,face_2_br_x,face_2_br_y
11770,06:25.000,06:25.028,2,1131.0,749.0,1288.0,973.0,703.0,688.0,865.0,903.0,,,,
11786,06:25.500,06:25.512,2,1137.0,754.0,1292.0,974.0,710.0,689.0,870.0,906.0,,,,
11803,06:26.000,06:26.020,2,1149.0,736.0,1310.0,963.0,715.0,674.0,876.0,892.0,,,,
11820,06:26.500,06:26.528,2,1161.0,744.0,1320.0,966.0,724.0,680.0,882.0,894.0,,,,
11836,06:27.000,06:27.012,2,1164.0,742.0,1327.0,966.0,729.0,683.0,889.0,895.0,,,,
11853,06:27.500,06:27.522,2,1204.0,778.0,1365.0,1014.0,780.0,726.0,931.0,932.0,,,,
11870,06:28.000,06:28.030,2,1130.0,821.0,1295.0,1054.0,696.0,776.0,858.0,992.0,,,,
11886,06:28.500,06:28.505,2,1171.0,791.0,1331.0,1021.0,734.0,747.0,895.0,958.0,,,,
11903,06:29.000,06:29.022,2,1156.0,795.0,1317.0,1031.0,728.0,748.0,887.0,963.0,,,,
11920,06:29.500,06:29.530,2,1151.0,786.0,1311.0,1021.0,725.0,746.0,883.0,957.0,,,,
11936,06:30.000,06:30.005,2,1117.0,766.0,1280.0,1000.0,674.0,736.0,841.0,962.0,,,,
11953,06:30.500,06:30.522,2,678.0,726.0,838.0,939.0,1110.0,766.0,1272.0,1000.0,,,,
11970,06:31.000,06:31.030,2,1108.0,764.0,1270.0,996.0,676.0,720.0,838.0,935.0,,,,
11986,06:31.500,06:31.507,2,672.0,715.0,835.0,933.0,1107.0,766.0,1269.0,996.0,,,,
12003,06:32.000,06:32.015,2,667.0,710.0,831.0,929.0,1103.0,764.0,1263.0,990.0,,,,
12020,06:32.500,06:32.532,2,1099.0,761.0,1259.0,987.0,661.0,707.0,825.0,929.0,,,,
12036,06:33.000,06:33.007,2,644.0,709.0,807.0,927.0,1084.0,758.0,1245.0,984.0,,,,
12053,06:33.500,06:33.515,2,645.0,708.0,809.0,927.0,1087.0,757.0,1247.0,986.0,,,,
12070,06:34.000,06:34.032,2,644.0,707.0,809.0,928.0,1088.0,762.0,1245.0,986.0,,,,
12086,06:34.500,06:34.507,2,637.0,711.0,803.0,931.0,1080.0,759.0,1240.0,987.0,,,,
12103,06:35.000,06:35.015,2,636.0,709.0,801.0,932.0,1075.0,768.0,1226.0,984.0,,,,
12119,06:35.500,06:35.500,2,631.0,710.0,795.0,924.0,1062.0,765.0,1209.0,987.0,,,,
12136,06:36.000,06:36.008,2,1061.0,758.0,1208.0,986.0,632.0,719.0,796.0,932.0,,,,
